panel,con,cad,arm,sel,gross,q,is_empty,isCAGR,isSharpe,isMaxDD,oCAGR,oSharpe,oMaxDD,base_oCAGR,base_oSharpe,base_oMaxDD,spy_oCAGR,spy_oSharpe,spy_oMaxDD,beat_base,beat_spy,f4b_oos
U56,DEGROSS,M,MA-DIST,S1,1.0,0.1,False,0.033390020998200765,1.3850027433470156,-0.023938553551082542,0.03492819734352515,1.1578805419006617,-0.041005073402726855,0.09494345467513221,1.285947374872866,-0.11896571471330208,0.15271636385461385,0.8739575612872552,-0.33717267708462373,False,True,CAGR
U56,DEGROSS,M,MA-DIST,S2,1.0,0.5,False,0.09735897360954437,1.2533821918333745,-0.07291064459476093,0.10706601410313055,1.2227438228964216,-0.13572844774601156,0.09494345467513221,1.285947374872866,-0.11896571471330208,0.15271636385461385,0.8739575612872552,-0.33717267708462373,False,True,-
U56,DEGROSS,M,MOM,S1,1.0,0.1,False,0.029910064263132474,1.3104301777726504,-0.03031615776709984,0.03920424043734361,1.1918834523114366,-0.03774236410556675,0.09494345467513221,1.285947374872866,-0.11896571471330208,0.15271636385461385,0.8739575612872552,-0.33717267708462373,False,True,CAGR
U56,DEGROSS,M,MOM,S2,1.0,0.5,False,0.0965324996250998,1.191996974822182,-0.10162678408348891,0.10378224763447141,1.0838161974092473,-0.16822310307884447,0.09494345467513221,1.285947374872866,-0.11896571471330208,0.15271636385461385,0.8739575612872552,-0.33717267708462373,False,True,CAGR
U56,DEGROSS,Q,MA-DIST,S1,1.0,0.1,False,0.039208515303865044,1.500693207101075,-0.035693282764378775,0.03076210015118863,0.950209326115808,-0.05164713640232621,0.09494345467513221,1.285947374872866,-0.11896571471330208,0.15271636385461385,0.8739575612872552,-0.33717267708462373,False,True,CAGR
U56,DEGROSS,Q,MA-DIST,S2,1.0,0.5,False,0.09562853863035259,1.1772890595004226,-0.09743211343975178,0.10180613505404512,1.085563874210739,-0.18174574566800905,0.09494345467513221,1.285947374872866,-0.11896571471330208,0.15271636385461385,0.8739575612872552,-0.33717267708462373,False,True,CAGR
U56,DEGROSS,Q,MOM,S1,1.0,0.5,False,0.0857362961143282,1.0574729207647577,-0.10366870939117545,0.09832174905308899,1.0006556403485587,-0.17208330603873845,0.09494345467513221,1.285947374872866,-0.11896571471330208,0.15271636385461385,0.8739575612872552,-0.33717267708462373,False,True,CAGR
U56,DEGROSS,Q,MOM,S2,1.0,0.5,False,0.0857362961143282,1.0574729207647577,-0.10366870939117545,0.09832174905308899,1.0006556403485587,-0.17208330603873845,0.09494345467513221,1.285947374872866,-0.11896571471330208,0.15271636385461385,0.8739575612872552,-0.33717267708462373,False,True,CAGR
U56,DEGROSS,W,MA-DIST,S1,1.0,0.1,False,0.0290805715642819,1.239782216326889,-0.0211021477808484,0.030750205621216553,1.0609294480102727,-0.03814555848406964,0.09494345467513221,1.285947374872866,-0.11896571471330208,0.15271636385461385,0.8739575612872552,-0.33717267708462373,False,True,CAGR
U56,DEGROSS,W,MA-DIST,S2,1.0,0.5,False,0.09071220769589039,1.2091983192237843,-0.07249310252541052,0.10108541378745262,1.1799041201546705,-0.14313329968893718,0.09494345467513221,1.285947374872866,-0.11896571471330208,0.15271636385461385,0.8739575612872552,-0.33717267708462373,False,True,CAGR
U56,DEGROSS,W,MOM,S1,1.0,0.1,False,0.029866827448696398,1.2955679339599244,-0.0329901961008795,0.03698221614690733,1.1344099630304059,-0.040541118537059107,0.09494345467513221,1.285947374872866,-0.11896571471330208,0.15271636385461385,0.8739575612872552,-0.33717267708462373,False,True,CAGR
