panel,driver,n_rungs,rho_S_min,rho_S_max,rho_r_min,rho_r_max,R_min,R_max,R_mean,Rcorr_min,Rcorr_max,Rcorr_mean,rho_span,spearman_R_rho,n_Rcorr_in_band,max_abs_Rcorr_dev
U56,D_N,6,0.46953062791850064,0.9970640515285801,0.45560841340451663,0.9966569542062276,0.07565942873255813,0.7668186369725033,0.43559420517013764,0.7625203271632828,1.4181056449617484,1.074856832265971,0.5275334236100795,-0.8285714285714287,6,0.4181056449617484
U56,D_POOL,6,0.9581669487580214,1.0,0.9537694027654166,1.0,0.0,0.3686221246921779,0.07553920576638035,0.0,1.8022773581674307,0.5056945967078662,0.04183305124197856,-0.8980265101338745,2,1.0
U56,D_SYNTH,6,0.004925501125135902,0.9557557227760715,0.000741054293514144,0.9495708019382448,0.22786441632732396,1.0145012587154334,0.5814295426972597,0.47479692692649345,1.6347928071924742,0.9782998258234007,0.9508302216509356,-0.3142857142857143,5,0.6347928071924742
B136,D_N,6,0.47026467306673414,0.9718673698136587,0.4824835671959473,0.9723466228810654,0.12505624361195714,0.5838871045848869,0.3668730217993324,0.4210818459102307,1.4282670328786602,0.8794838665822141,0.5016026967469246,-0.6,5,0.5789181540897693
B136,D_POOL,6,0.9260517346260624,1.0,0.9222443269881854,1.0,0.0,0.3942121286899385,0.12339956849348936,0.0,1.449659435161317,0.6197336371376476,0.07394826537393762,-1.0,3,1.0
B136,D_SYNTH,6,0.006736543983596329,0.9436368223553206,-0.004448562158100297,0.9501166782757748,0.1733463253333578,1.0631314715770328,0.6032157983256224,0.730158095675438,1.1810689395791605,0.8761386751603268,0.9369002783717243,-0.942857142857143,6,0.269841904324562
SMALL,D_N,6,0.3347855537852981,0.9167266508438613,0.31398646720610435,0.9195829955651965,0.11563547712211479,0.9031049969647822,0.5222038932294238,0.4007172892093595,1.2034002292379973,0.8454289211482225,0.5819410970585632,-0.8857142857142858,5,0.5992827107906404
SMALL,D_POOL,6,0.8350329272811301,1.0,0.8337132294459159,1.0,0.0,0.6304235403458109,0.26331661523618405,0.0,1.5521503513230173,0.8859002695143677,0.1649670727188699,-0.942857142857143,5,1.0
SMALL,D_SYNTH,6,0.012055418679067361,0.9500977216436448,0.002593304216580325,0.9499200818462412,0.20331849408199387,1.333270033114103,0.7467408745790355,0.6715681806652086,1.7006592506866822,1.102833208388245,0.9380423029645775,-0.6,6,0.7006592506866822
