panel,book,maxd,verdict
U56,U56-band0.08-g1.00,0.0004588238775189435,PASS
U56,U56-qroll-q0.17-w1008-d0.50,0.00033081556790470756,PASS
B136,B136-band0.08-g1.00,0.00043533296923659037,PASS
B136,B136-qroll-q0.12-w1008-d0.50,0.00020547245826008087,PASS
