panel,gross,cost,reach,dSharpe,dOOS,rho_k_Sharpe,rho_k_OOS,n_4b,pred,resid
U56,0.25,10,1.9560692142671916,-0.020643171594095344,-0.023847944300081636,0.038461538461538464,-0.15384615384615385,0,0.02023887776490357,-0.04088204935899892
U56,0.25,25,1.9560692142671916,-0.0107732184761552,-0.01901304687674099,-0.15384615384615385,-0.07692307692307693,0,0.02023887776490357,-0.03101209624105877
U56,0.5,10,1.9560692142671916,-0.021115047989422653,-0.024691802757390358,0.038461538461538464,-0.15384615384615385,0,0.02023887776490357,-0.041353925754326226
U56,0.5,25,1.9560692142671916,-0.011019087033424468,-0.019588471696748155,-0.15384615384615385,-0.07692307692307693,0,0.02023887776490357,-0.03125796479832804
U56,0.75,10,1.9560692142671916,-0.02144612554644376,-0.025400477460567616,0.038461538461538464,-0.15384615384615385,3,0.02023887776490357,-0.041685003311347335
U56,0.75,25,1.9560692142671916,-0.010910508812864261,-0.019809779056040533,-0.19230769230769232,-0.07692307692307693,0,0.02023887776490357,-0.03114938657776783
U56,1.0,10,1.9560692142671916,-0.02158012949253707,-0.025920194531809937,0.038461538461538464,-0.15384615384615385,0,0.02023887776490357,-0.041819007257440644
U56,1.0,25,1.9560692142671916,-0.010305225229539139,-0.01954083023499875,-0.15384615384615385,-0.07692307692307693,0,0.02023887776490357,-0.03054410299444271
B136,0.25,10,4.634168096054888,0.0860650101867304,0.14207967446894543,0.9642857142857145,0.9642857142857145,0,-0.011198669448965758,0.09726367963569617
B136,0.25,25,4.634168096054888,0.11756930909126218,0.16928552138145625,0.9642857142857145,0.9642857142857145,0,-0.011198669448965758,0.12876797854022792
B136,0.5,10,4.634168096054888,0.08391246872196889,0.1389734435467863,0.9642857142857145,0.9642857142857145,0,-0.011198669448965758,0.09511113817093465
B136,0.5,25,4.634168096054888,0.11590583047649139,0.1666967893122906,0.9642857142857145,0.9642857142857145,0,-0.011198669448965758,0.12710449992545714
B136,0.75,10,4.634168096054888,0.08190827361733644,0.13598533590125683,0.9642857142857145,0.9642857142857145,4,-0.011198669448965758,0.0931069430663022
B136,0.75,25,4.634168096054888,0.11462973971383428,0.1644602456393076,0.9642857142857145,0.9642857142857145,0,-0.011198669448965758,0.12582840916280003
B136,1.0,10,4.634168096054888,0.08009054853763176,0.13315227326846613,0.9642857142857145,0.9642857142857145,0,-0.011198669448965758,0.09128921798659752
B136,1.0,25,4.634168096054888,0.11384222829966906,0.16267738835651635,0.9642857142857145,0.9642857142857145,0,-0.011198669448965758,0.1250408977486348
SMALL439,0.25,10,7.058671511181617,-0.11460616028115528,-0.17517523904301174,-0.8571428571428573,-0.8928571428571429,0,-0.026536202400093266,-0.088069957881062
SMALL439,0.25,25,7.058671511181617,-0.08582228179609475,-0.14753124212507987,-0.8571428571428573,-0.8214285714285715,0,-0.026536202400093266,-0.05928607939600148
SMALL439,0.5,10,7.058671511181617,-0.11557331884088518,-0.17692676524718098,-0.8571428571428573,-0.8928571428571429,0,-0.026536202400093266,-0.0890371164407919
SMALL439,0.5,25,7.058671511181617,-0.08594967122582411,-0.14837054949940803,-0.8571428571428573,-0.8214285714285715,0,-0.026536202400093266,-0.05941346882573085
SMALL439,0.75,10,7.058671511181617,-0.1163786839823327,-0.17847890070337086,-0.8571428571428573,-0.8928571428571429,0,-0.026536202400093266,-0.08984248158223943
SMALL439,0.75,25,7.058671511181617,-0.08571589839563207,-0.1488269808073081,-0.8571428571428573,-0.8928571428571429,0,-0.026536202400093266,-0.0591796959955388
SMALL439,1.0,10,7.058671511181617,-0.11699442685618261,-0.1797999095649473,-0.8571428571428573,-0.8928571428571429,0,-0.026536202400093266,-0.09045822445608934
SMALL439,1.0,25,7.058671511181617,-0.08505840576557933,-0.14883916850720796,-0.7500000000000002,-0.8928571428571429,0,-0.026536202400093266,-0.05852220336548606
