panel,book,stat,rev,path,D_nat,p_nat,Dmin,Dmax,n_cuts
B136,BAND075,CAGR,1,0,-0.019664820078999945,0.553,-0.02855063232255095,0.012116011543908067,9
B136,BAND075,EXSH,4,0,-0.1354421955994971,0.582,-0.1375916703879071,0.17690232225078872,9
B136,BAND075,MaxDD,0,0,-0.04342703544973983,0.394,-0.04342703544973986,-0.043427035449739665,9
B136,BAND075,SH,4,0,-0.269091492354399,0.562,-0.30076874487497995,0.284096067655772,9
B136,BAND100,CAGR,1,0,-0.027054846292735094,0.55,-0.03880782156093729,0.016897928003173537,9
B136,BAND100,EXSH,4,0,-0.13753770890127126,0.577,-0.13974520377354038,0.17601652311381843,9
B136,BAND100,MaxDD,0,0,-0.05697754159861204,0.387,-0.05697754159861204,-0.0569775415986119,9
B136,BAND100,SH,2,0,-0.27118700565617315,0.558,-0.30292227826061324,0.2832102685188017,9
B136,CAND10,CAGR,1,0,-0.05651091599103257,0.446,-0.05844639298690467,0.02038216643193022,9
B136,CAND10,EXSH,0,0,-0.2901664652566761,0.389,-0.3066058584162592,-0.005553223058623713,9
B136,CAND10,MaxDD,0,0,-0.028073170602151337,0.733,-0.02807317060215142,-0.028073170602151087,9
B136,CAND10,SH,1,0,-0.423815762011578,0.3125,-0.43481317928579366,0.10164052234635956,9
B136,CAND20,CAGR,0,0,-0.03877724077169263,0.5375,-0.06135331970004915,-0.004198146971882893,9
B136,CAND20,EXSH,0,0,-0.213214781438396,0.465,-0.22563910666886844,-0.07694175807410708,9
B136,CAND20,MaxDD,0,0,-0.0635661017537775,0.396,-0.06356610175377761,-0.05340037744438092,9
B136,CAND20,SH,1,0,-0.3468640781932979,0.427,-0.38998342206939773,0.00237362541685604,9
B136,EWALL075,CAGR,1,0,-0.01949928558528613,0.7645,-0.05072713193074929,0.013562460977900787,9
B136,EWALL075,EXSH,0,0,-0.09265755655616914,0.3265,-0.09443112540502485,-0.006668211502255494,9
B136,EWALL075,MaxDD,0,0,-0.10043315503634445,0.29,-0.1004331550363445,-0.1004331550363444,9
B136,EWALL075,SH,1,0,-0.22630685331107103,0.657,-0.24284540796385468,0.10052553390272778,9
B136,EWELIG075,CAGR,2,0,-0.022436859721818206,0.654,-0.03280086351700591,0.013580755345430073,9
B136,EWELIG075,EXSH,1,0,-0.11608611585737982,0.5095,-0.11032490995215283,0.12187966667856243,9
B136,EWELIG075,MaxDD,0,0,-0.06269427917288055,0.3605,-0.0626942791728806,-0.050168761020493946,9
B136,EWELIG075,SH,2,0,-0.24973541261228172,0.5985,-0.2728069403991389,0.2290734120835457,9
B136,SPYBH,CAGR,3,0,-0.007015259774749039,0.942,-0.051360803658604626,0.038804866227599294,9
B136,SPYBH,EXSH,0,0,0.0,1.0,0.0,0.0,9
B136,SPYBH,MaxDD,0,0,-0.1165759121137793,0.3295,-0.1165759121137794,-0.1165759121137793,9
B136,SPYBH,SH,2,0,-0.1336492967549019,0.793,-0.1842427835399496,0.10719374540498328,9
B136,V1,CAGR,0,0,-0.024540008882409904,0.612,-0.04925728724615974,-0.012065952199536566,9
B136,V1,EXSH,0,0,-0.1559174210794788,0.7205,-0.38532345054966866,-0.1115285125027427,9
B136,V1,MaxDD,0,0,-0.11720156855262039,0.2315,-0.12673917937405269,-0.11720156855262022,9
B136,V1,SH,0,0,-0.2895667178343807,0.5015,-0.5185288960580124,-0.15856180548329168,9
STK20,BAND075,CAGR,1,0,0.003217175567337055,0.9515,-0.004806515874038075,0.053015111941858456,9
STK20,BAND075,EXSH,5,0,-0.08304175677637937,0.7875,-0.07808076397760966,0.2521918753775739,9
STK20,BAND075,MaxDD,0,0,-0.0700466125913508,0.2465,-0.07075611080847802,-0.045292181202122805,9
STK20,BAND075,SH,4,0,-0.2182859786782172,0.6505,-0.20996725556644158,0.35722278987990674,9
STK20,BAND100,CAGR,1,0,0.0035178306799227843,0.9595,-0.0070351087651932265,0.07339818241302909,9
STK20,BAND100,EXSH,5,0,-0.08340403558894305,0.786,-0.0784484550685921,0.252532469572439,9
STK20,BAND100,MaxDD,0,0,-0.09078604153418496,0.24,-0.09139197520466363,-0.05862544895567473,9
STK20,BAND100,SH,4,0,-0.21864825749078087,0.6515,-0.21033494665742403,0.35756338407477184,9
STK20,CAND10,CAGR,0,0,0.031912057601780425,0.6725,0.03288282438493875,0.09652099515526195,9
STK20,CAND10,EXSH,0,0,0.15197936601468098,0.644,0.1527365970920801,0.42314740410768825,9
STK20,CAND10,MaxDD,0,0,-0.0292728106527321,0.6595,-0.0292728106527321,-0.0033720342552646387,9
STK20,CAND10,SH,0,0,0.01673514411284316,0.9715,0.020850105503248173,0.5281783186100211,9
STK20,CAND20,CAGR,0,0,0.01954418116123552,0.67,0.016621998495760515,0.06264601894501197,9
STK20,CAND20,EXSH,0,0,0.12350499930484882,0.7035,0.12610870275649855,0.3977184186630276,9
STK20,CAND20,MaxDD,0,0,-0.03773388520817475,0.436,-0.03773388520817489,-0.01625754577910278,9
STK20,CAND20,SH,8,0,-0.011739222596989007,0.978,-0.005777788832333375,0.5027493331653604,9
STK20,EWALL075,CAGR,5,0,-0.01064067043116182,0.8995,-0.029025479341384497,0.030694886886712514,9
STK20,EWALL075,EXSH,3,0,-0.15222275908441862,0.4365,-0.14800958917912987,0.15538098039140402,9
STK20,EWALL075,MaxDD,0,0,-0.10331452152849455,0.1995,-0.10331452152849463,-0.0663199838707734,9
STK20,EWALL075,SH,1,0,-0.28746698098625645,0.546,-0.2798960807679618,0.26041189489373684,9
STK20,EWELIG075,CAGR,0,0,0.03784743782673056,0.632,0.028984922199812385,0.08437171038589875,9
STK20,EWELIG075,EXSH,0,0,0.36829395664029596,0.1695,0.3672421884196785,0.6079141787051522,9
STK20,EWELIG075,MaxDD,0,0,0.11405591859884676,0.337,0.11405591859884665,0.13039574269495113,9
STK20,EWELIG075,SH,0,0,0.23304973473845814,0.6445,0.2375523116488536,0.712945093207485,9
STK20,SPYBH,CAGR,3,0,-0.007334742725714161,0.9355,-0.051802909641740474,0.03802543705965952,9
STK20,SPYBH,EXSH,0,0,0.0,1.0,0.0,0.0,9
STK20,SPYBH,MaxDD,0,0,-0.11655165885066499,0.338,-0.11655165885066515,-0.11655165885066493,9
STK20,SPYBH,SH,2,0,-0.13524422190183782,0.7775,-0.1865671005431212,0.10503091450233282,9
STK20,V1,CAGR,0,0,0.03236778340854793,0.676,0.026371064109607406,0.062020002007802,9
STK20,V1,EXSH,0,0,0.1659851399718716,0.6315,0.091553501047976,0.4619709865872208,9
STK20,V1,MaxDD,0,0,-0.05073020819428023,0.5265,-0.050730208194280424,-0.040558084654781,9
STK20,V1,SH,0,0,0.030740918070033763,0.9395,0.030998411214548494,0.2754038860440996,9
U56,BAND075,CAGR,1,0,0.005563223321610605,0.8565,-0.0056875088283257075,0.02667291677955784,9
U56,BAND075,EXSH,0,0,0.07999359174252196,0.773,0.0870805247392904,0.316607734719758,9
U56,BAND075,MaxDD,0,0,-0.04167763763608878,0.392,-0.04167763763608881,-0.04167763763608867,9
U56,BAND075,SH,6,0,-0.05525063015931586,0.901,-0.06420390531501474,0.4216386492220908,9
U56,BAND100,CAGR,1,0,0.007276028196424991,0.8625,-0.0076168023753355185,0.03671708625056799,9
U56,BAND100,EXSH,0,0,0.0787167069243847,0.7765,0.08579535943508187,0.31681470221158425,9
U56,BAND100,MaxDD,0,0,-0.054590708272157895,0.3875,-0.054590708272157895,-0.054590708272157784,9
U56,BAND100,SH,6,0,-0.05652751497745312,0.898,-0.06555165642633454,0.42184561671391707,9
U56,CAND10,CAGR,0,0,0.023642505581214085,0.7205,0.025105011264969904,0.08630267004869634,9
U56,CAND10,EXSH,0,0,0.15486880807796155,0.647,0.08315803330593075,0.4279005525891807,9
U56,CAND10,MaxDD,0,0,-0.034294936520010894,0.637,-0.03429493652001103,-0.034294936520010616,9
U56,CAND10,SH,0,0,0.019624586176123726,0.962,0.027720688025451135,0.530244954783249,9
U56,CAND20,CAGR,0,0,0.019392034420697438,0.726,0.011941735367052522,0.06281504525546952,9
U56,CAND20,EXSH,0,0,0.13077667010495142,0.649,0.10081260130352765,0.37723947447618134,9
U56,CAND20,MaxDD,0,0,-0.0665536788638636,0.3805,-0.06655367886386368,-0.06137521561370793,9
U56,CAND20,SH,9,0,-0.004467551796886404,0.9905,0.004080413960483975,0.48227038897851415,9
U56,EWALL075,CAGR,3,0,0.0009526606159554474,0.9895,-0.02522504597129696,0.03496916194335771,9
U56,EWALL075,EXSH,9,0,-0.002629554991760652,0.9835,0.00147790213933352,0.1362618810751276,9
U56,EWALL075,MaxDD,0,0,-0.09958088990481148,0.261,-0.09958088990481156,-0.09873908393475861,9
U56,EWALL075,SH,4,0,-0.13787377689359848,0.7735,-0.1381551504219305,0.15008346735135336,9
U56,EWELIG075,CAGR,1,0,0.005906329717271619,0.898,-0.005058855193545167,0.03442318283414507,9
U56,EWELIG075,EXSH,0,0,0.08377024169097924,0.707,0.08897793150881383,0.23380252798585,9
U56,EWELIG075,MaxDD,0,0,-0.04671371298917962,0.4525,-0.04671371298917962,-0.03161878147001476,9
U56,EWELIG075,SH,5,0,-0.05147398021085858,0.9045,-0.0612459916664001,0.3270165843731204,9
U56,SPYBH,CAGR,3,0,-0.007334742725714161,0.935,-0.051802909641740474,0.03802543705965952,9
U56,SPYBH,EXSH,0,0,0.0,1.0,0.0,0.0,9
U56,SPYBH,MaxDD,0,0,-0.11655165885066499,0.36,-0.11655165885066515,-0.11655165885066493,9
U56,SPYBH,SH,2,0,-0.13524422190183782,0.776,-0.1865671005431212,0.10503091450233282,9
U56,V1,CAGR,2,0,0.011359733743681509,0.8095,-0.005154931807088377,0.025662497116062555,9
U56,V1,EXSH,2,0,0.15099454081786468,0.7075,-0.10564706218348163,0.19723945102254403,9
U56,V1,MaxDD,0,0,-0.007241821953104521,0.9325,-0.0388408964170167,-0.007241821953104521,9
U56,V1,SH,6,0,0.01575031891602685,0.974,-0.11987934466181682,0.17251374385303808,9
