G,w,cost,mean_gross,turns_yr,CAGR,Sharpe,MaxDD,H1,H2,IS_CAGR,IS_Sharpe,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,dd_margin,cagr_margin,J_FULL,J_IS,J_OOS,pass4a,pass4b,a_h1,a_h2,a_dd,b_h1,b_h2,b_oos,b_dd,b_cagr
0.5,0.0,0.0,0.5001494343182629,2.7058192771610203,0.05807676518970806,0.5328191945234305,-0.2508157985901399,0.7064275233159132,0.4034109448791908,0.06944782814218486,0.6665732542021857,-0.1791586142748206,0.051140072936240344,0.4619416885125197,-0.2508157985901406,-4.851206338609701,-4.010842192112034,-4.851206338609701,-6.752540789011389,-5.566210057284601,False,False,False,False,False,False,False,False,False,False
0.5,0.0,10.0,0.5001494343182629,2.7058192771610203,0.05521231562055329,0.5099566177209295,-0.25390343208757415,0.6811530818221657,0.3821685414420332,0.06671152306267292,0.6429428506003673,-0.1795447566274626,0.04819829606579562,0.4394085877488195,-0.2539034320875737,-5.159969688353125,-4.297287149027511,-5.159969688353125,-6.79115502427559,-5.860387744329073,False,False,False,False,False,False,False,False,False,False
0.5,0.0,25.0,0.5001494343182629,2.7058192771610203,0.050927024123065934,0.4755983793595659,-0.258514599784054,0.6431054917344523,0.35027858254549754,0.06261729300046692,0.6074129444173217,-0.1801236445129003,0.043797754874654204,0.40555452066639264,-0.258514599784053,-5.621086458001109,-4.725816298776246,-5.621086458001109,-6.849043812819359,-6.300441863443215,False,False,False,False,False,False,False,False,False,False
0.5,0.0,50.0,0.5001494343182629,2.7058192771610203,0.043815139873576436,0.4182264950613837,-0.26614606174736544,0.5794198376231554,0.29710742858083244,0.055820777256631704,0.5480426962133824,-0.18108758989384421,0.03649575529924509,0.34904614920677757,-0.2661460617473633,-6.384232654332253,-5.437004723725196,-6.384232654332253,-6.945438350913751,-7.030641820984126,False,False,False,False,False,False,False,False,False,False
0.5,0.1,0.0,0.5001786992855335,2.6298432642418397,0.06291881490933715,0.5918808862866941,-0.23425672143863419,0.7548602714998336,0.4703081064312228,0.07109079472042645,0.704716038446589,-0.16793796107499803,0.057921435262776155,0.5320296664043588,-0.23425672143863363,-3.195298623459128,-3.5266372201491243,-3.5266372201491243,-5.6304754690291325,-4.88807382463102,False,False,False,False,False,False,False,False,False,False
0.5,0.1,10.0,0.5001786992855335,2.6298432642418397,0.06012255031886582,0.5686309796991209,-0.23731974512659015,0.7294055083948592,0.44854692609056024,0.06842379880574434,0.6807652112832132,-0.16834842345479817,0.05504669834914089,0.509087004022513,-0.23731974512659104,-3.501600992254725,-3.8062636791962574,-3.8062636791962574,-5.671521707009146,-5.1755475159945465,False,False,False,False,False,False,False,False,False,False
0.5,0.1,25.0,0.5001786992855335,2.6298432642418397,0.05593934695583913,0.5336906678111355,-0.24189429828354603,0.6910909307091431,0.4158760421896135,0.06443336766549845,0.6447570617427909,-0.16896375395786534,0.050746512408202715,0.4746157440497051,-0.24189429828354592,-3.9590563079503123,-4.224584015498927,-4.224584015498927,-5.733054757315863,-5.605566110088364,False,False,False,False,False,False,False,False,False,False
0.5,0.1,50.0,0.5001786992855335,2.6298432642418397,0.048997102197461784,0.4753400735188841,-0.24946553763614265,0.6269600729348326,0.3613921164102955,0.05780940826742653,0.5845892079034808,-0.16998833734526608,0.043611223140832545,0.41706587271810786,-0.249465537636141,-4.716180243209974,-4.918808491336661,-4.918808491336661,-5.835513096055937,-6.319095036825381,False,False,False,False,False,False,False,False,False,False
0.5,0.2,0.0,0.5002074313101651,2.5524691146498806,0.06771292607853163,0.6544282193216857,-0.2174410420284928,0.8050696052729257,0.5421126478558985,0.072690011813477,0.7444838947299113,-0.15675318709236685,0.06466190105107184,0.6068019784335809,-0.21744104202849435,-1.5137306824449888,-3.047226103229676,-3.047226103229676,-4.511998070766015,-4.214027245801452,False,False,False,False,False,False,False,False,False,False
0.5,0.2,10.0,0.5002074313101651,2.5524691146498806,0.0649871582382795,0.6308496821252954,-0.22047521812141235,0.7795096690630204,0.5198761255397933,0.07009352350638665,0.7202540008942255,-0.1571878255936877,0.06185721856098603,0.5835151753827124,-0.22047521812141213,-1.8171482917369448,-3.3198028872548897,-3.3198028872548897,-4.5554619208981,-4.494495494810033,False,False,False,False,False,False,False,False,False,False
0.5,0.2,25.0,0.5002074313101651,2.5524691146498806,0.06090945050890828,0.5954174496680358,-0.22500688265944002,0.7410436367581669,0.4864911446388439,0.06620863799334775,0.6838309119189763,-0.15783938235028971,0.057661843430855786,0.5485273258616875,-0.2250068826594407,-2.2703147455397117,-3.7275736601920113,-3.7275736601920113,-4.620617596558301,-4.914033007823057,False,False,False,False,False,False,False,False,False,False
0.5,0.2,50.0,0.5002074313101651,2.5524691146498806,0.05414236546487072,0.5362432854441376,-0.23250765981621202,0.6766669450452042,0.430809628782368,0.05976001145263776,0.6229738785276987,-0.15892424179261555,0.05070051568360956,0.4901094017415728,-0.23250765981621158,-3.0203924612169115,-4.4042821645957675,-4.4042821645957675,-4.729103540790884,-5.610165782547679,False,False,False,False,False,False,False,False,False,False
0.5,0.3,0.0,0.5002356310538798,2.473748496017091,0.07245827320375553,0.7199390144902282,-0.20426821393942274,0.8564723056225437,0.6184101525414182,0.07424528107989903,0.7855522898677914,-0.14544874679505082,0.0713601663328427,0.6856364747351982,-0.20426821393942285,-0.1964478735379832,-2.5726913907072864,-2.5726913907072864,-3.381554041034411,-3.5442007176243657,False,False,False,False,False,False,False,False,False,False
0.5,0.3,10.0,0.5002356310538798,2.473748496017091,0.06980526980957458,0.6961139893504628,-0.20495012975631466,0.8309018046640609,0.5957666922409047,0.07172045128237658,0.7610987757415444,-0.14590749709084105,0.06862851855515917,0.6620988358710096,-0.20495012975631466,-0.26463945522717525,-2.8379917301253816,-2.8379917301253816,-3.4274290706134343,-3.817365495392719,False,False,False,False,False,False,False,False,False,False
0.5,0.3,25.0,0.5002356310538798,2.473748496017091,0.06583640020978332,0.6603152417075361,-0.20785055810473285,0.7924290187441178,0.5617720013472609,0.0679427877790959,0.7243450938141616,-0.14659518314277553,0.06454235969825062,0.6267370347184779,-0.20785055810473174,-0.5546822900689946,-3.2348786901045075,-3.2348786901045075,-3.496197675806882,-4.225981381083574,False,False,False,False,False,False,False,False,False,False
