outcome,char,strata,resid,arm,t_IS,t_OOS,IS_verdict,OOS_verdict,holds,sign_holds
Sharpe,breadth,3,none,EWall,5.151817365318303,7.192075188833237,NONZERO,NONZERO,True,True
Sharpe,breadth,3,none,top10,3.3922249158929216,5.11324711156693,NONZERO,NONZERO,True,True
Sharpe,breadth,3,none,top20,3.7394704130728535,7.830075879819174,NONZERO,NONZERO,True,True
Sharpe,breadth,3,partial,EWall,0.6913001041943941,4.734475905122217,ZERO,NONZERO,False,True
Sharpe,breadth,3,partial,top10,3.1795842280890643,5.920689224962656,NONZERO,NONZERO,True,True
Sharpe,breadth,3,partial,top20,3.6526500130066073,6.74818510498751,NONZERO,NONZERO,True,True
Sharpe,breadth,3,residx,EWall,0.560094623002926,4.32458813073813,ZERO,NONZERO,False,True
Sharpe,breadth,3,residx,top10,3.1442094689248203,5.905149026804962,NONZERO,NONZERO,True,True
Sharpe,breadth,3,residx,top20,3.646556236226004,6.248807482233473,NONZERO,NONZERO,True,True
Sharpe,breadth,3,ratio,EWall,6.119745004198875,6.66420993646018,NONZERO,NONZERO,True,True
Sharpe,breadth,3,ratio,top10,3.4343168778381616,2.5885027011849497,NONZERO,NONZERO,True,True
Sharpe,breadth,3,ratio,top20,4.167400305910764,4.878936945428148,NONZERO,NONZERO,True,True
Sharpe,breadth,5,none,EWall,2.957445477242622,3.7367085696622033,NONZERO,NONZERO,True,True
Sharpe,breadth,5,none,top10,0.9501754720523937,2.225160382182225,ZERO,NONZERO,False,True
Sharpe,breadth,5,none,top20,1.9951130619087476,4.140692427300756,NONZERO,NONZERO,True,True
Sharpe,breadth,5,partial,EWall,-0.5013366672521102,2.640627281703796,ZERO,NONZERO,False,False
Sharpe,breadth,5,partial,top10,1.0257735246070208,3.165882908199865,ZERO,NONZERO,False,True
Sharpe,breadth,5,partial,top20,2.10909399544118,3.1790734025091014,NONZERO,NONZERO,True,True
Sharpe,breadth,5,residx,EWall,-0.43026991303326706,2.577501036009728,ZERO,NONZERO,False,False
Sharpe,breadth,5,residx,top10,1.0240749201251587,3.1035137509746287,ZERO,NONZERO,False,True
