book,CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,IS_CAGR,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,OOS_H1,OOS_H2,cash,gated,turnover_pa,pass4a,pass4b
CASH=NONE gated=False,0.08613208348721235,1.199806892667932,-0.12054945176473186,1.2348551724631611,1.171836142861671,1.1042568982946726,0.07609419114593785,0.09447597045404743,1.2746660728287855,-0.12054945176473153,1.4038182080757844,1.133256219884737,NONE,False,1.7745436785353772,False,False
CASH=SHY gated=False,0.09120982917945364,1.2671419665743706,-0.11482541091224818,1.2851450883346132,1.2559882260499011,1.153220428544353,0.07886451517000448,0.10149133878265593,1.3555241351178993,-0.11482541091224785,1.5136914874087064,1.1852091214424876,SHY,False,2.7921965801566415,True,False
CASH=SHY gated=True,0.08952497212036903,1.2499260573144668,-0.11482541091224818,1.2851450883346132,1.2228542237459945,1.153220428544353,0.07886451517000448,0.098390786877947,1.3253641174766395,-0.11482541091224785,1.5136914874087064,1.1200899693081545,SHY,True,2.7377339142238153,True,False
CASH=IEF gated=False,0.09535065302542622,1.237101716407381,-0.18058514876192844,1.435203634679751,1.0900016977370484,1.297582146972488,0.09133821810408405,0.09866891038147374,1.2007861373322637,-0.1805851487619281,1.688010256866803,0.769227617018703,IEF,False,2.7898919561324496,False,False
CASH=IEF gated=True,0.09205715425289118,1.2396861860181694,-0.11360394528598006,1.2723115858444631,1.214169139273138,1.1614381117387513,0.08291656298049821,0.09964907814602886,1.3011788828697772,-0.11360394528598006,1.5619298004900715,1.0285054521861003,IEF,True,2.800765753867943,True,False
CASH=LQD gated=False,0.1071841234193629,1.1659649201210853,-0.2431137412995812,1.4753388096987077,0.972069173211813,1.344366858868323,0.10566228223665641,0.10844004517845085,1.0703773245777293,-0.24311374129958152,1.3692942742515208,0.7461260379583261,LQD,False,2.8035667331291325,False,False
CASH=LQD gated=True,0.09932014058018912,1.2111412770538872,-0.17013549135349326,1.396083809395721,1.0643630115642408,1.2561204358730897,0.09647807576194745,0.10166819293301144,1.1814841402966698,-0.17013549135349337,1.3343628049266814,1.0151892748822513,LQD,True,2.957478887555861,False,False
CASH=TIP gated=False,0.10037294551483544,1.2418937770171123,-0.16807778419510355,1.397908979091539,1.1247699214899685,1.2746843510222805,0.09504860418836136,0.10478088412000952,1.2232752168831145,-0.16807778419510389,1.5835195616584996,0.8602319504483324,TIP,False,2.793538075177409,False,False
CASH=TIP gated=True,0.09887506756895337,1.2930028440572319,-0.16807778419510355,1.4063074507948738,1.2046179790581582,1.2773051944626892,0.09152185743444963,0.10497302998135849,1.3077028160269983,-0.16807778419510389,1.511697779217503,1.0792285550109042,TIP,True,2.846530898552572,False,False
CASH=TLT gated=False,0.08891768856979798,0.8808717698096368,-0.32386233999917835,1.1191374739278859,0.7000571041701773,0.9869224407156248,0.09216081287836064,0.0862518495488449,0.8102401022941336,-0.32386233999917813,1.5140229483865908,0.2427743468821413,TLT,False,2.8313104051559908,False,False
CASH=TLT gated=True,0.09155075471805518,1.0269622330372172,-0.16842230999659746,1.0656714613952067,0.988930268366056,0.9693839458904019,0.08795172946502716,0.09452612821921313,1.0767093943786132,-0.1438218078482908,1.420018101222314,0.6648222444558815,TLT,True,2.9221322505676413,False,False
