ladder,B136,SMALL,U56
L_S,0.330560551558753,0.3209062473581875,0.30553057553956836
L_M,0.09157673860911271,0.08234001183531997,0.09157673860911271
L_R,0.08955335731414867,0.23696001352607998,0.08745503597122302
L_X,0.010116906474820143,0.0016907599966184798,0.00539568345323741
L_G,0.0,0.0,0.0
L_N,0.0,0.0,0.0
L_H,0.0,0.0,0.0
L_C,0.0,0.004565051990869896,0.0
L_B,0.0,0.0,0.0
