panel,cadence,wstart,chooser,pick_book,pick_gross,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,SPY_OOS_CAGR,SPY_OOS_Sharpe,SPY_OOS_MaxDD,BASE_OOS_CAGR,BASE_OOS_Sharpe,BASE_OOS_MaxDD,p4b_REC_REC5,p4b_REC_FOUR,p4b_REC_SHARPE2,fail_REC,p4a_REC,p4b_DISJ_REC5,p4b_DISJ_FOUR,p4b_DISJ_SHARPE2,fail_DISJ,p4a_DISJ
U56,W,2009-01-01,CH_SHARPE,BAND03,1.0,0.1266852163572325,1.2755286548566704,-0.15910997512978242,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271624,1.2762297973468626,-0.12054949323437059,True,True,True,,False,True,True,True,,False
U56,W,2009-01-01,CH_CAGR,TOP5,1.0,0.24537132633670033,1.0010227804336451,-0.27978347919800095,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271624,1.2762297973468626,-0.12054949323437059,False,False,False,"L_H1,L_DD",False,False,False,False,"L_H1,L_DD",False
U56,W,2009-01-01,CH_CALMAR,BAND03,1.0,0.1266852163572325,1.2755286548566704,-0.15910997512978242,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271624,1.2762297973468626,-0.12054949323437059,True,True,True,,False,True,True,True,,False
U56,W,2010-01-01,CH_SHARPE,BAND03,1.0,0.1266852163572325,1.2755286548566704,-0.15910997512978242,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271624,1.2762297973468626,-0.12054949323437059,True,True,True,,False,False,False,False,L_H1,False
U56,W,2010-01-01,CH_CAGR,TOP5,1.0,0.24537132633670033,1.0010227804336451,-0.27978347919800095,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271624,1.2762297973468626,-0.12054949323437059,False,False,False,"L_H1,L_DD",False,False,False,True,L_DD,False
U56,W,2010-01-01,CH_CALMAR,TOP20,1.0,0.19079661534886094,1.1618833855358777,-0.23978894875699963,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271624,1.2762297973468626,-0.12054949323437059,False,False,True,L_DD,False,False,False,False,"L_H1,L_DD",False
U56,W,2011-01-01,CH_SHARPE,BAND03,1.0,0.1266852163572325,1.2755286548566704,-0.15910997512978242,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271624,1.2762297973468626,-0.12054949323437059,True,True,True,,False,True,True,True,,False
U56,W,2011-01-01,CH_CAGR,TOP5,1.0,0.24537132633670033,1.0010227804336451,-0.27978347919800095,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271624,1.2762297973468626,-0.12054949323437059,False,False,False,"L_H1,L_DD",False,False,False,True,L_DD,False
U56,W,2011-01-01,CH_CALMAR,TOP20,1.0,0.19079661534886094,1.1618833855358777,-0.23978894875699963,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271624,1.2762297973468626,-0.12054949323437059,False,False,True,L_DD,False,False,False,True,L_DD,False
U56,W,2012-01-01,CH_SHARPE,BAND03,1.0,0.1266852163572325,1.2755286548566704,-0.15910997512978242,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271624,1.2762297973468626,-0.12054949323437059,True,True,True,,False,False,False,False,L_H1,False
U56,W,2012-01-01,CH_CAGR,TOP5,1.0,0.24537132633670033,1.0010227804336451,-0.27978347919800095,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271624,1.2762297973468626,-0.12054949323437059,False,False,False,"L_H1,L_DD",False,False,False,False,"L_H1,L_DD",False
U56,W,2012-01-01,CH_CALMAR,TOP5,1.0,0.24537132633670033,1.0010227804336451,-0.27978347919800095,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271624,1.2762297973468626,-0.12054949323437059,False,False,False,"L_H1,L_DD",False,False,False,False,"L_H1,L_DD",False
U56,W,2013-01-01,CH_SHARPE,BAND03,1.0,0.1266852163572325,1.2755286548566704,-0.15910997512978242,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271624,1.2762297973468626,-0.12054949323437059,True,True,True,,False,True,True,True,,False
U56,W,2013-01-01,CH_CAGR,TOP5,1.0,0.24537132633670033,1.0010227804336451,-0.27978347919800095,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271624,1.2762297973468626,-0.12054949323437059,False,False,False,"L_H1,L_DD",False,False,False,False,"L_H1,L_DD",False
U56,W,2013-01-01,CH_CALMAR,BAND03,1.0,0.1266852163572325,1.2755286548566704,-0.15910997512978242,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271624,1.2762297973468626,-0.12054949323437059,True,True,True,,False,True,True,True,,False
U56,M,2009-01-01,CH_SHARPE,TOP5,1.0,0.2045409844219146,0.8310364741047207,-0.34606700062524387,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271624,1.2762297973468626,-0.12054949323437059,False,False,False,"L_H2,L_OOS,L_DD",False,False,False,True,"L_OOS,L_DD",False
U56,M,2009-01-01,CH_CAGR,TOP5,1.0,0.2045409844219146,0.8310364741047207,-0.34606700062524387,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271624,1.2762297973468626,-0.12054949323437059,False,False,False,"L_H2,L_OOS,L_DD",False,False,False,True,"L_OOS,L_DD",False
U56,M,2009-01-01,CH_CALMAR,TOP5,1.0,0.2045409844219146,0.8310364741047207,-0.34606700062524387,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271624,1.2762297973468626,-0.12054949323437059,False,False,False,"L_H2,L_OOS,L_DD",False,False,False,True,"L_OOS,L_DD",False
U56,M,2010-01-01,CH_SHARPE,TOP5,1.0,0.2045409844219146,0.8310364741047207,-0.34606700062524387,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271624,1.2762297973468626,-0.12054949323437059,False,False,False,"L_H2,L_OOS,L_DD",False,False,False,True,"L_OOS,L_DD",False
U56,M,2010-01-01,CH_CAGR,TOP5,1.0,0.2045409844219146,0.8310364741047207,-0.34606700062524387,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271624,1.2762297973468626,-0.12054949323437059,False,False,False,"L_H2,L_OOS,L_DD",False,False,False,True,"L_OOS,L_DD",False
U56,M,2010-01-01,CH_CALMAR,TOP5,1.0,0.2045409844219146,0.8310364741047207,-0.34606700062524387,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271624,1.2762297973468626,-0.12054949323437059,False,False,False,"L_H2,L_OOS,L_DD",False,False,False,True,"L_OOS,L_DD",False
U56,M,2011-01-01,CH_SHARPE,TOP5,1.0,0.2045409844219146,0.8310364741047207,-0.34606700062524387,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271624,1.2762297973468626,-0.12054949323437059,False,False,False,"L_H2,L_OOS,L_DD",False,False,False,True,"L_OOS,L_DD",False
U56,M,2011-01-01,CH_CAGR,TOP5,1.0,0.2045409844219146,0.8310364741047207,-0.34606700062524387,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271624,1.2762297973468626,-0.12054949323437059,False,False,False,"L_H2,L_OOS,L_DD",False,False,False,True,"L_OOS,L_DD",False
U56,M,2011-01-01,CH_CALMAR,TOP5,1.0,0.2045409844219146,0.8310364741047207,-0.34606700062524387,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271624,1.2762297973468626,-0.12054949323437059,False,False,False,"L_H2,L_OOS,L_DD",False,False,False,True,"L_OOS,L_DD",False
U56,M,2012-01-01,CH_SHARPE,TOP5,1.0,0.2045409844219146,0.8310364741047207,-0.34606700062524387,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271624,1.2762297973468626,-0.12054949323437059,False,False,False,"L_H2,L_OOS,L_DD",False,False,False,False,"L_H1,L_OOS,L_DD",False
U56,M,2012-01-01,CH_CAGR,TOP5,1.0,0.2045409844219146,0.8310364741047207,-0.34606700062524387,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271624,1.2762297973468626,-0.12054949323437059,False,False,False,"L_H2,L_OOS,L_DD",False,False,False,False,"L_H1,L_OOS,L_DD",False
U56,M,2012-01-01,CH_CALMAR,TOP5,1.0,0.2045409844219146,0.8310364741047207,-0.34606700062524387,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271624,1.2762297973468626,-0.12054949323437059,False,False,False,"L_H2,L_OOS,L_DD",False,False,False,False,"L_H1,L_OOS,L_DD",False
U56,M,2013-01-01,CH_SHARPE,TOP5,1.0,0.2045409844219146,0.8310364741047207,-0.34606700062524387,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271624,1.2762297973468626,-0.12054949323437059,False,False,False,"L_H2,L_OOS,L_DD",False,False,False,False,"L_H1,L_OOS,L_DD",False
U56,M,2013-01-01,CH_CAGR,TOP5,1.0,0.2045409844219146,0.8310364741047207,-0.34606700062524387,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271624,1.2762297973468626,-0.12054949323437059,False,False,False,"L_H2,L_OOS,L_DD",False,False,False,False,"L_H1,L_OOS,L_DD",False
U56,M,2013-01-01,CH_CALMAR,TOP5,1.0,0.2045409844219146,0.8310364741047207,-0.34606700062524387,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271624,1.2762297973468626,-0.12054949323437059,False,False,False,"L_H2,L_OOS,L_DD",False,False,False,False,"L_H1,L_OOS,L_DD",False
U56,Q,2009-01-01,CH_SHARPE,TOP5,1.0,0.11806444743968791,0.5452756000615002,-0.3847875725918466,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271624,1.2762297973468626,-0.12054949323437059,False,False,False,"L_H2,L_OOS,L_DD",False,False,False,True,"L_OOS,L_DD",False
U56,Q,2009-01-01,CH_CAGR,TOP5,1.0,0.11806444743968791,0.5452756000615002,-0.3847875725918466,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271624,1.2762297973468626,-0.12054949323437059,False,False,False,"L_H2,L_OOS,L_DD",False,False,False,True,"L_OOS,L_DD",False
U56,Q,2009-01-01,CH_CALMAR,TOP5,1.0,0.11806444743968791,0.5452756000615002,-0.3847875725918466,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271624,1.2762297973468626,-0.12054949323437059,False,False,False,"L_H2,L_OOS,L_DD",False,False,False,True,"L_OOS,L_DD",False
U56,Q,2010-01-01,CH_SHARPE,TOP5,1.0,0.11806444743968791,0.5452756000615002,-0.3847875725918466,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271624,1.2762297973468626,-0.12054949323437059,False,False,False,"L_H2,L_OOS,L_DD",False,False,False,True,"L_OOS,L_DD",False
U56,Q,2010-01-01,CH_CAGR,TOP5,1.0,0.11806444743968791,0.5452756000615002,-0.3847875725918466,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271624,1.2762297973468626,-0.12054949323437059,False,False,False,"L_H2,L_OOS,L_DD",False,False,False,True,"L_OOS,L_DD",False
U56,Q,2010-01-01,CH_CALMAR,TOP5,1.0,0.11806444743968791,0.5452756000615002,-0.3847875725918466,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271624,1.2762297973468626,-0.12054949323437059,False,False,False,"L_H2,L_OOS,L_DD",False,False,False,True,"L_OOS,L_DD",False
U56,Q,2011-01-01,CH_SHARPE,TOP5,1.0,0.11806444743968791,0.5452756000615002,-0.3847875725918466,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271624,1.2762297973468626,-0.12054949323437059,False,False,False,"L_H2,L_OOS,L_DD",False,False,False,False,"L_H1,L_OOS,L_DD",False
U56,Q,2011-01-01,CH_CAGR,TOP5,1.0,0.11806444743968791,0.5452756000615002,-0.3847875725918466,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271624,1.2762297973468626,-0.12054949323437059,False,False,False,"L_H2,L_OOS,L_DD",False,False,False,False,"L_H1,L_OOS,L_DD",False
U56,Q,2011-01-01,CH_CALMAR,TOP5,1.0,0.11806444743968791,0.5452756000615002,-0.3847875725918466,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271624,1.2762297973468626,-0.12054949323437059,False,False,False,"L_H2,L_OOS,L_DD",False,False,False,False,"L_H1,L_OOS,L_DD",False
U56,Q,2012-01-01,CH_SHARPE,TOP5,1.0,0.11806444743968791,0.5452756000615002,-0.3847875725918466,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271624,1.2762297973468626,-0.12054949323437059,False,False,False,"L_H2,L_OOS,L_DD",False,False,False,False,"L_H1,L_OOS,L_DD",False
U56,Q,2012-01-01,CH_CAGR,TOP5,1.0,0.11806444743968791,0.5452756000615002,-0.3847875725918466,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271624,1.2762297973468626,-0.12054949323437059,False,False,False,"L_H2,L_OOS,L_DD",False,False,False,False,"L_H1,L_OOS,L_DD",False
U56,Q,2012-01-01,CH_CALMAR,TOP5,1.0,0.11806444743968791,0.5452756000615002,-0.3847875725918466,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271624,1.2762297973468626,-0.12054949323437059,False,False,False,"L_H2,L_OOS,L_DD",False,False,False,False,"L_H1,L_OOS,L_DD",False
U56,Q,2013-01-01,CH_SHARPE,TOP5,1.0,0.11806444743968791,0.5452756000615002,-0.3847875725918466,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271624,1.2762297973468626,-0.12054949323437059,False,False,False,"L_H2,L_OOS,L_DD",False,False,False,False,"L_H1,L_OOS,L_DD",False
U56,Q,2013-01-01,CH_CAGR,TOP5,1.0,0.11806444743968791,0.5452756000615002,-0.3847875725918466,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271624,1.2762297973468626,-0.12054949323437059,False,False,False,"L_H2,L_OOS,L_DD",False,False,False,False,"L_H1,L_OOS,L_DD",False
U56,Q,2013-01-01,CH_CALMAR,TOP5,1.0,0.11806444743968791,0.5452756000615002,-0.3847875725918466,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271624,1.2762297973468626,-0.12054949323437059,False,False,False,"L_H2,L_OOS,L_DD",False,False,False,False,"L_H1,L_OOS,L_DD",False
B136,W,2009-01-01,CH_SHARPE,BAND03,1.0,0.1052418687479828,1.1048029424254948,-0.16157983013208965,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.1058878697278782,-0.12240985403190019,True,True,True,,False,True,True,True,,False
B136,W,2009-01-01,CH_CAGR,TOP5,1.0,0.2017354723043827,0.7963224939174368,-0.3010259159920581,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.1058878697278782,-0.12240985403190019,False,False,False,"L_H2,L_OOS,L_DD",False,False,False,True,"L_OOS,L_DD",False
B136,W,2009-01-01,CH_CALMAR,BAND03,1.0,0.1052418687479828,1.1048029424254948,-0.16157983013208965,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.1058878697278782,-0.12240985403190019,True,True,True,,False,True,True,True,,False
