form,fbar,draws,n_acted,mean_OOS_Sharpe,mean_OOS_CAGR,mean_OOS_MaxDD,KEEP_4a,KEEP_4b,KEEP_4b_OOS
REF_ACT_ON_ALL,,0,72,0.8015992709093419,0.11024710486275392,-0.24529614462320973,0,6,7
REF_DO_NOTHING,,0,72,0.7922475401971669,0.10986686984873222,-0.23630752811038416,0,24,24
CF_POINT,0.02,0,17,0.8277723183642735,0.10305659677153924,-0.20690640225072546,0,1,1
CF_POINT,0.05,0,17,0.8277723183642735,0.10305659677153924,-0.20690640225072546,0,1,1
CF_POINT,0.1,0,17,0.8277723183642735,0.10305659677153924,-0.20690640225072546,0,1,1
CF_POINT,0.25,0,17,0.8277723183642735,0.10305659677153924,-0.20690640225072546,0,1,1
CF_POINT,0.5,0,17,0.8277723183642735,0.10305659677153924,-0.20690640225072546,0,1,1
CF_POINT,1.0,0,17,0.8277723183642735,0.10305659677153924,-0.20690640225072546,0,1,1
CF_LADDER4,0.02,3000,14,0.8219816762827105,0.09860920451558601,-0.19443023481903507,0,1,1
CF_LADDER4,0.05,3000,14,0.8219816762827105,0.09860920451558601,-0.19443023481903507,0,1,1
CF_LADDER4,0.1,3000,14,0.8219816762827105,0.09860920451558601,-0.19443023481903507,0,1,1
CF_LADDER4,0.25,3000,14,0.8219816762827105,0.09860920451558601,-0.19443023481903507,0,1,1
CF_LADDER4,0.5,3000,14,0.8219816762827105,0.09860920451558601,-0.19443023481903507,0,1,1
CF_LADDER4,1.0,3000,14,0.8219816762827105,0.09860920451558601,-0.19443023481903507,0,1,1
CF_LADDER11,0.02,10000,11,0.8219803582283455,0.08942185437433268,-0.17942566942521984,0,1,1
CF_LADDER11,0.05,10000,11,0.8219803582283455,0.08942185437433268,-0.17942566942521984,0,1,1
CF_LADDER11,0.1,10000,11,0.8219803582283455,0.08942185437433268,-0.17942566942521984,0,1,1
CF_LADDER11,0.25,10000,11,0.8219803582283455,0.08942185437433268,-0.17942566942521984,0,1,1
CF_LADDER11,0.5,10000,11,0.8219803582283455,0.08942185437433268,-0.17942566942521984,0,1,1
CF_LADDER11,1.0,10000,11,0.8219803582283455,0.08942185437433268,-0.17942566942521984,0,1,1
CF_LADDER12,0.02,10000,11,0.8219803582283455,0.08942185437433268,-0.17942566942521984,0,1,1
CF_LADDER12,0.05,10000,11,0.8219803582283455,0.08942185437433268,-0.17942566942521984,0,1,1
CF_LADDER12,0.1,10000,11,0.8219803582283455,0.08942185437433268,-0.17942566942521984,0,1,1
CF_LADDER12,0.25,10000,11,0.8219803582283455,0.08942185437433268,-0.17942566942521984,0,1,1
CF_LADDER12,0.5,10000,11,0.8219803582283455,0.08942185437433268,-0.17942566942521984,0,1,1
CF_LADDER12,1.0,10000,11,0.8219803582283455,0.08942185437433268,-0.17942566942521984,0,1,1
CF_IDENTITY,0.02,0,17,0.8277723183642735,0.10305659677153924,-0.20690640225072546,0,1,1
CF_IDENTITY,0.05,0,17,0.8277723183642735,0.10305659677153924,-0.20690640225072546,0,1,1
CF_IDENTITY,0.1,0,17,0.8277723183642735,0.10305659677153924,-0.20690640225072546,0,1,1
CF_IDENTITY,0.25,0,17,0.8277723183642735,0.10305659677153924,-0.20690640225072546,0,1,1
CF_IDENTITY,0.5,0,17,0.8277723183642735,0.10305659677153924,-0.20690640225072546,0,1,1
CF_IDENTITY,1.0,0,17,0.8277723183642735,0.10305659677153924,-0.20690640225072546,0,1,1
CF_FRACTION,0.02,5000,17,0.8277723183642735,0.10305659677153924,-0.20690640225072546,0,1,1
CF_FRACTION,0.05,4000,17,0.8277723183642735,0.10305659677153924,-0.20690640225072546,0,1,1
CF_FRACTION,0.1,3000,17,0.8277723183642735,0.10305659677153924,-0.20690640225072546,0,1,1
CF_FRACTION,0.25,2000,17,0.8277723183642735,0.10305659677153924,-0.20690640225072546,0,1,1
CF_FRACTION,0.5,1000,17,0.8277723183642735,0.10305659677153924,-0.20690640225072546,0,1,1
CF_FRACTION,1.0,0,17,0.8277723183642735,0.10305659677153924,-0.20690640225072546,0,1,1
