panel,dial,bps,n,pick,S1,OOS_pick,OOS_best,regret,OOS_MaxDD_pick,OOS_MaxDD_best,dd_regret_pp,dd_ratio,argmax_flip,beats_med_sh,beats_med_dd,abst_arm,abst_OOS,abst_OOS_MaxDD,pick4b,verdict_flip
B136,GROSS,10,5,g1.00,0.001262659887148132,0.893678847107437,0.893678847107437,0.0,-0.261984570492628,-0.10999110087184005,15.199346962078797,2.381870609676763,True,True,False,g0.70,0.8915321595246598,-0.18790979185764012,False,True
B136,GROSS,25,5,g1.00,0.001349905712731414,0.7454493649544757,0.7454493649544757,0.0,-0.26326591267318955,-0.11061094884538214,15.265496382780741,2.3801071722221336,True,True,False,g0.70,0.7428771653284899,-0.18888918390404574,False,True
B136,N,0,5,n10,0.015101197115005904,0.8876491398135304,1.0635678952875307,0.17591875547400027,-0.2137161819084622,-0.19034529297252833,2.3370888935933865,1.1227815438509787,True,False,False,n40,1.0635678952875307,-0.19034529297252833,False,False
B136,N,10,5,n10,0.004163981752992152,0.7830912652526079,0.9790278415998385,0.1959365763472306,-0.21444792932259582,-0.19113372902660142,2.3314200295994403,1.1219784724272794,True,False,False,n40,0.9790278415998385,-0.19113372902660142,False,False
B136,N,25,5,n40,0.007681429527337746,0.8519900724455254,0.8519900724455254,0.0,-0.19231546501390262,-0.19231546501390262,0.0,1.0,False,True,True,n10,0.6258704447320358,-0.21554475129999962,False,False
B136,VOLTGT,0,4,t0.08,0.014021032158774815,0.931653147204711,0.9708584167524416,0.039205269547730515,-0.10714549380758365,-0.10714549380758365,0.0,1.0,False,False,True,t0.10,0.9528222235399832,-0.12430786648209258,False,True
B136,VOLTGT,10,4,t0.15,0.004956710509694373,0.8627896723345684,0.8627896723345684,0.0,-0.17531327187287948,-0.12175470300703584,5.355856886584364,1.4398891175706672,True,True,False,t0.12,0.8552761070348176,-0.15292966546973485,False,True
B136,VOLTGT,25,4,t0.15,0.03194785977079484,0.7004113640821303,0.7004113640821303,0.0,-0.18921018154657476,-0.14391440184891502,4.529577969765974,1.3147411177458974,True,True,False,t0.08,0.6124122476342624,-0.14391440184891502,False,True
SMALL439,BAND,0,4,b0.12,0.04420918562742027,0.6585663200424247,0.6585663200424247,0.0,-0.15769117172163816,-0.13856510968478575,1.912606203685241,1.1380294222720369,True,True,False,b0.03,0.6070527207999409,-0.14326046128378223,False,True
SMALL439,BAND,10,4,b0.12,0.05265818245769405,0.6354840057259605,0.6354840057259605,0.0,-0.15976817127744913,-0.1434765051784055,1.6291666099043645,1.1135493653039974,True,True,False,b0.03,0.5664863714962136,-0.1470362580000888,False,True
SMALL439,BAND,25,4,b0.12,0.06533342130930186,0.6008505648479486,0.6008505648479486,0.0,-0.16287424255160166,-0.15079184762136555,1.2082394930236107,1.0801263139939414,True,True,False,b0.03,0.5055965085014014,-0.1526692136114992,False,True
SMALL439,BREADTH,0,4,B0.40,0.029953967324442554,0.5273182560046543,0.6249316610050654,0.09761340500041105,-0.2344664595342787,-0.2344664595342787,0.0,1.0,False,False,True,B0.30,0.5612005944919936,-0.27160907225856545,False,True
SMALL439,BREADTH,10,4,B0.40,0.030429029915673145,0.4021786760504079,0.5010245055239898,0.09884582947358189,-0.2647311154562254,-0.2647311154562254,0.0,1.0,False,False,True,B0.30,0.4365392291877213,-0.31704750167909157,False,True
SMALL439,BREADTH,25,4,B0.40,0.031016894808121115,0.21420222953114376,0.31504674534434074,0.10084451581319698,-0.3079281912369308,-0.3079281912369308,0.0,1.0,False,False,True,B0.30,0.24926406643441426,-0.3799836815550882,False,True
SMALL439,CADENCE,0,3,M,0.08803959504661185,0.45098984586578267,0.6249316610050654,0.1739418151392827,-0.3507295129438882,-0.24438264725953374,10.634686568435448,1.4351653723245512,True,False,False,W,0.6249316610050654,-0.24438264725953374,False,False
SMALL439,CADENCE,10,3,M,0.14846511595353273,0.3953790862764929,0.5010245055239898,0.10564541924749693,-0.3590518891955008,-0.2743168968621975,8.473499233330328,1.3088945424162832,True,False,False,W,0.5010245055239898,-0.2743168968621975,False,False
SMALL439,CADENCE,25,3,M,0.13605821738182905,0.31176081666143846,0.31504674534434074,0.003285928682902284,-0.3713470542761328,-0.3515131460744739,1.9833908201658867,1.0564243711029138,True,False,False,Q,0.1121140403796878,-0.43305965152653725,False,False
SMALL439,GROSS,0,5,g1.00,0.0009071123933623859,0.6256698959635493,0.6256698959635493,0.0,-0.31590247326404375,-0.13608824285086585,17.98142304131779,2.321306136711823,True,True,False,g0.70,0.6247755215586929,-0.22950501096810538,False,True
SMALL439,GROSS,10,5,g1.00,0.000930066389686901,0.5018247396429445,0.5018247396429445,0.0,-0.3638837703008193,-0.1455700223905496,21.83137479102697,2.4997163861427185,True,True,False,g0.70,0.5008353004768457,-0.25607652998377706,False,True
SMALL439,GROSS,25,5,g1.00,0.0009655398864926723,0.31594278389980973,0.31594278389980973,0.0,-0.45258734027651215,-0.19535489139744444,25.72324488790677,2.3167443468601716,True,True,False,g0.70,0.31480742611125817,-0.3302049263680904,False,True
SMALL439,N,0,5,n20,0.05670906673300191,0.6249316610050654,0.6744334026406258,0.049501741635560426,-0.24438264725953374,-0.22864131476082727,1.5741332498706462,1.0688472794830315,True,True,True,n40,0.5929661921349829,-0.22864131476082727,False,False
SMALL439,N,10,5,n20,0.06580530568031195,0.5010245055239898,0.5518955496684371,0.05087104414444732,-0.2743168968621975,-0.24081855969781274,3.3498337164384773,1.139101974558853,True,True,True,n40,0.4758146386702274,-0.24081855969781274,False,False
SMALL439,N,25,5,n20,0.07946541526200568,0.31504674534434074,0.3680005867850134,0.052953841440672667,-0.3515131460744739,-0.30632167469578564,4.519147137868829,1.1475294604065118,True,True,False,n40,0.2999758224508029,-0.30632167469578564,False,True
SMALL439,VOLTGT,0,4,t0.15,0.06479043918610977,0.592313584597064,0.5981983971818933,0.005884812584829313,-0.2059460129270152,-0.12757174089871137,7.837427202830383,1.6143544916466332,True,True,False,t0.10,0.5790774768198275,-0.15838876884179787,False,True
SMALL439,VOLTGT,10,4,t0.15,0.07029247431497193,0.4607358596553333,0.4607358596553333,0.0,-0.24136351736946982,-0.14274482210437656,9.861869526509325,1.6908740633196642,True,True,False,t0.10,0.44114827332342604,-0.17665908828968258,False,True
SMALL439,VOLTGT,25,4,t0.15,0.07849283693823612,0.2632038008398967,0.2632038008398967,0.0,-0.3147468420919206,-0.18704642673976035,12.770041535216025,1.6827204217583434,True,True,False,t0.10,0.2340779470289909,-0.23122607052387256,False,True
U56,BAND,0,4,b0.12,0.001812913638319369,1.189590591736828,1.3095985770043688,0.12000798526754086,-0.12143639803117678,-0.11966682660900174,0.17695714221750425,1.0147874851562406,True,False,False,b0.00,1.3073236816213394,-0.11966682660900174,False,False
U56,BAND,10,4,b0.12,0.01598837632937755,1.1765153072117105,1.285072363206482,0.1085570559947715,-0.12150488350184296,-0.12011675258999555,0.13881309118474183,1.0115565138243925,True,False,False,b0.06,1.2112490664320372,-0.1347253878106216,False,False
U56,BAND,25,4,b0.12,0.037280015781633535,1.1568946050973048,1.2482435320727505,0.09134892697544572,-0.12160760560473527,-0.12079145061483687,0.08161549898983989,1.0067567281106744,True,False,False,b0.06,1.184403949867291,-0.13495291662377273,False,False
U56,BREADTH,0,4,B0.00,0.0161593696084259,1.2467429121940627,1.2861185761654232,0.0393756639713605,-0.1822003619415382,-0.18220036194153788,3.3306690738754696e-14,1.0000000000000018,False,False,False,B0.40,1.2668939690445495,-0.1822003619415381,True,False
U56,BREADTH,10,4,B0.00,0.019335612330586005,1.167991233806965,1.2065757205878298,0.0385844867808649,-0.18308348697878107,-0.18308348697878063,4.440892098500626e-14,1.0000000000000024,False,False,False,B0.40,1.1824926684824726,-0.18308348697878107,True,False
U56,BREADTH,25,4,B0.00,0.02416469932468457,1.0495601201126592,1.0869312298455434,0.037371109732884156,-0.18440712200737241,-0.1844071220073723,1.1102230246251565e-14,1.0000000000000007,False,False,True,B0.40,1.0554455841860326,-0.18440712200737253,False,True
U56,CADENCE,0,3,M,0.053394288022479586,1.3178734500068725,1.3178734500068725,0.0,-0.19447130561132242,-0.1822003619415382,1.2270943669784207,1.0673486240039498,True,True,False,W,1.2467429121940627,-0.1822003619415382,True,True
U56,CADENCE,10,3,M,0.10475080250301672,1.2841125197579404,1.2841125197579404,0.0,-0.1950684146967382,-0.18308348697878107,1.1984927717957117,1.0654615438876043,True,True,False,W,1.167991233806965,-0.18308348697878107,True,True
U56,CADENCE,25,3,M,0.10362133176643618,1.2331800208739165,1.2331800208739165,0.0,-0.1959640783248624,-0.18440712200737241,1.1556956317489986,1.0626708783895449,True,True,False,Q,1.03801100309308,-0.2712238820591202,True,True
U56,GROSS,0,5,g0.40,0.00011390536845778954,1.246489584149865,1.2468785564484453,0.00038897229858014803,-0.09956058394521894,-0.09956058394521894,0.0,1.0,False,False,True,g0.70,1.2467111934788822,-0.17064925746671677,False,True
U56,GROSS,10,5,g0.85,1.7271099663762612e-06,1.1681422375153356,1.168267874332243,0.00012563681690735962,-0.20602127401146664,-0.10008062304412979,10.594065096733685,2.0585530719630225,True,True,False,g0.55,1.1675566950444387,-0.13617282902173966,False,True
U56,GROSS,25,5,g0.85,0.00010534046494392602,1.0498500275575686,1.0500491371822833,0.0001991096247146995,-0.20747872570060177,-0.10086035261835724,10.661837308224452,2.0570890376090087,True,True,False,g0.70,1.0493748211102119,-0.1727387228105658,False,True
U56,N,0,5,n3,0.03676157850902961,1.1486056692411641,1.325231539031946,0.17662586979078188,-0.25172317193257976,-0.1390679363057986,11.265523562678116,1.810073397357834,True,False,False,n5,1.0873696157155603,-0.20506681347799272,False,False
U56,N,10,5,n3,0.022928751767067435,1.0553980365043352,1.2662442817436643,0.21084624523932916,-0.25810346252191085,-0.13972400558977793,11.837945693213292,1.8472377844626682,True,False,False,n40,1.2662442817436643,-0.13972400558977793,False,False
U56,N,25,5,n3,0.001990354844430442,0.9150253530851491,1.1775485956051288,0.2625232425199797,-0.2675815487908024,-0.14070768587939264,12.687386291140978,1.901683956483795,True,False,False,n40,1.1775485956051288,-0.14070768587939264,False,False
U56,VOLTGT,0,4,t0.08,0.027536870174366346,1.2408792899046086,1.2534754684475984,0.012596178542989778,-0.10261922479631913,-0.10261922479631913,0.0,1.0,False,False,True,t0.12,1.2534754684475984,-0.12748526502313184,False,True
U56,VOLTGT,10,4,t0.08,0.005152681761635525,1.1379103377392472,1.1641308755918054,0.02622053785255818,-0.10872885546271305,-0.10872885546271305,0.0,1.0,False,False,True,t0.12,1.1641308755918054,-0.1282332862471789,False,True
U56,VOLTGT,25,4,t0.15,0.022741089282953708,1.0360157825993745,1.0360157825993745,0.0,-0.1532137323773265,-0.11781763427869762,3.539609809862887,1.3004312411748091,True,True,False,t0.08,0.982994430221332,-0.11781763427869762,False,True
