panel,arm,n,calmar_lo,calmar_hi,calmar_spread,calmar_at_min_g,calmar_at_max_g,calmar_bar,clears_bar_any,dd_intercept,dd_slope,dd_R2,cagr_intercept,cagr_slope,cagr_R2
B136,CASH,10,0.6462759336453765,0.6616635282610509,0.015387594615674405,0.6462759336453765,0.6616635282610509,0.5269431136952908,True,0.007856200213274772,0.2759883329659116,0.9998931010291289,0.0016289933406053432,0.18717263719740249,0.9999809595720137
B136,CASH,20,0.6113104102271977,0.6337470417156538,0.022436631488456094,0.6113104102271977,0.6337470417156538,0.5269431136952908,True,0.009097644326351764,0.26074213868369583,0.9998370778322601,0.0007483283478154681,0.1716219179596652,0.9999940302711361
B136,CASH,40,0.5790007903334444,0.6000121988548092,0.02101140852136474,0.5790007903334444,0.6000121988548092,0.5269431136952908,True,0.008215472698594503,0.25711425855967773,0.9998616387179973,0.00032363693008682286,0.16011850213043405,0.9999980065481703
B136,CASH,80,0.5530840033917243,0.5733499664614528,0.0202659630697285,0.5530840033917243,0.5733499664614528,0.5269431136952908,True,0.007660933884641274,0.2504978738237825,0.9998726750949838,7.521591462809696e-05,0.14909810725892753,0.9999995034222889
B136,CASH,ALL,0.5526842653158189,0.5723499467437027,0.01966568142788372,0.5526842653158189,0.5723499467437027,0.5269431136952908,True,0.00705362907613465,0.24257286703824477,0.9998844798829485,-6.887881553663174e-06,0.1439623524171369,0.9999998378732219
B136,SHY,10,0.6571592691143158,0.7063544049921049,0.04919513587778912,0.6571592691143158,0.6889977220896353,0.5269431136952908,True,0.0314526759209053,0.23590051603774836,0.9932306855612125,0.015554732881075986,0.1734957931789868,0.9999675307221645
B136,SHY,20,0.6186682365695629,0.6762062525454039,0.05753801597584096,0.6186682365695629,0.6660302934853101,0.5269431136952908,True,0.03814049367607089,0.21240445794094334,0.9950115621260811,0.014642133068406213,0.1579697349063092,0.9999863910522406
B136,SHY,40,0.5911844225846077,0.6477366011605683,0.05655217857596062,0.5911844225846077,0.63211368917635,0.5269431136952908,True,0.03665284279474828,0.20887838986937793,0.9920717151844534,0.014193793960108995,0.14648281606049174,0.9999931730079081
B136,SHY,80,0.5679601489986923,0.6228085335589458,0.05484838456025354,0.5679601489986923,0.6057840948166912,0.5269431136952908,True,0.03625112454964501,0.2018635804627965,0.9906628523296422,0.013919911181915429,0.13547717862527606,0.9999965027164257
B136,SHY,ALL,0.5646641407393629,0.6200336005036269,0.055369459764263995,0.5646641407393629,0.6059487161409107,0.5269431136952908,True,0.037085521037230805,0.19243604389456828,0.991752574795953,0.013820955629012498,0.13034898903693476,0.9999976462533954
B136,SPY,10,0.5501591961683788,0.653987688668965,0.10382849250058612,0.5501591961683788,0.653987688668965,0.5269431136952908,True,0.334291314625076,-0.07853332466193848,0.9945691607889994,0.1555583850777937,0.0337378310070652,0.9985791443135817
B136,SPY,20,0.5336898548271872,0.631928523548999,0.09823866872181175,0.5336898548271872,0.631928523548999,0.5269431136952908,True,0.3379866686464808,-0.09597319104032986,0.9999897784073286,0.1543396219155375,0.018455557631046334,0.9981533819759082
B136,SPY,40,0.5201148925353944,0.604626027514483,0.08451113497908858,0.5201148925353944,0.604626027514483,0.5269431136952908,True,0.33813993893655675,-0.10024074389074296,0.9999867086343956,0.15370237795525474,0.007113601004487058,0.9941469534164961
B136,SPY,80,0.5095933031281216,0.5837053621534727,0.07411205902535112,0.5095933031281216,0.5837053621534727,0.5269431136952908,True,0.3384393303292009,-0.10746238744099817,0.9999799825273865,0.1533867416711709,-0.0038172840694437227,0.9879555834182611
B136,SPY,ALL,0.5079771988447832,0.5825309251771099,0.07455372633232671,0.5079771988447832,0.5825309251771099,0.5269431136952908,True,0.3387959834659607,-0.1160698887201167,0.9999716409371809,0.15335158741731866,-0.008928949755492833,0.9979328322926934
SMALL439,CASH,10,0.24681460726139354,0.25460477208995913,0.007790164828565593,0.25460477208995913,0.24681460726139354,0.48891408950290294,False,0.022182175732702564,0.3906060486360989,0.9995815279951059,0.008265025856036173,0.09294220366295394,0.9987247211671009
SMALL439,CASH,20,0.19130955524372117,0.19841901025020656,0.007109455006485382,0.19841901025020656,0.19130955524372117,0.48891408950290294,False,0.01944773765629493,0.4218658236541975,0.9996820344035247,0.006383654040955724,0.07736499495895015,0.9989129492044653
SMALL439,CASH,40,0.160061026584277,0.166831175420515,0.006770148836237999,0.166831175420515,0.160061026584277,0.48891408950290294,False,0.01862614972293833,0.4105294175811408,0.9996984482200342,0.005444098574890259,0.06261697959944307,0.9988121589897929
SMALL439,CASH,80,0.13629856491266237,0.13711361922155196,0.0008150543088895901,0.13711361922155196,0.13629856491266237,0.48891408950290294,False,0.030857103014534686,0.45072528428550396,0.9993835060727715,0.0045640422288915255,0.06100982552643102,0.9991235383080631
SMALL439,CASH,ALL,0.09068661337224451,0.09175233134006885,0.0010657179678243422,0.09175233134006885,0.09068661337224451,0.48891408950290294,False,0.041423295691976135,0.48371135578366964,0.9990851286843009,0.004270144189566733,0.04324608662305567,0.9985198432931771
SMALL439,SHY,10,0.25961184211475996,0.31963346631204415,0.060021624197284185,0.31963346631204415,0.25961184211475996,0.48891408950290294,False,0.009154658201211767,0.40462634423800253,0.9995399232154167,0.021686418364368215,0.07950392129720162,0.9982476085633234
SMALL439,SHY,20,0.20808947385234158,0.2730036729121328,0.0649141990597912,0.2730036729121328,0.20808947385234158,0.48891408950290294,False,-0.006650746505312511,0.43914661312586223,0.9996758712908395,0.019791531784246776,0.06395279571509375,0.9983949858223268
SMALL439,SHY,40,0.17475777831165293,0.22754948189071603,0.0527917035790631,0.22754948189071603,0.17475777831165293,0.48891408950290294,False,0.008991148420286315,0.4125547044101296,0.9995575734422782,0.0188122066503526,0.049231093948322896,0.9980783787072542
SMALL439,SHY,80,0.14964662990382366,0.21555640476357768,0.06590977485975402,0.21555640476357768,0.14964662990382366,0.48891408950290294,False,-0.024930362397439156,0.5118939183637289,0.9991383724547898,0.01794204256378792,0.04762778809741537,0.9985509248716039
SMALL439,SHY,ALL,0.1014075202621504,0.15176646925321377,0.05035894899106337,0.15176646925321377,0.1014075202621504,0.48891408950290294,False,-0.013086637131017426,0.5439650341378571,0.9988067529382534,0.017592550585548376,0.029891300041769132,0.9969518033315881
