book,parent,gross,sleeve,CAGR,Sharpe,MaxDD,H1,H2,OOS_Sharpe,c,d,fail4a,fail4b
U56,U56,0.2,0.0,0.03404723321088565,1.1062433681878276,-0.0504372249536692,1.1089196124274912,1.1100206025321728,1.1758274926770405,0.22358243123736743,0.1495888513092399,-,CAGR
U56,U56,0.2,0.15,0.03626878317817206,1.2705288640342305,-0.04084560891319955,1.2841528694806266,1.2741721203027565,1.339523707330854,0.23817097473882243,0.12114163148278995,-,CAGR
U56,U56,0.2,0.3,0.03835690437135941,1.2086766538570535,-0.05431818618814144,1.15117091241158,1.2655264323338453,1.3196709051361586,0.25188331401171915,0.16109916999893137,-,CAGR
U56,U56,0.3,0.0,0.05115550226977983,1.1065502829988172,-0.07513974796118783,1.1091663916271814,1.1103935090171717,1.176204904282232,0.33592954522334667,0.22285263702562602,-,CAGR
U56,U56,0.3,0.15,0.05089657708750139,1.243696384094104,-0.062061002666474296,1.2617948971568695,1.2421504761721678,1.3086050022957227,0.3342292272737553,0.18406314202467242,-,CAGR
U56,U56,0.3,0.3,0.050472868530239356,1.2669801799819271,-0.059567023863936974,1.2538513203812316,1.290855335348338,1.3520357396974052,0.33144680472617416,0.176666394392267,-,CAGR
U56,U56,0.4,0.0,0.06830957181921149,1.1068282663159736,-0.09949955868134308,1.1093842523418096,1.1107381897658937,1.1765530398649129,0.44857742329675726,0.29509999217027977,-,CAGR
U56,U56,0.4,0.15,0.06555948961460212,1.2202776429291562,-0.08302664847214003,1.2371125887441858,1.2182434718585171,1.2848884124068445,0.4305180978414191,0.2462439395587716,-,CAGR
U56,U56,0.4,0.3,0.06261362781739499,1.2763432700964008,-0.06720134807665878,1.283162296569405,1.285507621363302,1.3495750256850405,0.4111731208610791,0.1993085954759389,-,CAGR
U56,U56,0.5,0.0,0.08550086340911789,1.1070738800016655,-0.12351728800265382,1.1095685630369165,1.1110522601773196,1.17686860255645,0.5614697322246051,0.36633278785900764,-,CAGR
U56,U56,0.5,0.15,0.08025244284740207,1.2028226268800728,-0.10374293773457033,1.2178590364763633,1.2011760651684573,1.2678130470712816,0.5270042406506984,0.30768518492870445,-,CAGR
U56,U56,0.5,0.3,0.07477668664164838,1.2698363933811199,-0.08365000648198262,1.2847153603856762,1.272464759383248,1.3378222162695532,0.4910458742905772,0.2480927210635515,-,CAGR
U56,U56,0.6,0.0,0.10272032476792536,1.1072839891516388,-0.14719383654535767,1.1097167624897584,1.1113321320210976,1.1771477463155644,0.6745470272680436,0.4365536951893359,DD,CAGR
U56,U56,0.6,0.15,0.09497018760392528,1.189768269016069,-0.1242103908066774,1.203223442349577,1.1886525164280979,1.255232944986383,0.6236531852099406,0.3683884214191081,-,CAGR
U56,U56,0.6,0.3,0.08695904519979725,1.258895972566565,-0.10079054921315111,1.2767126302988625,1.2585679477623815,1.3245420471184968,0.5710453658135896,0.2989288663972354,-,CAGR
U56,U56,0.7,0.0,0.1199582654992617,1.1074544085858813,-0.17052999601828622,1.1098236689546699,1.111574464487784,1.1773868083415056,0.7877456732304291,0.5057650622447446,DD,-
U56,U56,0.7,0.15,0.10970706959753196,1.1797567737256862,-0.1444294555690122,1.1919138808143641,1.1791509066055035,1.245664345347542,0.7204278007735719,0.4283549773730309,DD,-
U56,U56,0.7,0.3,0.09915810632456767,1.2474111046166048,-0.11776096385680113,1.2659718565646458,1.245766269759716,1.3120467192497178,0.6511545402711895,0.3492604386658726,-,CAGR
U56,U56,0.75,0.0,0.1285810585333893,1.107524106116132,-0.18207063572861182,1.1098606510003914,1.1116812389018036,1.17749120356185,0.8443700990298945,0.5399927787622018,DD,-
U56,U56,0.75,0.15,0.11708085707416926,1.1755923532690895,-0.15444598259060582,1.1871938290820079,1.1752207678145004,1.2417012130204275,0.768850217985644,0.4580624161277308,DD,-
U56,U56,0.75,0.3,0.10526292470132703,1.2419078541693338,-0.12618245551504648,1.2604425318231198,1.2399315689808494,1.3063012959940952,0.6912438516840774,0.3742372541949677,-,CAGR
U56,U56,0.8,0.0,0.1372045591754698,1.1075821979491802,-0.1935264825671691,1.1098854833005565,1.1117770867248447,1.1775842807296992,0.9009991715712989,0.5739690130004755,DD,-
U56,U56,0.8,0.15,0.12445725570760757,1.1718733907502124,-0.16440058871157315,1.1829720646940651,1.1717214631625603,1.2381697246066703,0.8172897822235051,0.4875862072609522,DD,-
U56,U56,0.8,0.3,0.11137079998231147,1.2366540490455464,-0.13456151534607674,1.2550154321018174,1.2344808200298032,1.3009125642136654,0.7313532372708188,0.3990882236193675,-,-
U56,U56,0.9,0.0,0.15444767608908472,1.1076591465633887,-0.21618504589557563,1.109893131786273,1.1119325356319494,1.1777329895987005,1.0142318086486513,0.6411707368012499,DD,DD
U56,U56,0.9,0.15,0.13921472640643873,1.165515581284775,-0.18412436672803556,1.1757398717766478,1.1657632906169857,1.2321506987824056,0.9141996003377111,0.5460838208721549,DD,-
U56,U56,0.9,0.3,0.12359383335127516,1.2269690246356326,-0.15119253041142644,1.244737852960665,1.2246597457532125,1.2911606234678583,0.8116198334080525,0.44841319028867954,DD,-
U56,U56,1.0,0.0,0.17167599048314908,1.1076822412577438,-0.23850902493128767,1.1098474798763216,1.112034506817548,1.1778258965716302,1.1273672400796872,0.707380136380058,DD,DD
U56,U56,1.0,0.15,0.1539726152659382,1.1602746809973785,-0.20360126226143171,1.169767608971107,1.160873423711719,1.2272059385817238,1.0111121644424148,0.6038492199912998,DD,DD
U56,U56,1.0,0.3,0.13582403290220246,1.2183720697347336,-0.16765431654622476,1.2354014472858976,1.2161275079357994,1.2826522342814015,0.8919334886521509,0.49723625065064164,DD,-
B136,B136,0.2,0.0,0.03503475063078154,0.9519278149919155,-0.05587412147013304,1.1187266021949247,0.8066829066217811,0.887193761697279,0.23006292824356794,0.16572012946132933,-,"H2,CAGR"
B136,B136,0.2,0.15,0.0371334262180254,1.1410214306206727,-0.05506127691327811,1.3294697045669714,0.9991096597100343,1.078515315738429,0.24384431507640014,0.16330926909073826,-,CAGR
B136,B136,0.2,0.3,0.03908762156323564,1.1681835633298194,-0.06509339839714767,1.2835458812827023,1.0858439744213508,1.1543687177669897,0.2566769425501065,0.19306408987959545,-,CAGR
B136,B136,0.3,0.0,0.05254287806993263,0.9529084314487676,-0.08315118877467575,1.119863637923024,0.8075851560414001,0.8881215633799575,0.3450336642754004,0.24662268338247734,-,"H2,CAGR"
B136,B136,0.3,0.15,0.052130120960524495,1.096468052183503,-0.07549944107774054,1.2839682415253861,0.9495497649133156,1.0300912142847103,0.34232320944029865,0.22392794410824363,-,CAGR
B136,B136,0.3,0.3,0.0515313487523803,1.1798351475788096,-0.07979996602356765,1.3485208566897622,1.058082331337527,1.1335667237097935,0.3383912480283773,0.23668310753672103,-,CAGR
B136,B136,0.4,0.0,0.07002870926826077,0.9538613666352495,-0.10999110087184005,1.1209735937594434,0.8084632232579518,0.8890229691450265,0.45985798743543566,0.3262286546343091,-,"H2,CAGR"
B136,B136,0.4,0.15,0.06711371446403125,1.0675382625423182,-0.09574127658569331,1.2517731473934899,0.9197181766165636,1.0005489912446692,0.44071607181162037,0.28396431716703024,-,CAGR
B136,B136,0.4,0.3,0.06396774084312451,1.1612866279036573,-0.0944460150656391,1.3463633567628377,1.0246484374580118,1.1028625192874402,0.4200573860675603,0.280122629796529,-,CAGR
B136,B136,0.5,0.0,0.08747941693042782,0.9547831971494789,-0.13639591734821965,1.1220519596498992,0.8093148039796054,0.8898940854992384,0.5744516646386993,0.40454415185796233,-,"H2,CAGR"
B136,B136,0.5,0.15,0.08207655287260951,1.0482715904201665,-0.11578191554141082,1.2298832348922717,0.9003491797307497,0.9812634980927422,0.5389726415640637,0.3434039503074734,-,CAGR
B136,B136,0.5,0.3,0.0763929471970215,1.139073505615387,-0.11051492469728685,1.328352063261632,0.9962455973028497,1.0756938679200518,0.5016500706547479,0.32778229252397817,-,CAGR
B136,B136,0.6,0.0,0.10488148517696727,0.9556700122267108,-0.16236818224018235,1.123095199795488,0.8101357695467419,0.8907314646521737,0.6887259410702758,0.4815767205508003,-,"H2,CAGR"
B136,B136,0.6,0.15,0.09701072341593409,1.0347767467072637,-0.1373905738789829,1.214445889971097,0.8869376443103089,0.9678708945080708,0.6370409578564992,0.407494258360053,-,CAGR
B136,B136,0.6,0.3,0.08880269358226212,1.1191363909295102,-0.12680196404364108,1.3086903292957037,0.9734849740386012,1.0535551738036382,0.583141234163703,0.3760889181675216,-,CAGR
B136,B136,0.7,0.0,0.1222209279482327,0.9565190511299632,-0.18790979185764,1.1241009656846577,0.8109233454249296,0.8915321595246598,0.8025889743799581,0.5573319850826712,-,H2
B136,B136,0.7,0.15,0.11190795989662883,1.02490864328466,-0.15956933635105042,1.2031331966139218,0.8771889352544119,0.9581184723947566,0.7348667389960489,0.4732754696159255,-,-
B136,B136,0.7,0.3,0.10119284728941613,1.1023487460566754,-0.14295150851332206,1.2909345897087428,0.9553203922883472,1.0357287814755323,0.6645037383041289,0.42398774019531166,-,CAGR
B136,B136,0.75,0.0,0.1308624355602006,0.9569274633118441,-0.20052048331108296,1.124588659762104,0.8113021031479172,0.8919165372280253,0.8593352194610258,0.5947347283433156,-,H2
B136,B136,0.75,0.15,0.1193400739367858,1.020929154854392,-0.17054104232726242,1.19857066256069,0.8732682464475721,0.9541923049178082,0.7836712513254837,0.5058170557196355,-,-
B136,B136,0.75,0.3,0.10737902008656319,1.0950505534862724,-0.15097497701333717,1.2830009712885935,0.9476156119584357,1.0281341205080599,0.7051265200482046,0.4477849866408268,-,-
B136,B136,0.8,0.0,0.13948265468856658,0.9573250024349695,-0.21302466186231594,1.1250665380692577,0.811670386582208,0.8922898398905629,0.9159416693162921,0.6318215591300078,DD,"H2,DD"
B136,B136,0.8,0.15,0.12675971190942148,1.0174407026335053,-0.18143451019107226,1.194571673408749,0.8698364007663288,0.9507536531592486,0.8323938369799674,0.5381265911033531,-,-
B136,B136,0.8,0.3,0.11355858692188336,1.0884003395476893,-0.15896368120249005,1.2756890454788727,0.9406737880422387,1.0212765899707898,0.7457059223791435,0.4714791237050193,-,-
B136,B136,0.9,0.0,0.15665197821523846,0.9580885163639992,-0.2377149822619552,1.125991948435124,0.812378272584819,0.8930054876735627,1.0286875794594863,0.7050519381572125,DD,"H2,DD"
B136,B136,0.9,0.15,0.14155683529285557,1.0116302375414667,-0.20298842425390196,1.1879190428953341,0.8641269002040181,0.9450289917934974,0.9295622047828547,0.6020545301010131,-,DD
B136,B136,0.9,0.3,0.125895329374899,1.0767876891520536,-0.17483468975194927,1.2627727325310534,0.9287029126414146,1.0094210156017345,0.8267176904844328,0.518551820729959,-,-
B136,B136,1.0,0.0,0.17371311294741654,0.9588068335637157,-0.26198457049262824,1.1268715888596077,0.813046990198892,0.893678847107437,1.1407230455316868,0.7770344445078526,DD,"H2,DD"
B136,B136,1.0,0.15,0.15629010521283293,1.0070066127322348,-0.22423277416012777,1.1826392126020957,0.8595874832507276,0.940473260518582,1.026311265625742,0.6650643157432523,DD,DD
B136,B136,1.0,0.3,0.13819823527832265,1.067048430349368,-0.19056151886344042,1.2518294080108276,0.9187869044577955,0.9995742861789451,0.9075072638961498,0.5651968880312079,-,-
BSTK100,B136,0.2,0.0,0.03660329110699245,0.9893921963360885,-0.056741535289030476,1.1764737316715979,0.8215858942015237,0.9156235373350659,0.24036307334317625,0.16829283980704934,-,"H2,CAGR"
BSTK100,B136,0.2,0.15,0.038470093794716886,1.1977397606321367,-0.06012352620504857,1.4195116457453574,1.0267183495991175,1.1195381721048654,0.2526218188760616,0.17832367264509494,-,CAGR
BSTK100,B136,0.2,0.3,0.04018925440618504,1.231325506488849,-0.06865343467286356,1.385982817901745,1.1191627558169976,1.1986750971109432,0.26391104221215883,0.20362299724092242,-,CAGR
BSTK100,B136,0.3,0.0,0.054940247892293126,0.9904163322194578,-0.08444586788638819,1.1776757136703808,0.8225414585491917,0.9165513021721149,0.3607764885137562,0.2504626433560503,-,"H2,CAGR"
BSTK100,B136,0.3,0.15,0.05417201367451385,1.147180135686318,-0.08261890456923748,1.3630392214503484,0.97330859163366,1.0674766621141272,0.35573171980448726,0.24504395238654386,-,CAGR
BSTK100,B136,0.3,0.3,0.05321398779885622,1.2430694035135632,-0.08503964346927162,1.4516253971992454,1.0900992149971036,1.178104444197986,0.3494406449625486,0.25222375500984184,-,CAGR
BSTK100,B136,0.4,0.0,0.07328476395812022,0.9914114793733809,-0.11170847708444753,1.1788517450510765,0.823470904891125,0.9174495250135803,0.4812395432616704,0.33132231518410854,-,"H2,CAGR"
BSTK100,B136,0.4,0.15,0.06988258790091373,1.1148964249275288,-0.10500111981450977,1.3250959148129005,0.9413088755869594,1.035774228710683,0.45889845128788054,0.31142859541060586,-,CAGR
BSTK100,B136,0.4,0.3,0.0662466020902932,1.2208271013975414,-0.10232715052003105,1.4421556382175764,1.054039959827537,1.1453720858847334,0.4350219992628883,0.3034977228349448,-,CAGR
BSTK100,B136,0.5,0.0,0.09162392809049735,0.9923727555413828,-0.1385312008370888,1.1799948908644957,0.8243714934557517,0.918314053656647,0.6016674534328688,0.4108773065797093,-,"H2,CAGR"
BSTK100,B136,0.5,0.15,0.08559436465867787,1.0935828279001398,-0.12707057751426964,1.2998351248899356,0.9206036685377681,1.0151123446548236,0.5620730794419219,0.3768856136314747,-,CAGR
BSTK100,B136,0.5,0.3,0.07928301954055583,1.1950831419920611,-0.12021192799348923,1.4173647194981946,1.0233433814563526,1.1161577612224232,0.5206283277913943,0.3565431678514336,-,CAGR
BSTK100,B136,0.6,0.0,0.10994446319809859,0.9932987349087102,-0.16491647624731565,1.1811042110892693,0.8252417041353886,0.9191435866774325,0.7219730322640947,0.4891348458806706,-,H2
BSTK100,B136,0.6,0.15,0.10129938487182089,1.078730718897354,-0.1488248008548827,1.2822232797205357,0.9063012575990059,1.000774743419304,0.6652033393497974,0.4414076609313888,-,CAGR
BSTK100,B136,0.6,0.3,0.09231902599964137,1.1723305909020727,-0.13789663966564536,1.392495483063851,0.9987831845782515,1.092321735608368,0.6062319574614247,0.4089952267059532,-,CAGR
BSTK100,B136,0.7,0.0,0.12823231439180294,0.9941857319357724,-0.19086660041240944,1.1821785333128676,0.8260759836708963,0.9199332453049587,0.8420639854221762,0.5661017461741397,-,H2
BSTK100,B136,0.7,0.15,0.1169893193235203,1.0679046812254223,-0.170264083869466,1.269407323199092,0.8959233701568055,0.990334317752921,0.7682345354884149,0.5049956093993393,-,-
BSTK100,B136,0.7,0.3,0.10535045287839861,1.1533584869220788,-0.15552193035714823,1.3708305449069573,0.9792223655426614,1.0731333171129727,0.6918055143710818,0.46127104560631366,-,CAGR
BSTK100,B136,0.75,0.0,0.137359222715701,0.9946124990079899,-0.2036794604461658,1.182699741582634,0.8264783723117254,0.9203117832965341,0.9019977145625723,0.6041041123446577,-,"H2,DD"
BSTK100,B136,0.75,0.15,0.12482600686915513,1.0635464665227272,-0.18086519057692585,1.2642584890629078,0.8917543467629716,0.9861298164755085,0.8196957633269996,0.5364380147521053,-,-
