panel,form,gross,family,k,lag,cost,CAGR,Sharpe,MaxDD,m_H1,m_H2,m_OOS,m_DD,m_CAGR,pass4b,pass4a
U56,MADG,0.8,MONTHLY,0,1,10.0,0.09480833505939312,1.206718023573479,-0.12569250862902992,0.2947981754071338,0.3402406062920208,0.3915452557192518,7.661109762174445,-1.1103383701524723,False,False
U56,MADG,0.8,MONTHLY,0,1,25.0,0.09220895032386034,1.1762182916761388,-0.12616463785725396,0.2658336963377552,0.30826729717914947,0.3599548594020019,7.613896839352041,-1.3702768437057506,False,False
U56,MADG,0.8,MONTHLY,0,2,10.0,0.09309083240477034,1.1814826277828727,-0.11040026883265597,0.22430757571307747,0.3572894499692746,0.40730641743433815,9.190333741811841,-1.2820886356147505,False,False
U56,MADG,0.8,MONTHLY,0,2,25.0,0.09047917470351985,1.150654937279555,-0.11089022618761368,0.19494316659735822,0.32505426191510634,0.3753474124530152,9.141338006316069,-1.5432544057397997,False,False
U56,MADG,0.8,MONTHLY,1,1,10.0,0.09072108996757056,1.1243156339875564,-0.1511415126945317,0.24139011091827878,0.2392755607738536,0.2898303259251318,5.116209355624268,-1.519062879334729,False,False
U56,MADG,0.8,MONTHLY,1,1,25.0,0.08805240182626761,1.0936354242844977,-0.15137746727666024,0.21056400705594025,0.2085674804393981,0.2593208627386283,5.092613897411413,-1.7859316934650233,False,False
U56,MADG,0.8,MONTHLY,1,2,10.0,0.09089133765313617,1.1203704374264747,-0.15420508046970138,0.23177270238868775,0.24081242709915107,0.2898406955009216,4.809852578107298,-1.5020381107781673,False,False
U56,MADG,0.8,MONTHLY,1,2,25.0,0.0882167842346595,1.0898012503150816,-0.15444445420831698,0.20128517889997855,0.21006425651075145,0.25927944392613766,4.785915204245739,-1.769493452625834,False,False
U56,MADG,0.8,MONTHLY,2,1,10.0,0.0940035289804646,1.1868795347300176,-0.1364946267880397,0.2574473834458888,0.34185408367568726,0.3890934097725933,6.580897946273467,-1.1908189780453244,False,False
U56,MADG,0.8,MONTHLY,2,1,25.0,0.0914084501158483,1.1564393404983653,-0.1368380169109551,0.22574256715038432,0.31242308670890895,0.35975607581099056,6.5465589339819275,-1.450326864506954,False,False
U56,MADG,0.8,MONTHLY,2,2,10.0,0.09374987560136572,1.1802069014981755,-0.12728543233702183,0.2404438376567175,0.3448392186060095,0.38951808196489757,7.501817391375254,-1.2161843159552128,False,False
U56,MADG,0.8,MONTHLY,2,2,25.0,0.09115172847910502,1.1495728988550686,-0.12763404918414223,0.2082880200100472,0.3153961256592811,0.36020551867843253,7.466955706663214,-1.4759990281812825,False,False
U56,MADG,0.8,MONTHLY,3,1,10.0,0.09456516107812907,1.1776512516625357,-0.1525410740559443,0.29102374025526356,0.29794517551912814,0.345316467150091,4.976253219483007,-1.1346557682788778,False,False
U56,MADG,0.8,MONTHLY,3,1,25.0,0.09201796070802892,1.1480643920503804,-0.15277572235225556,0.260146730679401,0.2692912272605016,0.31680843432076866,4.9527883898518805,-1.3893758052888923,False,False
U56,MADG,0.8,MONTHLY,3,2,10.0,0.09495008162956697,1.1656491561099924,-0.15937967815292164,0.273894090755024,0.2906321405677318,0.3350950662784793,4.292392809785273,-1.0961637131350872,False,False
U56,MADG,0.8,MONTHLY,3,2,25.0,0.09239387803016186,1.136558587853331,-0.15961562479725522,0.2432771170231025,0.26264817234052085,0.30720011283245596,4.268798145351916,-1.3517840730755988,False,False
U56,MADG,0.8,MONTHLY,4,1,10.0,0.09506816231013371,1.2046523028575513,-0.14043031291262753,0.2618899539524495,0.3715909426811891,0.404341887584758,6.187329333814684,-1.0843556450784138,False,False
U56,MADG,0.8,MONTHLY,4,1,25.0,0.09248689278901545,1.1742913142369151,-0.14077241383247796,0.2295199461155666,0.34284126611154997,0.3754176132585745,6.153119241829641,-1.3424825971902394,False,False
U56,MADG,0.8,MONTHLY,4,2,10.0,0.0944622279612648,1.1932586941802095,-0.14559156250491656,0.2589091697388397,0.35276183700934627,0.3914004944055103,5.6712043745857805,-1.1449490799653046,False,False
U56,MADG,0.8,MONTHLY,4,2,25.0,0.0918810089314468,1.1631027065513913,-0.1459401455207845,0.22738093546745786,0.323704827708294,0.36239648683980974,5.636346072998988,-1.403070982947105,False,False
U56,MADG,0.8,MONTHLY,5,1,10.0,0.09526106510819887,1.2053864167761505,-0.1442173214699204,0.29284841376921755,0.34832077089689417,0.38857295624713184,5.808628478085398,-1.0650653652718973,False,False
U56,MADG,0.8,MONTHLY,5,1,25.0,0.0927208526899137,1.1756154673398924,-0.14460444898095748,0.26132263769028863,0.31992394594548024,0.36038869572018206,5.769915726981689,-1.3190866071004144,False,False
U56,MADG,0.8,MONTHLY,5,2,10.0,0.09193689940175886,1.14805358718104,-0.16382518842669536,0.25417888209094874,0.2755216206641834,0.3208236445355399,3.8478417824079014,-1.397481935915898,False,False
U56,MADG,0.8,MONTHLY,5,2,25.0,0.08940038680073115,1.1187237401210666,-0.1641950226859632,0.22289043331546576,0.2476906043710424,0.29318432516535364,3.810858356481117,-1.65113319601867,False,False
U56,MADG,0.8,MONTHLY,6,1,10.0,0.09094956820609013,1.1584156963534264,-0.13730487844082695,0.21866873969537415,0.32037681226669423,0.3681735846519192,6.4998727809947425,-1.496215055482772,False,False
U56,MADG,0.8,MONTHLY,6,1,25.0,0.08840118578968337,1.1282063876137078,-0.13790221497686195,0.18735739152737918,0.2910824500000154,0.33900490508219394,6.440139127391243,-1.7510532971234478,False,False
U56,MADG,0.8,MONTHLY,6,2,10.0,0.09688765425999835,1.2182568992734912,-0.11939554607377989,0.27550953366770137,0.3833468539170627,0.4247592567394085,8.290806017699449,-0.9024064500919499,False,True
U56,MADG,0.8,MONTHLY,6,2,25.0,0.0943244487179864,1.1883202333606453,-0.12001621040235799,0.24431011769734057,0.3544531119207407,0.39600718190992357,8.228739584841637,-1.1587270042931448,False,False
U56,MADG,0.8,MONTHLY,7,1,10.0,0.09982193350278457,1.2411904690531863,-0.1380931491190155,0.3094524128660652,0.39952760957130884,0.4355480398590301,6.421045713175888,-0.6089785258133279,False,False
U56,MADG,0.8,MONTHLY,7,1,25.0,0.09735731331167097,1.2127140502096792,-0.13854952677401589,0.2794184098042747,0.3722550412782418,0.40827472285718547,6.375407947675848,-0.8554405449246877,False,False
U56,MADG,0.8,MONTHLY,7,2,10.0,0.09811642162020728,1.2139772651302116,-0.1527414033577038,0.3222342739785873,0.3379158121748752,0.37480776339307753,4.956220289307057,-0.7795297140710561,False,False
U56,MADG,0.8,MONTHLY,7,2,25.0,0.09564472631269694,1.1854763852061514,-0.1531903864870633,0.2925886613139628,0.3103334753934536,0.3472427482619569,4.911321976371108,-1.0266992448220909,False,False
U56,MADG,0.8,MONTHLY,8,1,10.0,0.09666021593566776,1.2195795720666989,-0.13264071783376707,0.2857809874728776,0.37577244755564865,0.4115049750919382,6.966288841700729,-0.9251502825250085,False,False
U56,MADG,0.8,MONTHLY,8,1,25.0,0.09410109758714102,1.1895219701797886,-0.13331921224434218,0.25616827077497906,0.3452719682168991,0.3809448405672198,6.89843940064322,-1.181062117377682,False,False
U56,MADG,0.8,MONTHLY,8,2,10.0,0.09436736068204366,1.1770551460976804,-0.17092955270817278,0.3003124279245242,0.28428051808802335,0.3226054183411977,3.1374053542601588,-1.154435807887419,False,False
U56,MADG,0.8,MONTHLY,8,2,25.0,0.09181331922373626,1.147509690015095,-0.17155175344387963,0.27024567504053687,0.2550507315888234,0.2933103693716126,3.075185280689474,-1.409839953718159,False,False
U56,MADG,0.8,MONTHLY,9,1,10.0,0.09337704286956505,1.1767310283695445,-0.16982788893671097,0.28485960374720043,0.2971276068558305,0.3399970241959278,3.24757173140634,-1.2534675891352793,False,False
U56,MADG,0.8,MONTHLY,9,1,25.0,0.0908487561547604,1.147119051470636,-0.17050303901127173,0.2549920850138916,0.26761134657587904,0.3106923245261193,3.180056723950264,-1.5062962606157444,False,False
U56,MADG,0.8,MONTHLY,9,2,10.0,0.09696663217128898,1.2060654394025767,-0.1643688789434341,0.2841341849876382,0.35469779011582425,0.39365109974516943,3.7934727307340266,-0.8945086589628864,False,False
U56,MADG,0.8,MONTHLY,9,2,25.0,0.09442417617945376,1.176705583314627,-0.16436887894343377,0.2545380273748403,0.32542658272049285,0.36456763363282807,3.79347273073406,-1.148754258146409,False,False
