panel,con,bps,argmax_band,argmax_Sharpe,live_Sharpe,d_live_vs_argmax,live_is_argmax,live_rank,span,n_within_tol,ridge_lo,ridge_hi,live_in_ridge,argmax_CAGR,argmax_MaxDD,argmax_turn,live_turn
U56,DEGROSS,0,0.03,1.2361127604405309,1.2361127604405309,0.0,True,1,0.09727341639466847,4,0.0,0.03,True,0.08860290708279739,-0.11871012657797186,1.7884192265003303,1.7884192265003303
U56,DEGROSS,10,0.03,1.2107990276107445,1.2107990276107445,0.0,True,1,0.08315256305835761,3,0.01,0.03,True,0.08665827653405422,-0.11896570004554252,1.7884192265003303,1.7884192265003303
U56,DEGROSS,25,0.03,1.1727888450629012,1.1727888450629012,0.0,True,1,0.06662758571264571,3,0.02,0.1,True,0.08374762459980234,-0.11934900048956931,1.7884192265003303,1.7884192265003303
U56,DEGROSS,50,0.1,1.132294728442531,1.1093449825953592,-0.02294974584717191,False,3,0.1403098594871136,1,0.1,0.1,False,0.08413066205279907,-0.12236002850272631,1.0103712855050428,1.7884192265003303
U56,RESPREAD,0,0.1,1.2499150183230854,1.2083052046681841,-0.04160981365490124,False,3,0.08245712811739159,2,0.1,0.12,False,0.13848322330021,-0.18103293468061732,2.1886741329150774,4.32162366519175
U56,RESPREAD,10,0.12,1.2315875067352704,1.1663909385606595,-0.06519656817461095,False,5,0.1367610684029894,2,0.1,0.12,False,0.14074069457964056,-0.19360734397246826,1.9328827192370819,4.32162366519175
U56,RESPREAD,25,0.12,1.2051996393238282,1.1034136128279315,-0.10178602649589674,False,7,0.21955096958231268,2,0.1,0.12,False,0.13743323232815396,-0.1946539720357222,1.9328827192370819,4.32162366519175
U56,RESPREAD,50,0.12,1.1611524464993719,0.9982522091635866,-0.1629002373357853,False,7,0.35776121024603036,2,0.1,0.12,False,0.131940534322194,-0.19639767796388308,1.9328827192370819,4.32162366519175
B136,DEGROSS,0,0.02,1.151709855109903,1.1357899395268969,-0.015919915583006095,False,6,0.06771163838128413,6,0.0,0.1,True,0.08317747386487606,-0.12160704551662682,2.377065735017687,2.0182347355390844
B136,DEGROSS,10,0.1,1.128264555679354,1.1078049683658702,-0.02045958731348385,False,5,0.05602883993454655,4,0.02,0.12,False,0.0873176641942186,-0.1453321928532192,1.107276275190663,2.0182347355390844
B136,DEGROSS,25,0.1,1.106462501328114,1.0657883463806486,-0.0406741549474654,False,5,0.08192765167309046,3,0.08,0.12,False,0.08551269880965506,-0.1455216442603623,1.107276275190663,2.0182347355390844
B136,DEGROSS,50,0.1,1.0701062841960751,0.9956699732429156,-0.0744363109531595,False,8,0.16355167028613127,3,0.08,0.12,False,0.0825108380049202,-0.1458373436450452,1.107276275190663,2.0182347355390844
B136,RESPREAD,0,0.12,1.1973900454033626,1.1156064078706376,-0.081783637532725,False,8,0.10484356725966948,1,0.12,0.12,False,0.13897691867615758,-0.21641052989193688,2.064700700956634,4.808998511124374
B136,RESPREAD,10,0.12,1.1788965105416878,1.07122840769524,-0.10766810284644768,False,8,0.12485247093170004,1,0.12,0.12,False,0.1366233302641977,-0.21724870333320934,2.064700700956634,4.808998511124374
B136,RESPREAD,25,0.12,1.1511366043576843,1.004569365824792,-0.14656723853289222,False,7,0.20031944115118971,1,0.12,0.12,False,0.1331014485911708,-0.21886431615700463,2.064700700956634,4.808998511124374
B136,RESPREAD,50,0.12,1.1048274579904709,0.8933182352592537,-0.2115092227312172,False,8,0.33375032683888384,1,0.12,0.12,False,0.12725424607656932,-0.2221720214679228,2.064700700956634,4.808998511124374
SMALL439,DEGROSS,0,0.15,0.6923144726088202,0.6112629937641567,-0.08105147884466346,False,8,0.09997096430359131,2,0.12,0.15,False,0.04983838064381563,-0.1627106844920928,1.4931823096335262,2.8005064549211163
SMALL439,DEGROSS,10,0.15,0.6721422112069275,0.5710244752159083,-0.10111773599101925,False,8,0.13344631998250622,1,0.15,0.15,False,0.04827169775739826,-0.1645579145970647,1.4931823096335262,2.8005064549211163
SMALL439,DEGROSS,25,0.15,0.6418813271541673,0.5106440984380533,-0.1312372287161141,False,8,0.18367854115524634,1,0.15,0.15,False,0.04592595531363464,-0.16732126208563158,1.4931823096335262,2.8005064549211163
SMALL439,DEGROSS,50,0.15,0.5914437656238404,0.4099782418943322,-0.1814655237295082,False,8,0.2673892572770703,1,0.15,0.15,False,0.04202777585082673,-0.17190691823000237,1.4931823096335262,2.8005064549211163
SMALL439,RESPREAD,0,0.15,0.7350298256136407,0.6083141144002876,-0.12671571121335312,False,9,0.1612405637296438,1,0.15,0.15,False,0.10334856976735973,-0.36484746727489514,3.5230406265524565,7.7423004986433455
SMALL439,RESPREAD,10,0.15,0.7112394484676208,0.5553394893681114,-0.15589995909950938,False,8,0.20845569052268453,1,0.15,0.15,False,0.09946359260205528,-0.36899711464756835,3.5230406265524565,7.7423004986433455
SMALL439,RESPREAD,25,0.15,0.6755490120374954,0.47585664105223835,-0.19969237098525705,False,8,0.279280655186613,1,0.15,0.15,False,0.093660800939249,-0.37517257851032226,3.5230406265524565,7.7423004986433455
SMALL439,RESPREAD,50,0.15,0.6160628913864392,0.3434201856682386,-0.2726427057182006,False,8,0.39714383298815376,1,0.15,0.15,False,0.08405491999782133,-0.38533565963735816,3.5230406265524565,7.7423004986433455
