panel,N,gross,coarse,CAGR,Sharpe,MaxDD,H1,H2,oCAGR,oSharpe,oMaxDD,isCAGR,isSharpe,isMaxDD,isCalmar,is4b_legs,mean_names,mean_gross,turnover_yr,keep4a,keep4b,keep4a_oos,keep4b_oos,leg_H1,leg_H2,leg_DD,leg_CAGR,oleg_H1,oleg_H2,oleg_DD,oleg_CAGR
B136,20,0.75,True,0.1605988223657484,1.0653720113403455,-0.20740187631179008,1.2815295144117693,0.8967747019833978,0.16187458516000497,1.017953764504917,-0.2074018763117904,0.1590490723991087,1.1391139987864045,-0.14638351916352876,1.0865230820242198,3,19.93345323741007,0.7503275419277663,3.248054959054285,False,False,False,False,True,True,False,True,True,True,False,True
B136,24,0.75,False,0.1590686857713861,1.0678674162464687,-0.2147438987306629,1.2454850068925467,0.9298959873290189,0.16212435216804333,1.03368396567614,-0.2147438987306629,0.1553630788673852,1.1214121839694606,-0.14023881886236633,1.1078464588315036,3,23.89658273381295,0.7503366504416715,3.2394846648011613,False,False,False,False,True,True,False,True,True,True,False,True
B136,28,0.75,True,0.16359920345090107,1.1076957098975677,-0.22960162449584398,1.3044427105753973,0.9607620740593671,0.1660596955119793,1.0598747578382313,-0.2296016244958441,0.160613643081438,1.1844700290661894,-0.1293847905445613,1.2413641696635214,4,27.848696043165468,0.7503344581083887,3.164880834949587,False,False,False,False,True,True,False,True,True,True,False,True
B136,34,0.75,False,0.15789748075245802,1.1093275828229578,-0.23394276240227196,1.2561678333155808,1.0017236763414854,0.16612440949966545,1.0974330178778549,-0.23394276240227208,0.14796971890131672,1.1338004448068124,-0.14030060381797105,1.0546620247856933,3,33.76124100719424,0.7503117107684802,3.113072095475045,False,False,False,False,True,True,False,True,True,True,False,True
B136,40,0.75,True,0.15282822559030085,1.086770502403313,-0.2538328244101723,1.2587308486326265,0.9589074172778804,0.15648636513295489,1.0504989196830041,-0.2538328244101724,0.14839462996384523,1.1455501243824753,-0.13262934670874016,1.1188672314712242,3,39.64973021582734,0.7502962932908539,3.0632794179673044,False,False,False,False,True,True,False,True,True,True,False,True
B136,10,1.0,True,0.24692193210332736,1.06784041973167,-0.2625073417927709,1.3747276643163215,0.8423919086439005,0.22152274151599505,0.925293619873677,-0.26250734179277035,0.2785263665191018,1.2878670399685626,-0.24943685605521382,1.1166207389073606,3,9.989208633093526,1.0,4.459289234749261,False,False,False,False,True,True,False,True,False,True,False,True
B136,14,1.0,True,0.23724059599088965,1.100890864248075,-0.263900772369275,1.276241128926213,0.9765095876286282,0.2436112098630865,1.0619013033416456,-0.2639007723692748,0.22953634734888362,1.1677919883387349,-0.22116238589112125,1.0378634071251378,3,13.967625899280575,1.0,4.362777743587854,False,False,False,False,True,True,False,True,False,True,False,True
B136,20,1.0,True,0.21414465355589352,1.0672188098433435,-0.26972769670534513,1.283326003571841,0.8989030656942347,0.21527983263664896,1.0201287480826045,-0.269727696705345,0.21276542877214122,1.1406092127967917,-0.1932265233636251,1.1011191686751338,3,19.93345323741007,1.0,4.312336912713957,False,False,False,False,True,True,False,True,True,True,False,True
B136,28,1.0,True,0.218540422331023,1.1089513353189921,-0.2977551853130438,1.3061463837876663,0.9619707870811435,0.2212334082996017,1.0610936360433652,-0.29775518531304357,0.2152730987753415,1.185965597541759,-0.1697640348496673,1.2680724687415346,3,27.848696043165468,1.0,4.200422968974078,False,False,False,False,True,True,False,True,True,True,False,True
B136,40,1.0,True,0.2040360371636214,1.0877102258043347,-0.32728620098324424,1.2601490929457932,0.9598799796956936,0.20851459799787464,1.0512865662846647,-0.3272862009832441,0.19861138054680882,1.1469531137361566,-0.17542386749270744,1.1321799216122361,3,39.64973021582734,1.0,4.064730446512532,False,False,False,False,True,True,False,True,True,True,False,True
SMALL,10,0.5,True,0.06542669006494939,0.5295049774104033,-0.3163880918031803,0.6825641007008758,0.4151535446008869,0.05902903561062356,0.4709708164544219,-0.3163880918031803,0.07590649101146729,0.6399092375826025,-0.2336124025540971,0.3249249191463189,0,10.0,0.5001122357994187,2.9306448803100382,False,False,False,False,False,False,False,False,False,False,False,False
SMALL,14,0.5,True,0.06652564091477631,0.5724846660642186,-0.273482839844977,0.7886948020579208,0.40735946881113716,0.06149053572911134,0.5182913457061281,-0.273482839844978,0.07475952307355738,0.6744235160301723,-0.2272835638345424,0.3289262180347573,1,14.0,0.5001458006348656,2.853572667141736,False,False,False,False,False,False,False,False,False,False,False,False
SMALL,20,0.5,True,0.054939598970945136,0.5078473422405078,-0.25403013785403095,0.677544066678332,0.3813106966246293,0.048071445362268816,0.43853071477111083,-0.2540301378540313,0.06619763219434516,0.6387272490882873,-0.17960562769270483,0.36857214912889924,1,20.0,0.5001522819006409,2.7887344927465034,False,False,False,False,False,False,False,False,False,False,False,False
SMALL,28,0.5,True,0.055732101723962924,0.5335956368575696,-0.2560038317125014,0.7642899462442151,0.36116728778523194,0.0456604040455304,0.4345339007696926,-0.2560038317125013,0.07230763941341833,0.7199796316626281,-0.15416903331678322,0.4690153259561675,1,28.0,0.500136663398112,2.673046027074745,False,False,False,False,False,False,False,False,False,False,False,False
SMALL,40,0.5,True,0.04838376955491319,0.4854389419800265,-0.2560970998985346,0.6894580764108252,0.33989528536092806,0.039577931463831595,0.39274944359623204,-0.2560970998985348,0.06285411701589738,0.6665187602766605,-0.14044311621138106,0.44754145814662494,1,40.0,0.5001141252730743,2.5715151800604357,False,False,False,False,False,False,False,False,False,False,False,False
SMALL,8,0.75,False,0.056192410101219226,0.36098295474165676,-0.4507584102647919,0.4378189732786962,0.3044526530078592,0.04504815537868834,0.30834481728265156,-0.4507584102647927,0.07455774900831513,0.45922729818791835,-0.3581205995727592,0.20819173512292544,0,8.0,0.7499758389103865,4.416631510321479,False,False,False,False,False,False,False,False,False,False,False,False
SMALL,10,0.75,True,0.09235293388037524,0.5311714765226121,-0.44227024033230344,0.6855172400404521,0.4158365750283937,0.08167276939218504,0.47206400257726244,-0.44227024033230333,0.1099353905731606,0.6426062831140491,-0.33237344941839486,0.3307586414183549,2,10.0,0.7500553806502093,4.349104033326656,False,False,False,False,False,False,False,False,False,False,False,False
SMALL,12,0.75,False,0.08950934928568932,0.5315603197448057,-0.40551688201994684,0.7327541212702307,0.3795705444123728,0.08228804400867729,0.48508503700537803,-0.40551688201994707,0.10134809622525576,0.6203213785442258,-0.34495679237135835,0.29379939304442193,1,12.0,0.7500663065383321,4.276502343312689,False,False,False,False,False,False,False,False,False,False,False,False
SMALL,14,0.75,True,0.0951797386250901,0.5738778541049533,-0.38956032156799614,0.7907675063609471,0.4082580738262447,0.08676356322610257,0.5193136842385587,-0.3895603215679959,0.1089966821009305,0.6764663214863376,-0.3235822607916473,0.33684381163005966,2,14.0,0.7500857836360961,4.235949011837269,False,False,False,False,False,False,False,False,False,False,False,False
SMALL,17,0.75,False,0.0825345860247626,0.5218536460287365,-0.3712022566980274,0.7308551754837518,0.36177564112181104,0.07230951536475505,0.45980674563605745,-0.37120225669802587,0.0993604281505347,0.6364266405016684,-0.2748432823213489,0.3615166698320889,2,17.0,0.7500825046000327,4.196902306515312,False,False,False,False,False,False,False,False,False,False,False,False
SMALL,20,0.75,True,0.07805104993425882,0.5091735910765686,-0.3651051671527562,0.6791119165878112,0.3825853868140262,0.06698806653983369,0.4398469302655508,-0.3651051671527562,0.09627545379836278,0.6401415772704393,-0.2596140984013027,0.3708406222590556,2,20.0,0.7500935186417121,4.141808192907767,False,False,False,False,False,False,False,False,False,False,False,False
SMALL,24,0.75,False,0.0792027596209588,0.5217544514014287,-0.3671229627984952,0.7839181171892707,0.32597173059920764,0.0564730847857291,0.39049069997077457,-0.3671229627984949,0.11719009630163169,0.7698254793867878,-0.23140601492493607,0.5064263188649009,2,24.0,0.7500888124232274,4.03015759148821,False,False,False,False,False,False,False,False,False,False,False,False
SMALL,28,0.75,True,0.07960013907607943,0.5338468674366472,-0.3647441585660237,0.7656314680865809,0.3607835764872544,0.06359107237420658,0.43439830774961946,-0.36474415856602393,0.10613316952849638,0.7210837897204632,-0.2243599166734901,0.47304871165089385,2,28.0,0.750083552173658,3.968350345671416,False,False,False,False,False,False,False,False,False,False,False,False
SMALL,34,0.75,False,0.07225991836612256,0.49904248536664697,-0.3643671670239801,0.7292701537338093,0.33231154293799625,0.05635070139950771,0.39811755080625394,-0.3643671670239803,0.09862775554647496,0.6941976980768603,-0.20708600481541972,0.476264707672467,2,34.0,0.7500784595852136,3.889871844207128,False,False,False,False,False,False,False,False,False,False,False,False
SMALL,40,0.75,True,0.06860560370928859,0.48511048822625974,-0.3656946220302928,0.6912849292834123,0.33827258463000504,0.05441583179460885,0.39153731287334653,-0.3656946220302927,0.09207483194572097,0.6681800369114074,-0.20586414787102214,0.44726016112046685,2,40.0,0.7500676048634451,3.8175314824850575,False,False,False,False,False,False,False,False,False,False,False,False
SMALL,10,1.0,True,0.11483327700365398,0.5327595887229604,-0.5496804826248383,0.6883690076735689,0.4165002152937627,0.09914513566562433,0.4730818249455549,-0.5496804826248375,0.14080818984056998,0.6452489189152686,-0.42041989427161597,0.33492275641361446,2,10.0,1.0,5.798941460337148,False,False,False,False,False,False,False,True,False,False,False,False
SMALL,14,1.0,True,0.12024775708413604,0.575157575474652,-0.4924524428333148,0.7927237540448901,0.4090832636702627,0.10786039268143233,0.5202130261014969,-0.492452442833315,0.14067543294938023,0.6784322128188323,-0.40962027629488107,0.3434288805764819,2,14.0,1.0,5.645243270198921,False,False,False,False,False,False,False,True,False,False,False,True
SMALL,20,1.0,True,0.09786162781307306,0.5104011271197118,-0.46543459915663277,0.6805282375158014,0.3838408252878055,0.08210784063935339,0.4410970049117589,-0.46543459915663277,0.123954878771944,0.6414273638708384,-0.3335366056449762,0.37163800516661827,2,20.0,1.0,5.518728430746692,False,False,False,False,False,False,False,False,False,False,False,False
SMALL,28,1.0,True,0.10041664774407777,0.5339673759873435,-0.4617955345735646,0.7668039362636967,0.360360248145494,0.0778919095745787,0.4341750559285606,-0.4617955345735647,0.13803154190900235,0.7220298358691717,-0.29019025624875794,0.47565877536108053,2,28.0,1.0,5.285430392300088,False,False,False,False,False,False,False,True,False,False,False,False
SMALL,40,1.0,True,0.08585203011691034,0.4846906591280959,-0.46393416966928425,0.6929641381461201,0.3366922629152141,0.06563081866969211,0.3903038854772154,-0.4639341696692839,0.11953662103706963,0.6697069673013636,-0.2681054612825904,0.4458567179691831,2,40.0,1.0,5.082256592245947,False,False,False,False,False,False,False,False,False,False,False,False
U56,10,0.5,True,0.11371326836163798,1.1071248159112683,-0.14243006902914224,1.2254406751718816,1.0102909996340301,0.11821686051572988,1.0986122453318101,-0.14243006902914213,0.10826024371043363,1.1226732429946085,-0.1262838257006451,0.857277193732345,4,9.971447841726619,0.5004982130306489,2.0600515707693927,False,True,False,True,True,True,True,True,True,True,True,True
U56,14,0.5,True,0.11286059005740268,1.1519061761139586,-0.13910123769684946,1.241159711330579,1.0909042352635825,0.1235868566753413,1.174955427065106,-0.13910123769684968,0.09995275274539783,1.1282786998681835,-0.09880848051651125,1.011580708689224,3,13.915692446043165,0.5004886709922505,2.0654322628722652,False,True,False,True,True,True,True,True,True,True,True,True
U56,20,0.5,True,0.10484265276869476,1.152835225648363,-0.1305676939013397,1.2060251053911162,1.119277703472977,0.11472384271987357,1.1846064433331238,-0.13056769390133982,0.09294269573511471,1.1152444042902867,-0.0939778366016033,0.9889852660593069,3,19.78169964028777,0.5004549768702966,1.948709226341512,False,False,False,True,True,True,True,False,True,True,True,True
U56,28,0.5,True,0.0934159091584632,1.0841307215968707,-0.16359714270498416,1.173961820592107,1.027642354295593,0.10214598826455101,1.099291233868592,-0.16359714270498382,0.08289115463057017,1.0727296594910263,-0.10013050484756225,0.8278311864777163,3,27.58408273381295,0.500404210367009,1.820208137708751,False,False,False,False,True,True,True,False,True,True,True,False
U56,40,0.5,True,0.08927489136155353,1.134562059652772,-0.15404426161008844,1.259300745434636,1.0477416614549033,0.09410264889440723,1.1215597847443093,-0.15404426161008822,0.08343186569061478,1.1613036975642483,-0.08473281159262813,0.984646491983909,3,38.500224820143885,0.5003612915862621,1.594270853787733,False,False,False,False,True,True,True,False,True,True,True,False
U56,8,0.75,False,0.16860234112881112,1.055884476882953,-0.21430262794666965,1.1413422422831083,0.9934514425424162,0.1836032018622864,1.0823615361331316,-0.2143026279466702,0.15061364476843386,1.024687256859084,-0.20214941147970322,0.7450610103980253,2,7.988084532374101,0.7503609140514295,3.04921921597308,False,False,False,False,True,True,False,True,True,True,False,True
U56,10,0.75,True,0.17094663738700366,1.1080623009681847,-0.2077105470413133,1.2270253265899151,1.0106491570602887,0.1775325065593254,1.0992794379377493,-0.2077105470413131,0.16298624244411375,1.1239471568814823,-0.1871393096766969,0.8709353621411229,3,9.971447841726619,0.7503598540811102,3.0353754645699613,False,False,False,False,True,True,False,True,True,True,False,True
U56,12,0.75,False,0.17683245429540628,1.1712558770390853,-0.20169231494183248,1.2719918545748927,1.095065140739227,0.18841592399092,1.1769952356399833,-0.2016923149418326,0.1628961971965821,1.169687494862297,-0.161048551956944,1.0114725976557184,3,11.94671762589928,0.7503703638665268,3.045014977102655,False,True,False,True,True,True,True,True,True,True,True,True
U56,14,0.75,True,0.1700615765743645,1.1527570036753114,-0.20285400808560017,1.24226008974235,1.0916102202645968,0.18643184695345894,1.1758235958300451,-0.2028540080856005,0.15045546627244932,1.1291195241503174,-0.14661533985657949,1.0261918460894084,3,13.915692446043165,0.7503539363812168,3.044580979702317,False,False,False,False,True,True,False,True,True,True,False,True
U56,17,0.75,False,0.16497833030775189,1.161536718378609,-0.19976243656254122,1.2453796003385915,1.1073125911555963,0.1779762908162268,1.1668827422006685,-0.19976243656254167,0.14936279129482588,1.163884454250354,-0.14166061311508826,1.0543706398720736,3,16.85701438848921,0.7503425250584124,2.9779111468673913,False,True,False,True,True,True,True,True,True,True,True,True
U56,20,0.75,True,0.1580277627432507,1.1536628182453899,-0.19127562163086154,1.206681820782339,1.1203431790756466,0.17323365236641464,1.185677704201696,-0.19127562163086187,0.1397990664530524,1.1157631659166949,-0.1395226227032642,1.00198135430966,3,19.78169964028777,0.7503303576852958,2.871270351412813,False,True,False,True,True,True,True,True,True,True,True,True
U56,24,0.75,False,0.1489020194835855,1.1313647940571834,-0.21016137575047655,1.1769951870239148,1.1057662894818863,0.1665540556912306,1.1793855205283528,-0.21016137575047678,0.12779244932887046,1.071258700568389,-0.14929103261351762,0.8559954813876707,3,23.70211330935252,0.7503119274298546,2.7591884184913544,False,False,False,False,True,True,False,True,True,True,False,True
U56,28,0.75,True,0.1404104657463392,1.0845448259959174,-0.238141055289118,1.1747430878612646,1.0279951013647732,0.15364173352807353,1.0995818921312097,-0.23814105528911733,0.12452237937366184,1.0734400990637776,-0.1481349895174796,0.8406007235648298,3,27.58408273381295,0.7502930633892849,2.6799245211990406,False,False,False,False,True,True,False,True,True,True,False,True
U56,34,0.75,False,0.13749976497341176,1.1236178301301625,-0.20776809484895464,1.2090603747799336,1.0698764225280928,0.1483062663648751,1.1287897846231534,-0.20776809484895442,0.12449340156824107,1.1259544862821953,-0.12411544146713027,1.003045230284347,4,33.193345323741006,0.7502812493193886,2.5251953620663588,False,False,False,False,True,True,False,True,True,True,False,True
U56,40,0.75,True,0.13444871282219473,1.1349039479414031,-0.22455514379479802,1.2602885906677082,1.047847649175466,0.14166114183036194,1.1215637981921378,-0.22455514379479757,0.1257380266917496,1.162287973118854,-0.12581440812305178,0.9993929039412762,4,38.500224820143885,0.7502626669630214,2.345015699084984,False,False,False,False,True,True,False,True,True,True,False,True
U56,10,1.0,True,0.22797806193327497,1.1086493220335618,-0.2692555892493306,1.2282430093414576,1.0106762451561488,0.23646807262392433,1.0996065221138551,-0.26925558924933035,0.21773067287776682,1.1248579814399897,-0.24622186321950368,0.8842865131097748,3,9.971447841726619,1.0,4.035958083818187,False,False,False,False,True,True,False,True,True,True,False,True
U56,14,1.0,True,0.22738701895026914,1.1532599008081243,-0.2629651284882567,1.2430216818817994,1.091970064087505,0.2495087082584424,1.1763344754992502,-0.26296512848825715,0.20100883334291564,1.129628451653306,-0.19328033409034595,1.039985957645112,3,13.915692446043165,1.0,4.045301941846985,False,False,False,False,True,True,False,True,True,True,False,True
U56,20,1.0,True,0.21141430505726944,1.154175022239098,-0.24927641340478046,1.2069846154220507,1.1211360753319062,0.23216493687826212,1.186463652058247,-0.24927641340478068,0.18664689673170387,1.1159274220127013,-0.18404275239231815,1.0141496706908324,3,19.78169964028777,1.0,3.8108040186325898,False,False,False,False,True,True,False,True,True,True,False,True
U56,28,1.0,True,0.1873199475295233,1.0846229971486971,-0.3080749282355786,1.1751948093494,1.0280379416894225,0.20508629995783356,1.099542438235313,-0.3080749282355786,0.16606437623640424,1.0738226890993674,-0.19473789207028203,0.852758415277858,3,27.58408273381295,1.0,3.5536698525833033,False,False,False,False,True,True,False,True,True,True,False,True
U56,40,1.0,True,0.17977859620162118,1.1349537436868147,-0.29093264297088095,1.2610284928440223,1.047666035032631,0.1893156592057892,1.1212604490918756,-0.29093264297088084,0.1682822208197967,1.1630270679633525,-0.16600399384923925,1.013723928670213,3,38.500224820143885,1.0,3.0998864420230796,False,False,False,False,True,True,False,True,True,True,False,True
