panel,chooser,pick_window,pick_step,pick_IS,pick_OOS,donothing_OOS,delta,pick_OOS_CAGR,pick_OOS_MaxDD,donothing_OOS_CAGR,donothing_OOS_MaxDD,cellmean_OOS,worst_OOS,best_OOS,rank_IS_OOS,spy_OOS,live_OOS,pick_keep4a,pick_keep4b
U56,CH_PCT,1008,126,1.4724975230950585,1.1841474400749652,1.1769075314489335,0.0072399086260317436,0.16107454510111285,-0.190892879822814,0.1576093833822998,-0.190892879822814,1.1271197197318856,0.9908694151264972,1.2126815168301055,0.29496402877697836,0.8747033226162612,1.2780694840193234,False,True
U56,CH_Z,1008,21,1.4724975230950585,1.085102032658043,1.1769075314489335,-0.0918054987908905,0.15022869274463901,-0.20416705643785993,0.1576093833822998,-0.190892879822814,1.094091134219247,1.0114049046389697,1.1481432244333611,-0.03956936933599059,0.8747033226162612,1.2780694840193234,False,False
U56,CH_ISSHARPE,1008,21,1.6764562463513455,1.1627303172240604,1.1769075314489335,-0.014177214224873058,0.1695925261448723,-0.21678656504328775,0.1576093833822998,-0.190892879822814,1.1364480009552869,1.0627960667543652,1.1681861260762754,0.48028982343087806,0.8747033226162612,1.2780694840193234,False,False
U56,DO_NOTHING,1008,21,1.4724975230950585,1.1769075314489335,1.1769075314489335,0.0,0.1576093833822998,-0.190892879822814,0.1576093833822998,-0.190892879822814,1.1769075314489332,1.1769075314489335,1.1769075314489335,,0.8747033226162612,1.2780694840193234,False,True
B135,CH_PCT,756,126,1.4332181476669386,0.8699565025963585,0.9101407808677666,-0.040184278271408136,0.13726895600615618,-0.24004792991311297,0.14193850759758675,-0.24004792991311297,0.8826031414368287,0.8592388173719054,0.9151681563296697,-0.4695370661898882,0.8769078511614361,1.1061149281164175,False,False
B135,CH_Z,756,21,1.3742195076835753,0.8275231391848729,0.9101407808677666,-0.08261764168289376,0.1312044846871281,-0.24004792991311308,0.14193850759758675,-0.24004792991311297,0.8742818313460672,0.8164429882389381,0.9575991313572169,-0.6079294016165828,0.8769078511614361,1.1061149281164175,False,False
B135,CH_ISSHARPE,756,21,1.6354406969388326,0.9233325691373194,0.9101407808677666,0.013191788269552807,0.16217493013589057,-0.25459365614245777,0.14193850759758675,-0.24004792991311297,0.9477567043168275,0.8743679376818781,1.0607129714268715,-0.15260544507632,0.8769078511614361,1.1061149281164175,False,False
B135,DO_NOTHING,756,21,1.3617844875081098,0.9101407808677666,0.9101407808677666,0.0,0.14193850759758675,-0.24004792991311297,0.14193850759758675,-0.24004792991311297,0.9101407808677668,0.9101407808677666,0.9101407808677666,,0.8769078511614361,1.1061149281164175,False,False
SMALL663,CH_PCT,1260,21,0.9260210899205343,0.7391699449159723,0.7359541623171002,0.003215782598872119,0.15468987273869894,-0.30491328650501304,0.15198893810737668,-0.3049132865050128,0.7672179097537442,0.7391699449159723,0.804192947939509,-0.5112159023755998,0.8768941923019906,0.6517830906127121,False,False
SMALL663,CH_Z,1260,21,0.9260210899205343,0.8301325618645687,0.7359541623171002,0.09417839954746854,0.18631307002303843,-0.2883664498301597,0.15198893810737668,-0.3049132865050128,0.7961075971124392,0.7339054474408355,0.9004118740933934,0.10830960142188151,0.8768941923019906,0.6517830906127121,False,False
SMALL663,CH_ISSHARPE,1260,63,0.7201311876492315,0.6328782420678108,0.7359541623171002,-0.10307592024928935,0.14404049544305608,-0.4440405868317394,0.15198893810737668,-0.3049132865050128,0.7439067053151903,0.5936881251015359,0.8732314258324434,-0.12689906765148132,0.8768941923019906,0.6517830906127121,False,False
SMALL663,DO_NOTHING,1260,21,0.9260210899205343,0.7359541623171002,0.7359541623171002,0.0,0.15198893810737668,-0.3049132865050128,0.15198893810737668,-0.3049132865050128,0.7359541623171,0.7359541623171002,0.7359541623171002,,0.8768941923019906,0.6517830906127121,False,False
