panel,ladder,X,fam,th,frac,bracketed,x_dev,k_lo,k_hi,a,k_near,blend,dSh_NEAR,dSh_STAT,dSh_BLEND,dSh_BLENDC,dCG_NEAR,dCG_STAT,dCG_BLEND,dCG_BLENDC,dDD_NEAR,dDD_STAT,dDD_BLEND,t_NEAR,t_BLEND,t_BLENDC,t_STAT
U56,L_G,X_EXP,STOP,0.05,0.75,True,0.6996554392650104,0.6,0.7,0.9928257986005229,0.7,1%0.6+99%0.7,0.00666755094856919,0.006669850575439451,0.006669501856509719,0.006692878510267342,-0.4802452443351424,-0.46497133552810266,-0.46496332263767925,-0.46462762043129047,1.3955588027901755,1.378195468017132,1.3783250780878054,0.21261031311195785,0.2126743515486213,0.21342088533619,
U56,L_G,X_EXP,STOP,0.05,0.5,True,0.6297301689024781,0.6,0.7,0.29316187563777607,0.6,71%0.6+29%0.7,-0.054542710153521634,-0.05463668060249871,-0.05464803370174609,-0.05389232916659936,-0.7585773984349453,-1.3827204221475182,-1.3824537872398235,-1.3728156333868258,1.584975876720629,2.2944998370827028,2.297405279456133,-0.7115266736506632,-0.7128129086279096,-0.7030059416111356,
U56,L_G,X_EXP,STOP,0.05,0.25,True,0.39987148947134926,0.3,0.4,0.9942943463999246,0.4,1%0.3+99%0.4,-0.425233880281327,-0.42523135424906744,-0.42523199770434783,-0.4251994001027687,-2.781300711726775,-2.769274184250832,-2.7692568339305224,-2.7690044166833516,-1.1692819495993767,-1.1838823478199063,-1.1837318268048125,-2.8499611597500123,-2.849944581359429,-2.8497282404197906,
U56,L_G,X_EXP,STOP,0.05,0.0,False,,,,,,,,,,,,,,,,,,,,,
U56,L_G,X_EXP,STOP,0.075,0.75,True,0.719668629973493,0.7,0.75,0.3862489120588691,0.7,61%0.7+39%0.75,0.001776116682155049,0.0017211052486922895,0.001718536563745321,0.002096727078687577,0.1041462923991654,-0.3076463910270222,-0.30760271555738683,-0.301995083609774,0.2486341154437799,0.7097546213829992,0.7109221921466125,0.09562117648577481,0.09249807737387034,0.11285953726574588,
U56,L_G,X_EXP,STOP,0.075,0.5,True,0.6773434365394218,0.6,0.7,0.7695745580231884,0.7,23%0.6+77%0.7,-0.009646861725655098,-0.00957300088617452,-0.009581987899730748,-0.008980804654680208,-0.9421833766688703,-0.45160651778217153,-0.4513978481323955,-0.4430753369284668,0.6664029159518914,0.10871658036036846,0.11185203650857511,-0.21693224557271304,-0.21549388301008068,-0.2019796748100018,
U56,L_G,X_EXP,STOP,0.075,0.25,True,0.5503779343642268,0.5,0.6,0.4993482464639472,0.5,50%0.5+50%0.6,-0.14732736142583613,-0.14750943708327946,-0.1475268966727672,-0.14648358048655985,-0.23884826286357796,-1.299151010155644,-1.2986747381813935,-1.2872220168659743,-5.470470824319373,-4.2437202097172,-4.237190166575444,-1.5232543866835826,-1.525626235331316,-1.514800183681374,
U56,L_G,X_EXP,STOP,0.075,0.0,False,,,,,,,,,,,,,,,,,,,,,
U56,L_G,X_EXP,STOP,0.1,0.75,True,0.7338313720855241,0.7,0.75,0.6697423427354047,0.75,33%0.7+67%0.75,-0.039419234853780516,-0.03937219796494795,-0.03937454440512278,-0.03902849805846209,-1.1085000879135887,-0.756401524885647,-0.756362618151285,-0.7511165962202249,0.8263164372569909,0.4320406910901242,0.4331305415347986,-2.436718419577587,-2.4342740476775218,-2.4128443864672726,
U56,L_G,X_EXP,STOP,0.1,0.5,True,0.6920986707142421,0.6,0.7,0.9172136729449453,0.7,8%0.6+92%0.7,-0.08531575317617657,-0.08528921675050505,-0.08529297757197685,-0.08504104423067571,-1.3590476528237971,-1.1827951698643728,-1.182708415217948,-1.1791347390064155,0.6664029159519136,0.4660396098155162,0.46741016769944466,-2.1226589508579123,-2.1221061639459102,-2.1157638279660245,
U56,L_G,X_EXP,STOP,0.1,0.25,True,0.6033568322511408,0.6,0.7,0.029273411747342847,0.6,97%0.6+3%0.7,-0.3477557008708505,-0.34776508420433827,-0.34776671424947714,-0.34765854386842077,-3.5772171515072504,-3.639540383962431,-3.639502095542402,-3.638186940241339,-4.847398018592064,-4.776549150569581,-4.776217516199011,-3.761209439328192,-3.761357979432856,-3.760163390770132,
U56,L_G,X_EXP,STOP,0.1,0.0,False,,,,,,,,,,,,,,,,,,,,,
U56,L_G,X_EXP,MAGATE,0.0,0.75,True,0.7177223899063334,0.7,0.75,0.3472913239594215,0.7,65%0.7+35%0.75,0.025432060888422425,0.02538259798260256,0.025380134528897758,0.02574274681583355,0.17633878630118893,-0.19391992966921734,-0.19387790720002407,-0.1885177730079013,-0.08359359841488834,0.33101766911940445,0.3321340484176649,0.9809813478050217,0.9785269058674995,0.9925987267586815,
