panel,stat,win,q,threshold,realised_pass,matched,jaccard,CAGR,Sharpe,MaxDD,H1,H2,turnover_yr,cost_bp_yr,dCAGR_pp,dSharpe,dSharpe_se,dSharpe_t,dMaxDD_pp,dMaxDD_se_pp,dMaxDD_t,oCAGR,oSharpe,oMaxDD,odSharpe,odSharpe_t,odMaxDD_pp,odMaxDD_t,odCAGR_pp,keep4a,keep4b,keep4a_OOS,keep4b_OOS,leg_H1,leg_H2,leg_DD,leg_CAGR,legO_H1,legO_H2,legO_DD,legO_CAGR,is_Sharpe,anchor_MaxDD,anchor_Sharpe,anchor_oSharpe,anchor_oMaxDD,spy_MaxDD,name
U56,VOL,10,0.7,0.2536544909005665,0.6999961271083054,False,0.5620067653012357,0.12765121076581853,1.0543131375593802,-0.22089119528597345,1.226050398488963,0.9341380149299917,2.9624474515001786,29.624474515001786,-3.0376551977432165,-0.09934968068600969,0.08353228002565788,-1.189356745146826,-2.9615573655111915,2.9941088315592292,-0.9891281620410952,0.13617659923604108,1.0417015493188162,-0.22089119528597356,-0.14397615488287974,-1.3506031743441065,-2.9615573655111693,-1.0753747848876893,-3.705705313037355,False,False,False,False,True,True,False,True,True,True,False,True,1.084952189364026,-0.19127562163086154,1.1536628182453899,1.185677704201696,-0.19127562163086187,-0.3371728920067375,VOL/w10/q0.7000
U56,VOL,10,0.8,0.31492349364604505,0.7999941906624581,False,0.6669079425748559,0.1408091448465949,1.117478222145009,-0.2086960804299811,1.2474713858854487,1.0237398963481557,3.0383006628709404,30.383006628709403,-1.7218617896655797,-0.03618459610038083,0.06417225591373643,-0.5638666676923744,-1.7420458799119576,2.084858295606194,-0.8355703999563385,0.14731834589359916,1.096154408622021,-0.208696080429981,-0.08952329557967498,-1.127764522281667,-1.7420458799119132,-0.9209687076076796,-2.591530647281548,False,False,False,False,True,True,False,True,True,True,False,True,1.1567251828639828,-0.19127562163086154,1.1536628182453899,1.185677704201696,-0.19127562163086187,-0.3371728920067375,VOL/w10/q0.8000
U56,VOL,10,0.9,0.42283625795415564,0.8999922542166109,False,0.7733996209641064,0.1490509302245917,1.1212391224200353,-0.1967138726306309,1.2151436178268256,1.0572763150735636,3.002613500736056,30.02613500736056,-0.8976832518658995,-0.03242369582535454,0.040537094822936506,-0.7998524799810941,-0.5438250999769356,1.041123947351,-0.5223442428354718,0.16063230444470578,1.128497112644342,-0.1967138726306309,-0.057180591557354,-1.0590722965868702,-0.5438250999769023,-0.5054712481913013,-1.260134792170886,False,True,False,True,True,True,True,True,True,True,True,True,1.119709941970004,-0.19127562163086154,1.1536628182453899,1.185677704201696,-0.19127562163086187,-0.3371728920067375,VOL/w10/q0.9000
U56,VOL,10,0.966767,0.6094479032285494,0.9667609070312349,True,0.8281011606916326,0.14649005005730698,1.068487621739782,-0.19128781455293065,1.1668083205407553,0.9994025616304176,2.9430409616058175,29.430409616058174,-1.1537712685943724,-0.08517519650560779,0.036838561031934225,-2.3121206181688803,-0.0012192922069109713,1.6139613682194878,-0.0007554655464003373,0.15818391460389303,1.078683082504144,-0.1912878145529303,-0.10699462169755192,-2.031111919316926,-0.001219292206844358,-0.0007252233245156897,-1.5049737762521609,False,True,False,True,True,True,True,True,True,True,True,True,1.062074249527056,-0.19127562163086154,1.1536628182453899,1.185677704201696,-0.19127562163086187,-0.3371728920067375,VOL/w10/q0.9668
U56,VOL,10,1.0,inf,1.0,False,0.7539325661989975,0.1588078207637622,1.1361038142512543,-0.19926475102868535,1.2202350965948985,1.0828997567072178,2.8079179609038114,28.079179609038114,0.07800580205115093,-0.01755900399413557,0.04723484177149766,-0.3717383891975051,-0.7989129397823813,1.6016918984517243,-0.49879314527010504,0.17395474259661614,1.1528140258913087,-0.19926475102868524,-0.03286367831038728,-0.48374730548381517,-0.7989129397823369,-0.42395743125078145,0.07210902302015043,False,True,False,True,True,True,True,True,True,True,True,True,1.1229170984137535,-0.19127562163086154,1.1536628182453899,1.185677704201696,-0.19127562163086187,-0.3371728920067375,VOL/w10/q1.0000
U56,VOL,20,0.7,0.26171694827315234,0.6999961256077952,False,0.5405493886659211,0.1291960849939009,1.0962512398358484,-0.21139090166948404,1.2726467270829303,0.9777442392618826,2.845396515798354,28.45396515798354,-2.8831677749349804,-0.057411578409541475,0.0815124819035631,-0.7043286754225537,-2.0115280038622507,2.72760325639283,-0.737470891027764,0.13718768692057792,1.0725262330276668,-0.21139090166948393,-0.11315147117402913,-1.0842091106541176,-2.0115280038622063,-0.8888462979969248,-3.6045965445836714,False,False,False,False,True,True,False,True,True,True,False,True,1.1467598791677922,-0.19127562163086154,1.1536628182453899,1.185677704201696,-0.19127562163086187,-0.3371728920067375,VOL/w20/q0.7000
U56,VOL,20,0.8,0.32470956091703135,0.7999941884116929,False,0.6137276606892004,0.13403251066541833,1.0801498423353844,-0.2076232120314805,1.2515849970053987,0.9571871597737301,2.9316259997336607,29.31625999733661,-2.3995252077832374,-0.0735129759100055,0.07142958187518925,-1.029167103882207,-1.634759040061895,2.338330272141416,-0.6991138332930195,0.13731643564380214,1.0363560592969774,-0.20762321203148015,-0.14932164490471855,-1.6307837853426732,-1.6347590400618284,-0.7100894570435424,-3.59172167226125,False,False,False,False,True,True,False,True,True,True,False,True,1.1533745996811964,-0.19127562163086154,1.1536628182453899,1.185677704201696,-0.19127562163086187,-0.3371728920067375,VOL/w20/q0.8000
U56,VOL,20,0.9,0.42816372201399433,0.8999922512155906,False,0.7570964968258187,0.14667031066263836,1.1178794983202767,-0.19615027522245176,1.2496442824990626,1.0229446710099104,2.8526257590734834,28.526257590734833,-1.135745208061234,-0.03578331992511319,0.04756273658082419,-0.7523393836749903,-0.4874653591590228,1.4335798715511916,-0.3400336240990643,0.15234814605076918,1.0901207523550045,-0.19615027522245188,-0.09555695184669144,-1.6495370091357537,-0.4874653591590006,-0.3513671895737782,-2.0885506315645452,False,True,False,True,True,True,True,True,True,True,True,True,1.1661899931384387,-0.19127562163086154,1.1536628182453899,1.185677704201696,-0.19127562163086187,-0.3371728920067375,VOL/w20/q0.9000
U56,VOL,20,0.966767,0.5999808611531181,0.9667577148834776,True,1.0,0.1580277627432507,1.1536628182453899,-0.19127562163086154,1.206681820782339,1.1203431790756466,2.871270351412813,28.71270351412813,0.0,0.0,0.0,,0.0,0.0,,0.17323365236641464,1.185677704201696,-0.19127562163086187,0.0,,0.0,,0.0,False,True,False,True,True,True,True,True,True,True,True,True,1.1157631659166949,-0.19127562163086154,1.1536628182453899,1.185677704201696,-0.19127562163086187,-0.3371728920067375,VOL/w20/q0.9668
U56,VOL,20,1.0,inf,1.0,False,0.7539325661989975,0.1588078207637622,1.1361038142512543,-0.19926475102868535,1.2202350965948985,1.0828997567072178,2.8079179609038114,28.079179609038114,0.07800580205115093,-0.01755900399413557,0.04723484177149766,-0.3717383891975051,-0.7989129397823813,1.6016918984517243,-0.49879314527010504,0.17395474259661614,1.1528140258913087,-0.19926475102868524,-0.03286367831038728,-0.48374730548381517,-0.7989129397823369,-0.42395743125078145,0.07210902302015043,False,True,False,True,True,True,True,True,True,True,True,True,1.1229170984137535,-0.19127562163086154,1.1536628182453899,1.185677704201696,-0.19127562163086187,-0.3371728920067375,VOL/w20/q1.0000
