panel,N,H,GROSS,CADENCE,is_anchor,classes,CAGR,Sharpe,MaxDD,H1,H2,IS_CAGR,IS_Sharpe,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,IS_S_SHARPE,OOS_S_SHARPE,IS_S_CAGR,OOS_S_CAGR,IS_S_MAR,OOS_S_MAR,IS_S_4BMARGIN,OOS_S_4BMARGIN
U56,5,126,0.75,W,False,K_N+K_ALL4,0.178276605253195,0.9859641986138101,-0.258535970580156,1.1972154954026135,0.8268982116554808,0.18764660078193307,1.1163893761484653,-0.24238284139504873,0.17061858024243115,0.9002766918846121,-0.2585359705801554,1.1163893761484653,0.9002766918846121,0.18764660078193307,0.17061858024243115,0.7741744411523604,0.6599413608077924,-0.8310779186942618,-0.27796149559279604
U56,8,126,0.75,W,False,K_N+K_ALL4,0.16835356966057602,1.0543565263839474,-0.21430271256523992,1.1480264907271387,0.9848451594691706,0.15061363588597199,1.0244326679244637,-0.20214979440447944,0.18316243308073754,1.0797482983113946,-0.21430271256524025,1.0244326679244637,1.0797482983113946,0.15061363588597199,0.18316243308073754,0.7450595551168888,0.8546902224813292,-0.5271379057700428,-0.059313388558277204
U56,10,126,0.75,W,False,K_N+K_ALL4,0.17124116741964635,1.1125372000857465,-0.20771054445737924,1.247478843180138,1.0033843704590317,0.1641262033737012,1.140620911476732,-0.18868986952427957,0.17713093991346973,1.0954228230619285,-0.20771054445737946,1.140620911476732,1.0954228230619285,0.1641262033737012,0.17713093991346973,0.8698198996453402,0.8527777940990163,-0.4254550841083897,-0.026727837714360908
U56,12,126,0.75,W,False,K_N+K_ALL4,0.17706102902505605,1.169247083968022,-0.20169231264867649,1.2752668989236298,1.0885340009190099,0.162793250894387,1.1661173589520426,-0.16104840659377828,0.1889377748619956,1.1759426375029494,-0.2016923126486767,1.1661173589520426,1.1759426375029494,0.162793250894387,0.1889377748619956,1.0108342847812823,0.9367624000182002,-0.21663802378705294,0.0030207056152776455
U56,15,126,0.75,W,False,K_N+K_ALL4,0.1699680426364325,1.1621686935026525,-0.20974143218869634,1.2511329201928496,1.106360249232024,0.14691869827837722,1.1330669763521146,-0.14478235536444928,0.18928983789496723,1.190654657696721,-0.20974143218869623,1.1330669763521146,1.190654657696721,0.14691869827837722,0.18928983789496723,1.0147555474460288,0.9024913958090575,-0.09375635832365593,-0.036766658682563354
U56,20,126,0.75,W,True,K_N+K_H+K_GROSS+K_CADENCE+K_ALL4,0.15579303602884864,1.1397421543856086,-0.19127561830465034,1.2037428776668584,1.097140421431011,0.13911410293501003,1.1118987741862618,-0.13952273332906884,0.16970650886021055,1.1644019491864868,-0.19127561830465012,1.1118987741862618,1.1644019491864868,0.13911410293501003,0.16970650886021055,0.9970712271447906,0.8872354478024176,-0.05402261432497854,0.05451115877408867
U56,25,126,0.75,W,False,K_N+K_ALL4,0.14891529077685495,1.128547619567546,-0.21158705952148094,1.202228863805429,1.0820026079669618,0.1305117022303035,1.0952965988522574,-0.14867705419726562,0.16429002876440868,1.157987264263605,-0.21158705952148082,1.0952965988522574,1.157987264263605,0.1305117022303035,0.16429002876440868,0.877820070722815,0.7764653903502523,-0.12317880832749521,-0.045889724464162514
U56,30,126,0.75,W,False,K_N+K_ALL4,0.14008531207115005,1.1007870781379492,-0.22068524196589911,1.1595569517334936,1.0676672551114448,0.12162381769080799,1.0639169938199005,-0.15324866989529362,0.15551092343024187,1.1329923623078662,-0.22068524196589956,1.0639169938199005,1.1329923623078662,0.12162381769080799,0.15551092343024187,0.7936370199748347,0.7046729633795428,-0.1577150176946081,-0.09086268052035146
U56,40,126,0.75,W,False,K_N+K_ALL4,0.13458962107135175,1.1268612424698448,-0.22984197733835132,1.271594173374019,1.0255837724892403,0.12806181559145302,1.1761930490300028,-0.12581421125997172,0.13999175176293477,1.0985169918082796,-0.22984197733835132,1.1761930490300028,1.0985169918082796,0.12806181559145302,0.13999175176293477,1.01786447102416,0.6090782605687921,0.04953823146007902,-0.1361250678201407
U56,20,21,0.75,W,False,K_H+K_ALL4,0.1435325927401503,1.1152264070519966,-0.2024163164242747,1.2101199530420723,1.0492324303854401,0.13107968975439133,1.1218469394824062,-0.11825894639973056,0.1538868412705352,1.1166793282285414,-0.2024163164242747,1.1218469394824062,1.1166793282285414,0.13107968975439133,0.1538868412705352,1.1084124604943206,0.7602491932912201,0.10661437833520547,-0.0005580959951976559
