panel,ma,glow,cost,lag,CAGR,Sharpe,MaxDD,H1,H2,oCAGR,oSharpe,oMaxDD,gbar,keep4a,keep4b,keep4a_oos,keep4b_oos,leg_H1,leg_H2,leg_DD,leg_CAGR,legO_H1,legO_H2,legO_DD,legO_CAGR,gstar,twin_gap,twin_gbar,twCAGR,twSharpe,twMaxDD,twH1,twH2,twoCAGR,twoSharpe,twoMaxDD,tw4a,tw4b,tw4a_oos,tw4b_oos,dSharpe_twin,se_twin,t_twin,dMaxDD_twin,odSharpe_twin,ose_twin,ot_twin,odMaxDD_twin,dSharpe_anchor,se_anchor,t_anchor,dMaxDD_anchor,isSharpe,isSharpe_twin,anchor_isSharpe
U56,100,0.375,0.0,1,0.13890177654209546,1.2201727878759998,-0.1387272931943302,1.2650758056945768,1.1891397711105662,0.15356641200647836,1.2716417098068555,-0.13872729319433008,0.6731115107913669,False,True,False,True,True,True,True,True,True,True,True,True,0.6469602722295554,6.862105883520542e-08,0.6469602722295553,0.13890170792103662,1.174784756561573,-0.1660997182972228,1.2290184566516291,1.1405969392491604,0.15199514725396468,1.2060625085625258,-0.1660997182972226,False,True,False,True,0.04538803131442681,0.06171296825483054,0.7354699117210927,0.027372425102892617,0.0655792012443297,0.09058824352041248,0.7239261817627867,0.027372425102892506,0.06650996963060973,0.06164693594036343,1.0788852457314464,0.052548328436531566,1.1562134477908355,1.1390881758970206,1.116815196423331
U56,100,0.375,10.0,1,0.13437638189339607,1.1845760501249962,-0.13928497073081803,1.2259186696957587,1.1563665485134704,0.14919712434785093,1.2394597567841672,-0.13928497073081791,0.6731115107913669,False,True,False,True,True,True,True,True,True,True,True,True,0.6390128868086458,2.353374939367825e-08,0.6390128868086458,0.13437635835964667,1.15333017713904,-0.1646208751955338,1.2064293393581678,1.1199000625892708,0.14718944467281014,1.1852338312738235,-0.16462087519553414,False,True,False,True,0.031245872985956158,0.0623277070449121,0.5013159390484396,0.025335904464715786,0.054225925510343664,0.09120761646402185,0.5945328648264134,0.02533590446471623,0.03091323187960615,0.06236480499897383,0.4956839339129627,0.05199065090004373,1.1157350541373896,1.1166235401944993,1.116815196423331
U56,100,0.375,25.0,1,0.12761991379154614,1.1310193913858286,-0.14751719259564156,1.16697677952048,1.107075786917665,0.14267231206538855,1.191050203920472,-0.147517192595642,0.6731115107913669,False,True,False,True,True,True,True,True,True,True,True,True,0.6265034773397116,3.345735466453448e-08,0.6265034773397115,0.12761988033419147,1.121050277460846,-0.1623761305736814,1.1724290652798566,1.0887676525503052,0.14000817865903437,1.1539013387883321,-0.1623761305736815,False,True,False,True,0.009969113924982675,0.06335602059669118,0.1573506958153764,0.014858937978039832,0.037148865132139886,0.092232742685603,0.40277307223499287,0.0148589379780395,-0.022643426859561444,0.06357434378910037,-0.35617240399174344,0.0437584290352202,1.0548191366103448,1.082813807802286,1.116815196423331
U56,100,0.375,50.0,1,0.116442973153982,1.0413932877878784,-0.1638353752385734,1.0682803836941577,1.0246253301702617,0.13187484470936606,1.1100514620644113,-0.16383537523857217,0.6731115107913669,False,True,False,True,True,True,True,True,True,True,True,True,0.6039302170288502,1.506138769258314e-09,0.6039302170288502,0.11644297164784323,1.0669799736835477,-0.15820442984996874,1.1154432641249652,1.0366383734027185,0.12811025463164682,1.1014325658308577,-0.1582044298499694,False,True,False,True,-0.02558668589566926,0.06533498107949182,-0.3916230704121339,-0.005630945388604647,0.008618896233553608,0.09418622736999602,0.09150909293452861,-0.005630945388602759,-0.11226953045751165,0.06592104562864125,-1.7030908625140648,0.02744024639228837,0.9528608155231999,1.0261552766889805,1.116815196423331
U56,100,0.5625,0.0,1,0.15032591476950086,1.2092232698330447,-0.16487668458929083,1.2588400531867452,1.176593004368018,0.16536815149635298,1.2503949347784302,-0.16487668458929072,0.7115557553956835,False,True,False,True,True,True,True,True,True,True,True,True,0.6994180564140333,1.6038532058004762e-08,0.6994180564140332,0.1503258987309688,1.1748732955249306,-0.17872098049692153,1.2290714039454873,1.1407352616748436,0.16455867078746378,1.2062036169667436,-0.17872098049692142,False,True,False,True,0.03434997430811415,0.02859136527527663,1.2014107748053946,0.0138442959076307,0.044191317811686615,0.04156131915234654,1.0632799611027646,0.0138442959076307,0.05556045158765466,0.028542031522302353,1.9466186751367183,0.026398937041570925,1.1596142558956175,1.139109682087607,1.116815196423331
U56,100,0.5625,10.0,1,0.14646212431660643,1.1816556690120663,-0.16538160500050125,1.2289209219838184,1.1507980057424112,0.1615189420828529,1.2247422246255795,-0.16538160500050136,0.7115557553956835,False,True,False,True,True,True,True,True,True,True,True,True,0.6957566269268918,4.971896738759085e-08,0.6957566269268919,0.14646207459763905,1.1535077385547405,-0.17831876506002065,1.2065667009228107,1.120133185863029,0.1604929233572927,1.1854675572680413,-0.17831876506002076,False,True,False,True,0.028147930457325776,0.028875007325633317,0.9748198551048647,0.012937160059519393,0.03927466735753815,0.041813465908660974,0.9392827526742539,0.012937160059519393,0.027992850766676236,0.028898344838769262,0.9686662306389867,0.025894016630360506,1.1292302981076516,1.1167299308469072,1.116815196423331
U56,100,0.5625,25.0,1,0.14068952259803424,1.140225695115232,-0.16613870821888088,1.183937678626665,1.1120437539024763,0.15576776374173962,1.1861970367341235,-0.1661387082188811,0.7115557553956835,False,True,False,True,True,True,True,True,True,True,True,True,0.6899875206316012,1.1129785981722762e-10,0.6899875206316013,0.14068952248673638,1.1213920852033326,-0.17768530977635644,1.1727233834826214,1.0891742611520148,0.15441602100994412,1.154304605553578,-0.17768530977635633,False,True,False,True,0.01883360991189953,0.02933812711495226,0.6419499730881227,0.011546601557475555,0.03189243118054552,0.042223701132883824,0.7553205977888019,0.011546601557475222,-0.01343712313015799,0.029534722710898118,-0.4549601925058799,0.025136913411980877,1.0835555581981908,1.083078558104437,1.116815196423331
U56,100,0.5625,50.0,1,0.13112976696217093,1.070991005061894,-0.16739980730502368,1.108719955633837,1.0473080933698908,0.14624252906240343,1.1217982746670292,-0.16739980730502346,0.7115557553956835,False,True,False,True,True,True,True,True,True,True,True,True,0.6795549729944039,3.286774186150865e-09,0.6795549729944039,0.13112977024894512,1.0676919142755508,-0.17662168684710444,1.1160966978358984,1.0374304057155899,0.14434417977809333,1.102213155775606,-0.17662168684710466,False,True,False,True,0.003299090786343273,0.030204500380365644,0.10922514012143164,0.009221879542080758,0.019585118891423114,0.042989632525492115,0.4555777228337431,0.009221879542081202,-0.08267181318349603,0.03085100588770296,-2.6797120808449413,0.023875814325838074,1.0072014889429415,1.0267832164590944,1.116815196423331
U56,100,0.675,0.0,1,0.15699253121958523,1.1904769081846258,-0.1804453400967907,1.2429685216601916,1.1568753424512486,0.17222375639616194,1.2256273517053105,-0.18044534009679047,0.7346223021582735,False,True,False,True,True,True,True,True,True,True,True,True,0.7299955743484658,1.2102141511149966e-10,0.729995574348466,0.15699253109856381,1.1749242463546716,-0.1860204155327816,1.2291016278573768,1.140815499858797,0.17189425013652726,1.2062852109209847,-0.18602041553278137,False,True,False,True,0.015552661829954184,0.01078737727580852,1.4417463515281108,0.005575075435990895,0.019342140784325723,0.015617697395690841,1.2384758325297371,0.005575075435990895,0.03681408993923574,0.010769929259811059,3.418229502826055,0.010830281534071062,1.1493269300821682,1.1391216611569626,1.116815196423331
U56,100,0.675,10.0,1,0.15352123849593524,1.1672622495505294,-0.18092194905262127,1.218157964819422,1.1348025752694173,0.16867534884074997,1.20348879257758,-0.1809219490526216,0.7346223021582735,False,True,False,True,True,True,True,True,True,True,True,True,0.7288702235175369,1.8428548687055013e-08,0.7288702235175368,0.15352122006738655,1.1536041576816995,-0.186244376775631,1.206638898482989,1.1202629234898251,0.1682681383585236,1.1855974338349051,-0.18624437677563144,False,True,False,True,0.013658091868829825,0.010868631862072197,1.2566523590233918,0.005322427723009726,0.01789135874267478,0.015673425206873697,1.141509179169617,0.005322427723009837,0.013599431305139298,0.0108787797810072,1.2500879307146164,0.010353672578240491,1.124469964123273,1.1167839366611916,1.116815196423331
