panel,book,sleeve,cost,f,published,CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,IS_CAGR,IS_MaxDD,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,gross,turnover,m_H1,m_H2,m_OOS,m_DD,m_CAGR,m_min,pass4b,IS_m_min,IS_pass4b,pass4a_v2,pass4a_v1_10
broad,EWall,S3,10.0,0.2,True,0.12398023616599163,1.211549939601215,-0.198474215282182,1.3410414041292806,1.096857622960545,1.255809229049759,0.12755826343176646,-0.11998341582024452,1.1756262028792979,0.12103603365021942,-0.19847421528218168,0.7502014524523869,1.9990773455718296,0.38440300619360557,0.2628249311247097,0.2936022792820663,0.0038215045621760313,0.017381899663975367,0.0038215045621760313,True,0.012366756755846114,True,False,True
broad,EWall,S3,10.0,0.25,True,0.11932561315097501,1.2369587490179863,-0.1850499422353984,1.372130092568925,1.1176821999286235,1.2877765269263903,0.12309932529613765,-0.1115952929566203,1.1959065264189876,0.11622092129821815,-0.18504994223539828,0.7501961336610166,2.332781753833662,0.41549169463325,0.2836495080927883,0.31388260282175606,0.01724577760895965,0.012727276648958744,0.012727276648958744,True,0.018380991282207604,True,False,True
broad,EWall,S3,10.0,0.3,False,0.1145673915655796,1.2636390588649233,-0.1717587477416711,1.4044611219444925,1.1398215183221199,1.321529511350613,0.11852672466276104,-0.10318131897409599,1.2170833274994426,0.11131052249111528,-0.1717587477416711,0.7501904780186056,2.673214704913102,0.4478227240088174,0.3057888264862847,0.335059403902211,0.030536972102686938,0.007969055063563338,0.007969055063563338,True,0.013808390648830993,True,False,True
broad,EWall,S3,10.0,0.35,False,0.10969774054160553,1.2913956070543653,-0.15859211401184625,1.4374940791262636,1.1633233279872977,1.356698183880299,0.11383097904138428,-0.09474177010559204,1.2390828729053764,0.10629835302929247,-0.15859211401184614,0.7501844652132477,3.0177711576284567,0.4808556811905885,0.3292906361514625,0.35705894930814486,0.04370360583251179,0.0030994040395892625,0.0030994040395892625,True,0.009112645027454236,True,False,True
broad,EWall,S3,25.0,0.2,True,0.12061366651711225,1.181494138642135,-0.19900014970802582,1.307709307118345,1.0696937731232259,1.2232569772174253,0.1239459332111379,-0.12027536362768554,1.1475883946313723,0.11787116630122951,-0.1990001497080256,0.7502014524523869,1.9990773455718296,0.3510709091826699,0.23566108128739072,0.2655644710341407,0.003295570136332221,0.014015330015095986,0.003295570136332221,True,0.012074808948405097,True,False,True
broad,EWall,S3,25.0,0.25,True,0.1154144053939512,1.1996959445511206,-0.18565478784491307,1.3301821889933327,1.0845526390695683,1.2468286112631288,0.11884800500129966,-0.1119007474812227,1.1616109568989252,0.1125887760679729,-0.18565478784491285,0.7501961336610166,2.332781753833662,0.37354379105765767,0.25051994723373316,0.27958703330169365,0.01664093199944497,0.008816068891934939,0.008816068891934939,True,0.014129670987369614,True,False,True
broad,EWall,S3,25.0,0.3,False,0.11010572970496013,1.218148508340017,-0.172436099071263,1.3526116033239974,1.099931981093656,1.2709321137827314,0.11362635968092238,-0.10349914944267524,1.1756889684134846,0.10720872550291793,-0.172436099071263,0.7501904780186056,2.673214704913102,0.39597320538832237,0.2658992892578209,0.293665044816253,0.029859620773095036,0.0035073932029438676,0.0035073932029438676,True,0.008908025666992336,True,False,True
broad,EWall,S4,10.0,0.25,True,0.12066805174433703,1.2130550750274445,-0.19361486431056218,1.3166910951365947,1.1200430953650562,1.2374711206178344,0.12279837379692427,-0.11681831396088116,1.192844717076999,0.11891305495127491,-0.19361486431056207,0.7501966411249776,2.3173811523036987,0.3600526972009196,0.286010403529221,0.3108207934797673,0.008680855533795856,0.014069715242320771,0.008680855533795856,True,0.015531858615209476,True,False,True
broad,EWall,S4,10.0,0.3,False,0.11610068395876438,1.2337683079711768,-0.1814251887572631,1.3344536933848663,1.1434005291881204,1.2575609048383722,0.11804238776569864,-0.10909722603293859,1.2140593728291011,0.11450083924017562,-0.1814251887572632,0.7501911520165135,2.6600980407175205,0.37781529544919124,0.30936783735228524,0.33203544923186956,0.02087053108709494,0.00950234745674812,0.00950234745674812,True,0.013324053751768594,True,False,True
broad,EWall,S4,10.0,0.35,False,0.1113969259583949,1.2551182674917714,-0.16916245172586353,1.3516138338791222,1.168482108182094,1.27764450534477,0.11311703022246511,-0.10122356216109496,1.2364301907420316,0.1099794176609159,-0.16916245172586353,0.7501853229401009,3.0102090611471053,0.3949754359434471,0.3344494163462588,0.35440626714480006,0.03313326811849451,0.004798589456378635,0.004798589456378635,True,0.008398696208535061,True,False,True
