universe,book,conv,chooser,sleeve,f,bps,Sharpe,OOS_Sharpe,CAGR,p4b,p4a
broad,ewall,matched,CORR_UNCOND,S4,0.5,0,1.3047680989315955,1.3184681854603137,0.08654131141583798,False,True
broad,ewall,matched,CORR_UNCOND,S4,0.5,5,1.244813340556056,1.2599322960222588,0.08230655492675698,False,True
broad,ewall,matched,CORR_UNCOND,S4,0.5,10,1.184768233767817,1.2013092902510765,0.07808785008461805,False,True
broad,ewall,matched,CORR_UNCOND,S4,0.5,15,1.1246480707472741,1.1426135180010977,0.07388513773218297,False,False
broad,ewall,matched,CORR_UNCOND,S4,0.5,20,1.0644681816167811,1.0838593641166274,0.06969835892412846,False,False
broad,ewall,matched,CORR_UNCOND,S4,0.5,25,1.0042439149597187,1.0250612308654898,0.06552745492631051,False,False
broad,ewall,matched,CORR_CRISIS,S4,0.5,0,1.3047680989315955,1.3184681854603137,0.08654131141583798,False,True
broad,ewall,matched,CORR_CRISIS,S4,0.5,5,1.244813340556056,1.2599322960222588,0.08230655492675698,False,True
broad,ewall,matched,CORR_CRISIS,S4,0.5,10,1.184768233767817,1.2013092902510765,0.07808785008461805,False,True
broad,ewall,matched,CORR_CRISIS,S4,0.5,15,1.1246480707472741,1.1426135180010977,0.07388513773218297,False,False
broad,ewall,matched,CORR_CRISIS,S4,0.5,20,1.0644681816167811,1.0838593641166274,0.06969835892412846,False,False
broad,ewall,matched,CORR_CRISIS,S4,0.5,25,1.0042439149597187,1.0250612308654898,0.06552745492631051,False,False
broad,ewall,matched,IS_SHARPE,S4,0.5,0,1.3047680989315955,1.3184681854603137,0.08654131141583798,False,True
broad,ewall,matched,IS_SHARPE,S4,0.5,5,1.244813340556056,1.2599322960222588,0.08230655492675698,False,True
broad,ewall,matched,IS_SHARPE,S4,0.5,10,1.184768233767817,1.2013092902510765,0.07808785008461805,False,True
broad,ewall,matched,IS_SHARPE,S4,0.5,15,1.1246480707472741,1.1426135180010977,0.07388513773218297,False,False
broad,ewall,matched,IS_SHARPE,S4,0.5,20,1.0644681816167811,1.0838593641166274,0.06969835892412846,False,False
broad,ewall,matched,IS_SHARPE,S4,0.5,25,1.0042439149597187,1.0250612308654898,0.06552745492631051,False,False
broad,ewall,natural,CORR_UNCOND,S4,0.5,0,1.304647649389952,1.3469702352853168,0.07453284781282465,False,True
broad,ewall,natural,CORR_UNCOND,S4,0.5,5,1.2468497145401725,1.2893927559919056,0.07104854755863443,False,True
broad,ewall,natural,CORR_UNCOND,S4,0.5,10,1.188967225309679,1.2317346943625984,0.06757522661522364,False,False
broad,ewall,natural,CORR_UNCOND,S4,0.5,15,1.1310143135955522,1.1740102164133297,0.06411285136731038,False,False
