contrast,A,B,same_w,forced_identical,identical_in_fact,kendall_tau,inc_rank_A,inc_rank_B,inc_rank_move
C_MEAN,P_ALL4,P_N,True,True,True,1.0,5,5,0
C_MEAN,P_ALL4,P_GROSS,True,True,True,1.0,5,5,0
C_MEAN,P_ALL4,P_U56,False,False,False,0.7543859649122807,5,5,0
C_MEAN,P_ALL4,P_SMALL,False,False,False,0.6140350877192983,5,7,2
C_MEAN,P_ALL4,P_OOS,False,False,False,0.8011695906432749,5,5,0
C_MEAN,P_ALL4,P_EARLY,False,False,False,0.4619883040935672,5,8,3
C_MEAN,P_ALL4,P_TILT,False,False,False,0.7894736842105263,5,5,0
C_MEAN,P_ALL4,P_TEXT,False,False,False,0.7894736842105263,5,5,0
C_MEAN,P_N,P_GROSS,True,True,True,1.0,5,5,0
C_MEAN,P_N,P_U56,False,False,False,0.7543859649122807,5,5,0
C_MEAN,P_N,P_SMALL,False,False,False,0.6140350877192983,5,7,2
C_MEAN,P_N,P_OOS,False,False,False,0.8011695906432749,5,5,0
C_MEAN,P_N,P_EARLY,False,False,False,0.4619883040935672,5,8,3
C_MEAN,P_N,P_TILT,False,False,False,0.7894736842105263,5,5,0
C_MEAN,P_N,P_TEXT,False,False,False,0.7894736842105263,5,5,0
C_MEAN,P_GROSS,P_U56,False,False,False,0.7543859649122807,5,5,0
C_MEAN,P_GROSS,P_SMALL,False,False,False,0.6140350877192983,5,7,2
C_MEAN,P_GROSS,P_OOS,False,False,False,0.8011695906432749,5,5,0
C_MEAN,P_GROSS,P_EARLY,False,False,False,0.4619883040935672,5,8,3
C_MEAN,P_GROSS,P_TILT,False,False,False,0.7894736842105263,5,5,0
C_MEAN,P_GROSS,P_TEXT,False,False,False,0.7894736842105263,5,5,0
C_MEAN,P_U56,P_SMALL,False,False,False,0.3684210526315789,5,7,2
C_MEAN,P_U56,P_OOS,False,False,False,0.9532163742690059,5,5,0
C_MEAN,P_U56,P_EARLY,False,False,False,0.23976608187134502,5,8,3
C_MEAN,P_U56,P_TILT,False,False,False,0.9649122807017544,5,5,0
C_MEAN,P_U56,P_TEXT,False,False,False,0.9649122807017544,5,5,0
C_MEAN,P_SMALL,P_OOS,False,False,False,0.4152046783625731,7,5,2
C_MEAN,P_SMALL,P_EARLY,False,False,False,0.7777777777777778,7,8,1
C_MEAN,P_SMALL,P_TILT,False,False,False,0.40350877192982454,7,5,2
C_MEAN,P_SMALL,P_TEXT,False,False,False,0.40350877192982454,7,5,2
C_MEAN,P_OOS,P_EARLY,False,False,False,0.2631578947368421,5,8,3
C_MEAN,P_OOS,P_TILT,False,False,False,0.9883040935672515,5,5,0
C_MEAN,P_OOS,P_TEXT,False,False,False,0.9883040935672515,5,5,0
C_MEAN,P_EARLY,P_TILT,False,False,False,0.25146198830409355,8,5,3
C_MEAN,P_EARLY,P_TEXT,False,False,False,0.25146198830409355,8,5,3
C_MEAN,P_TILT,P_TEXT,False,False,True,1.0,5,5,0
C_MED,P_ALL4,P_N,True,False,False,0.21637426900584794,8,3,5
C_MED,P_ALL4,P_GROSS,True,False,False,0.49707602339181284,8,5,3
C_MED,P_ALL4,P_U56,False,False,False,0.695906432748538,8,6,2
C_MED,P_ALL4,P_SMALL,False,False,False,0.49707602339181284,8,13,5
C_MED,P_ALL4,P_OOS,False,False,False,0.672514619883041,8,6,2
C_MED,P_ALL4,P_EARLY,False,False,False,0.7543859649122807,8,10,2
C_MED,P_ALL4,P_TILT,False,False,False,0.8128654970760234,8,6,2
