panel,family,cost,selector,arm,same_as_dialmid,OOS_Sharpe,lift,d_vs_ctl,pool_med_minus_mean
u56,GROSS,0.0,K_MED204,g=0.625,True,1.3100216467994643,1.3305722282197507e-05,0.0004107529616828032,1.3305722282197507e-05
u56,GROSS,0.0,K_DIALMID,g=0.625,True,1.3100216467994643,1.3305722282197507e-05,0.0004107529616828032,1.3305722282197507e-05
u56,GROSS,0.0,K_ARGMAX,g=1.000,False,1.308768883956488,-0.0012394571206941762,-0.0008420098812935706,1.3305722282197507e-05
u56,GROSS,0.0,K_ANTI,g=0.250,False,1.311214526371742,0.0012061852945599583,0.001603632533960564,1.3305722282197507e-05
u56,GROSS,10.0,K_MED204,g=0.625,True,1.2853821313654918,7.155867534902605e-05,0.00029746941691777273,7.155867534902605e-05
u56,GROSS,10.0,K_DIALMID,g=0.625,True,1.2853821313654918,7.155867534902605e-05,0.00029746941691777273,7.155867534902605e-05
u56,GROSS,10.0,K_ARGMAX,g=1.000,False,1.2843753698428797,-0.0009352028472631169,-0.0007092921056943702,7.155867534902605e-05
u56,GROSS,10.0,K_ANTI,g=0.250,False,1.2860653805697284,0.000754807879585595,0.0009807186211543417,7.155867534902605e-05
u56,GROSS,25.0,K_MED204,g=0.625,True,1.248382997295154,0.0001591017601523248,0.00012719389444626472,7.635163624875041e-05
u56,GROSS,25.0,K_DIALMID,g=0.625,True,1.248382997295154,0.0001591017601523248,0.00012719389444626472,7.635163624875041e-05
u56,GROSS,25.0,K_ARGMAX,g=1.000,False,1.2477460410371628,-0.00047785449783877,-0.0005097623635448301,7.635163624875041e-05
u56,GROSS,25.0,K_ANTI,g=0.250,False,1.2483002471712503,7.635163624875041e-05,4.444377054269033e-05,7.635163624875041e-05
u56,WIDTH,0.0,K_MED204,n=20,False,1.2522445784158966,0.022500786243788484,-0.05736631542188486,0.047437498365117126
u56,WIDTH,0.0,K_DIALMID,n=40,True,1.302118002658554,0.07237421048644577,-0.007492891179227579,0.047437498365117126
u56,WIDTH,0.0,K_ARGMAX,n=5,False,1.107516886287138,-0.1222269058849701,-0.20209400755064344,0.047437498365117126
u56,WIDTH,0.0,K_ANTI,n=ALL,False,1.3096108938377815,0.07986710166567335,0.0,0.047437498365117126
u56,WIDTH,10.0,K_MED204,n=20,False,1.188572074506493,0.008563505211941047,-0.09651258744208113,0.04472887073075915
u56,WIDTH,10.0,K_DIALMID,n=40,True,1.2609028055441294,0.08089423624957748,-0.0241818564044447,0.04472887073075915
u56,WIDTH,10.0,K_ARGMAX,n=5,False,1.0388253940781769,-0.14118317521637502,-0.2462592678703972,0.04472887073075915
u56,WIDTH,10.0,K_ANTI,n=ALL,False,1.285084661948574,0.10507609265402218,0.0,0.04472887073075915
u56,WIDTH,25.0,K_MED204,n=ALL,False,1.2482558034007076,0.14300422401535196,0.0,0.04066585892483854
u56,WIDTH,25.0,K_DIALMID,n=40,True,1.1989759517669984,0.09372437238164277,-0.04927985163370918,0.04066585892483854
