bench,panel,gross,cost_bps,start,leg,d_slack,d_book,d_bar,bar_share
SPY,B136,0.75,0.0,2010-01-01,L_DD,-1.942890293094024e-16,-1.1102230246251565e-16,-6.661338147750939e-17,
SPY,B136,0.75,0.0,2010-01-01,L_CAGR,0.002653803507885674,-0.0038038279686458676,0.006457631476531533,0.6293092625890013
SPY,B136,0.75,0.0,2010-01-01,L_H1,-0.013794325066386781,-0.055062530834734336,0.041268205768347554,0.42840122710145734
SPY,B136,0.75,0.0,2010-01-01,L_H2,-0.0015046761049177793,0.00896138080673059,-0.01046605691164837,0.5387255418529616
SPY,B136,0.75,0.0,2011-01-01,L_DD,2.7755575615628914e-17,-1.1102230246251565e-16,1.3322676295501878e-16,
SPY,B136,0.75,0.0,2011-01-01,L_CAGR,0.002209892871752356,-0.00462713236354273,0.0068370252352950795,0.5963826976687926
SPY,B136,0.75,0.0,2011-01-01,L_H1,-0.012527479035799427,-0.0612646376406234,0.04873715860482397,0.4430578433108182
SPY,B136,0.75,0.0,2011-01-01,L_H2,0.007344388603214291,0.03048273473604013,-0.023138346132825838,0.4315158470865638
SPY,B136,0.75,0.0,2012-01-01,L_DD,-1.1102230246251565e-16,-1.1102230246251565e-16,-0.0,
SPY,B136,0.75,0.0,2012-01-01,L_CAGR,0.0006974877796454976,6.664297537350983e-05,0.0006308448042719794,0.9044528415861532
SPY,B136,0.75,0.0,2012-01-01,L_H1,-0.127592200804851,0.012929792390917516,-0.14052199319576852,0.9157403588268226
SPY,B136,0.75,0.0,2012-01-01,L_H2,0.05269585904952678,0.08181721678384757,-0.029121357734320785,0.26249983705669117
SPY,B136,0.75,0.0,2013-01-01,L_DD,-3.608224830031759e-16,-2.220446049250313e-16,-1.3322676295501878e-16,
SPY,B136,0.75,0.0,2013-01-01,L_CAGR,0.0032652500360661474,0.0020817780782778073,0.0011834719577883401,0.3624445125844462
SPY,B136,0.75,0.0,2013-01-01,L_H1,-0.08952782271124449,0.03801759178718833,-0.12754541449843282,0.7703738737287589
SPY,B136,0.75,0.0,2013-01-01,L_H2,0.05887372262703594,0.07316162805089199,-0.014287905423856051,0.16338458143955487
SPY,B136,0.75,10.0,2010-01-01,L_DD,-6.38378239159465e-16,-5.551115123125783e-16,-6.661338147750939e-17,
SPY,B136,0.75,10.0,2010-01-01,L_CAGR,0.002714852478392968,-0.003742778998138574,0.006457631476531533,0.6330756485307402
SPY,B136,0.75,10.0,2010-01-01,L_H1,-0.012187808668262745,-0.0534560144366103,0.041268205768347554,0.4356668830744049
SPY,B136,0.75,10.0,2010-01-01,L_H2,-0.0031994737680527408,0.0072665831435956285,-0.01046605691164837,0.5902142534356178
SPY,B136,0.75,10.0,2011-01-01,L_DD,2.498001805406602e-16,1.1102230246251565e-16,1.3322676295501878e-16,
SPY,B136,0.75,10.0,2011-01-01,L_CAGR,0.0023573226397421154,-0.00447970259555297,0.0068370252352950795,0.6041521310301521
SPY,B136,0.75,10.0,2011-01-01,L_H1,-0.010524160916603353,-0.059261319521427325,0.04873715860482397,0.4512763462078581
