panel,book,gross,denom,lookback,v,vtag,cost_bps,CAGR,Sharpe,MaxDD,Calmar,H1,H2,IS_Sharpe,IS_Calmar,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,spy_CAGR,spy_Sharpe,spy_MaxDD,base_Sharpe,base_MaxDD,pass4a,pass4b,L_H1,L_H2,L_OOS,L_DD,L_CAGR
U56,CAP2,0.75,DEGROSS,20,0.3,0.30,0.0,0.07637111762680182,1.2061973579181873,-0.09385632917064868,0.8137023715038395,1.256061765808663,1.15605668427425,1.096512752524545,1.0931776597903669,0.08110789506637306,1.300558169255048,-0.09385632917064946,0.15230826012920673,0.8896695908092724,-0.33717256724185285,1.2051536091601132,-0.12054950773958328,False,False,True,True,True,True,False
U56,CAP2,0.75,DEGROSS,20,0.3,0.30,10.0,0.07085053980260292,1.1239375344627918,-0.09915735554976046,0.7145263143594804,1.181889912868445,1.0657170220008552,1.0207324817908672,0.9640772595512823,0.07529830358545264,1.2127406010919597,-0.09915735554976035,0.15230826012920673,0.8896695908092724,-0.33717256724185285,1.2051536091601132,-0.12054950773958328,False,False,True,True,True,True,False
U56,CAP2,0.75,DEGROSS,20,0.3,0.30,25.0,0.06262101166940925,1.0002371491748585,-0.10827572062299107,0.5783476785848556,1.0703826307252655,0.9298385743510026,0.9068588863442983,0.7931203898259697,0.06664053888745292,1.080596988534446,-0.1082757206229914,0.15230826012920673,0.8896695908092724,-0.33717256724185285,1.2051536091601132,-0.12054950773958328,False,False,True,True,True,True,False
U56,CAP2,0.75,DEGROSS,20,0.3,0.30,50.0,0.04904094034235862,0.7936384776477211,-0.12334755006017595,0.39758341627728855,0.884169037692834,0.7028993944412387,0.7168393133048574,0.5561098136410103,0.05236065951784674,0.8597246382396989,-0.12334755006017639,0.15230826012920673,0.8896695908092724,-0.33717256724185285,1.2051536091601132,-0.12054950773958328,False,False,False,False,False,True,False
U56,CAP2,0.75,DEGROSS,20,0.4,0.40,0.0,0.0971895558974063,1.2771229214706727,-0.10718559653617299,0.9067408218846529,1.2625625105011071,1.291488390054949,1.1266823291563917,1.0485375887877086,0.10730790047234273,1.4007445316585518,-0.1071855965361731,0.15230826012920673,0.8896695908092724,-0.33717256724185285,1.2051536091601132,-0.12054950773958328,True,False,True,True,True,True,False
U56,CAP2,0.75,DEGROSS,20,0.4,0.40,10.0,0.0922818071772098,1.217134169418172,-0.10795372506269729,0.8548274468862879,1.2042791486836146,1.229842432834101,1.0673759723255107,0.9470736229497232,0.10229202698298145,1.3402732467427203,-0.10795372506269685,0.15230826012920673,0.8896695908092724,-0.33717256724185285,1.2051536091601132,-0.12054950773958328,False,False,True,True,True,True,False
U56,CAP2,0.75,DEGROSS,20,0.4,0.40,25.0,0.08495993289912107,1.1269373781683147,-0.10910530490528214,0.7786966268310926,1.1167091904735922,1.1370947967853917,0.9783003441441207,0.8108832958920282,0.0948094088699476,1.2492721301276464,-0.10910530490528203,0.15230826012920673,0.8896695908092724,-0.33717256724185285,1.2051536091601132,-0.12054950773958328,False,False,True,True,True,True,False
U56,CAP2,0.75,DEGROSS,20,0.4,0.40,50.0,0.07286206895871516,0.9762015080382853,-0.1148261696254087,0.6345423625677771,0.970529097805716,0.9819387225706966,0.8296939752690314,0.6184882420496104,0.08244744911511548,1.0969791270314317,-0.1148261696254066,0.15230826012920673,0.8896695908092724,-0.33717256724185285,1.2051536091601132,-0.12054950773958328,False,False,True,True,True,True,False
U56,CAP2,0.75,DEGROSS,20,0.6,0.60,0.0,0.10949554533644901,1.2724598867904109,-0.1318106153327423,0.8307035443240957,1.2444681836487106,1.3004351377397374,1.1312291649818955,1.0448144491112525,0.12220779780331537,1.3842445288284861,-0.13181061533274252,0.15230826012920673,0.8896695908092724,-0.33717256724185285,1.2051536091601132,-0.12054950773958328,False,True,True,True,True,True,True
U56,CAP2,0.75,DEGROSS,20,0.6,0.60,10.0,0.10515909937573076,1.2260231342381374,-0.13234023829451025,0.7946116822134586,1.1978195858289462,1.254087412242851,1.083538517359279,0.9570426916523483,0.11782490523430167,1.3388157229368707,-0.13234023829451025,0.15230826012920673,0.8896695908092724,-0.33717256724185285,1.2051536091601132,-0.12054950773958328,False,False,True,True,True,True,False
U56,CAP2,0.75,DEGROSS,20,0.6,0.60,25.0,0.09868495264629518,1.1562143219074152,-0.13313443404528502,0.7412428899703587,1.127724463127257,1.1843862032127332,1.0118952609325622,0.8211251122971722,0.11128139475345789,1.270485411895168,-0.1331344340452847,0.15230826012920673,0.8896695908092724,-0.33717256724185285,1.2051536091601132,-0.12054950773958328,False,False,True,True,True,True,False
U56,CAP2,0.75,DEGROSS,20,0.6,0.60,50.0,0.08797561091708483,1.0395449887169321,-0.13445745715342894,0.6543007191984612,1.0106642438313045,1.0678250150808433,0.8922989917231136,0.6311167962618591,0.10045725831607433,1.1561857990718603,-0.13445745715342916,0.15230826012920673,0.8896695908092724,-0.33717256724185285,1.2051536091601132,-0.12054950773958328,False,False,True,True,True,True,False
U56,CAP2,0.75,DEGROSS,20,inf,INF,0.0,0.12014999456189313,1.3078729412435244,-0.14765004422980443,0.8137484495086919,1.3431232040383605,1.2841509485625666,1.228739013143088,1.188426875003423,0.13168913356431755,1.3693466954314062,-0.14765004422980454,0.15230826012920673,0.8896695908092724,-0.33717256724185285,1.2051536091601132,-0.12054950773958328,False,True,True,True,True,True,True
U56,CAP2,0.75,DEGROSS,20,inf,INF,10.0,0.1162295339930286,1.2686753146710161,-0.14809080759214643,0.7848531308785468,1.3027641647438848,1.245743566697983,1.1871870518343108,1.105836634098696,0.12773946456006335,1.3318413815124672,-0.14809080759214632,0.15230826012920673,0.8896695908092724,-0.33717256724185285,1.2051536091601132,-0.12054950773958328,False,True,True,True,True,True,True
U56,CAP2,0.75,DEGROSS,20,inf,INF,25.0,0.11037345513700925,1.209765685566478,-0.14875179387181792,0.7419974728648989,1.2421037770489964,1.1880255426552884,1.124749529084998,0.9835023596828143,0.12183969460699817,1.2754689637891052,-0.14875179387181792,0.15230826012920673,0.8896695908092724,-0.33717256724185285,1.2051536091601132,-0.12054950773958328,False,True,True,True,True,True,True
U56,CAP2,0.75,DEGROSS,20,inf,INF,50.0,0.10067860481310942,1.111339888951081,-0.1498530143263923,0.6718490466519617,1.140744704022228,1.0915969990562207,1.0204653620097097,0.7785733423801019,0.1120723488705766,1.181260845927782,-0.14985301432639253,0.15230826012920673,0.8896695908092724,-0.33717256724185285,1.2051536091601132,-0.12054950773958328,False,False,True,True,True,True,False
