sclass,repair,construction,partition,panel,stat,reading,resolved,max_over_min,comparable,rel_gap,lands,landing_is_tautological,resolvable,serves
RATIO,R_FROZEN,C_BOOK,ALIGNED,U56,SHARPE,6.0179393059779605,0.4735358755516955,1.0,True,11.708518227825353,False,False,False,False
RATIO,R_COUNT,C_BOOK,ALIGNED,U56,SHARPE,0.4735358755516955,0.4735358755516955,19.34004564849945,False,0.0,True,True,False,False
RATIO,R_BOTH,C_BOOK,ALIGNED,U56,SHARPE,9.02690895896694,0.4735358755516955,1.0,True,18.06277734173803,False,False,False,False
SPREAD,R_ASIS,C_BOOK,ALIGNED,U56,ULCER,1.1528881614650148,1.7719951386716162,3.5736897497663276,False,0.3493841284862201,False,False,True,False
SPREAD,R_FROZEN,C_BOOK,ALIGNED,U56,ULCER,2.578819896025746,1.7719951386716162,1.0,True,0.4553199609559704,False,False,True,False
SPREAD,R_COUNT,C_BOOK,ALIGNED,U56,ULCER,1.7719951386716162,1.7719951386716162,1.965796055833431,False,0.0,True,True,True,False
SPREAD,R_BOTH,C_BOOK,ALIGNED,U56,ULCER,1.8951966367528845,1.7719951386716162,1.0,True,0.06952699552755369,True,False,True,True
SPREAD,R_ASIS,C_BOOK,ALIGNED,U56,VOL,2.1610732653663405,4.887172022681111,2.1762909728309108,False,0.5578069985388457,False,False,False,False
SPREAD,R_FROZEN,C_BOOK,ALIGNED,U56,VOL,4.321419538945086,4.887172022681111,1.0,True,0.1157627521827342,True,False,False,True
SPREAD,R_COUNT,C_BOOK,ALIGNED,U56,VOL,4.887172022681111,4.887172022681111,2.461207077855035,False,0.0,True,True,False,False
SPREAD,R_BOTH,C_BOOK,ALIGNED,U56,VOL,2.8383524453023345,4.887172022681111,1.0,True,0.4192239536219129,False,False,False,False
LEVEL,R_ASIS,C_BOOK,OFFSET,B136,CAGR,1.443513712162658,2.264497663488,1.954384946320974,False,0.3625457268349673,False,False,True,False
LEVEL,R_FROZEN,C_BOOK,OFFSET,B136,CAGR,1.0376649631583403,2.264497663488,1.0,True,0.5417681458058881,False,False,True,False
LEVEL,R_COUNT,C_BOOK,OFFSET,B136,CAGR,2.264497663488,2.264497663488,1.8469228900228785,False,0.0,True,True,True,False
LEVEL,R_BOTH,C_BOOK,OFFSET,B136,CAGR,1.5564974447375106,2.264497663488,1.0,True,0.3126522187088321,False,False,True,False
RATIO,R_ASIS,C_BOOK,OFFSET,B136,CALMAR,0.28742847687725176,0.5538482036465603,3.745776806780968,False,0.4810338374579707,False,False,True,False
RATIO,R_FROZEN,C_BOOK,OFFSET,B136,CALMAR,0.6098764199459795,0.5538482036465603,1.0,True,0.10116168280501238,True,False,True,True
RATIO,R_COUNT,C_BOOK,OFFSET,B136,CALMAR,0.5538482036465603,0.5538482036465603,2.1577964806347016,False,0.0,True,True,True,False
RATIO,R_BOTH,C_BOOK,OFFSET,B136,CALMAR,0.600995062206505,0.5538482036465603,1.0,True,0.08512595734630496,True,False,True,True
LEVEL,R_ASIS,C_BOOK,OFFSET,B136,MAXDD,0.3945224664336104,0.8825763511968693,12.926215530832387,False,0.5529877206673449,False,False,True,False
LEVEL,R_FROZEN,C_BOOK,OFFSET,B136,MAXDD,0.916727458442388,0.8825763511968693,1.0,True,0.03869479076706069,True,False,True,True
LEVEL,R_COUNT,C_BOOK,OFFSET,B136,MAXDD,0.8825763511968693,0.8825763511968693,5.9498531748679415,False,0.0,True,True,True,False
LEVEL,R_BOTH,C_BOOK,OFFSET,B136,MAXDD,1.375091187663582,0.8825763511968693,1.0,True,0.5580421861505911,False,False,True,False
RATIO,R_ASIS,C_BOOK,OFFSET,B136,SHARPE,1.2711370163406204,0.6822582811740394,12.540874828631132,False,0.8631316781574719,False,False,True,False
RATIO,R_FROZEN,C_BOOK,OFFSET,B136,SHARPE,0.6797124730649949,0.6822582811740394,1.0,True,0.0037314433247532253,True,False,True,True
RATIO,R_COUNT,C_BOOK,OFFSET,B136,SHARPE,0.6822582811740394,0.6822582811740394,2.250161432209797,False,0.0,True,True,True,False
RATIO,R_BOTH,C_BOOK,OFFSET,B136,SHARPE,0.8762859721958381,0.6822582811740394,1.0,True,0.2843903787989399,False,False,True,False
SPREAD,R_ASIS,C_BOOK,OFFSET,B136,ULCER,1.1816289333200525,2.817703955366878,2.4436840530953665,False,0.5806412057344048,False,False,True,False
SPREAD,R_FROZEN,C_BOOK,OFFSET,B136,ULCER,2.46192133015788,2.817703955366878,1.0,True,0.12626685799668172,True,False,True,True
SPREAD,R_COUNT,C_BOOK,OFFSET,B136,ULCER,2.817703955366878,2.817703955366878,1.4028707196532402,False,0.0,True,True,True,False
SPREAD,R_BOTH,C_BOOK,OFFSET,B136,ULCER,3.6928819952368204,2.817703955366878,1.0,True,0.3105997130049776,False,False,True,False
SPREAD,R_ASIS,C_BOOK,OFFSET,B136,VOL,2.1385873980934993,5.73805243816828,1.6079563386774738,False,0.6272973415390769,False,False,False,False
SPREAD,R_FROZEN,C_BOOK,OFFSET,B136,VOL,3.337362344228103,5.73805243816828,1.0,True,0.4183806474077001,False,False,False,False
SPREAD,R_COUNT,C_BOOK,OFFSET,B136,VOL,5.73805243816828,5.73805243816828,2.3289112291988094,False,0.0,True,True,False,False
SPREAD,R_BOTH,C_BOOK,OFFSET,B136,VOL,3.828633641900721,5.73805243816828,1.0,True,0.3327642639803219,False,False,False,False
LEVEL,R_ASIS,C_BOOK,OFFSET,SMALL,CAGR,6.2287574587563395,4.755816289465604,2.1355589352342053,False,0.30971363897158555,False,False,True,False
LEVEL,R_FROZEN,C_BOOK,OFFSET,SMALL,CAGR,4.0202217154510835,4.755816289465604,1.0,True,0.15467262174190852,True,False,True,True
LEVEL,R_COUNT,C_BOOK,OFFSET,SMALL,CAGR,4.755816289465604,4.755816289465604,1.7806768763303993,False,0.0,True,True,True,False
LEVEL,R_BOTH,C_BOOK,OFFSET,SMALL,CAGR,2.6707912887970675,4.755816289465604,1.0,True,0.4384157994679025,False,False,True,False
RATIO,R_ASIS,C_BOOK,OFFSET,SMALL,CALMAR,0.28243993603332906,0.6736962131447775,4.045544230613517,False,0.5807606892802399,False,False,True,False
RATIO,R_FROZEN,C_BOOK,OFFSET,SMALL,CALMAR,1.1426232537144851,0.6736962131447775,1.0,True,0.6960511747287129,False,False,True,False
RATIO,R_COUNT,C_BOOK,OFFSET,SMALL,CALMAR,0.6736962131447775,0.6736962131447775,2.5440767620930695,False,0.0,True,True,True,False
RATIO,R_BOTH,C_BOOK,OFFSET,SMALL,CALMAR,1.7139348805717278,0.6736962131447775,1.0,True,1.5440767620930695,False,False,True,False
LEVEL,R_ASIS,C_BOOK,OFFSET,SMALL,MAXDD,0.2879631570844099,0.6225017335762149,20.13170303833892,False,0.5374098712463206,False,False,True,False
LEVEL,R_FROZEN,C_BOOK,OFFSET,SMALL,MAXDD,0.668343574831838,0.6225017335762149,1.0,True,0.07364130697639354,True,False,True,True
LEVEL,R_COUNT,C_BOOK,OFFSET,SMALL,MAXDD,0.6225017335762149,0.6225017335762149,9.31272710053604,False,0.0,True,True,True,False
LEVEL,R_BOTH,C_BOOK,OFFSET,SMALL,MAXDD,1.0025153622477572,0.6225017335762149,1.0,True,0.6104619604645904,False,False,True,False
RATIO,R_ASIS,C_BOOK,OFFSET,SMALL,SHARPE,3.5981522922932507,1.6070625476170015,13.775647002985064,False,1.238962196977768,False,False,True,False
RATIO,R_FROZEN,C_BOOK,OFFSET,SMALL,SHARPE,3.3870159956479076,1.6070625476170015,1.0,True,1.107581936166873,False,False,True,False
RATIO,R_COUNT,C_BOOK,OFFSET,SMALL,SHARPE,1.6070625476170015,1.6070625476170015,1.9036657748931674,False,0.0,True,True,True,False
RATIO,R_BOTH,C_BOOK,OFFSET,SMALL,SHARPE,1.2425407865467595,1.6070625476170015,1.0,True,0.22682487474477292,True,False,True,True
SPREAD,R_ASIS,C_BOOK,OFFSET,SMALL,ULCER,0.6137002838383913,1.335794978556061,8.259850050110758,False,0.540572996836853,False,False,True,False
SPREAD,R_FROZEN,C_BOOK,OFFSET,SMALL,ULCER,2.561347253053167,1.335794978556061,1.0,True,0.9174703410113707,False,False,True,False
SPREAD,R_COUNT,C_BOOK,OFFSET,SMALL,ULCER,1.335794978556061,1.335794978556061,3.7947981550993553,False,0.0,True,True,True,False
SPREAD,R_BOTH,C_BOOK,OFFSET,SMALL,ULCER,3.84202087957975,1.335794978556061,1.0,True,1.876205511517056,False,False,True,False
SPREAD,R_ASIS,C_BOOK,OFFSET,SMALL,VOL,1.2888087243509565,2.9536965123705046,4.847093965802321,False,0.5636624416377103,False,False,True,False
SPREAD,R_FROZEN,C_BOOK,OFFSET,SMALL,VOL,3.3810890741055846,2.9536965123705046,1.0,True,0.1446975205289706,True,False,True,True
SPREAD,R_COUNT,C_BOOK,OFFSET,SMALL,VOL,2.9536965123705046,2.9536965123705046,2.1149691461907723,False,0.0,True,True,True,False
SPREAD,R_BOTH,C_BOOK,OFFSET,SMALL,VOL,5.071633611158377,2.9536965123705046,1.0,True,0.7170462807934559,False,False,True,False
LEVEL,R_ASIS,C_BOOK,OFFSET,U56,CAGR,1.21577244286842,2.5102585962101682,2.631245734601035,False,0.5156784067171736,False,False,True,False
LEVEL,R_FROZEN,C_BOOK,OFFSET,U56,CAGR,2.7069575184627745,2.5102585962101682,1.0,True,0.0783580315388901,True,False,True,True
LEVEL,R_COUNT,C_BOOK,OFFSET,U56,CAGR,2.5102585962101682,2.5102585962101682,1.6597082766424796,False,0.0,True,True,True,False
LEVEL,R_BOTH,C_BOOK,OFFSET,U56,CAGR,4.060436277694162,2.5102585962101682,1.0,True,0.6175370473083353,False,False,True,False
RATIO,R_ASIS,C_BOOK,OFFSET,U56,CALMAR,0.21228504364659523,0.4996877245524874,9.292419788634879,False,0.5751645813658631,False,False,True,False
RATIO,R_FROZEN,C_BOOK,OFFSET,U56,CALMAR,0.932413028924567,0.4996877245524874,1.0,True,0.8659914644883897,False,False,True,False
RATIO,R_COUNT,C_BOOK,OFFSET,U56,CALMAR,0.4996877245524874,0.4996877245524874,3.9477490510288358,False,0.0,True,True,True,False
RATIO,R_BOTH,C_BOOK,OFFSET,U56,CALMAR,1.3986195433868505,0.4996877245524874,1.0,True,1.7989871967325846,False,False,True,False
LEVEL,R_ASIS,C_BOOK,OFFSET,U56,MAXDD,0.44971694732306133,0.99836783635124,8.537143915508098,False,0.5495478410375747,False,False,True,False
LEVEL,R_FROZEN,C_BOOK,OFFSET,U56,MAXDD,0.8740738069344036,0.99836783635124,1.0,True,0.12449722926882033,True,False,True,True
LEVEL,R_COUNT,C_BOOK,OFFSET,U56,MAXDD,0.99836783635124,0.99836783635124,3.845574908113555,False,0.0,True,True,True,False
LEVEL,R_BOTH,C_BOOK,OFFSET,U56,MAXDD,1.3111107104016053,0.99836783635124,1.0,True,0.3132541560967694,False,False,True,False
RATIO,R_ASIS,C_BOOK,OFFSET,U56,SHARPE,0.5491009261402605,0.555492091409267,6.852126350937002,False,0.011505411810260553,True,False,False,False
RATIO,R_FROZEN,C_BOOK,OFFSET,U56,SHARPE,0.2840070976604055,0.555492091409267,1.0,True,0.4887288189110166,False,False,False,False
RATIO,R_COUNT,C_BOOK,OFFSET,U56,SHARPE,0.555492091409267,0.555492091409267,2.4746659133012825,False,0.0,True,True,False,False
RATIO,R_BOTH,C_BOOK,OFFSET,U56,SHARPE,0.42601064649060827,0.555492091409267,1.0,True,0.23309322836652482,True,False,False,True
SPREAD,R_ASIS,C_BOOK,OFFSET,U56,ULCER,0.762983628627672,2.000012964666119,2.3514794720959222,False,0.6185106586271335,False,False,True,False
SPREAD,R_FROZEN,C_BOOK,OFFSET,U56,ULCER,1.7941403402632292,2.000012964666119,1.0,True,0.10293564493831066,True,False,True,True
SPREAD,R_COUNT,C_BOOK,OFFSET,U56,ULCER,2.000012964666119,2.000012964666119,2.0427363261839333,False,0.0,True,True,True,False
SPREAD,R_BOTH,C_BOOK,OFFSET,U56,ULCER,2.6912105103948436,2.000012964666119,1.0,True,0.3455965325925339,False,False,True,False
SPREAD,R_ASIS,C_BOOK,OFFSET,U56,VOL,1.961830589154305,4.6393569972101245,1.8983776595031123,False,0.5771330832410503,False,False,False,False
SPREAD,R_FROZEN,C_BOOK,OFFSET,U56,VOL,2.985007545756471,4.6393569972101245,1.0,True,0.35659024568458425,False,False,False,False
SPREAD,R_COUNT,C_BOOK,OFFSET,U56,VOL,4.6393569972101245,4.6393569972101245,1.3424916290717226,False,0.0,True,True,False,False
SPREAD,R_BOTH,C_BOOK,OFFSET,U56,VOL,4.477511318634707,4.6393569972101245,1.0,True,0.03488536852687635,True,False,False,True
LEVEL,R_ASIS,C_POOLED,ALIGNED,B136,CAGR,3.282003831993874,3.845683652888669,9.20347925946577,False,0.1465746722228152,True,False,True,False
LEVEL,R_FROZEN,C_POOLED,ALIGNED,B136,CAGR,3.360334886706321,3.845683652888669,1.0,True,0.1262061079355241,True,False,True,True
LEVEL,R_COUNT,C_POOLED,ALIGNED,B136,CAGR,3.845683652888669,3.845683652888669,1.9289493431193696,False,0.0,True,True,True,False
LEVEL,R_BOTH,C_POOLED,ALIGNED,B136,CAGR,4.9501247686575836,3.845683652888669,1.0,True,0.2871897991243555,False,False,True,False
RATIO,R_ASIS,C_POOLED,ALIGNED,B136,CALMAR,1.2942042254950075,2.8555217160637403,4.4695517486276914,False,0.5467713594281353,False,False,True,False
RATIO,R_FROZEN,C_POOLED,ALIGNED,B136,CALMAR,3.420952926773515,2.8555217160637403,1.0,True,0.19801327635820135,True,False,True,True
RATIO,R_COUNT,C_POOLED,ALIGNED,B136,CALMAR,2.8555217160637403,2.8555217160637403,2.0257288629961296,False,0.0,True,True,True,False
RATIO,R_BOTH,C_POOLED,ALIGNED,B136,CALMAR,5.131429390160272,2.8555217160637403,1.0,True,0.7970199145373018,False,False,True,False
LEVEL,R_ASIS,C_POOLED,ALIGNED,B136,MAXDD,0.6795068901091528,1.818797314007543,2.5273450412270964,False,0.6263976833064893,False,False,True,False
LEVEL,R_FROZEN,C_POOLED,ALIGNED,B136,MAXDD,1.3199152846237132,1.818797314007543,1.0,True,0.2742922620028462,False,False,True,False
LEVEL,R_COUNT,C_POOLED,ALIGNED,B136,MAXDD,1.818797314007543,1.818797314007543,1.1778791950816445,True,0.0,True,True,True,True
LEVEL,R_BOTH,C_POOLED,ALIGNED,B136,MAXDD,1.97987292693557,1.818797314007543,1.0,True,0.08856160699573082,True,False,True,True
RATIO,R_ASIS,C_POOLED,ALIGNED,B136,SHARPE,9.784461322348616,3.2568434342269614,14.916922935052394,False,2.004277460660628,False,False,True,False
RATIO,R_FROZEN,C_POOLED,ALIGNED,B136,SHARPE,4.3770420158334336,3.2568434342269614,1.0,True,0.3439522360313769,False,False,True,False
RATIO,R_COUNT,C_POOLED,ALIGNED,B136,SHARPE,3.2568434342269614,3.2568434342269614,14.055130537575712,False,0.0,True,True,True,False
RATIO,R_BOTH,C_POOLED,ALIGNED,B136,SHARPE,5.963343809227958,3.2568434342269614,1.0,True,0.8310194916211581,False,False,True,False
SPREAD,R_ASIS,C_POOLED,ALIGNED,B136,ULCER,1.6606598299136535,2.71546399468363,2.1322306587183633,False,0.3884434361254966,False,False,True,False
SPREAD,R_FROZEN,C_POOLED,ALIGNED,B136,ULCER,2.4268298856071295,2.71546399468363,1.0,True,0.10629274026155083,True,False,True,True
SPREAD,R_COUNT,C_POOLED,ALIGNED,B136,ULCER,2.71546399468363,2.71546399468363,1.366081896601695,False,0.0,True,True,True,False
SPREAD,R_BOTH,C_POOLED,ALIGNED,B136,ULCER,2.1921897080765613,2.71546399468363,1.0,True,0.19270161108066305,True,False,True,True
SPREAD,R_ASIS,C_POOLED,ALIGNED,B136,VOL,2.492469380964435,5.59544224129002,1.3860247072456153,False,0.5545536396440758,False,False,False,False
SPREAD,R_FROZEN,C_POOLED,ALIGNED,B136,VOL,3.454624144069891,5.59544224129002,1.0,True,0.3826003387940552,False,False,False,False
SPREAD,R_COUNT,C_POOLED,ALIGNED,B136,VOL,5.59544224129002,5.59544224129002,2.1411327655576318,False,0.0,True,True,False,False
SPREAD,R_BOTH,C_POOLED,ALIGNED,B136,VOL,2.6255790665782555,5.59544224129002,1.0,True,0.5307646914477072,False,False,False,False
LEVEL,R_ASIS,C_POOLED,ALIGNED,SMALL,CAGR,7.757136666696784,10.550252015283416,3.499697878095272,False,0.2647439458830405,False,False,True,False
LEVEL,R_FROZEN,C_POOLED,ALIGNED,SMALL,CAGR,14.14757283174758,10.550252015283416,1.0,True,0.34097013144832705,False,False,True,False
LEVEL,R_COUNT,C_POOLED,ALIGNED,SMALL,CAGR,10.550252015283416,10.550252015283416,2.609825376435037,False,0.0,True,True,True,False
LEVEL,R_BOTH,C_POOLED,ALIGNED,SMALL,CAGR,5.902656315591699,10.550252015283416,1.0,True,0.440519875066403,False,False,True,False
RATIO,R_ASIS,C_POOLED,ALIGNED,SMALL,CALMAR,2.4284021661207715,3.9676442921449193,13.209045003840224,False,0.38794861955531534,False,False,True,False
RATIO,R_FROZEN,C_POOLED,ALIGNED,SMALL,CALMAR,1.8107095314996668,3.9676442921449193,1.0,True,0.5436310822811203,False,False,True,False
RATIO,R_COUNT,C_POOLED,ALIGNED,SMALL,CALMAR,3.9676442921449193,3.9676442921449193,7.205673983684562,False,0.0,True,True,True,False
RATIO,R_BOTH,C_POOLED,ALIGNED,SMALL,CALMAR,2.470674754769692,3.9676442921449193,1.0,True,0.3772942903019065,False,False,True,False
LEVEL,R_ASIS,C_POOLED,ALIGNED,SMALL,MAXDD,0.4698874513710904,1.173713969601412,3.1115649832527112,False,0.5996576137449722,False,False,True,False
LEVEL,R_FROZEN,C_POOLED,ALIGNED,SMALL,MAXDD,0.7942591498710535,1.173713969601412,1.0,True,0.3232941155665206,False,False,True,False
LEVEL,R_COUNT,C_POOLED,ALIGNED,SMALL,MAXDD,1.173713969601412,1.173713969601412,1.4474115436247659,False,0.0,True,True,True,False
LEVEL,R_BOTH,C_POOLED,ALIGNED,SMALL,MAXDD,1.1913887248065802,1.173713969601412,1.0,True,0.01505882665021906,True,False,True,True
RATIO,R_ASIS,C_POOLED,ALIGNED,SMALL,SHARPE,12.05894274125426,7.485885166997372,77.95593498246508,False,0.6108906925820724,False,False,True,False
