panel,chooser,ladder,rung,CAGR,Sharpe,MaxDD,H1,H2,IS_CAGR,IS_Sharpe,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,PASS_4b_full,PASS_4b_oos,PASS_4a
U56,CH_IS,N,40,0.13458962107135175,1.1268612424698448,-0.22984197733835132,1.271594173374019,1.0255837724892403,0.12806181559145302,1.1761930490300028,-0.12581421125997172,0.13999175176293477,1.0985169918082796,-0.22984197733835132,False,False,False
U56,CH_PUB,N,8,0.16835356966057602,1.0543565263839474,-0.21430271256523992,1.1480264907271387,0.9848451594691706,0.15061363588597199,1.0244326679244637,-0.20214979440447944,0.18316243308073754,1.0797482983113946,-0.21430271256524025,False,False,False
U56,CH_COARSE,GROSS,0.5,0.10341242458587718,1.1388509902722965,-0.13056770565714293,1.2029503073680943,1.0960658774400929,0.09248591682400487,1.1112313458653993,-0.09397792559052176,0.11248926002886739,1.1633243139189244,-0.13056770565714304,False,True,False
U56,CH_FINE,N,10,0.17124116741964635,1.1125372000857465,-0.20771054445737924,1.247478843180138,1.0033843704590317,0.1641262033737012,1.140620911476732,-0.18868986952427957,0.17713093991346973,1.0954228230619285,-0.20771054445737946,False,False,False
B136,CH_IS,N,8,0.1782211925038646,0.9883520420625724,-0.24535256443898135,1.369320557424036,0.7066621559053999,0.21911842781946667,1.2950986667099715,-0.21002331052310796,0.1455591690419591,0.7866466863657643,-0.24535256443898168,False,False,False
B136,CH_PUB,N,5,0.18905908768145907,0.9776027635417431,-0.281238810087446,1.3071352694307312,0.72568322978275,0.23791409235330785,1.2857293644485364,-0.2679179203071377,0.150259915145035,0.7686882215621813,-0.2812388100874458,False,False,False
B136,CH_COARSE,GROSS,0.3,0.06388483980525494,1.0594428126149014,-0.08672096624141135,1.2859408329469937,0.8800717116702663,0.0636049626530133,1.140807771108317,-0.059505431935822584,0.06411548358053709,1.0054987279847747,-0.08672096624141135,False,False,False
B136,CH_FINE,N,5,0.18905908768145907,0.9776027635417431,-0.281238810087446,1.3071352694307312,0.72568322978275,0.23791409235330785,1.2857293644485364,-0.2679179203071377,0.150259915145035,0.7686882215621813,-0.2812388100874458,False,False,False
SMALL,CH_IS,H,252,0.13356082787910206,0.7843890486901455,-0.37411836270629684,0.9552303423552178,0.641731606248526,0.17011783897963473,0.9832856884938772,-0.30978044126058046,0.11159184725299265,0.6676058493481922,-0.37411836270629684,False,False,False
SMALL,CH_PUB,CADENCE,D,0.06971269552937387,0.4543550056283079,-0.3830845902276777,0.6779668743129086,0.28398309597338495,0.09658786977628542,0.6293952576619932,-0.21673822273224752,0.053471176631334716,0.36332906666222164,-0.3830845902276765,False,False,False
SMALL,CH_COARSE,N,30,0.07690343535047206,0.5152571276718348,-0.37388029340529416,0.7565374821593783,0.338448884579365,0.0960607342592541,0.6627215426661237,-0.22197997228945232,0.06525859201760897,0.4387069959088702,-0.3738802934052946,False,False,False
SMALL,CH_FINE,N,5,0.037697701421296026,0.2732394273530588,-0.5069846791498913,0.3398484955147066,0.2227874110801282,0.0715495465080338,0.41303348205424534,-0.3622835445842786,0.017360335262571303,0.19721885492764335,-0.5069846791498911,False,False,False
