panel,ladder,ac1,vr63,vr21,recovery_drift,share_in_dd,resid_log_gap_perm,raw_log_gap
U56,N,-0.05007197111263303,0.5298219324837137,0.7343153465397205,-0.0014757511409639228,0.24988753936122357,-0.06133646706804069,-0.04122919748446798
U56,H,-0.05007197111263303,0.5298219324837137,0.7343153465397205,-0.0014757511409639228,0.24988753936122357,-0.05690839552799268,-0.05660235069482952
U56,GROSS,-0.05007197111263303,0.5298219324837137,0.7343153465397205,-0.0014757511409639228,0.24988753936122357,-0.059638120383601,-0.059515450708940015
U56,CADENCE,-0.05007197111263303,0.5298219324837137,0.7343153465397205,-0.0014757511409639228,0.24988753936122357,-0.06348019553496637,-0.05436708974266605
B136,N,-0.03783651916741672,0.5350123201593618,0.6692396612520715,-0.0016897127030009477,0.24938104884087328,-0.06945267929971445,-0.08045788189886054
B136,H,-0.03783651916741672,0.5350123201593618,0.6692396612520715,-0.0016897127030009477,0.24938104884087328,-0.08528417096879044,-0.08237887209729476
B136,GROSS,-0.03783651916741672,0.5350123201593618,0.6692396612520715,-0.0016897127030009477,0.24938104884087328,-0.08684275110770528,-0.09342052247550162
B136,CADENCE,-0.03783651916741672,0.5350123201593618,0.6692396612520715,-0.0016897127030009477,0.24938104884087328,-0.08796280379403586,-0.08382651799655004
SMALL,N,-0.030141883137490784,0.5664997198243913,0.9146823646591346,-0.000997758658424438,0.5655154900964957,-0.10923012895806113,-0.061107865409939406
SMALL,H,-0.030141883137490784,0.5664997198243913,0.9146823646591346,-0.000997758658424438,0.5655154900964957,-0.1022657624203377,-0.050443000237293555
SMALL,GROSS,-0.030141883137490784,0.5664997198243913,0.9146823646591346,-0.000997758658424438,0.5655154900964957,-0.11055963669538425,-0.07167368023311266
SMALL,CADENCE,-0.030141883137490784,0.5664997198243913,0.9146823646591346,-0.000997758658424438,0.5655154900964957,-0.10325376872223879,-0.04915706182545362
