panel,book,cadence,sha,shared_rows,pool_diff,count_diff,nameset_diff,pool_rate,count_rate,nameset_rate
U56,EWELIG,W,50585c86,975,0,0,0,0.0,0.0,0.0
U56,EWELIG,W,f138ee9a,975,0,0,0,0.0,0.0,0.0
U56,EWELIG,W,9ee888f4,975,0,0,0,0.0,0.0,0.0
U56,EWELIG,W,7a93b075,975,0,0,0,0.0,0.0,0.0
U56,EWELIG,W,60e8c36a,975,0,0,0,0.0,0.0,0.0
U56,EWELIG,W,56e08b10,975,0,0,0,0.0,0.0,0.0
U56,EWELIG,W,b2528b96,975,0,0,0,0.0,0.0,0.0
U56,EWELIG,W,868b5c36,975,0,0,0,0.0,0.0,0.0
U56,BAND03,W,50585c86,975,0,0,0,0.0,0.0,0.0
U56,BAND03,W,f138ee9a,975,0,0,0,0.0,0.0,0.0
U56,BAND03,W,9ee888f4,975,0,0,0,0.0,0.0,0.0
U56,BAND03,W,7a93b075,975,0,0,0,0.0,0.0,0.0
U56,BAND03,W,60e8c36a,975,0,0,0,0.0,0.0,0.0
U56,BAND03,W,56e08b10,975,0,0,0,0.0,0.0,0.0
U56,BAND03,W,b2528b96,975,0,0,0,0.0,0.0,0.0
U56,BAND03,W,868b5c36,975,0,0,0,0.0,0.0,0.0
U56,TOP20,W,50585c86,975,0,0,0,0.0,0.0,0.0
U56,TOP20,W,f138ee9a,975,0,0,0,0.0,0.0,0.0
U56,TOP20,W,9ee888f4,975,0,0,0,0.0,0.0,0.0
U56,TOP20,W,7a93b075,975,0,0,0,0.0,0.0,0.0
U56,TOP20,W,60e8c36a,975,0,0,0,0.0,0.0,0.0
U56,TOP20,W,56e08b10,975,0,0,0,0.0,0.0,0.0
U56,TOP20,W,b2528b96,975,0,0,0,0.0,0.0,0.0
U56,TOP20,W,868b5c36,975,0,0,0,0.0,0.0,0.0
U56,EWELIG,M,50585c86,225,0,0,0,0.0,0.0,0.0
U56,EWELIG,M,f138ee9a,225,0,0,0,0.0,0.0,0.0
U56,EWELIG,M,9ee888f4,225,0,0,0,0.0,0.0,0.0
U56,EWELIG,M,7a93b075,225,0,0,0,0.0,0.0,0.0
U56,EWELIG,M,60e8c36a,225,0,0,0,0.0,0.0,0.0
U56,EWELIG,M,56e08b10,225,0,0,0,0.0,0.0,0.0
U56,EWELIG,M,b2528b96,225,0,0,0,0.0,0.0,0.0
U56,EWELIG,M,868b5c36,225,0,0,0,0.0,0.0,0.0
U56,BAND03,M,50585c86,225,0,0,0,0.0,0.0,0.0
U56,BAND03,M,f138ee9a,225,0,0,0,0.0,0.0,0.0
U56,BAND03,M,9ee888f4,225,0,0,0,0.0,0.0,0.0
U56,BAND03,M,7a93b075,225,0,0,0,0.0,0.0,0.0
U56,BAND03,M,60e8c36a,225,0,0,0,0.0,0.0,0.0
U56,BAND03,M,56e08b10,225,0,0,0,0.0,0.0,0.0
U56,BAND03,M,b2528b96,225,0,0,0,0.0,0.0,0.0
U56,BAND03,M,868b5c36,225,0,0,0,0.0,0.0,0.0
U56,TOP20,M,50585c86,225,0,0,0,0.0,0.0,0.0
U56,TOP20,M,f138ee9a,225,0,0,0,0.0,0.0,0.0
U56,TOP20,M,9ee888f4,225,0,0,0,0.0,0.0,0.0
U56,TOP20,M,7a93b075,225,0,0,0,0.0,0.0,0.0
U56,TOP20,M,60e8c36a,225,0,0,0,0.0,0.0,0.0
U56,TOP20,M,56e08b10,225,0,0,0,0.0,0.0,0.0
U56,TOP20,M,b2528b96,225,0,0,0,0.0,0.0,0.0
U56,TOP20,M,868b5c36,225,0,0,0,0.0,0.0,0.0
U56,EWELIG,Q,50585c86,75,0,0,0,0.0,0.0,0.0
U56,EWELIG,Q,f138ee9a,75,0,0,0,0.0,0.0,0.0
U56,EWELIG,Q,9ee888f4,75,0,0,0,0.0,0.0,0.0
U56,EWELIG,Q,7a93b075,75,0,0,0,0.0,0.0,0.0
