panel,ladder,fold,max,min,width
B135,GROSS,0,1.7636226830916093,1.7608046835555102,0.0028179995360990695
B135,GROSS,1,1.006050485551339,1.0039583905015406,0.002092095049798459
B135,GROSS,2,0.667727872303203,0.6631899051271667,0.004537967176036273
B135,GROSS,3,2.4791046633130547,2.4757155066169427,0.00338915669611195
B135,GROSS,4,1.1000195877676264,1.092952609298999,0.007066978468627472
B135,GROSS,5,0.3584064985303285,0.3535022182526436,0.004904280277684914
B135,GROSS,6,2.285804151996233,2.2734032080502664,0.012400943945966691
B135,GROSS,7,0.7282094599388219,0.7228029101266611,0.005406549812160821
B135,GROSS,8,0.3200723555105791,0.3181708352982351,0.0019015202123440211
B135,GROSS,9,1.1367879005733847,1.1344890793786084,0.0022988211947763126
B135,GROSS,10,0.3295359386562929,0.3257646333169513,0.0037713053393415574
B135,GROSS,11,1.824874464845809,1.8246481679115694,0.00022629693423970032
B135,GROSS,12,0.8816053328066283,0.8792761299710575,0.0023292028355708094
B135,GROSS,13,1.3962645017590496,1.3725317831956598,0.023732718563389765
B135,H,0,1.7636226830916093,0.954974042022037,0.8086486410695723
B135,H,1,1.2596679134094622,1.006050485551339,0.25361742785812313
B135,H,2,0.7679572429794858,0.492348927980559,0.27560831499892674
B135,H,3,2.4876611819448566,2.2308350032302817,0.2568261787145749
B135,H,4,1.1940485208999612,0.8401749147272525,0.3538736061727087
B135,H,5,0.989234403108091,0.3584064985303285,0.6308279045777625
B135,H,6,2.659068808564431,2.0312435489120757,0.6278252596523552
B135,H,7,0.7282094599388219,0.3451821502145123,0.3830273097243096
B135,H,8,0.6579959846810585,0.1803736671467343,0.47762231753432416
B135,H,9,1.6402471777888434,1.1344890793786084,0.505758098410235
B135,H,10,0.7513959730952102,-0.10787506763962863,0.8592710407348388
B135,H,11,2.3945449974003887,1.672007511858814,0.7225374855415747
B135,H,12,0.9343315561551966,0.491314143460304,0.4430174126948926
B135,H,13,1.993699812315027,1.2610777845784655,0.7326220277365614
B135,MAXVOL,0,1.7636226830916093,1.380758728626544,0.3828639544650654
B135,MAXVOL,1,1.306945207985338,0.987586519844495,0.3193586881408431
B135,MAXVOL,2,0.6817508702974334,0.4613897235181757,0.22036114677925772
B135,MAXVOL,3,2.4791046633130547,2.279862854210203,0.1992418091028516
B135,MAXVOL,4,1.2220574338114343,1.021037100136032,0.20102033367540217
B135,MAXVOL,5,0.6677569683442404,0.2295174495383756,0.43823951880586476
B135,MAXVOL,6,2.5415665633893436,2.285804151996233,0.2557624113931105
B135,MAXVOL,7,0.7282094599388219,0.5947087101778411,0.1335007497609808
B135,MAXVOL,8,0.5099924103644579,0.3058150225030704,0.20417738786138745
B135,MAXVOL,9,1.1882204985844307,0.7705657459782544,0.41765475260617624
B135,MAXVOL,10,0.572555471907059,0.07845911563900032,0.4940963562680587
B135,MAXVOL,11,1.9708133185288192,1.566950242266101,0.4038630762627182
B135,MAXVOL,12,0.9554795711304988,0.7200911434238104,0.23538842770668833
B135,MAXVOL,13,1.8080475497173953,1.3962645017590496,0.41178304795834575
B135,N,0,1.829007774619511,1.5209432857307001,0.3080644888888109
B135,N,1,1.4718624586772984,0.9284768921524387,0.5433855665248597
B135,N,2,0.8094468104913437,0.5608893502613139,0.24855746023002978
B135,N,3,2.815187280987475,2.3352671236920894,0.4799201572953855
B135,N,4,1.2149354202649179,0.9687598109744593,0.24617560929045856
B135,N,5,0.6131682410979274,0.24797680416446433,0.3651914369334631
B135,N,6,2.2987166823865546,1.9556425803709505,0.34307410201560407
B135,N,7,0.7448726456079998,0.6722148345094705,0.07265781109852931
B135,N,8,0.5513741303486145,0.2854439999385509,0.2659301304100636
B135,N,9,1.6726388983910685,0.3778049580298232,1.2948339403612452
B135,N,10,0.4404594958746595,0.21016885652167008,0.2302906393529894
B135,N,11,2.043182670942944,1.7721760029964848,0.27100666794645933
B135,N,12,0.9531472002351186,0.8031520400790779,0.14999516015604064
