mode,cost,rule,share_cadence_M,ann_turnover,widest_is_cadence,mean_OOS_Sharpe
T_NONE,0.0,C_ANCHOR,0.25,5.320701457053208,0.0,0.5617216984355126
T_NONE,0.0,M_SUBSAMPLE,0.2013888888888889,5.1153840639608825,0.3541666666666667,0.7111054685917759
T_NONE,0.0,M_PAIRWISE,0.2013888888888889,5.1153840639608825,0.3541666666666667,0.7111054685917759
T_NONE,0.0,M_D2,0.20833333333333334,5.0122629365775175,0.3541666666666667,0.6994712919491137
T_NONE,0.0,M_NONE,0.2013888888888889,5.200667919545917,0.06944444444444445,0.6488450687754969
T_NONE,10.0,C_ANCHOR,0.25,5.320701457053208,0.0,0.5298257689344923
T_NONE,10.0,M_SUBSAMPLE,0.2013888888888889,4.884079224886991,0.3541666666666667,0.6782580377219803
T_NONE,10.0,M_PAIRWISE,0.2013888888888889,4.884079224886991,0.3541666666666667,0.6782580377219803
T_NONE,10.0,M_D2,0.2152777777777778,4.79076441694234,0.3541666666666667,0.6717555759882529
T_NONE,10.0,M_NONE,0.20833333333333334,4.838409144639384,0.06944444444444445,0.5899453416488434
T_NONE,25.0,C_ANCHOR,0.25,5.320701457053208,0.0,0.48177547877635046
T_NONE,25.0,M_SUBSAMPLE,0.2152777777777778,4.490741536637624,0.3472222222222222,0.6269062705020413
T_NONE,25.0,M_PAIRWISE,0.2152777777777778,4.490741536637624,0.3472222222222222,0.6269062705020413
T_NONE,25.0,M_D2,0.2152777777777778,4.490741536637624,0.3402777777777778,0.6269062705020413
T_NONE,25.0,M_NONE,0.20833333333333334,4.529301794374332,0.0625,0.5325441999851427
T_NONE,50.0,C_ANCHOR,0.25,5.320701457053208,0.0,0.4012618491972459
T_NONE,50.0,M_SUBSAMPLE,0.2222222222222222,4.072300926069129,0.3402777777777778,0.5757054655989678
T_NONE,50.0,M_PAIRWISE,0.2222222222222222,4.072300926069129,0.3402777777777778,0.5757054655989678
T_NONE,50.0,M_D2,0.2222222222222222,4.072300926069129,0.3263888888888889,0.5757054655989678
T_NONE,50.0,M_NONE,0.20833333333333334,3.9931859659320423,0.0763888888888889,0.4983716574793387
T_BAND,0.0,C_ANCHOR,0.25,5.320701457053208,0.0,0.5617216984355126
T_BAND,0.0,M_SUBSAMPLE,0.2708333333333333,5.038486801202743,0.2361111111111111,0.4969104512982187
T_BAND,0.0,M_PAIRWISE,0.2708333333333333,5.038486801202743,0.2361111111111111,0.4969104512982187
T_BAND,0.0,M_D2,0.2708333333333333,5.038486801202743,0.2361111111111111,0.4969104512982187
T_BAND,0.0,M_NONE,0.22916666666666666,5.091481137449687,0.09722222222222222,0.494200678669107
T_BAND,10.0,C_ANCHOR,0.25,5.320701457053208,0.0,0.5298257689344923
T_BAND,10.0,M_SUBSAMPLE,0.2708333333333333,5.039898191471344,0.2361111111111111,0.4585872208465321
T_BAND,10.0,M_PAIRWISE,0.2708333333333333,5.039898191471344,0.2361111111111111,0.4585872208465321
T_BAND,10.0,M_D2,0.2708333333333333,5.039898191471344,0.2361111111111111,0.4585872208465321
T_BAND,10.0,M_NONE,0.2361111111111111,5.089318023704013,0.10416666666666667,0.4456096801668573
T_BAND,25.0,C_ANCHOR,0.25,5.320701457053208,0.0,0.48177547877635046
T_BAND,25.0,M_SUBSAMPLE,0.2777777777777778,5.051924359136347,0.24305555555555555,0.39851711413413377
T_BAND,25.0,M_PAIRWISE,0.2777777777777778,5.051924359136347,0.24305555555555555,0.39851711413413377
T_BAND,25.0,M_D2,0.2847222222222222,5.052836788983348,0.25,0.39408097678540044
T_BAND,25.0,M_NONE,0.2361111111111111,5.104590574796958,0.09722222222222222,0.39464539516812797
T_BAND,50.0,C_ANCHOR,0.25,5.320701457053208,0.0,0.4012618491972459
T_BAND,50.0,M_SUBSAMPLE,0.2916666666666667,5.062763375573076,0.2569444444444444,0.3171780996663956
T_BAND,50.0,M_PAIRWISE,0.2916666666666667,5.062763375573076,0.2569444444444444,0.3171780996663956
T_BAND,50.0,M_D2,0.2847222222222222,5.067875448209602,0.24305555555555555,0.31558776864433236
T_BAND,50.0,M_NONE,0.24305555555555555,5.109380384347214,0.10416666666666667,0.3074213516375594
T_CHARGE,0.0,C_ANCHOR,0.25,5.320701457053208,0.0,0.5617216984355126
T_CHARGE,0.0,M_SUBSAMPLE,0.2013888888888889,5.1153840639608825,0.3541666666666667,0.7111054685917759
T_CHARGE,0.0,M_PAIRWISE,0.2013888888888889,5.1153840639608825,0.3541666666666667,0.7111054685917759
T_CHARGE,0.0,M_D2,0.20833333333333334,5.0122629365775175,0.3541666666666667,0.6994712919491137
T_CHARGE,0.0,M_NONE,0.2013888888888889,5.200667919545917,0.06944444444444445,0.6488450687754969
T_CHARGE,10.0,C_ANCHOR,0.25,5.320701457053208,0.0,0.5298257689344923
T_CHARGE,10.0,M_SUBSAMPLE,0.2013888888888889,5.1153840639608825,0.3541666666666667,0.677945883806147
T_CHARGE,10.0,M_PAIRWISE,0.2013888888888889,5.1153840639608825,0.3541666666666667,0.677945883806147
T_CHARGE,10.0,M_D2,0.2013888888888889,5.065855641080063,0.3472222222222222,0.6585525031842582
T_CHARGE,10.0,M_NONE,0.2013888888888889,5.18503803080357,0.06944444444444445,0.6029233986729686
T_CHARGE,25.0,C_ANCHOR,0.25,5.320701457053208,0.0,0.48177547877635046
T_CHARGE,25.0,M_SUBSAMPLE,0.2013888888888889,5.1153840639608825,0.3541666666666667,0.6279674661722212
T_CHARGE,25.0,M_PAIRWISE,0.2013888888888889,5.1153840639608825,0.3541666666666667,0.6279674661722212
T_CHARGE,25.0,M_D2,0.2013888888888889,5.074875003292054,0.3541666666666667,0.6207231401445169
T_CHARGE,25.0,M_NONE,0.2013888888888889,5.1766670033901425,0.06944444444444445,0.5458768634008782
T_CHARGE,50.0,C_ANCHOR,0.25,5.320701457053208,0.0,0.4012618491972459
T_CHARGE,50.0,M_SUBSAMPLE,0.2013888888888889,5.175397415034556,0.3541666666666667,0.5491523888933749
T_CHARGE,50.0,M_PAIRWISE,0.2013888888888889,5.175397415034556,0.3541666666666667,0.5491523888933749
T_CHARGE,50.0,M_D2,0.2013888888888889,5.134725170190996,0.3472222222222222,0.5457026799182626
T_CHARGE,50.0,M_NONE,0.2013888888888889,5.232032308989421,0.06944444444444445,0.46153735537057844
