panel,family,gross,dial,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,OOS_4b,OOS_4b_fail,OOS_4a,SPY_OOS_CAGR,SPY_OOS_Sharpe,SPY_OOS_MaxDD,V2_OOS_CAGR,V2_OOS_Sharpe,V2_OOS_MaxDD
U56,SPYTR,0.5,250.0,0.9863993433803325,0.058511576743677685,1.2861388730414585,-0.05241482858009405,False,CAGR,False,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09474682024310699,1.2782424661570655,-0.12054943679771168
U56,SPYTR,0.75,250.0,0.9868427359628484,0.08819803531170334,1.2857684375630074,-0.07828689377924325,False,CAGR,False,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09474682024310699,1.2782424661570655,-0.12054943679771168
U56,SPYTR,1.0,250.0,0.987151213153519,0.11812684885414249,1.285250355040579,-0.10393664130583369,True,-none-,False,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09474682024310699,1.2782424661570655,-0.12054943679771168
U56,BREADTH,0.5,0.2,1.096377848847849,0.06240384689417966,1.2742169311526381,-0.08117565778748215,False,CAGR,False,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09474682024310699,1.2782424661570655,-0.12054943679771168
U56,BREADTH,0.75,0.2,1.0969794421504706,0.09410422469964441,1.2736818213414773,-0.12054943679771113,False,CAGR,False,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09474682024310699,1.2782424661570655,-0.12054943679771168
U56,BREADTH,1.0,0.2,1.0974480485572458,0.1260847240524372,1.27299711527867,-0.15910990262743974,True,-none-,False,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09474682024310699,1.2782424661570655,-0.12054943679771168
U56,VOL,0.5,0.25,1.1728664277601635,0.0574155960355025,1.23947007527213,-0.04812964933831909,False,CAGR,False,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09474682024310699,1.2782424661570655,-0.12054943679771168
U56,VOL,0.75,0.25,1.1734337021872663,0.08648971119538751,1.2393440068681796,-0.07198666527862763,False,CAGR,False,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09474682024310699,1.2782424661570655,-0.12054943679771168
U56,VOL,1.0,0.25,1.173867087302486,0.11576095837007339,1.2390679230671093,-0.09571012539236112,True,-none-,False,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09474682024310699,1.2782424661570655,-0.12054943679771168
U56,SPYDD,0.5,0.35,1.0375013671323008,0.06282454461072917,1.2787959663728028,-0.08117565778748237,False,CAGR,False,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09474682024310699,1.2782424661570655,-0.12054943679771168
U56,SPYDD,0.75,0.35,1.0383007010773804,0.09474682024310699,1.2782424661570655,-0.12054943679771168,False,CAGR,False,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09474682024310699,1.2782424661570655,-0.12054943679771168
U56,SPYDD,1.0,0.35,1.0389663745895759,0.126956558390525,1.2775395947599435,-0.15910990262743996,True,-none-,False,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.09474682024310699,1.2782424661570655,-0.12054943679771168
B136,SPYTR,0.5,200.0,0.9465825307476301,0.04742487908075499,1.1015770737639379,-0.06216119798687181,False,CAGR,False,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.105887869727878,-0.12240985403190019
B136,SPYTR,0.75,200.0,0.9475947113193074,0.07119155907964325,1.1004301050333303,-0.09268508577681278,False,CAGR,False,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.105887869727878,-0.12240985403190019
B136,SPYTR,1.0,200.0,0.9484756764907022,0.09494944935380611,1.0991383796054952,-0.12283729866608295,False,CAGR,False,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.105887869727878,-0.12240985403190019
B136,BREADTH,0.5,0.2,1.1000268039674375,0.052015909294671925,1.1010545344899647,-0.08242086768618795,False,CAGR,False,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.105887869727878,-0.12240985403190019
B136,BREADTH,0.75,0.2,1.1012057492620853,0.0781321853756951,1.1000788928089595,-0.1224098540319003,False,CAGR,False,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.105887869727878,-0.12240985403190019
B136,BREADTH,1.0,0.2,1.1022502475084506,0.1042671610243937,1.098958854897119,-0.16157983013208932,False,CAGR,False,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.105887869727878,-0.12240985403190019
B136,VOL,0.5,0.25,1.1474380833449984,0.04809173492889496,1.0754326890370827,-0.06504846669187425,False,CAGR,False,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.105887869727878,-0.12240985403190019
B136,VOL,0.75,0.25,1.1484365407584258,0.07217000064351775,1.0746282798049012,-0.0963763815028531,False,CAGR,False,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.105887869727878,-0.12240985403190019
B136,VOL,1.0,0.25,1.149297501200234,0.09622130371004256,1.0736738804392645,-0.12692477306195105,False,CAGR,False,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.105887869727878,-0.12240985403190019
B136,SPYDD,0.5,0.35,1.0263502530913209,0.05248467634530685,1.106827770282897,-0.08242086768618784,False,CAGR,False,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.105887869727878,-0.12240985403190019
B136,SPYDD,0.75,0.35,1.027680335321649,0.07884939392053303,1.105887869727878,-0.12240985403190019,False,CAGR,False,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.105887869727878,-0.12240985403190019
