panel,family,gross,dial,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,OOS_4b,OOS_4b_fail,OOS_4a,SPY_OOS_CAGR,SPY_OOS_Sharpe,SPY_OOS_MaxDD,V2_OOS_CAGR,V2_OOS_Sharpe,V2_OOS_MaxDD
B136,SPYDD,1.0,0.35,1.0288759079403507,0.1052418687479828,1.1048029424254944,-0.16157983013208965,False,CAGR,False,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.105887869727878,-0.12240985403190019
SMALL,SPYTR,0.5,200.0,0.86681481009627,0.024420543656549443,0.5603920690543385,-0.08586385530078766,False,H1+H2+OOS+CAGR,False,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.037524053136749336,0.5600309411718114,-0.13891550797734953
SMALL,SPYTR,0.75,200.0,0.8676621990491367,0.03605894943781074,0.5601607470867896,-0.12665935132995043,False,H1+H2+OOS+CAGR,False,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.037524053136749336,0.5600309411718114,-0.13891550797734953
SMALL,SPYTR,1.0,200.0,0.8684567445047056,0.04729017435315841,0.5598749458897797,-0.16607232648175174,False,H1+H2+OOS+CAGR,False,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.037524053136749336,0.5600309411718114,-0.13891550797734953
SMALL,BREADTH,0.5,0.5,0.9445902391700927,0.012554985611600733,0.3273362760996291,-0.08243220248717809,False,H1+H2+OOS+CAGR,False,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.037524053136749336,0.5600309411718114,-0.13891550797734953
SMALL,BREADTH,0.75,0.5,0.9457297180033732,0.018251030032475635,0.3271244276567095,-0.12164998983434672,False,H1+H2+OOS+CAGR,False,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.037524053136749336,0.5600309411718114,-0.13891550797734953
SMALL,BREADTH,1.0,0.5,0.9468185356455381,0.02354678484248729,0.32687005747610687,-0.159577206620247,False,H1+H2+OOS+CAGR,False,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.037524053136749336,0.5600309411718114,-0.13891550797734953
SMALL,VOL,0.5,0.25,0.9175547967400576,0.022705120526940625,0.5122904477427657,-0.0826877071971438,False,H1+H2+OOS+CAGR,False,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.037524053136749336,0.5600309411718114,-0.13891550797734953
SMALL,VOL,0.75,0.25,0.9184435353352889,0.03342779380445715,0.512155694872835,-0.12214865357533888,False,H1+H2+OOS+CAGR,False,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.037524053136749336,0.5600309411718114,-0.13891550797734953
SMALL,VOL,1.0,0.25,0.9192767743039334,0.043704812025236794,0.5119659630394258,-0.16038246726745808,False,H1+H2+OOS+CAGR,False,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.037524053136749336,0.5600309411718114,-0.13891550797734953
SMALL,SPYDD,0.5,0.1,0.8710310881649762,0.02844692769657642,0.6482697173501956,-0.0724066436933829,False,H2+OOS+CAGR,True,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.037524053136749336,0.5600309411718114,-0.13891550797734953
SMALL,SPYDD,0.75,0.1,0.8718830029395132,0.04219142063743875,0.648299222970959,-0.10732628029634939,False,H2+OOS+CAGR,True,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.037524053136749336,0.5600309411718114,-0.13891550797734953
SMALL,SPYDD,1.0,0.1,0.8726803345975137,0.05558851505528173,0.6482729197146,-0.14139714765880151,False,H2+OOS+CAGR,False,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.037524053136749336,0.5600309411718114,-0.13891550797734953
