panel,family,rung,cadence,pick_level,pick_depth,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,nogate_OOS_Sharpe,nogate_OOS_CAGR,grid_mean_OOS,best_OOS,regret,vs_nogate,spy_OOS,v2_OOS
U56,QUANT,0,D,0.07,0.25,1.0530336720591569,0.12040665864655975,1.1773950037117074,-0.15769540293383966,1.194763825348269,0.12264409917161023,1.2571635401013463,1.421660625191274,-0.24426562147956665,-0.017368821636561727,0.8820107671822842,1.3095985770043688
U56,QUANT,0,W,0.17,0.25,1.0531298709318213,0.1240144329582511,1.2488902288971166,-0.15769540293383977,1.194763825348269,0.12264409917161023,1.2411388880009968,1.343863612644332,-0.09497338374721531,0.05412640354884757,0.8820107671822842,1.3095985770043688
U56,QUANT,10,D,0.07,0.25,0.9696219470490614,0.110919903286685,1.0929603516270086,-0.1587470484779454,1.111874408264675,0.11329149227062874,1.1644937638168542,1.3185688335592953,-0.22560848193228678,-0.018914056637666432,0.8820107671822842,1.285072363206482
U56,QUANT,10,W,0.07,0.25,0.9696219470490614,0.1114385772973916,1.0972770936692713,-0.1587470484779454,1.111874408264675,0.11329149227062874,1.1564163245094141,1.2600307907756303,-0.162753697106359,-0.014597314595403699,0.8820107671822842,1.285072363206482
U56,QUANT,25,D,0.07,0.25,0.8442460026119111,0.09683466147339015,0.9659296924077716,-0.16569239843883443,0.9871576088117031,0.09940302871023943,1.024986649446196,1.1629668084223168,-0.1970371160145452,-0.021227916403931513,0.8820107671822842,1.2482435320727505
U56,QUANT,25,W,0.07,0.25,0.8442460026119111,0.09747462087865211,0.9714326327984326,-0.16113530298864687,0.9871576088117031,0.09940302871023943,1.0288278006156888,1.1334834860588565,-0.1620508532604239,-0.015724976013270497,0.8820107671822842,1.2482435320727505
U56,ABS,0,D,0.4,0.25,1.0637188441568952,0.12138306740132498,1.250439850953938,-0.14973805279277785,1.194763825348269,0.12264409917161023,1.281263588727449,1.3419541830159538,-0.09151433206201576,0.05567602560566898,0.8820107671822842,1.3095985770043688
U56,ABS,0,W,0.3,1.0,1.0919128619834535,0.120347662515496,1.2609369812585316,-0.15769540293383977,1.194763825348269,0.12264409917161023,1.2457728594293573,1.276681179147932,-0.015744197889400402,0.06617315591026252,0.8820107671822842,1.3095985770043688
U56,ABS,10,D,0.4,0.25,0.9705515473717776,0.11134986684174919,1.1560000373439634,-0.1512865001105601,1.111874408264675,0.11329149227062874,1.1823152224318159,1.2480774181098282,-0.0920773807658648,0.04412562907928841,0.8820107671822842,1.285072363206482
U56,ABS,10,W,0.3,1.0,1.000220590132754,0.11173849305215966,1.1784688636866412,-0.15874704847794519,1.111874408264675,0.11329149227062874,1.160977947087362,1.1898121358814493,-0.01134327219480813,0.06659445542196618,0.8820107671822842,1.285072363206482
U56,ABS,25,D,0.4,0.25,0.8304295786093343,0.09646298666242092,1.0139075227696128,-0.15360539960673292,0.9871576088117031,0.09940302871023943,1.0332534036315038,1.1063988730174674,-0.0924913502478546,0.02674991395790971,0.8820107671822842,1.2482435320727505
U56,ABS,25,W,0.3,0.5,0.863896677181937,0.09937509708145376,1.0388767178668998,-0.1603233849456921,0.9871576088117031,0.09940302871023943,1.033277318810144,1.0587128459481598,-0.019836128081260007,0.05171910905519672,0.8820107671822842,1.2482435320727505
B136,QUANT,0,D,0.07,0.25,1.1111006218848407,0.1152808427800831,1.100499453025563,-0.173426895186108,1.100499453025563,0.1152808427800831,1.1402607739981587,1.2043696487149012,-0.1038701956893382,0.0,0.8820239235972316,1.1481353293632495
B136,QUANT,0,W,0.07,0.25,1.1111006218848407,0.1152808427800831,1.100499453025563,-0.173426895186108,1.100499453025563,0.1152808427800831,1.1106006638523498,1.12628742441877,-0.025787971393206988,0.0,0.8820239235972316,1.1481353293632495
B136,QUANT,10,D,0.07,0.25,1.0349765743906882,0.10583657394304091,1.0185476662771331,-0.17687931105226462,1.0185476662771331,0.10583657394304091,1.0509071597136577,1.1122205606720925,-0.0936728943949594,0.0,0.8820239235972316,1.1185082795688426
