panel,family,rung,cadence,pick_level,pick_depth,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,nogate_OOS_Sharpe,nogate_OOS_CAGR,grid_mean_OOS,best_OOS,regret,vs_nogate,spy_OOS,v2_OOS
B136,QUANT,10,W,0.07,0.25,1.0349765743906882,0.10583657394304091,1.0185476662771331,-0.17687931105226462,1.0185476662771331,0.10583657394304091,1.026418014393891,1.0394608660162616,-0.02091319973912853,0.0,0.8820239235972316,1.1185082795688426
B136,QUANT,25,D,0.07,0.25,0.9205282070047853,0.09181456009217115,0.8953399181114371,-0.18217043484345774,0.8953399181114371,0.09181456009217115,0.9165011527943892,0.9733010078518013,-0.0779610897403642,0.0,0.8820239235972316,1.0740236940215924
B136,QUANT,25,W,0.07,0.25,0.9205282070047853,0.09181456009217115,0.8953399181114371,-0.18217043484345774,0.8953399181114371,0.09181456009217115,0.8997862044649284,0.9094473569441038,-0.014107438832666741,0.0,0.8820239235972316,1.0740236940215924
B136,ABS,0,D,0.4,0.25,1.1100324640365073,0.11219350808455242,1.128649183341016,-0.1706098095979549,1.100499453025563,0.1152808427800831,1.1548666227840554,1.2119386299172292,-0.08328944657621329,0.02814973031545298,0.8820239235972316,1.1481353293632495
B136,ABS,0,W,0.3,0.25,1.1051764259974453,0.11402241198555818,1.1110687132589834,-0.17342689518610788,1.100499453025563,0.1152808427800831,1.123354788508194,1.1450883675408563,-0.034019654281872924,0.010569260233420419,0.8820239235972316,1.1481353293632495
B136,ABS,10,D,0.4,0.25,1.0254197891561774,0.10247665506261017,1.039187316154782,-0.17384666002523785,1.0185476662771331,0.10583657394304091,1.057069983479468,1.1051855161996285,-0.06599820004484647,0.02063964987764888,0.8820239235972316,1.1185082795688426
B136,ABS,10,W,0.3,0.25,1.0264879525408164,0.10464130763593893,1.0278435411142866,-0.17467262030427,1.0185476662771331,0.10583657394304091,1.0383174252028797,1.0589370328365255,-0.031093491722238964,0.00929587483715344,0.8820239235972316,1.1185082795688426
B136,ABS,25,D,0.4,0.25,0.8981915115083352,0.08805539876608814,0.9047669709307583,-0.1791885336899901,0.8953399181114371,0.09181456009217115,0.9099376114100247,0.9561938281804544,-0.05142685724969609,0.009427052819321213,0.8820239235972316,1.0740236940215924
B136,ABS,25,W,0.3,0.25,0.90811716317131,0.09071229264460468,0.9027003887422737,-0.17653947121242441,0.8953399181114371,0.09181456009217115,0.9103709949121845,0.9293594160749836,-0.026659027332709972,0.0073604706308365575,0.8820239235972316,1.0740236940215924
SMALL484,QUANT,0,D,0.17,1.0,0.5219506696990199,0.06948209528642169,0.5855859702810365,-0.2606500761540602,0.5182892314321823,0.0664805257418084,0.5402709255512889,0.5855859702810365,0.0,0.06729673884885423,0.8820107671822842,0.7036231897113884
SMALL484,QUANT,0,W,0.07,0.25,0.5140529007218372,0.0664805257418084,0.5182892314321823,-0.33191227748543817,0.5182892314321823,0.0664805257418084,0.507435601880007,0.5218089789442567,-0.0035197475120744004,0.0,0.8820107671822842,0.7036231897113884
SMALL484,QUANT,10,D,0.17,0.5,0.4209081602041724,0.052518432532974835,0.45144172652699144,-0.2586202635985132,0.41582232669202074,0.05085614443147368,0.4309225517410977,0.4654593230431178,-0.014017596516126385,0.0356193998349707,0.8820107671822842,0.6629120612590119
SMALL484,QUANT,10,W,0.07,0.25,0.4187868941436209,0.05085614443147368,0.41582232669202074,-0.34211649077435136,0.41582232669202074,0.05085614443147368,0.4007719574138586,0.41711954307210436,-0.0012972163800836212,0.0,0.8820107671822842,0.6629120612590119
SMALL484,QUANT,25,D,0.07,0.25,0.2760812259653407,0.026910770023229835,0.2561734029948896,-0.35713885945483204,0.26228224290768076,0.027837416726752995,0.26691076474474607,0.2848577494501718,-0.028684346455282173,-0.006108839912791153,0.8820107671822842,0.6018008583130615
SMALL484,QUANT,25,W,0.07,0.25,0.2760812259653407,0.027837416726752995,0.26228224290768076,-0.35713885945483204,0.26228224290768076,0.027837416726752995,0.24081908386025092,0.26228224290768076,0.0,0.0,0.8820107671822842,0.6018008583130615
SMALL484,ABS,0,D,0.4,1.0,0.8057655981112154,0.01413715382858971,0.1958371566279753,-0.21790630827859403,0.5182892314321823,0.0664805257418084,0.3954428850294757,0.5133648048015466,-0.31752764817357126,-0.322452074804207,0.8820107671822842,0.7036231897113884
SMALL484,ABS,0,W,0.4,1.0,0.8504527541785359,0.02300995633090741,0.28522860683283385,-0.21349192605800005,0.5182892314321823,0.0664805257418084,0.3888522735407526,0.5085009242477886,-0.22327231741495474,-0.23306062459934845,0.8820107671822842,0.7036231897113884
SMALL484,ABS,10,D,0.4,1.0,0.6849215313782957,-0.0032688589764544584,0.012634347058284057,-0.27486000612730976,0.41582232669202074,0.05085614443147368,0.2568632334409168,0.39865623817463386,-0.3860218911163498,-0.4031879796337367,0.8820107671822842,0.6629120612590119
SMALL484,ABS,10,W,0.4,1.0,0.7808275598134952,0.011570052898182581,0.16792265742414866,-0.2399856784626475,0.41582232669202074,0.05085614443147368,0.2771182134588253,0.40043428297675715,-0.2325116255526085,-0.24789966926787207,0.8820107671822842,0.6629120612590119
SMALL484,ABS,25,D,0.4,1.0,0.5024845235435637,-0.028837717482828484,-0.2612424464098815,-0.3527304135735473,0.26228224290768076,0.027837416726752995,0.04930000509040603,0.2267195774442771,-0.48796202385415854,-0.5235246893175622,0.8820107671822842,0.6018008583130615
SMALL484,ABS,25,W,0.4,1.0,0.6754366301722814,-0.005362152830998945,-0.00797255267553726,-0.27912021782158036,0.26228224290768076,0.027837416726752995,0.10952765013435012,0.23839976482745853,-0.2463723175029958,-0.270254795583218,0.8820107671822842,0.6018008583130615
