panel,shape,eps,draw,family,gross,pass4a,pass4b,ref4a,ref4b,flip4a,flip4b,dSharpe,dCAGR,dMaxDD,Sharpe,CAGR,MaxDD
U56,IID,0.0001,0,BAND03,0.75,False,False,False,False,False,False,-0.001237146814583534,-0.00011251073715468074,-6.039437893012867e-06,1.1985697458533484,0.08601957275005767,-0.12055549120262488
U56,IID,0.0001,0,BAND03,1.0,False,True,False,True,False,False,-0.001242523831745057,-0.00015413778495987351,-7.603011349832656e-06,1.1983851488129813,0.11508529422305291,-0.15911751156159049
U56,IID,0.0001,0,BAND08,0.75,False,False,False,False,False,False,0.0002238336120998774,1.8554307714468976e-05,-6.0246589248524884e-06,1.144590216228128,0.08505864179826284,-0.14467524188377323
U56,IID,0.0001,0,BAND08,1.0,False,True,False,True,False,False,0.00022394238456047155,2.5416746085804576e-05,-7.585945398624894e-06,1.1441378978481147,0.11370235275684393,-0.19051363380652442
U56,IID,0.0001,0,BAND03_M,0.75,False,False,False,False,False,False,5.42841806863148e-05,2.976371145546608e-06,-4.1300662756427187e-07,1.171065682683016,0.08871513014525556,-0.14381734130786927
U56,IID,0.0001,0,BAND03_M,1.0,False,True,False,True,False,False,5.41854910218742e-05,4.099216937003547e-06,-6.767204321356246e-07,1.172504214221755,0.11893288084722564,-0.1880535251816955
U56,IID,0.0001,0,CAND20,0.75,False,True,False,True,False,False,0.0011199300504145526,0.00014585988699833408,8.326055651930453e-06,1.0629145662084603,0.12775541595841688,-0.18307503098992606
U56,IID,0.0001,0,CAND20,1.0,False,False,False,False,False,False,0.001097733437393833,0.0001984719316716621,1.0155133252975901e-05,1.0631323331494296,0.1702591419598618,-0.23977856676390308
U56,IID,0.0001,0,CAND10,0.75,False,False,False,False,False,False,-0.0008769257179362944,-0.00013941916650006547,1.5917123530329036e-07,0.9313029521385464,0.13086616779963323,-0.17538157439576085
U56,IID,0.0001,0,CAND10,1.0,False,False,False,False,False,False,-0.0008522475318678557,-0.0001880199653292447,-2.7993917095514576e-07,0.9328322446616688,0.17324172190338682,-0.22995278710296063
U56,IID,0.0001,0,CAND05,0.75,False,False,False,False,False,False,0.0024731433143997394,0.0005498524271476679,-3.928420803689381e-05,0.9261346491129582,0.16281303895752286,-0.21512735564381646
U56,IID,0.0001,0,CAND05,1.0,False,False,False,False,False,False,0.0024584740322743937,0.0007589040919919743,-4.994119145407261e-05,0.9289198832746832,0.2147849450693191,-0.2791379194771586
U56,IID,0.0001,0,EWELIG,0.75,False,False,False,False,False,False,-0.0009812016204031604,-9.981273821635384e-05,-2.14294453049213e-06,1.043035569634784,0.10337541629707925,-0.15874919151931632
U56,IID,0.0001,0,EWELIG,1.0,False,False,False,False,False,False,-0.0009911866093927912,-0.000138879884189258,-3.0855404498097982e-06,1.0431639469588263,0.13780138037805156,-0.2088059396446994
U56,IID,0.0001,0,SPYBH,0.75,False,False,False,False,False,False,-0.00021072898450957833,-4.815498667154472e-06,-3.7194658369710254e-05,0.8812178413030551,0.11411348907972063,-0.26200888533334554
U56,IID,0.0001,0,SPYBH,1.0,False,False,False,False,False,False,-0.00019853151842086358,-6.443292299707082e-06,-3.8885109664987816e-05,0.8832751920970745,0.15110672147790205,-0.3372114528658674
U56,IID,0.0001,1,BAND03,0.75,False,False,False,False,False,False,-0.00018253439606530364,-2.170482271690588e-05,-7.705609980201977e-06,1.1996243582718666,0.08611037866449545,-0.12055715737471207
U56,IID,0.0001,1,BAND03,1.0,False,True,False,True,False,False,-0.00018508030788511043,-2.9723862419839264e-05,-9.829237802905233e-06,1.1994425923368413,0.11520970814559295,-0.15911973778804356
U56,IID,0.0001,1,BAND08,0.75,False,False,False,False,False,False,0.0002495660985328829,1.7956581594091858e-05,-1.0227042485877469e-05,1.144615948714561,0.08505804407214246,-0.14467944426733426
