panel,target,T_trade,cost,h,turn_py,cal_turn_lo,cal_turn_hi,inside_ladder,d_oos_Sharpe,d_oos_MaxDD,d_oos_CAGR,d_full_Sharpe,d_full_MaxDD
B136,0.08,M,0,0.01,5.19258398189763,1.181259718304513,5.482417258670059,True,0.005213793134047462,0.0022231880970607076,1.1311225136950709e-06,0.0015548595400081133,0.0022231880970604995
B136,0.08,M,0,0.02,4.8733310752158205,1.181259718304513,5.482417258670059,True,0.011444967275973994,0.003284425016015835,0.00015159358447104643,0.009201497123433766,0.0032844250160157518
B136,0.08,M,0,0.03,4.491117682660678,1.181259718304513,5.482417258670059,True,0.015699828658051862,0.007521593698969875,0.00014729631529904197,0.00969395835562259,0.0075215936989695975
B136,0.08,M,0,0.05,3.983614024095402,1.181259718304513,5.482417258670059,True,0.036554637754107056,0.007704256272955234,0.0014793279459581615,0.02713845260044634,0.0077042562729548875
B136,0.08,M,0,0.08,3.414733079738111,1.181259718304513,5.482417258670059,True,0.04125436986551012,0.016597987861149605,0.0012623682338054054,0.006560028508622695,0.01659798786114991
B136,0.08,M,0,0.12,3.0968707422441404,1.181259718304513,5.482417258670059,True,0.056258285004275876,0.024538667583963003,0.0020108661043219817,0.010014392618327594,0.024538667583962365
B136,0.08,M,0,0.16,2.664318965557655,1.181259718304513,5.482417258670059,True,0.07851784090448222,0.027663455927693426,0.0025403836639120297,0.03680641844062271,0.02766345592769326
B136,0.08,M,0,0.2,2.181222934135856,1.181259718304513,5.482417258670059,True,0.17470712926057108,0.06851597621907471,0.00769190081194393,0.059673501887441915,0.06851597621907451
B136,0.08,M,0,0.25,2.085744113255171,1.181259718304513,5.482417258670059,True,0.10732406765241076,0.06421062207932984,-0.0026203654176386315,0.015204905153747061,0.06421062207932965
B136,0.08,M,10,0.01,5.19258398189763,1.181259718304513,5.482417258670059,True,0.005455675582374919,0.0018001094178716481,3.632451612066434e-05,0.001461035776547881,0.0018001094178717453
B136,0.08,M,10,0.02,4.8733310752158205,1.181259718304513,5.482417258670059,True,0.011904622289065081,0.004113963888448605,0.00021610589361331645,0.009012049189115023,0.004113963888448896
B136,0.08,M,10,0.03,4.491117682660678,1.181259718304513,5.482417258670059,True,0.015717571044046696,0.0066128466010895726,0.00017618501828595146,0.009505605461934241,0.006612846601088074
B136,0.08,M,10,0.05,3.983614024095402,1.181259718304513,5.482417258670059,True,0.037083474833760954,0.00798227975794076,0.0015780510579927326,0.02683974313562465,0.007982279757940788
B136,0.08,M,10,0.08,3.414733079738111,1.181259718304513,5.482417258670059,True,0.040907918716632574,0.016421181679630054,0.0012741201838914057,0.006164160248392836,0.016421181679629443
B136,0.08,M,10,0.12,3.0968707422441404,1.181259718304513,5.482417258670059,True,0.05532988889483459,0.023484707058102627,0.001990987723560503,0.009274364141526936,0.02348470705810271
B136,0.08,M,10,0.16,2.664318965557655,1.181259718304513,5.482417258670059,True,0.07609360931531861,0.027651072848503544,0.002392401378513778,0.035828336111703774,0.027651072848503377
B136,0.08,M,10,0.2,2.181222934135856,1.181259718304513,5.482417258670059,True,0.17316293166445051,0.06832472158484548,0.007723582424720862,0.05776029232910629,0.06832472158484526
