window,subset,n,corr_abs,corr_signed,c_sd_mean,c_sd_sd,resid_mean,resid_sd
IS,ALL,162,0.6794612318326749,-0.44677676353727974,0.06369335595759748,0.0734047747668123,-0.12107115025205975,0.25831770958671213
IS,MA-THRESH,81,0.4605773061941761,-0.31428595704466433,0.1219298611320165,0.06299788465532434,-0.2075541094781663,0.34408936198289397
IS,QUANTILE,81,0.5163927104713778,-0.5072636233415536,0.005456850783178431,0.00271539588934955,-0.0345881910259532,0.027333177680430403
OOS,ALL,162,0.768966260328052,-0.7664457028151255,0.05862491115537472,0.06729312330053812,-0.2565527800364372,0.3539398644557055
OOS,MA-THRESH,81,0.5480274403220838,-0.5470654290991305,0.11124047271222451,0.05911398087661687,-0.4860715708044901,0.3789968194027396
OOS,QUANTILE,81,0.646509736391893,-0.17927157862111462,0.006009349598524913,0.0035869400207177472,-0.027033989268384302,0.04242006030100484
