panel,frame,cadence,maxvol,cost_bps,CAGR,Sharpe,MaxDD,H1,H2,oCAGR,oSharpe,oMaxDD,isSharpe,isCAGR,isMaxDD,turnover_yr,drag_bpyr,mean_gross,mean_names,keep4a,keep4b,keep4a_oos,keep4b_oos,leg_H1,leg_H2,leg_DD,leg_CAGR,oleg_H1,oleg_H2,oleg_DD,oleg_CAGR,is_null
U56,LIVE,D,0.45,10.0,0.07190186066190996,1.1662227817876816,-0.07627518286705659,1.0905092412068824,1.2412424258658301,0.08274570012275317,1.3520425598734729,-0.07627518286705692,0.9487296913374967,0.058859377799050705,-0.07352567979221414,2.898894388106778,28.988943881067783,0.5010449470968097,36.154001798561154,False,False,True,False,True,True,True,False,True,True,True,False,False
U56,LIVE,D,0.45,25.0,0.06725145799954158,1.0949177335232754,-0.0783976076676236,1.0219202380799304,1.1672567677065977,0.07799307633404551,1.2787824927327411,-0.0783976076676225,0.8797314895765586,0.054331189611749764,-0.07628007342050891,2.898894388106778,72.47235970266945,0.5010449470968097,36.154001798561154,False,False,False,False,True,True,True,False,True,True,True,False,False
U56,LIVE,D,0.60,10.0,0.07579100475995748,1.1456611297882964,-0.0910956458665444,1.092395416757235,1.197215241564279,0.08634847550718683,1.2978609293144576,-0.09109564586654462,0.9618046543483835,0.0630887359431882,-0.08469307159990569,2.6626260990412147,26.62626099041215,0.5195342690935298,37.49235611510792,False,False,False,False,True,True,True,False,True,True,True,False,False
U56,LIVE,D,0.60,25.0,0.07150354479231469,1.0847073024791236,-0.09191973105411899,1.0327901817812424,1.1349445848477424,0.08198158664576649,1.236304653606006,-0.09191973105411899,0.9016106798545604,0.058896359101501705,-0.08965808922887752,2.6626260990412147,66.56565247603037,0.5195342690935298,37.49235611510792,False,False,False,False,True,True,True,False,True,True,True,False,False
U56,LIVE,D,0.80,10.0,0.07873409503224704,1.1477478791813875,-0.09680720190394443,1.1661097056926604,1.131811355230646,0.08604679786914016,1.2384690075522076,-0.0968072019039442,1.0357316223960962,0.06990639939288701,-0.08186630742502488,2.5492844675349473,25.492844675349474,0.5283985824317096,38.135341726618705,False,False,False,False,True,True,True,False,True,True,True,False,False
U56,LIVE,D,0.80,25.0,0.07461767748914583,1.0914677486767121,-0.09757002587640073,1.1118985363808394,1.0735201119783555,0.0817733949155035,1.1809843135447333,-0.09757002587640107,0.9809595710785758,0.06597834845063555,-0.08654710775378693,2.5492844675349473,63.732111688373685,0.5283985824317096,38.135341726618705,False,False,False,False,True,True,True,False,True,True,True,False,False
U56,LIVE,D,none,10.0,0.08372167418616838,1.1897371405106378,-0.11237659194737615,1.1938935389758738,1.188510615916479,0.09292085246884052,1.2873181077470779,-0.11237659194737581,1.0664409895810456,0.07263752914558297,-0.08047898511740259,2.464998504012502,24.64998504012502,0.5325725789032684,38.43997302158273,False,False,False,False,True,True,True,False,True,True,True,False,False
U56,LIVE,D,none,25.0,0.07972264840731635,1.1365144190668397,-0.11342687080547043,1.1413197243032989,1.1345668486690432,0.08879956631446895,1.2341012817441086,-0.11342687080547109,1.0132022569616979,0.06878483289666848,-0.08437332987885615,2.464998504012502,61.62496260031255,0.5325725789032684,38.43997302158273,False,False,False,False,True,True,True,False,True,True,True,False,False
U56,LIVE,W,0.45,10.0,0.07258255001804592,1.1541923257592999,-0.09802491382501344,1.1162252978951581,1.1913710209815023,0.08211183946878498,1.307606061032769,-0.09802491382501366,0.9716348528039193,0.06110564355816761,-0.07654462844260723,2.0804712952336657,20.804712952336658,0.5013200072626021,36.154001798561154,False,False,True,False,True,True,True,False,True,True,True,False,False
U56,LIVE,W,0.45,25.0,0.0692412998359837,1.104154943246404,-0.09854303098525508,1.0674251810365838,1.1401228112546877,0.0787305820167874,1.2570450296926352,-0.09854303098525519,0.9222485730000185,0.057812456274699775,-0.07889899861596561,2.0804712952336657,52.011782380841645,0.5013200072626021,36.154001798561154,False,False,False,False,True,True,True,False,True,True,True,False,False
