panel,lag,bps,rule,pick,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,f4b,F085_OOS_Sharpe,N20_OOS_Sharpe
SMALL439,1w,0,S1,F085,0.055151079170264516,0.4414122211575187,-0.3690694471340541,"H1,H2,OOS,DD,CAGR",0.4414122211575187,0.5608298932802719
SMALL439,1w,0,S2,F085,0.055151079170264516,0.4414122211575187,-0.3690694471340541,"H1,H2,OOS,DD,CAGR",0.4414122211575187,0.5608298932802719
SMALL439,1w,5,S1,F085,0.04697656412248086,0.38801792433390236,-0.3767823992287833,"H1,H2,OOS,DD,CAGR",0.38801792433390236,0.5004228455290967
SMALL439,1w,5,S2,F085,0.04697656412248086,0.38801792433390236,-0.3767823992287833,"H1,H2,OOS,DD,CAGR",0.38801792433390236,0.5004228455290967
SMALL439,1w,10,S1,F085,0.03886387080432896,0.33463632434691015,-0.3844026416596136,"H1,H2,OOS,DD,CAGR",0.33463632434691015,0.43999154411322045
SMALL439,1w,10,S2,F085,0.03886387080432896,0.33463632434691015,-0.3844026416596136,"H1,H2,OOS,DD,CAGR",0.33463632434691015,0.43999154411322045
SMALL439,1w,25,S1,F085,0.014892174499588462,0.17465799667604673,-0.4067180050770137,"H1,H2,OOS,DD,CAGR",0.17465799667604673,0.25866640990686873
SMALL439,1w,25,S2,F085,0.014892174499588462,0.17465799667604673,-0.4067180050770137,"H1,H2,OOS,DD,CAGR",0.17465799667604673,0.25866640990686873
SMALL439,1w,50,S1,F100,-0.02594546302871681,-0.11057246338433088,-0.4518740796774998,"H1,H2,OOS,DD,CAGR",-0.0908824329872634,-0.04296324960286875
SMALL439,1w,50,S2,F100,-0.02594546302871681,-0.11057246338433088,-0.4518740796774998,"H1,H2,OOS,DD,CAGR",-0.0908824329872634,-0.04296324960286875
