panel,lag,bps,rule,pick,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,f4b,F085_OOS_Sharpe,N20_OOS_Sharpe
U56,1d,0,S1,F085,0.13462763513274245,1.2192266094670956,-0.16562742883303938,-,1.2192266094670956,1.2467429121940627
U56,1d,0,S2,F085,0.13462763513274245,1.2192266094670956,-0.16562742883303938,-,1.2192266094670956,1.2467429121940627
U56,1d,5,S1,F085,0.1291384521458827,1.174520537952973,-0.16616189485672617,-,1.174520537952973,1.2073898010004953
U56,1d,5,S2,F085,0.1291384521458827,1.174520537952973,-0.16616189485672617,-,1.174520537952973,1.2073898010004953
U56,1d,10,S1,F085,0.12367496355743723,1.1297473116827648,-0.16669620846391042,-,1.1297473116827648,1.167991233806965
U56,1d,10,S2,N20,0.14360571273280298,1.167991233806965,-0.18308348697878107,-,1.1297473116827648,1.167991233806965
U56,1d,25,S1,N20,0.12730703643605445,1.0495601201126592,-0.18440712200737241,H1,0.9951019348159275,1.0495601201126592
U56,1d,25,S2,N20,0.12730703643605445,1.0495601201126592,-0.18440712200737241,H1,0.9951019348159275,1.0495601201126592
U56,1d,50,S1,F100,0.07675009983811232,0.7804887693197978,-0.18486417592479576,"H1,H2,OOS,CAGR",0.7700732789202197,0.851615725929473
U56,1d,50,S2,F100,0.07675009983811232,0.7804887693197978,-0.18486417592479576,"H1,H2,OOS,CAGR",0.7700732789202197,0.851615725929473
U56,2d,0,S1,F085,0.14131058843447386,1.278564027435177,-0.16337493614222598,-,1.278564027435177,1.2662744494503906
U56,2d,0,S2,F085,0.14131058843447386,1.278564027435177,-0.16337493614222598,-,1.278564027435177,1.2662744494503906
U56,2d,5,S1,F085,0.13602932584298433,1.235563062951429,-0.163835686354174,-,1.235563062951429,1.2282964032704455
U56,2d,5,S2,F085,0.13602932584298433,1.235563062951429,-0.163835686354174,-,1.235563062951429,1.2282964032704455
U56,2d,10,S1,F085,0.13077170625830936,1.1925008978176237,-0.16429632136007866,-,1.1925008978176237,1.190275743745218
U56,2d,10,S2,F085,0.13077170625830936,1.1925008978176237,-0.16429632136007866,-,1.1925008978176237,1.190275743745218
U56,2d,25,S1,F085,0.11513968352674864,1.0630160363692756,-0.16567753521021333,CAGR,1.0630160363692756,1.0759924713703346
U56,2d,25,S2,F085,0.11513968352674864,1.0630160363692756,-0.16567753521021333,CAGR,1.0630160363692756,1.0759924713703346
U56,2d,50,S1,F100,0.08308061549166834,0.840908095108815,-0.17852814974800713,"H1,H2,OOS,CAGR",0.8466283335611399,0.8849903758356149
U56,2d,50,S2,F100,0.08308061549166834,0.840908095108815,-0.17852814974800713,"H1,H2,OOS,CAGR",0.8466283335611399,0.8849903758356149
U56,1w,0,S1,F085,0.1354204139907642,1.1838670884615239,-0.17232262151754574,-,1.1838670884615239,1.23687106340647
U56,1w,0,S2,F085,0.1354204139907642,1.1838670884615239,-0.17232262151754574,-,1.1838670884615239,1.23687106340647
U56,1w,5,S1,F085,0.1299104779706568,1.1406526295086352,-0.17255522061843853,-,1.1406526295086352,1.199208624255648
U56,1w,5,S2,F085,0.1299104779706568,1.1406526295086352,-0.17255522061843853,-,1.1406526295086352,1.199208624255648
U56,1w,10,S1,F085,0.12442638783452065,1.0973796444967605,-0.17278779477220507,-,1.0973796444967605,1.1615055029151724
U56,1w,10,S2,N20,0.14872645274832763,1.1615055029151724,-0.18335998899085026,-,1.0973796444967605,1.1615055029151724
U56,1w,25,S1,F085,0.10812802322737536,0.9672814691087984,-0.1734853675548339,"H1,CAGR",0.9672814691087984,1.0481851632391384
U56,1w,25,S2,F085,0.10812802322737536,0.9672814691087984,-0.1734853675548339,"H1,CAGR",0.9672814691087984,1.0481851632391384
U56,1w,50,S1,N20,0.10572352468704582,0.8588146426630326,-0.18549945131065748,"H1,H2,OOS,CAGR",0.7499537580105008,0.8588146426630326
U56,1w,50,S2,N20,0.10572352468704582,0.8588146426630326,-0.18549945131065748,"H1,H2,OOS,CAGR",0.7499537580105008,0.8588146426630326
B136,1d,0,S1,N20,0.14094092140032188,0.9907714255507482,-0.19983154054596763,-,1.1122096567636341,0.9907714255507482
B136,1d,0,S2,F100,0.11531513999900422,1.1011226803953245,-0.17342689518610788,-,1.1122096567636341,0.9907714255507482
B136,1d,5,S1,N20,0.13287655634658457,0.9413662050802422,-0.20017606041496705,-,1.068237433551833,0.9413662050802422
B136,1d,5,S2,F100,0.11058507301314924,1.0601735721654801,-0.17510968478706446,-,1.068237433551833,0.9413662050802422
B136,1d,10,S1,N20,0.12486792010130943,0.8919165372280256,-0.2005204833110832,H2,1.0242146559496534,0.8919165372280256
B136,1d,10,S2,F100,0.10587434436112853,1.0191781609455184,-0.17687931105226484,-,1.0242146559496534,0.8919165372280256
B136,1d,25,S1,F100,0.09185742721982937,0.8959803645623373,-0.1821704348434573,"H2,CAGR",0.8919141261206561,0.7433679864583754
B136,1d,25,S2,F100,0.09185742721982937,0.8959803645623373,-0.1821704348434573,"H2,CAGR",0.8919141261206561,0.7433679864583754
B136,1d,50,S1,F100,0.06887560418103322,0.6903435338255159,-0.20340933181290533,"H1,H2,OOS,DD,CAGR",0.6710669636028967,0.495525783203609
B136,1d,50,S2,F100,0.06887560418103322,0.6903435338255159,-0.20340933181290533,"H1,H2,OOS,DD,CAGR",0.6710669636028967,0.495525783203609
B136,2d,0,S1,N20,0.14351406224420327,0.9918099374598511,-0.20274169062078717,DD,1.1061904950957864,0.9918099374598511
B136,2d,0,S2,F100,0.1186648765652707,1.124958087608093,-0.16551693666524891,-,1.1061904950957864,0.9918099374598511
B136,2d,5,S1,N20,0.13548894019586588,0.9436112268217826,-0.20305214187864107,DD,1.0640023556180762,0.9436112268217826
B136,2d,5,S2,F100,0.11412521007084231,1.0859994166522169,-0.1659242503677547,-,1.0640023556180762,0.9436112268217826
B136,2d,10,S1,F100,0.10960330746343683,1.046995071937713,-0.166331481469977,-,1.0217711039445059,0.8953674104116826
B136,2d,10,S2,F100,0.10960330746343683,1.046995071937713,-0.166331481469977,-,1.0217711039445059,0.8953674104116826
B136,2d,25,S1,F100,0.09614351353503259,0.9297646585443048,-0.18011558217294532,"H2,CAGR",0.894880769958394,0.7504279552627908
B136,2d,25,S2,F100,0.09614351353503259,0.9297646585443048,-0.18011558217294532,"H2,CAGR",0.894880769958394,0.7504279552627908
B136,2d,50,S1,F100,0.07405958984611871,0.7339969534961482,-0.2031477367664638,"H1,H2,OOS,DD,CAGR",0.6831146658741402,0.5085459127630605
B136,2d,50,S2,F100,0.07405958984611871,0.7339969534961482,-0.2031477367664638,"H1,H2,OOS,DD,CAGR",0.6831146658741402,0.5085459127630605
B136,1w,0,S1,N20,0.13642497873521808,0.9226904627492638,-0.22691168347568724,"H2,DD",0.9815370422033818,0.9226904627492638
B136,1w,0,S2,F100,0.11090601731196958,1.0196491963800964,-0.1980264014703802,-,0.9815370422033818,0.9226904627492638
B136,1w,5,S1,N20,0.12840888662172034,0.8757284861139067,-0.22811700389120182,"H2,OOS,DD",0.9401546325891439,0.8757284861139067
B136,1w,5,S2,F100,0.10632675702032235,0.9815736516043421,-0.198684967639564,-,0.9401546325891439,0.8757284861139067
B136,1w,10,S1,N20,0.12044806292732901,0.8287420385679164,-0.22932078678253798,"H2,OOS,DD",0.8987480532306569,0.8287420385679164
B136,1w,10,S2,F100,0.10176569399775648,0.9434698288576401,-0.19934325346976944,CAGR,0.8987480532306569,0.8287420385679164
B136,1w,25,S1,N20,0.09689349130886105,0.6876940108301618,-0.23292292600025089,"H2,OOS,DD",0.7744412964438839,0.6876940108301618
B136,1w,25,S2,N20,0.09689349130886105,0.6876940108301618,-0.23292292600025089,"H2,OOS,DD",0.7744412964438839,0.6876940108301618
B136,1w,50,S1,N20,0.05870696758565552,0.4526665101777834,-0.2388958871211283,"H1,H2,OOS,DD,CAGR",0.5673200254377055,0.4526665101777834
B136,1w,50,S2,N20,0.05870696758565552,0.4526665101777834,-0.2388958871211283,"H1,H2,OOS,DD,CAGR",0.5673200254377055,0.4526665101777834
SMALL439,1d,0,S1,F085,0.05275794110003984,0.428000376584706,-0.39485744097232456,"H1,H2,OOS,DD,CAGR",0.428000376584706,0.6110770143505769
SMALL439,1d,0,S2,F085,0.05275794110003984,0.428000376584706,-0.39485744097232456,"H1,H2,OOS,DD,CAGR",0.428000376584706,0.6110770143505769
SMALL439,1d,5,S1,F085,0.044628616667051535,0.3743851978866,-0.40197148362409685,"H1,H2,OOS,DD,CAGR",0.3743851978866,0.5492195600641215
SMALL439,1d,5,S2,F085,0.044628616667051535,0.3743851978866,-0.40197148362409685,"H1,H2,OOS,DD,CAGR",0.3743851978866,0.5492195600641215
SMALL439,1d,10,S1,F085,0.03656056824307763,0.320782545699696,-0.4090032687227364,"H1,H2,OOS,DD,CAGR",0.320782545699696,0.487330838507868
SMALL439,1d,10,S2,F085,0.03656056824307763,0.320782545699696,-0.4090032687227364,"H1,H2,OOS,DD,CAGR",0.320782545699696,0.487330838507868
SMALL439,1d,25,S1,F085,0.0127195873869701,0.16014130817823033,-0.42961438165074683,"H1,H2,OOS,DD,CAGR",0.16014130817823033,0.3016001543363935
SMALL439,1d,25,S2,F085,0.0127195873869701,0.16014130817823033,-0.42961438165074683,"H1,H2,OOS,DD,CAGR",0.16014130817823033,0.3016001543363935
SMALL439,1d,50,S1,F085,-0.025831302520112343,-0.10649557447635513,-0.46240637060418344,"H1,H2,OOS,DD,CAGR",-0.10649557447635513,-0.007429965551188494
SMALL439,1d,50,S2,F085,-0.025831302520112343,-0.10649557447635513,-0.46240637060418344,"H1,H2,OOS,DD,CAGR",-0.10649557447635513,-0.007429965551188494
SMALL439,2d,0,S1,F085,0.04635417992548185,0.38939831611258197,-0.3537796665791795,"H1,H2,OOS,DD,CAGR",0.38939831611258197,0.6417460958916387
SMALL439,2d,0,S2,F085,0.04635417992548185,0.38939831611258197,-0.3537796665791795,"H1,H2,OOS,DD,CAGR",0.38939831611258197,0.6417460958916387
SMALL439,2d,5,S1,F085,0.03819484076527391,0.3344885179205819,-0.3612570912511388,"H1,H2,OOS,DD,CAGR",0.3344885179205819,0.5793495259317235
SMALL439,2d,5,S2,F085,0.03819484076527391,0.3344885179205819,-0.3612570912511388,"H1,H2,OOS,DD,CAGR",0.3344885179205819,0.5793495259317235
SMALL439,2d,10,S1,F085,0.03009763514089636,0.2795891690016914,-0.3686494135952255,"H1,H2,OOS,DD,CAGR",0.2795891690016914,0.5168939293971518
SMALL439,2d,10,S2,F085,0.03009763514089636,0.2795891690016914,-0.3686494135952255,"H1,H2,OOS,DD,CAGR",0.2795891690016914,0.5168939293971518
SMALL439,2d,25,S1,F085,0.006174216782594444,0.11505034959963961,-0.39032524161313276,"H1,H2,OOS,DD,CAGR",0.11505034959963961,0.32929931989162814
SMALL439,2d,25,S2,F085,0.006174216782594444,0.11505034959963961,-0.39032524161313276,"H1,H2,OOS,DD,CAGR",0.11505034959963961,0.32929931989162814
SMALL439,2d,50,S1,F100,-0.026358869939868357,-0.12178636832601103,-0.42600179924164505,"H1,H2,OOS,DD,CAGR",-0.15807754665120194,0.01664247474869957
SMALL439,2d,50,S2,F100,-0.026358869939868357,-0.12178636832601103,-0.42600179924164505,"H1,H2,OOS,DD,CAGR",-0.15807754665120194,0.01664247474869957
