claim_set,wording,admitted,picked,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,FULL_CAGR,FULL_Sharpe,FULL_MaxDD,H1,H2
ALL,W0_SPY,12,U56/MA-RS/g0.75/M,0.13601612494262416,1.193048216778216,-0.18207818887341853,0.1260094314002118,1.1593950929595145,-0.1820781888734183,1.2207120270382843,1.115130782316963
ALL,W1_EWP_FULL,0,STAND-DOWN (RULES v2 U56),0.09477776188225251,1.2834365112057167,-0.11896567846859019,0.0863466277658489,1.20691186854518,-0.11896567846859007,1.240011367644835,1.180591351660817
ALL,W2_EWP_GROSS,0,STAND-DOWN (RULES v2 U56),0.09477776188225251,1.2834365112057167,-0.11896567846859019,0.0863466277658489,1.20691186854518,-0.11896567846859007,1.240011367644835,1.180591351660817
ALL,W3_EWP_BH,0,STAND-DOWN (RULES v2 U56),0.09477776188225251,1.2834365112057167,-0.11896567846859019,0.0863466277658489,1.20691186854518,-0.11896567846859007,1.240011367644835,1.180591351660817
ALL,W4_MAX_SPY_EWP,0,STAND-DOWN (RULES v2 U56),0.09477776188225251,1.2834365112057167,-0.11896567846859019,0.0863466277658489,1.20691186854518,-0.11896567846859007,1.240011367644835,1.180591351660817
GATED,W0_SPY,10,U56/MA-RS/g0.75/M,0.13601612494262416,1.193048216778216,-0.18207818887341853,0.1260094314002118,1.1593950929595145,-0.1820781888734183,1.2207120270382843,1.115130782316963
GATED,W1_EWP_FULL,0,STAND-DOWN (RULES v2 U56),0.09477776188225251,1.2834365112057167,-0.11896567846859019,0.0863466277658489,1.20691186854518,-0.11896567846859007,1.240011367644835,1.180591351660817
GATED,W2_EWP_GROSS,0,STAND-DOWN (RULES v2 U56),0.09477776188225251,1.2834365112057167,-0.11896567846859019,0.0863466277658489,1.20691186854518,-0.11896567846859007,1.240011367644835,1.180591351660817
GATED,W3_EWP_BH,0,STAND-DOWN (RULES v2 U56),0.09477776188225251,1.2834365112057167,-0.11896567846859019,0.0863466277658489,1.20691186854518,-0.11896567846859007,1.240011367644835,1.180591351660817
GATED,W4_MAX_SPY_EWP,0,STAND-DOWN (RULES v2 U56),0.09477776188225251,1.2834365112057167,-0.11896567846859019,0.0863466277658489,1.20691186854518,-0.11896567846859007,1.240011367644835,1.180591351660817
U56,W0_SPY,6,U56/MA-RS/g0.75/M,0.13601612494262416,1.193048216778216,-0.18207818887341853,0.1260094314002118,1.1593950929595145,-0.1820781888734183,1.2207120270382843,1.115130782316963
U56,W1_EWP_FULL,0,STAND-DOWN (RULES v2 U56),0.09477776188225251,1.2834365112057167,-0.11896567846859019,0.0863466277658489,1.20691186854518,-0.11896567846859007,1.240011367644835,1.180591351660817
U56,W2_EWP_GROSS,0,STAND-DOWN (RULES v2 U56),0.09477776188225251,1.2834365112057167,-0.11896567846859019,0.0863466277658489,1.20691186854518,-0.11896567846859007,1.240011367644835,1.180591351660817
U56,W3_EWP_BH,0,STAND-DOWN (RULES v2 U56),0.09477776188225251,1.2834365112057167,-0.11896567846859019,0.0863466277658489,1.20691186854518,-0.11896567846859007,1.240011367644835,1.180591351660817
U56,W4_MAX_SPY_EWP,0,STAND-DOWN (RULES v2 U56),0.09477776188225251,1.2834365112057167,-0.11896567846859019,0.0863466277658489,1.20691186854518,-0.11896567846859007,1.240011367644835,1.180591351660817
SHELF,W0_SPY,7,U56/MA-RS/g0.75/M,0.13601612494262416,1.193048216778216,-0.18207818887341853,0.1260094314002118,1.1593950929595145,-0.1820781888734183,1.2207120270382843,1.115130782316963
SHELF,W1_EWP_FULL,0,STAND-DOWN (RULES v2 U56),0.09477776188225251,1.2834365112057167,-0.11896567846859019,0.0863466277658489,1.20691186854518,-0.11896567846859007,1.240011367644835,1.180591351660817
SHELF,W2_EWP_GROSS,0,STAND-DOWN (RULES v2 U56),0.09477776188225251,1.2834365112057167,-0.11896567846859019,0.0863466277658489,1.20691186854518,-0.11896567846859007,1.240011367644835,1.180591351660817
SHELF,W3_EWP_BH,0,STAND-DOWN (RULES v2 U56),0.09477776188225251,1.2834365112057167,-0.11896567846859019,0.0863466277658489,1.20691186854518,-0.11896567846859007,1.240011367644835,1.180591351660817
SHELF,W4_MAX_SPY_EWP,0,STAND-DOWN (RULES v2 U56),0.09477776188225251,1.2834365112057167,-0.11896567846859019,0.0863466277658489,1.20691186854518,-0.11896567846859007,1.240011367644835,1.180591351660817
