panel,book,gross,lookback,p,turnover_yr,heldset_fidelity,mean_names_in,capped_share,max_name_w,med_name_w,min_name_w,mean_gross,mean_risk_gross,mean_sweep_w,max_row_sum
U56,CAP2,0.75,20,0.0,3.5063829420832278,1.0,37.55662921348315,0.038533570278889706,0.02738143240373049,0.017156209551694893,0.011754528553776298,1.0,0.6560925471605975,0.3439074528394024,1.0000000000000013
U56,CAP2,0.75,20,0.5,3.784712731053634,1.0,37.55662921348315,0.06386161422152016,0.0261301433977046,0.01757384918969668,0.004585003169957492,1.0,0.6296613414316076,0.3703386585683924,1.0000000000000009
U56,CAP2,0.75,20,1.0,4.081724948992203,1.0,37.55662921348315,0.07278895690103933,0.024186240124634,0.016572228034422373,0.0011803210277125207,1.0,0.5751691551935557,0.42483084480644423,1.0000000000000007
U56,CAP2,0.75,20,1.5,4.2837516965587685,1.0,37.55662921348315,0.06864240966450663,0.0232565751920529,0.014596578183410158,0.00028836745540314454,1.0,0.5156651678042005,0.4843348321957993,1.0000000000000009
U56,CAP2,0.75,60,0.0,3.5063829420832278,1.0,37.55662921348315,0.038533570278889706,0.02738143240373049,0.017156209551694893,0.011754528553776298,1.0,0.6560925471605975,0.3439074528394024,1.0000000000000013
U56,CAP2,0.75,60,0.5,3.2901945259033996,1.0,37.55662921348315,0.062305911073614675,0.026131812861181727,0.017434301408419495,0.005316256822678837,1.0,0.6289815338287613,0.3710184661712387,1.0000000000000007
U56,CAP2,0.75,60,1.0,3.075218515879933,1.0,37.55662921348315,0.06939632734387621,0.024521577344360137,0.016321180658167435,0.0018613520793328137,1.0,0.5733887197306162,0.4266112802693837,1.0000000000000009
U56,CAP2,0.75,60,1.5,2.827191027810172,1.0,37.55662921348315,0.06505232547703244,0.0232565751920529,0.014180626556183606,0.0005938142058804733,1.0,0.5117015959765917,0.4882984040234082,1.0000000000000009
U56,CAP2,1.0,20,0.0,3.9918738682526254,1.0,37.55662921348315,0.19626391905556853,0.02918030310500747,0.02,0.013559716721666724,0.9999999999999996,0.7500522904110477,0.249947709588952,1.0000000000000007
U56,CAP2,1.0,20,0.5,3.998391039376234,1.0,37.55662921348315,0.14709173263446362,0.026469644060857715,0.019947857619970942,0.006115348015773248,1.0,0.7127904201766458,0.287209579823354,1.0000000000000007
U56,CAP2,1.0,20,1.0,4.2114078152898005,1.0,37.55662921348315,0.11941218354903756,0.02600376809948114,0.01983526117870572,0.001573761370283361,1.0,0.6516636603043047,0.3483363396956951,1.0000000000000007
U56,CAP2,1.0,20,1.5,4.411713217440487,1.0,37.55662921348315,0.10068391103771383,0.0232565751920529,0.019330479674391037,0.000384489940537526,1.0,0.5863786735535322,0.4136213264464676,1.0000000000000009
U56,CAP2,1.0,60,0.0,3.9918738682526254,1.0,37.55662921348315,0.19626391905556853,0.02918030310500747,0.02,0.013559716721666724,0.9999999999999996,0.7500522904110477,0.249947709588952,1.0000000000000007
U56,CAP2,1.0,60,0.5,3.743236125569998,1.0,37.55662921348315,0.14705583179258888,0.026135637591121686,0.019948580636264555,0.007210474072158764,0.9999999999999996,0.7139177787032525,0.2860822212967474,1.0000000000000007
U56,CAP2,1.0,60,1.0,3.475785517079236,1.0,37.55662921348315,0.11817360450435896,0.026118585531272418,0.019829367966136054,0.0024813912664018024,1.0,0.6528408113791964,0.34715918862080347,1.0000000000000007
U56,CAP2,1.0,60,1.5,3.192175276689099,1.0,37.55662921348315,0.09721349632315544,0.0232565751920529,0.01888905541152163,0.0007916071763664213,1.0,0.5851481561754134,0.4148518438245865,1.0000000000000007
U56,CAND,0.75,20,0.0,4.39457281063272,1.0,37.55662921348315,0.0,0.16905762295184196,0.01715700329088208,0.011754528553776298,0.9999999999999998,0.7307389305908643,0.2692610694091357,1.0000000000000013
U56,CAND,0.75,20,0.5,4.684764098317359,1.0,37.55662921348315,0.0,0.22896074852998774,0.01757508573705413,0.004585307569087122,1.0,0.7212975970755229,0.2787024029244772,1.0000000000000009
