panel,form,parent_gross,family,chooser,pick,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,anchor_OOS_CAGR,anchor_OOS_Sharpe,anchor_OOS_MaxDD,v2_OOS_Sharpe,v2_OOS_CAGR,spy_OOS_Sharpe,spy_OOS_CAGR,best_OOS_Sharpe,oos_floor,oos_closes,parent_cagr_only,regret,beats_anchor,beats_spy,beats_v2
B136,EWALL,0.35,BREADTH,IS_Sharpe,"B=0.30,d=0.50",0.03396494738473099,1.07905678610632,-0.055405559220923495,0.03419927181868587,1.082241043654905,-0.055405559220923606,1.1185082795688426,0.07983337481604336,0.8820239235972316,0.1545044425578177,1.088346334461942,0.10815310979047238,False,True,0.009289548355621902,False,True,False
B136,EWALL,0.35,BREADTH,IS_CAGR,"B=0.30,d=0.50",0.03396494738473099,1.07905678610632,-0.055405559220923495,0.03419927181868587,1.082241043654905,-0.055405559220923606,1.1185082795688426,0.07983337481604336,0.8820239235972316,0.1545044425578177,1.088346334461942,0.10815310979047238,False,True,0.009289548355621902,False,True,False
B136,EWALL,0.35,CADENCE,IS_Sharpe,freq=M,0.03692726843998306,1.0907559619730958,-0.07399536107943216,0.03419927181868587,1.082241043654905,-0.055405559220923606,1.1185082795688426,0.07983337481604336,0.8820239235972316,0.1545044425578177,1.123420619548987,0.10815310979047238,False,True,0.03266465757589132,True,True,False
B136,EWALL,0.35,CADENCE,IS_CAGR,freq=M,0.03692726843998306,1.0907559619730958,-0.07399536107943216,0.03419927181868587,1.082241043654905,-0.055405559220923606,1.1185082795688426,0.07983337481604336,0.8820239235972316,0.1545044425578177,1.123420619548987,0.10815310979047238,False,True,0.03266465757589132,True,True,False
B136,EWALL,0.35,CONC,IS_Sharpe,n=10,0.06302885439582262,0.7980468197046114,-0.10376805559815094,0.03419927181868587,1.082241043654905,-0.055405559220923606,1.1185082795688426,0.07983337481604336,0.8820239235972316,0.1545044425578177,0.9052700715349313,0.10815310979047238,False,True,0.10722325183031989,False,False,False
B136,EWALL,0.35,CONC,IS_CAGR,n=5,0.08096061383079123,0.8395942497893624,-0.11849431747241201,0.03419927181868587,1.082241043654905,-0.055405559220923606,1.1185082795688426,0.07983337481604336,0.8820239235972316,0.1545044425578177,0.9052700715349313,0.10815310979047238,False,True,0.06567582174556896,False,False,False
B136,EWALL,0.35,GROSS,IS_Sharpe,g=1.00,0.09788178005288528,1.0793579441328778,-0.15445825226178622,0.03419927181868587,1.082241043654905,-0.055405559220923606,1.1185082795688426,0.07983337481604336,0.8820239235972316,0.1545044425578177,1.080105918858789,0.10815310979047238,False,True,0.0007479747259111491,False,True,False
B136,EWALL,0.35,GROSS,IS_CAGR,g=1.00,0.09788178005288528,1.0793579441328778,-0.15445825226178622,0.03419927181868587,1.082241043654905,-0.055405559220923606,1.1185082795688426,0.07983337481604336,0.8820239235972316,0.1545044425578177,1.080105918858789,0.10815310979047238,False,True,0.0007479747259111491,False,True,False
B136,EWALL,0.35,MABAND,IS_Sharpe,b=0.12,0.03622865809840725,1.067470570366906,-0.0678830731792226,0.03419927181868587,1.082241043654905,-0.055405559220923606,1.1185082795688426,0.07983337481604336,0.8820239235972316,0.1545044425578177,1.067470570366906,0.10815310979047238,False,True,0.0,False,True,False
B136,EWALL,0.35,MABAND,IS_CAGR,b=0.12,0.03622865809840725,1.067470570366906,-0.0678830731792226,0.03419927181868587,1.082241043654905,-0.055405559220923606,1.1185082795688426,0.07983337481604336,0.8820239235972316,0.1545044425578177,1.067470570366906,0.10815310979047238,False,True,0.0,False,True,False
