depth,cadence,gross,n,UNIF,LNFIT,EBOOT,GBLOCK,GPERM
0.5,D,0.75,144,0.0012636506114185077,0.00022959989382830004,0.00048754288784100264,-0.0010186415100193504,0.000455576887403001
0.5,D,1.0,144,0.001122152397550701,0.0010565194792632486,0.00040992984507334795,-0.00024309292908925376,0.0006157360265964494
0.5,W,0.75,144,0.001563125148138899,0.0009658265702812037,0.0009907318944883479,-0.00015785014712514905,0.0004879657255862993
0.5,W,1.0,144,0.0012068096986361523,0.0010198375478427495,0.00018861784517760008,-0.0006131546881553516,0.0011833624753228968
1.0,D,0.75,144,0.0018022839008568449,0.0012920596233516601,-0.002022355434265207,-0.0026396110501498357,0.0005546596528639425
1.0,D,1.0,144,0.0027554233032640006,-0.0002160904165886962,-0.0030997467035112046,-0.00182740284825275,-0.0033168706485841998
1.0,W,0.75,144,0.002506999635585495,0.0030026391691480026,0.0006360831685040952,0.0013907795883465988,0.0024205479254947974
1.0,W,1.0,144,0.001619561182448652,0.0037046618509107634,0.000938776658364053,0.0016024117049143471,0.00280125756059985
