panel,ladder,stat,rows,floor,spread,rel_floor,gap,INF_FLOOR,n_pairs_unresolved
U56,N,S_FULL,4200,0.17437782241855238,0.17437782241855238,1.0,0.012931456992930412,False,34
U56,N,S_OOS,4200,0.27556027866714705,0.2902903436047862,0.9492574752755355,0.014730064937639176,False,32
U56,N,CAGR,4200,4.555621109528696,4.917226251378471,0.9264615611802681,0.36160514184977544,False,19
U56,N,DD,4200,4.879455799589515,6.72602740333388,0.7254588045791966,1.0416639841034936,False,31
U56,H,S_FULL,4200,inf,0.06661427009475651,1.0,0.027919105449516035,True,6
U56,H,S_OOS,4200,inf,0.08847533187304535,1.0,0.028770378742377645,True,6
U56,H,CAGR,4200,inf,1.4478308157099598,1.0,0.46705423944706226,True,6
U56,H,DD,4200,inf,6.5645511708913205,1.0,1.1140575191411983,True,6
U56,GROSS,S_FULL,4200,0.00019710750381318753,0.002156053980924888,0.09142048647995067,0.00019710750381318753,False,0
U56,GROSS,S_OOS,4200,inf,0.0021154912506546886,1.0,0.00019477495026443137,True,41
U56,GROSS,CAGR,4200,0.9978519004125275,9.012524290676758,0.11071835905560681,1.0032470593144716,False,0
U56,GROSS,DD,4200,1.1938432556992424,11.137235203817973,0.10719386219750295,1.2859290693538306,False,0
U56,CADENCE,S_FULL,4200,inf,0.05413318360910546,1.0,0.010055188286913097,True,6
U56,CADENCE,S_OOS,4200,inf,0.09704441230057848,1.0,0.008308398644119697,True,6
U56,CADENCE,CAGR,4200,inf,0.833886557792173,1.0,0.2296002870676439,True,6
U56,CADENCE,DD,4200,inf,4.003291955027802,1.0,0.8170754711184003,True,6
B136,N,S_FULL,4198,inf,0.13669640451859288,1.0,0.0030214206246772513,True,34
B136,N,S_OOS,4198,0.22338792431073118,0.3008648592605092,0.7424859282662412,0.007302318218142201,False,21
B136,N,CAGR,4198,inf,3.283359422497778,1.0,0.4975713650317033,True,33
B136,N,DD,4198,6.509181522842667,8.464152973446893,0.769029286599945,0.5435601276815625,False,22
B136,H,S_FULL,4198,inf,0.058937482243704986,1.0,0.017506370691006357,True,6
B136,H,S_OOS,4198,inf,0.05154960186986668,1.0,0.03755133008137168,True,6
B136,H,CAGR,4198,inf,1.3753469006798191,1.0,0.12430512958803064,True,6
B136,H,DD,4198,inf,7.954516095049879,1.0,2.750696008561871,True,6
B136,GROSS,S_FULL,4198,0.00044549476843736,0.004399248827470004,0.10126609926121476,0.00044549476843736,False,0
B136,GROSS,S_OOS,4198,0.00046199462908180777,0.004535882691720783,0.10185330187773008,0.00046199462908180777,False,0
B136,GROSS,CAGR,4198,1.0289380293556185,9.287863456304434,0.11078307020730305,1.0289380293556185,False,0
B136,GROSS,DD,4198,1.2864280606593717,12.068205643708307,0.10659646501218215,1.3960164543148856,False,0
B136,CADENCE,S_FULL,4198,inf,0.08388068340533905,1.0,0.0335727050110084,True,6
B136,CADENCE,S_OOS,4198,inf,0.11325529524020728,1.0,0.055439762951079885,True,6
B136,CADENCE,CAGR,4198,inf,1.7151134604230123,1.0,0.5864203031582313,True,6
B136,CADENCE,DD,4198,inf,7.623470897118356,1.0,1.376446018753196,True,6
SMALL,N,S_FULL,3938,0.23399480537039047,0.255259871861434,0.9166924815249178,0.003947871411885906,False,27
SMALL,N,S_OOS,3938,0.2561183249763291,0.30823475781919085,0.8309196756018248,0.040365752499724517,False,30
SMALL,N,CAGR,3938,4.968827087641725,5.125753613511974,0.9693846919491846,0.15692652587024902,False,33
SMALL,N,DD,3938,7.258620015523043,15.11131693265203,0.48034331143163694,0.2269031979910494,False,17
SMALL,H,S_FULL,3938,0.21001896687955213,0.2771548159666962,0.7577676979814367,0.21001896687955213,False,3
SMALL,H,S_OOS,3938,inf,0.2322900391262625,1.0,0.20605284940156193,True,4
SMALL,H,CAGR,3938,4.260725254857167,5.481661432060504,0.7772689553458251,4.260725254857167,False,3
SMALL,H,DD,3938,inf,2.4806137118816025,1.0,0.7754228868858348,True,6
SMALL,GROSS,S_FULL,3938,inf,0.0021251565085953494,1.0,0.00022140102768197778,True,45
SMALL,GROSS,S_OOS,3938,inf,0.0020475361947490667,1.0,0.00021861704731729326,True,45
SMALL,GROSS,CAGR,3938,0.43731272824354406,4.404511282048329,0.09928745784485099,0.43731272824354406,False,0
SMALL,GROSS,DD,3938,2.052046738729395,20.148592983239613,0.10184565941832105,2.4313002359437235,False,0
SMALL,CADENCE,S_FULL,3938,inf,0.12615466923315555,1.0,0.05287922709514137,True,6
SMALL,CADENCE,S_OOS,3938,0.20512479003995923,0.20512479003995923,1.0,0.021020195260105123,False,5
SMALL,CADENCE,CAGR,3938,inf,2.4907083974363253,1.0,0.9031518029123164,True,6
SMALL,CADENCE,DD,3938,inf,3.671089813679835,1.0,0.961287394469899,True,6
