slice,cell,Sharpe,Sharpe_U,Sharpe_S,navavg,d_vs_navavg,d_vs_best
FULL,w=0.25 G=0.50,0.8308737781729955,1.162044674946332,0.6586601073417497,0.7845062492428954,0.0463675289301001,-0.33117089677333655
FULL,w=0.25 G=0.75,0.831020150934493,1.162086655674379,0.6589033459595597,0.7846991733882644,0.04632097754622855,-0.33106650473988597
FULL,w=0.25 G=1.00,0.8310943012030704,1.1619923947713293,0.6590903420429699,0.7848158552250597,0.046278445978010674,-0.33089809356825894
FULL,w=0.50 G=0.50,0.9817482124165219,1.162044674946332,0.6586601073417497,0.9103523911440409,0.07139582127248101,-0.18029646252981013
FULL,w=0.50 G=0.75,0.9818183295026093,1.162086655674379,0.6589033459595597,0.9104950008169693,0.07132332868563995,-0.1802683261717697
FULL,w=0.50 G=1.00,0.9818005736940837,1.1619923947713293,0.6590903420429699,0.9105413684071496,0.07125920528693408,-0.18019182107724563
FULL,w=0.75 G=0.50,1.0938328124360204,1.162044674946332,0.6586601073417497,1.0361985330451864,0.05763427939083399,-0.06821186251031164
FULL,w=0.75 G=0.75,1.0938639727304518,1.162086655674379,0.6589033459595597,1.036290828245674,0.057573144484777794,-0.0682226829439272
FULL,w=0.75 G=1.00,1.0937875802766512,1.1619923947713293,0.6590903420429699,1.0362668815892395,0.05752069868741172,-0.06820481449467808
IS,w=0.25 G=0.50,0.9205032792233617,0.957216949470639,0.8743073409250628,0.8950347430614568,0.02546853616190492,-0.03671367024727723
IS,w=0.25 G=0.75,0.9215674529563841,0.9582973779460343,0.8753608558401499,0.896094986366621,0.0254724665897631,-0.03672992498965022
IS,w=0.25 G=1.00,0.9225643643523413,0.9592622193724845,0.8763610855465799,0.897086369003056,0.0254779953492853,-0.03669785502014311
IS,w=0.50 G=0.50,0.9503337249028988,0.957216949470639,0.8743073409250628,0.9157621451978508,0.03457157970504798,-0.006883224567740154
IS,w=0.50 G=0.75,0.9514064386118171,0.9582973779460343,0.8753608558401499,0.9168291168930921,0.03457732171872496,-0.00689093933421725
IS,w=0.50 G=1.00,0.952400373757596,0.9592622193724845,0.8763610855465799,0.9178116524595321,0.034588721298063896,-0.006861845614888451
IS,w=0.75 G=0.50,0.9621586874952324,0.957216949470639,0.8743073409250628,0.9364895473342449,0.025669140160987425,0.004941738024593412
IS,w=0.75 G=0.75,0.963237730615224,0.9582973779460343,0.8753608558401499,0.9375632474195632,0.02567448319566079,0.004940352669189685
IS,w=0.75 G=1.00,0.9642230443145126,0.9592622193724845,0.8763610855465799,0.9385369359160083,0.02568610839850427,0.004960824942028097
OOS,w=0.25 G=0.50,0.7824034740285069,1.2757167901781816,0.5449514617278195,0.72764279384041,0.05476068018809688,-0.4933133161496748
OOS,w=0.25 G=0.75,0.7820503080450296,1.275179622508887,0.5447740088754681,0.7273754122838227,0.054674895761206876,-0.4931293144638573
OOS,w=0.25 G=1.00,0.7816231214217867,1.2744933087301658,0.5445406577104189,0.7270288204653557,0.05459430095643103,-0.49287018730837906
OOS,w=0.50 G=0.50,1.0008285523977605,1.2757167901781816,0.5449514617278195,0.9103341259530006,0.09049442644475991,-0.27488823778042115
OOS,w=0.50 G=0.75,1.0003365059228966,1.275179622508887,0.5447740088754681,0.9099768156921775,0.0903596902307191,-0.27484311658599037
OOS,w=0.50 G=1.00,0.9997518356870234,1.2744933087301658,0.5445406577104189,0.9095169832202923,0.09023485246673113,-0.27474147304314234
OOS,w=0.75 G=0.50,1.1690509716442874,1.2757167901781816,0.5449514617278195,1.0930254580655911,0.07602551357869625,-0.10666581853389423
OOS,w=0.75 G=0.75,1.168488776401233,1.275179622508887,0.5447740088754681,1.0925782191005322,0.07591055730070084,-0.10669084610765389
OOS,w=0.75 G=1.00,1.167810838734794,1.2744933087301658,0.5445406577104189,1.0920051459752291,0.07580569275956495,-0.10668246999537168
