panel,IS_pick_basis,IS_pick_depth,IS_Sharpe,IS_margin_over_anchor,is_the_anchor,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,OOS_H1,OOS_H2,ANCHOR_OOS_CAGR,ANCHOR_OOS_Sharpe,ANCHOR_OOS_MaxDD,dOOS_Sharpe_vs_anchor,dOOS_CAGR_vs_anchor,dOOS_MaxDD_vs_anchor,SPY_OOS_CAGR,SPY_OOS_Sharpe,SPY_OOS_MaxDD,LIVE_OOS_CAGR,LIVE_OOS_Sharpe,LIVE_OOS_MaxDD,keep4b_oos_all,anchor_keep4b_oos_all,oos_fail_legs,best_OOS_basis,best_OOS_depth,best_OOS_Sharpe
U56,NONE,0.0,1.1481941605273667,0.0,True,0.15147424801121967,1.1964884282955432,-0.16381481251547625,1.2614247496589923,1.1364078991705686,0.15147424801121967,1.1964884282955432,-0.16381481251547625,0.0,0.0,0.0,0.1525745335844091,0.8738401470547136,-0.33717289200673783,0.09455179369762767,1.2768823974588255,-0.12054956914840886,True,True,-,SPY200,0.5,1.2392969784476084
B136,SPY200,0.5,1.157041963153946,0.04981484142398429,False,0.1238372736272706,1.0327341179941325,-0.14003339247779178,0.9888828465094547,1.0814990373694746,0.14031312750474934,1.0387406949495885,-0.15970515323140955,-0.006006576955456033,-0.01647585387747874,0.019671760753617762,0.15257181383948715,0.8738511437360154,-0.3371595330739301,0.07847283605551292,1.1019125044197382,-0.12241069123223403,True,True,-,SPY200,0.75,1.0448629639046607
SMALL,SPY200,0.0,0.8217760773104947,0.1099413491229615,False,0.03648828374631652,0.3460468751645125,-0.2503403937351979,0.929091621486225,-0.20222097070698689,0.06379973021262897,0.4727580973987608,-0.3263346826561887,-0.1267112222342483,-0.02731144646631245,0.0759942889209908,0.1525745335844091,0.8738401470547136,-0.33717289200673783,0.044142357735165394,0.6473415936678043,-0.12480015905893527,False,False,"OOS_Sharpe_vs_SPY,DD,CAGR",NONE,0.0,0.4727580973987608
