score,dial,arm,mean_d,median_d,t,wins,losses,ties,sign_p,n_changed,n,verdict
OOS_Sharpe,GROSS,SEL-SHARPE,-0.0005796682045082517,-0.000638435405026061,-4.2414978784415895,14,39,0,0.0008023308868949641,53,53,FITTING LOSES
OOS_Sharpe,GROSS,SEL-4B,-0.0005312006998621619,-0.0003134193282992026,-5.692859621339714,10,39,4,3.845911694355664e-05,49,53,FITTING LOSES
OOS_Sharpe,GROSS,RANDOM,0.0003055681095586308,9.316879144349866e-05,1.526439629382614,30,19,4,0.15240777196147803,49,53,(control) fitting ahead (n.s.)
OOS_Sharpe,GROSS,ORACLE,0.0014423895604723058,0.0011273497022257217,8.24679303489197,52,0,1,4.440892098500626e-16,52,53,(upper bound)
OOS_Sharpe,N,SEL-SHARPE,-0.02152851876388876,0.0,-1.4725692699513038,20,21,12,1.0,41,53,fitting behind (n.s.)
OOS_Sharpe,N,SEL-4B,0.004222088995121431,0.0,0.33944604456744853,23,17,13,0.42959050784338615,40,53,fitting ahead (n.s.)
OOS_Sharpe,N,RANDOM,-0.04118925167697378,0.0,-2.379151929383481,22,20,11,0.8776143287523155,42,53,(control) fitting behind (n.s.)
OOS_Sharpe,N,ORACLE,0.08999466468400406,0.07667003638919279,8.971995254045776,50,0,3,1.7763568394002505e-15,50,53,(upper bound)
OOS_Sharpe,BAND,SEL-SHARPE,0.008526665053000933,0.001251049537828397,1.082417785826526,27,23,3,0.6718110337653656,50,53,fitting ahead (n.s.)
OOS_Sharpe,BAND,SEL-4B,0.00593934238809906,0.0,0.7474286134436596,26,25,2,1.0,51,53,fitting ahead (n.s.)
OOS_Sharpe,BAND,RANDOM,-0.004965849515680974,0.0,-0.8547560920200329,20,24,9,0.651587827208914,44,53,(control) fitting behind (n.s.)
OOS_Sharpe,BAND,ORACLE,0.03249676277999177,0.018087225545545316,5.381379914864515,44,0,9,1.1368683772161603e-13,44,53,(upper bound)
OOS_Sharpe,CADENCE,SEL-SHARPE,0.06419037083323248,0.10018858009246889,4.5431117516507085,40,11,2,5.703811637403078e-05,51,53,FITTING WINS
OOS_Sharpe,CADENCE,SEL-4B,0.045900867447114725,0.06387199708817115,3.389841014077583,35,12,6,0.0010885382064742544,47,53,FITTING WINS
OOS_Sharpe,CADENCE,RANDOM,-0.03154813011811458,0.0,-2.0994659760516763,16,24,13,0.26818725105476915,40,53,(control) fitting behind (n.s.)
OOS_Sharpe,CADENCE,ORACLE,0.09564816734482816,0.10197620446687616,13.031649150560716,50,0,3,1.7763568394002505e-15,50,53,(upper bound)
OOS_Sharpe,SLEEVE,SEL-SHARPE,0.18012681473660275,0.17196539027423086,37.72615110067599,53,0,0,2.220446049250313e-16,53,53,FITTING WINS
OOS_Sharpe,SLEEVE,SEL-4B,0.02834042116922415,0.02207887259166552,5.899041488722154,27,0,26,1.4901161193847656e-08,27,53,FITTING WINS
OOS_Sharpe,SLEEVE,RANDOM,0.09995547001323042,0.09456602473721076,11.164653303233171,48,0,5,7.105427357601002e-15,48,53,(control) FITTING WINS
OOS_Sharpe,SLEEVE,ORACLE,0.18012681473660275,0.17196539027423086,37.72615110067599,53,0,0,2.220446049250313e-16,53,53,(upper bound)
OOS_margin,GROSS,SEL-SHARPE,-0.06757329464871514,-0.1183434429167953,-2.3808815921026056,20,33,0,0.09837064844049181,53,53,fitting behind (n.s.)
OOS_margin,GROSS,SEL-4B,0.03842497737503089,0.000560378237797976,2.1236334992691033,28,21,4,0.3916029105474905,49,53,fitting ahead (n.s.)
OOS_margin,GROSS,RANDOM,-0.23198647074183998,-0.18461090818932663,-7.68277753389069,4,45,4,8.225455871979648e-10,49,53,(control) FITTING LOSES
OOS_margin,GROSS,ORACLE,-0.41045516243403873,-0.44711752778769004,-12.272173769900915,4,48,1,1.3065282189472782e-10,52,53,(upper bound)
OOS_margin,N,SEL-SHARPE,-0.011170949752258236,0.0,-0.6108194246118979,17,24,12,0.34888887944907765,41,53,fitting behind (n.s.)
OOS_margin,N,SEL-4B,0.05987839923200761,0.029985864018970704,3.4636090391397194,28,12,13,0.01658900337497471,40,53,FITTING WINS
OOS_margin,N,RANDOM,-0.09926956848908917,-0.04769293428868419,-3.6802440225986617,9,33,11,0.00027153923429068527,42,53,(control) FITTING LOSES
OOS_margin,N,ORACLE,0.03199531852879066,0.001024788925542322,1.0340852711757467,27,23,3,0.6718110337653656,50,53,(upper bound)
OOS_margin,BAND,SEL-SHARPE,0.027300060813426293,0.000554621620004192,2.4360907851958697,28,22,3,0.47988766169832786,50,53,fitting ahead (n.s.)
OOS_margin,BAND,SEL-4B,0.027389245734247152,0.0038035654809266406,2.4296193210588566,28,22,3,0.47988766169832786,51,53,fitting ahead (n.s.)
OOS_margin,BAND,RANDOM,0.010996266980727039,0.0,1.3234624746396402,21,23,9,0.880395821280672,44,53,(control) fitting ahead (n.s.)
OOS_margin,BAND,ORACLE,0.04140543151539894,0.014628694405241408,3.942209727897051,34,10,9,0.00038813090293388086,44,53,(upper bound)
OOS_margin,CADENCE,SEL-SHARPE,-0.0472562322656734,0.0,-2.0222171347013536,25,26,2,1.0,51,53,fitting behind (n.s.)
OOS_margin,CADENCE,SEL-4B,-0.01559583256245649,0.0,-0.7741717374298271,26,21,6,0.5600646295802107,47,53,fitting behind (n.s.)
OOS_margin,CADENCE,RANDOM,-0.07476870364965052,-0.012564807672408085,-3.204320110205864,11,29,13,0.006426576095691416,40,53,(control) FITTING LOSES
OOS_margin,CADENCE,ORACLE,-0.01161642110889003,0.006201694717990855,-0.556717362013491,28,22,3,0.47988766169832786,50,53,(upper bound)
OOS_margin,SLEEVE,SEL-SHARPE,-0.03044369883634199,-0.050541542535385064,-2.657733729183626,14,39,0,0.0008023308868949641,53,53,FITTING LOSES
OOS_margin,SLEEVE,SEL-4B,0.023724795187762316,0.0,3.9749538456851714,22,5,26,0.0015137195587158203,27,53,FITTING WINS
OOS_margin,SLEEVE,RANDOM,0.004360723370993483,0.0,0.4242365539901076,23,25,5,0.8854334972865132,48,53,(control) fitting ahead (n.s.)
OOS_margin,SLEEVE,ORACLE,-0.03044369883634199,-0.050541542535385064,-2.657733729183626,14,39,0,0.0008023308868949641,53,53,(upper bound)
