cell,panel,arm,L_star,L_star_seeds,L_star_n_distinct,L_star_seed_stable,reached,denom,lstar_est_R_1164,gap_est_R_1164,lstar_est_R_STRICT,gap_est_R_STRICT,lstar_est_R_LOOSE,gap_est_R_LOOSE,lstar_est_R_TSTAT,gap_est_R_TSTAT
U56/N20/H252/W,U56,POP,5.0,5|21|5,2,False,True,-0.48865502765913504,False,False,False,False,False,False,False,True
U56/N20/H252/M,U56,POP,252.0,252|252|252,1,True,True,-4.579033717386743,True,True,True,True,True,True,True,True
U56/N40/H63/W,U56,POP,63.0,63|63|63,1,True,True,2.5364934051096526,True,True,True,True,True,True,True,True
U56/N40/H63/M,U56,POP,63.0,63|63|63,1,True,True,3.3221433762047745,True,True,True,True,True,True,True,True
U56/N40/H126/W,U56,POP,63.0,63|63|63,1,True,True,2.7709239499320546,True,True,True,True,True,True,True,True
U56/N40/H126/M,U56,POP,63.0,63|63|63,1,True,True,4.003956031626203,True,True,True,True,True,True,True,True
U56/N40/H252/W,U56,POP,63.0,63|63|63,1,True,True,0.3258712836946671,False,False,False,False,True,True,False,False
U56/N40/H252/M,U56,POP,63.0,63|63|63,1,True,True,2.984284517152492,True,True,False,False,True,True,True,True
U56/C_BOOK,U56,ANCHOR,252.0,252|252|252,1,True,True,-3.3998713554621425,True,True,False,False,True,True,True,True
U56/C_GATEOFF,U56,ANCHOR,126.0,126|63|63,2,False,True,-1.7336940187284462,False,False,False,False,False,True,False,True
U56/C_NOREBAL,U56,ANCHOR,504.0,504|252|252,2,False,True,14.268561465813129,False,True,False,True,False,True,False,True
U56/C_SHUFFLE,U56,ANCHOR,21.0,21|21|21,1,True,True,0.085014568561256,False,False,False,False,False,False,False,False
U56/C_SPY,U56,ANCHOR,63.0,63|63|63,1,True,True,1.0679450963167767,False,False,False,False,True,True,True,True
U56/g0.30,U56,GROSS,252.0,252|126|126,2,False,True,-1.5111109678010726,False,True,False,True,False,True,False,True
U56/g0.35,U56,GROSS,126.0,126|126|252,2,False,True,-1.7482443987309182,False,True,False,False,False,True,False,True
U56/g0.40,U56,GROSS,126.0,126|252|126,2,False,True,-1.7169286533176997,False,True,False,False,False,True,False,True
U56/g0.45,U56,GROSS,126.0,126|252|252,2,False,True,-1.9728254336198496,False,True,False,False,False,True,False,True
U56/g0.50,U56,GROSS,126.0,126|126|126,1,True,True,-2.525027673773568,True,True,True,True,True,True,True,True
U56/g0.55,U56,GROSS,126.0,126|126|126,1,True,True,-2.642875592169281,True,True,False,False,True,True,True,True
U56/g0.60,U56,GROSS,126.0,126|252|126,2,False,True,-2.833501411163832,False,True,False,True,False,True,False,True
U56/g0.65,U56,GROSS,252.0,252|252|126,2,False,True,-3.1863563280213008,False,True,False,False,False,True,False,True
U56/g0.70,U56,GROSS,126.0,126|252|252,2,False,True,-3.0228977995249657,False,True,False,True,False,True,False,True
U56/g0.75,U56,GROSS,126.0,126|252|126,2,False,True,-3.1762531901173645,False,True,False,True,False,True,False,True
U56/g0.80,U56,GROSS,252.0,252|252|252,1,True,True,-3.6812814549385564,True,True,True,True,True,True,True,True
U56/g0.85,U56,GROSS,252.0,252|252|252,1,True,True,-3.984496954177601,True,True,True,True,True,True,True,True
U56/g0.90,U56,GROSS,252.0,252|126|252,2,False,True,-3.763112696521503,False,True,False,True,False,True,False,True
U56/g0.95,U56,GROSS,252.0,252|126|252,2,False,True,-3.5851579577325126,False,True,False,False,False,True,False,True
U56/g1.00,U56,GROSS,252.0,252|252|252,1,True,True,-4.114415618389437,True,True,True,True,True,True,True,True
B136/N5/H63/W,B136,POP,126.0,126|126|126,1,True,True,-5.0418731448425405,True,True,True,True,True,True,True,True
B136/N5/H63/M,B136,POP,252.0,252|252|252,1,True,True,-7.530981514597446,True,True,True,True,True,True,True,True
B136/N5/H126/W,B136,POP,,NA|NA|NA,1,False,False,-5.429357747462131,False,True,False,True,False,True,False,True
B136/N5/H126/M,B136,POP,252.0,252|252|252,1,True,True,-5.538325928454661,True,True,True,True,True,True,True,True
B136/N5/H252/W,B136,POP,126.0,126|126|126,1,True,True,-4.736631197608148,True,True,True,True,True,True,True,True
B136/N5/H252/M,B136,POP,252.0,252|252|252,1,True,True,-4.34528380727399,True,True,False,False,True,True,True,True
B136/N10/H63/W,B136,POP,5.0,5|5|5,1,True,True,-0.518239938446456,False,False,False,False,True,True,True,True
B136/N10/H63/M,B136,POP,21.0,21|21|21,1,True,True,-3.5421204875331895,True,True,True,True,True,True,True,True
B136/N10/H126/W,B136,POP,504.0,504|504|504,1,True,True,-9.34815512382291,True,True,True,True,True,True,True,True
B136/N10/H126/M,B136,POP,5.0,5|5|5,1,True,True,-1.2074014081730127,False,False,False,False,True,True,True,True
B136/N10/H252/W,B136,POP,63.0,63|63|63,1,True,True,-2.8508958096025587,True,True,True,True,True,True,True,True
B136/N10/H252/M,B136,POP,252.0,252|252|252,1,True,True,-4.335982030714206,True,True,True,True,True,True,True,True
B136/N20/H63/W,B136,POP,63.0,63|126|63,2,False,True,2.349970719312065,False,True,False,False,False,True,False,True
B136/N20/H63/M,B136,POP,1.0,1|1|1,1,True,True,-0.07736228816609625,False,False,False,False,False,False,False,False
B136/N20/H126/W,B136,POP,252.0,252|252|252,1,True,True,-4.976959404384292,True,True,True,True,True,True,True,True
B136/N20/H126/M,B136,POP,63.0,63|63|63,1,True,True,1.2934451259831903,False,False,False,False,True,True,True,True
B136/N20/H252/W,B136,POP,63.0,63|63|63,1,True,True,-2.2553105321342173,True,True,True,True,True,True,True,True
B136/N20/H252/M,B136,POP,5.0,5|21|5,2,False,True,-0.49011483666982514,False,False,False,False,False,False,False,True
B136/N40/H63/W,B136,POP,126.0,126|63|63,2,False,True,4.079860230685281,False,True,False,True,False,True,False,True
B136/N40/H63/M,B136,POP,63.0,63|63|63,1,True,True,4.103109170522718,True,True,True,True,True,True,True,True
B136/N40/H126/W,B136,POP,63.0,63|63|63,1,True,True,1.7220985743480561,True,True,True,True,True,True,True,True
B136/N40/H126/M,B136,POP,63.0,63|63|63,1,True,True,1.2174150412104403,True,True,False,False,True,True,True,True
B136/N40/H252/W,B136,POP,5.0,5|5|5,1,True,True,-0.38140119482986634,False,False,False,False,True,True,False,False
B136/N40/H252/M,B136,POP,63.0,63|63|63,1,True,True,1.1009506265020441,False,False,False,False,True,True,True,True
B136/C_BOOK,B136,ANCHOR,252.0,252|252|252,1,True,True,-4.8656868423698185,True,True,True,True,True,True,True,True
B136/C_GATEOFF,B136,ANCHOR,126.0,126|126|126,1,True,True,-4.486223055899611,True,True,True,True,True,True,True,True
B136/C_NOREBAL,B136,ANCHOR,504.0,504|504|504,1,True,True,13.846244142933003,True,True,True,True,True,True,True,True
B136/C_SHUFFLE,B136,ANCHOR,5.0,5|5|1,2,False,True,0.5843758489882944,False,False,False,False,False,False,False,False
B136/C_SPY,B136,ANCHOR,63.0,63|63|63,1,True,True,1.4960158084671349,False,False,False,False,True,True,True,True
B136/g0.30,B136,GROSS,252.0,252|252|252,1,True,True,-2.1764880590429563,True,True,True,True,True,True,True,True
B136/g0.35,B136,GROSS,252.0,252|252|252,1,True,True,-2.716847387218584,True,True,True,True,True,True,True,True
B136/g0.40,B136,GROSS,252.0,252|252|252,1,True,True,-2.855929622372132,True,True,True,True,True,True,True,True
B136/g0.45,B136,GROSS,252.0,252|252|252,1,True,True,-3.2453563979596556,True,True,True,True,True,True,True,True
B136/g0.50,B136,GROSS,252.0,252|252|252,1,True,True,-3.3643054791177285,True,True,True,True,True,True,True,True
B136/g0.55,B136,GROSS,252.0,252|252|252,1,True,True,-3.7599405874713945,True,True,True,True,True,True,True,True
B136/g0.60,B136,GROSS,252.0,252|252|252,1,True,True,-3.9431332116851827,True,True,True,True,True,True,True,True
B136/g0.65,B136,GROSS,252.0,252|252|252,1,True,True,-4.404735147882942,True,True,True,True,True,True,True,True
B136/g0.70,B136,GROSS,252.0,252|252|252,1,True,True,-4.675074844891892,True,True,True,True,True,True,True,True
B136/g0.75,B136,GROSS,252.0,252|252|252,1,True,True,-4.907444183682237,True,True,True,True,True,True,True,True
B136/g0.80,B136,GROSS,252.0,252|252|252,1,True,True,-5.306459971374942,True,True,True,True,True,True,True,True
B136/g0.85,B136,GROSS,252.0,252|252|252,1,True,True,-5.887215516931498,True,True,True,True,True,True,True,True
B136/g0.90,B136,GROSS,252.0,252|252|252,1,True,True,-5.878397899573571,True,True,True,True,True,True,True,True
B136/g0.95,B136,GROSS,252.0,252|252|252,1,True,True,-5.917456455151093,True,True,True,True,True,True,True,True
B136/g1.00,B136,GROSS,252.0,252|252|252,1,True,True,-6.312396693164423,True,True,True,True,True,True,True,True
SMALL/N5/H63/W,SMALL,POP,,NA|NA|NA,1,False,False,-9.008295570452738,False,True,False,True,False,True,False,True
SMALL/N5/H63/M,SMALL,POP,,NA|NA|NA,1,False,False,-9.246790414939085,False,True,False,True,False,True,False,True
SMALL/N5/H126/W,SMALL,POP,1008.0,1008|1008|1008,1,True,True,-9.627286677561507,True,True,True,True,True,True,True,True
SMALL/N5/H126/M,SMALL,POP,1008.0,1008|1008|1008,1,True,True,-7.945490385775905,True,True,False,False,True,True,True,True
SMALL/N5/H252/W,SMALL,POP,63.0,63|63|63,1,True,True,6.1920382914881245,True,True,True,True,True,True,True,True
SMALL/N5/H252/M,SMALL,POP,504.0,504|504|504,1,True,True,-4.723001064132305,True,True,False,False,True,True,True,True
SMALL/N10/H63/W,SMALL,POP,63.0,63|126|126,2,False,True,-2.5115972608275854,False,False,False,False,False,True,False,True
SMALL/N10/H63/M,SMALL,POP,,NA|NA|NA,1,False,False,-8.913109650702282,False,True,False,False,False,True,False,True
SMALL/N10/H126/W,SMALL,POP,504.0,504|504|504,1,True,True,-1.3053279996265985,False,False,False,False,True,True,True,True
SMALL/N10/H126/M,SMALL,POP,1008.0,1008|1008|1008,1,True,True,-7.230272645244085,True,True,True,True,True,True,True,True
SMALL/N10/H252/W,SMALL,POP,63.0,63|63|63,1,True,True,6.929001381662367,True,True,True,True,True,True,True,True
SMALL/N10/H252/M,SMALL,POP,504.0,504|504|504,1,True,True,-3.0267381242858917,True,True,False,False,True,True,True,True
SMALL/N20/H63/W,SMALL,POP,252.0,252|126|252,2,False,True,-1.4119144600657947,False,False,False,False,False,True,False,True
SMALL/N20/H63/M,SMALL,POP,5.0,5|21|5,2,False,True,-0.08026257475325593,False,False,False,False,False,False,False,False
SMALL/N20/H126/W,SMALL,POP,504.0,504|252|504,2,False,True,-4.339532848283525,False,True,False,True,False,True,False,True
SMALL/N20/H126/M,SMALL,POP,,NA|1008|1008,2,False,False,-5.349143902475319,False,True,False,True,False,True,False,True
SMALL/N20/H252/W,SMALL,POP,63.0,63|63|63,1,True,True,3.338515875747845,True,True,True,True,True,True,True,True
SMALL/N20/H252/M,SMALL,POP,504.0,504|504|504,1,True,True,-4.862057895109231,True,True,False,False,True,True,True,True
SMALL/N40/H63/W,SMALL,POP,63.0,63|63|21,2,False,True,1.4661146285150295,False,False,False,False,False,True,False,True
SMALL/N40/H63/M,SMALL,POP,504.0,504|504|504,1,True,True,-3.705712839494442,True,True,False,False,True,True,True,True
SMALL/N40/H126/W,SMALL,POP,252.0,252|252|252,1,True,True,-0.5401200670711646,False,False,False,False,False,False,False,False
SMALL/N40/H126/M,SMALL,POP,504.0,504|252|504,2,False,True,-2.8763603601818843,False,True,False,False,False,True,False,True
SMALL/N40/H252/W,SMALL,POP,63.0,63|21|63,2,False,True,2.547054312442313,False,True,False,True,False,True,False,True
SMALL/N40/H252/M,SMALL,POP,252.0,252|252|252,1,True,True,-2.303994084383177,True,True,False,False,True,True,True,True
SMALL/C_BOOK,SMALL,ANCHOR,504.0,504|504|504,1,True,True,-4.632871037700731,True,True,False,False,True,True,True,True
SMALL/C_GATEOFF,SMALL,ANCHOR,1008.0,1008|1008|1008,1,True,True,-8.134800277199957,True,True,True,True,True,True,True,True
SMALL/C_NOREBAL,SMALL,ANCHOR,3938.0,3938|3938|3938,1,True,True,-12.631434909448686,True,True,True,True,True,True,True,True
SMALL/C_SHUFFLE,SMALL,ANCHOR,3938.0,3938|3938|3938,1,True,True,6.606006255144919,True,True,True,True,True,True,True,True
SMALL/C_SPY,SMALL,ANCHOR,63.0,63|63|63,1,True,True,2.0182101767478073,True,True,False,False,True,True,True,True
SMALL/g0.30,SMALL,GROSS,252.0,252|252|252,1,True,True,-2.052300771381878,True,True,False,False,True,True,True,True
SMALL/g0.35,SMALL,GROSS,252.0,252|252|504,2,False,True,-2.874083664515293,False,True,False,False,False,True,False,True
SMALL/g0.40,SMALL,GROSS,252.0,252|504|252,2,False,True,-2.6974843278843608,False,True,False,False,False,True,False,True
SMALL/g0.45,SMALL,GROSS,504.0,504|252|252,2,False,True,-3.3189630752992905,False,True,False,False,False,True,False,True
SMALL/g0.50,SMALL,GROSS,252.0,252|504|504,2,False,True,-3.329702460948635,False,True,False,False,False,True,False,True
SMALL/g0.55,SMALL,GROSS,504.0,504|504|252,2,False,True,-3.6984644843284187,False,True,False,False,False,True,False,True
SMALL/g0.60,SMALL,GROSS,252.0,252|504|504,2,False,True,-3.7579301287251248,False,True,False,False,False,True,False,True
SMALL/g0.65,SMALL,GROSS,504.0,504|504|504,1,True,True,-4.054705947528237,True,True,True,True,True,True,True,True
SMALL/g0.70,SMALL,GROSS,504.0,504|504|504,1,True,True,-4.521119951945735,True,True,False,False,True,True,True,True
SMALL/g0.75,SMALL,GROSS,504.0,504|504|504,1,True,True,-4.294962827232922,True,True,False,False,True,True,True,True
SMALL/g0.80,SMALL,GROSS,252.0,252|504|504,2,False,True,-4.567338259412956,False,True,False,True,False,True,False,True
SMALL/g0.85,SMALL,GROSS,504.0,504|504|504,1,True,True,-4.9516946018163495,True,True,False,False,True,True,True,True
SMALL/g0.90,SMALL,GROSS,504.0,504|504|504,1,True,True,-5.022296201719982,True,True,False,False,True,True,True,True
SMALL/g0.95,SMALL,GROSS,504.0,504|504|504,1,True,True,-4.44635764612805,True,True,False,False,True,True,True,True
SMALL/g1.00,SMALL,GROSS,504.0,504|504|504,1,True,True,-5.210900602158695,True,True,True,True,True,True,True,True
