pool,gap,n
broad|BAND|0.0,0.008511168616143872,7
broad|BAND|10.0,0.005444640153639213,7
broad|BAND|25.0,0.0008395979324675729,7
broad|MALEN|0.0,0.022812958910984227,6
broad|MALEN|10.0,0.019622659986000546,6
broad|MALEN|25.0,0.014828034789298394,6
broad|MOMLOOK|0.0,0.023071536921888125,5
broad|MOMLOOK|10.0,0.03584694118290965,5
broad|MOMLOOK|25.0,0.054986897681642444,5
broad|VOLCAP|0.0,0.005819280875674071,6
broad|VOLCAP|10.0,0.0036443305977862384,6
broad|VOLCAP|25.0,0.016390259965186615,6
small|BAND|0.0,0.04212370048568226,7
small|BAND|10.0,0.050013064059300616,7
small|BAND|25.0,0.05715154721424587,7
small|MALEN|0.0,0.025280967365407192,6
small|MALEN|10.0,0.033924576762673686,6
small|MALEN|25.0,0.0468711856020404,6
small|MOMLOOK|0.0,0.012936362492508291,5
small|MOMLOOK|10.0,0.030446203612591316,5
small|MOMLOOK|25.0,0.056617448001555215,5
small|VOLCAP|0.0,0.07855770593206812,6
small|VOLCAP|10.0,0.043545846539820854,6
small|VOLCAP|25.0,0.003773999360785596,6
u56|BAND|0.0,0.005740053983311899,7
u56|BAND|10.0,0.0019926502015261693,7
u56|BAND|25.0,0.0036344948938045185,7
u56|MALEN|0.0,0.005960175220546704,6
u56|MALEN|10.0,0.000525502604596273,6
u56|MALEN|25.0,0.007653326213633571,6
u56|MOMLOOK|0.0,0.025362395655671444,5
u56|MOMLOOK|10.0,0.038663892345976114,5
u56|MOMLOOK|25.0,0.05872246922114255,5
u56|VOLCAP|0.0,0.03867345043717374,6
u56|VOLCAP|10.0,0.039659077207824245,6
u56|VOLCAP|25.0,0.041139333690881186,6
