gate,value,tol,passed
G1_fast_vs_engine,3.3306690738754696e-16,1e-12,True
G2_rung_identity,1.3877787807814457e-17,1e-12,True
G4_control_key,0.0,0.0,True
G3_repro_623_certs,0.0,0.0,True
G5_repro_623_absIC,5.551115123125783e-17,0.005,True
