panel,book,cost,family,budget,reachable,max_bought,level,paid_pp,bought_pp,xrate
broad,CAND20,10,200d,2.0,True,4.067192007129982,100.0,1.042514855661092,3.0841317191191875,0.33802539923905356
broad,CAND20,10,200d,4.0,True,4.067192007129982,75.0,1.4955046643834402,4.067192007129982,0.3676995484259777
broad,CAND20,10,200d,6.0,False,4.067192007129982,,,,
broad,CAND20,10,200d,8.0,False,4.067192007129982,,,,
broad,CAND20,10,200d,10.0,False,4.067192007129982,,,,
broad,CAND20,10,abs,2.0,True,2.6003505828176565,63.0,0.6363199770839323,2.031821393573796,0.3131771223083251
broad,CAND20,10,abs,4.0,False,2.6003505828176565,,,,
broad,CAND20,10,abs,6.0,False,2.6003505828176565,,,,
broad,CAND20,10,abs,8.0,False,2.6003505828176565,,,,
broad,CAND20,10,abs,10.0,False,2.6003505828176565,,,,
broad,CAND20,10,band,2.0,False,1.0971133764323682,,,,
broad,CAND20,10,band,4.0,False,1.0971133764323682,,,,
broad,CAND20,10,band,6.0,False,1.0971133764323682,,,,
broad,CAND20,10,band,8.0,False,1.0971133764323682,,,,
broad,CAND20,10,band,10.0,False,1.0971133764323682,,,,
broad,CAND20,10,ddctl,2.0,True,9.421563192787286,0.16,0.6647094011129395,2.472075439322019,0.2688871830283788
broad,CAND20,10,ddctl,4.0,True,9.421563192787286,0.12,1.5936111402615305,5.43640767812712,0.2931367981605347
broad,CAND20,10,ddctl,6.0,True,9.421563192787286,0.08,4.684177822895741,6.866510185398211,0.6821773646905455
broad,CAND20,10,ddctl,8.0,True,9.421563192787286,0.05,5.294119541740927,9.421563192787286,0.5619151974476869
broad,CAND20,10,ddctl,10.0,False,9.421563192787286,,,,
broad,CAND20,10,dg,2.0,True,14.857702225913705,0.9,1.4534477615922636,2.359985542208898,0.6158714685310599
broad,CAND20,10,dg,4.0,True,14.857702225913705,0.8,2.914762762854073,4.766593382489348,0.6114980928647707
broad,CAND20,10,dg,6.0,True,14.857702225913705,0.7,4.383132747731144,7.219775350398406,0.6071009879122169
broad,CAND20,10,dg,8.0,True,14.857702225913705,0.6,5.857753497667595,9.719444871800476,0.6026839572559329
broad,CAND20,10,dg,10.0,True,14.857702225913705,0.5,7.337829400534046,12.26547596099038,0.5982506854093211
broad,CAND20,10,stop,2.0,False,1.8472350844963015,,,,
broad,CAND20,10,stop,4.0,False,1.8472350844963015,,,,
broad,CAND20,10,stop,6.0,False,1.8472350844963015,,,,
broad,CAND20,10,stop,8.0,False,1.8472350844963015,,,,
broad,CAND20,10,stop,10.0,False,1.8472350844963015,,,,
broad,CAND20,25,200d,2.0,True,2.996803405465698,100.0,1.377610796132367,2.996803405465698,0.4596934165317023
broad,CAND20,25,200d,4.0,False,2.996803405465698,,,,
broad,CAND20,25,200d,6.0,False,2.996803405465698,,,,
broad,CAND20,25,200d,8.0,False,2.996803405465698,,,,
broad,CAND20,25,200d,10.0,False,2.996803405465698,,,,
broad,CAND20,25,abs,2.0,True,2.0421133791177826,63.0,0.8904525326386192,2.0421133791177826,0.43604461032585046
broad,CAND20,25,abs,4.0,False,2.0421133791177826,,,,
broad,CAND20,25,abs,6.0,False,2.0421133791177826,,,,
broad,CAND20,25,abs,8.0,False,2.0421133791177826,,,,
broad,CAND20,25,abs,10.0,False,2.0421133791177826,,,,
broad,CAND20,25,band,2.0,False,1.1228808824149006,,,,
broad,CAND20,25,band,4.0,False,1.1228808824149006,,,,
broad,CAND20,25,band,6.0,False,1.1228808824149006,,,,
broad,CAND20,25,band,8.0,False,1.1228808824149006,,,,
broad,CAND20,25,band,10.0,False,1.1228808824149006,,,,
broad,CAND20,25,ddctl,2.0,True,7.157523571037938,0.16,0.6783331297616657,2.4779944500082918,0.27374279621949754
broad,CAND20,25,ddctl,4.0,True,7.157523571037938,0.12,1.6603272910360678,5.434293464949147,0.30552771979376436
broad,CAND20,25,ddctl,6.0,True,7.157523571037938,0.05,5.285468064851218,7.157523571037938,0.7384492712309367
broad,CAND20,25,ddctl,8.0,False,7.157523571037938,,,,
broad,CAND20,25,ddctl,10.0,False,7.157523571037938,,,,
broad,CAND20,25,dg,2.0,True,14.953553411499465,0.9,1.206003530598898,2.373499925716094,0.5081118889165511
broad,CAND20,25,dg,4.0,True,14.953553411499465,0.8,2.4249501551248054,4.794572348002124,0.5057698537253841
broad,CAND20,25,dg,6.0,True,14.953553411499465,0.7,3.6560987000492817,7.263194810312434,0.5033733495428592
broad,CAND20,25,dg,8.0,True,14.953553411499465,0.6,4.898709912380439,9.779306308611735,0.5009261145718071
broad,CAND20,25,dg,10.0,True,14.953553411499465,0.5,6.15204707149537,12.342806247992366,0.4984317948356387
broad,CAND20,25,stop,2.0,False,1.519008520087639,,,,
broad,CAND20,25,stop,4.0,False,1.519008520087639,,,,
broad,CAND20,25,stop,6.0,False,1.519008520087639,,,,
broad,CAND20,25,stop,8.0,False,1.519008520087639,,,,
broad,CAND20,25,stop,10.0,False,1.519008520087639,,,,
broad,EWALL0,10,200d,2.0,True,7.0177930383906295,200.0,2.5183429870993868,5.248137634643168,0.47985460032063626
broad,EWALL0,10,200d,4.0,True,7.0177930383906295,200.0,2.5183429870993868,5.248137634643168,0.47985460032063626
broad,EWALL0,10,200d,6.0,True,7.0177930383906295,100.0,3.225329141203015,7.0177930383906295,0.4595930834037064
broad,EWALL0,10,200d,8.0,False,7.0177930383906295,,,,
broad,EWALL0,10,200d,10.0,False,7.0177930383906295,,,,
broad,EWALL0,10,abs,2.0,True,5.051362865865794,378.0,1.7303905348268867,3.351037249082023,0.516374604699159
broad,EWALL0,10,abs,4.0,True,5.051362865865794,126.0,2.2026450558625843,4.1841387592056805,0.526427344460425
broad,EWALL0,10,abs,6.0,False,5.051362865865794,,,,
broad,EWALL0,10,abs,8.0,False,5.051362865865794,,,,
broad,EWALL0,10,abs,10.0,False,5.051362865865794,,,,
broad,EWALL0,10,band,2.0,True,6.869856328677826,0.12,0.5157447480591104,3.639972148258064,0.1416892017445584
broad,EWALL0,10,band,4.0,True,6.869856328677826,0.08,1.5594242568061967,4.685606416440724,0.33281161886208216
broad,EWALL0,10,band,6.0,True,6.869856328677826,0.02,2.3163756072021924,6.452168120124179,0.35900732344178454
broad,EWALL0,10,band,8.0,False,6.869856328677826,,,,
broad,EWALL0,10,band,10.0,False,6.869856328677826,,,,
broad,EWALL0,10,ddctl,2.0,True,8.56635116156147,0.16,0.9187339045115817,2.9993180834104294,0.3063142617627666
broad,EWALL0,10,ddctl,4.0,True,8.56635116156147,0.12,2.765662553869297,4.359909954011276,0.6343393746755679
broad,EWALL0,10,ddctl,6.0,True,8.56635116156147,0.08,3.2576110312771966,6.45127733838784,0.5049559738957474
broad,EWALL0,10,ddctl,8.0,True,8.56635116156147,0.05,4.089374760000286,8.56635116156147,0.47737650288607564
broad,EWALL0,10,ddctl,10.0,False,8.56635116156147,,,,
broad,EWALL0,10,dg,2.0,True,14.649787275634596,0.9,1.4240898346066233,2.3234459751109715,0.6129214321579423
broad,EWALL0,10,dg,4.0,True,14.649787275634596,0.8,2.8479592695155986,4.694016815024316,0.6067211477385485
broad,EWALL0,10,dg,6.0,True,14.649787275634596,0.7,4.2711540612885734,7.111846436316127,0.6005689379734405
broad,EWALL0,10,dg,8.0,True,14.649787275634596,0.6,5.693227476500073,9.577039783932795,0.59446630743369
broad,EWALL0,10,dg,10.0,True,14.649787275634596,0.5,7.1137404143091,12.089671946642266,0.5884146770653144
broad,EWALL0,10,stop,2.0,True,2.727496419617692,0.08,2.428492812707872,2.727496419617692,0.8903743356877694
broad,EWALL0,10,stop,4.0,False,2.727496419617692,,,,
broad,EWALL0,10,stop,6.0,False,2.727496419617692,,,,
broad,EWALL0,10,stop,8.0,False,2.727496419617692,,,,
broad,EWALL0,10,stop,10.0,False,2.727496419617692,,,,
broad,EWALL0,25,200d,2.0,True,5.017616602786079,300.0,3.537165756261529,4.371228987290987,0.8091925100573699
