panel,rung,menu,n_menu,pick,gross_real,turn_is,IS_S,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,menu_mean_OOS_S,Gstar,Tstar,IS_lift
U56,10,unscreened (all 60),60.0,TOP20 g1.00 raw M,1.0,6.667448741867416,1.0925467001379479,0.16377373409416718,1.0778139408553713,-0.23641344449650958,1.0451391357072823,,,
U56,10,turnover ceiling only,10.0,TOP20 g0.50 raw M,0.5017541686091589,3.3601032515002855,1.0869160479960855,0.08160256502101526,1.0781283392471332,-0.12450863262802547,1.1978827675830297,,4.0,
U56,10,gross-stratified + ceiling,10.0,TOP20 g0.50 raw M,0.5017541686091589,3.3601032515002855,1.0869160479960855,0.08160256502101526,1.0781283392471332,-0.12450863262802547,1.1978827675830297,0.8,4.0,1.9090909090909092
U56,10,RULES v2 (live baseline),,rules_v2,,,,0.09534722887472857,1.285072363206482,-0.12054942313126815,,,,
U56,10,SPY buy-and-hold,,SPY,,,,0.15450717694493266,0.8820107671822842,-0.33717235283398284,,,,
U56,25,unscreened (all 60),60.0,TOP20 g1.00 raw M,1.0,6.667448741867416,1.0190130268462056,0.15111596116008452,1.005641869422344,-0.23754267361394799,0.903464896981851,,,
U56,25,turnover ceiling only,60.0,TOP20 g1.00 raw M,1.0,6.667448741867416,1.0190130268462056,0.15111596116008452,1.005641869422344,-0.23754267361394799,0.903464896981851,,,
U56,25,gross-stratified + ceiling,60.0,TOP20 g1.00 raw M,1.0,6.667448741867416,1.0190130268462056,0.15111596116008452,1.005641869422344,-0.23754267361394799,0.903464896981851,,,-1.0
U56,25,RULES v2 (live baseline),,rules_v2,,,,0.0924133776660172,1.2482435320727505,-0.12092631068492765,,,,
U56,25,SPY buy-and-hold,,SPY,,,,0.15450717694493266,0.8820107671822842,-0.33717235283398284,,,,
B136,10,unscreened (all 60),60.0,TOP40 g1.00 gate M,0.9871203276121746,7.74576186539569,1.1007408805918553,0.14788411317499883,0.9662323924627177,-0.2949613073169155,0.8175809611830005,,,
B136,10,turnover ceiling only,6.0,TOP40 g0.50 gate M,0.4953018517668656,3.9035606508149834,1.0929603040582494,0.07387511279708092,0.9655727020368453,-0.15519530955471184,1.0434764338584797,,4.0,
B136,10,gross-stratified + ceiling,5.0,TOP40 g0.50 gate M,0.4953018517668656,3.9035606508149834,1.0929603040582494,0.07387511279708092,0.9655727020368453,-0.15519530955471184,1.0354900587059492,0.75,4.0,3.3333333333333335
B136,10,RULES v2 (live baseline),,rules_v2,,,,0.07983337481604336,1.1185082795688426,-0.12240793860208021,,,,
B136,10,SPY buy-and-hold,,SPY,,,,0.1545044425578177,0.8820239235972316,-0.3371595330739301,,,,
B136,25,unscreened (all 60),60.0,TOP40 g1.00 gate M,0.9871203276121746,7.74576186539569,1.0185735605323352,0.1336695024259169,0.8860543017767424,-0.2959417189174084,0.6259365858168711,,,
B136,25,turnover ceiling only,6.0,TOP40 g0.50 gate M,0.4953018517668656,3.9035606508149834,1.009881626602047,0.06715866389118763,0.8840521248027179,-0.15578417429715552,0.9813298728234962,,4.0,
B136,25,gross-stratified + ceiling,6.0,TOP40 g0.50 gate M,0.4953018517668656,3.9035606508149834,1.009881626602047,0.06715866389118763,0.8840521248027179,-0.15578417429715552,0.9813298728234962,0.8,4.0,5.0
B136,25,RULES v2 (live baseline),,rules_v2,,,,0.07643420182382155,1.0740236940215924,-0.12284879701089035,,,,
B136,25,SPY buy-and-hold,,SPY,,,,0.1545044425578177,0.8820239235972316,-0.3371595330739301,,,,
SMALL439,10,unscreened (all 60),60.0,TOP10 g1.00 gate M,0.9696190638319591,16.815264198679007,0.8703161251948477,0.06925027490286961,0.4482229985090401,-0.422704314934514,0.4005822049433743,,,
SMALL439,10,turnover ceiling only,60.0,TOP10 g1.00 gate M,0.9696190638319591,16.815264198679007,0.8703161251948477,0.06925027490286961,0.4482229985090401,-0.422704314934514,0.4005822049433743,,,
SMALL439,10,gross-stratified + ceiling,60.0,TOP10 g1.00 gate M,0.9696190638319591,16.815264198679007,0.8703161251948477,0.06925027490286961,0.4482229985090401,-0.422704314934514,0.4005822049433743,,,-1.0
SMALL439,10,RULES v2 (live baseline),,rules_v2,,,,0.03848481853840191,0.5680478293625534,-0.1468466036229472,,,,
SMALL439,10,SPY buy-and-hold,,SPY,,,,0.15450717694493266,0.8820107671822842,-0.33717235283398284,,,,
SMALL439,25,unscreened (all 60),60.0,TOP10 g1.00 gate M,0.9696190638319591,16.815264198679007,0.7146243410051277,0.041751251377436294,0.31093487923006335,-0.4451447301680932,0.21299317724403882,,,
SMALL439,25,turnover ceiling only,60.0,TOP10 g1.00 gate M,0.9696190638319591,16.815264198679007,0.7146243410051277,0.041751251377436294,0.31093487923006335,-0.4451447301680932,0.21299317724403882,,,
SMALL439,25,gross-stratified + ceiling,60.0,TOP10 g1.00 gate M,0.9696190638319591,16.815264198679007,0.7146243410051277,0.041751251377436294,0.31093487923006335,-0.4451447301680932,0.21299317724403882,,,-1.0
SMALL439,25,RULES v2 (live baseline),,rules_v2,,,,0.03401470587677502,0.5072384615166254,-0.15247448679159348,,,,
SMALL439,25,SPY buy-and-hold,,SPY,,,,0.15450717694493266,0.8820107671822842,-0.33717235283398284,,,,
