panel,N,H,cap,mean_nsel,max_nsel,zero_nsel_share,turnover,CAGR,Sharpe,MaxDD,H1,H2,IS_CAGR,IS_Sharpe,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,L_H1,L_H2,L_OOS,L_DD,L_CAGR,A_H1,A_H2,A_DD,O_S,O_DD,O_CAGR,pass4b,pass4a,pass4b_oos,pass4b_full_and_oos,EDGE_pp,EDGE_sym_pp,EDGE_pp_cash,EDGE_IS_pp,book_pct_of_null,drier_share
B136,1,21,INF,0.9467213114754098,1,0.05327868852459016,10.921771476813982,0.22389819891370655,0.7538855329828418,-0.45864538673801725,0.640998456381708,0.8609190349251696,0.22477906983640605,0.7662166361929387,-0.45864538673801725,0.22317293275620886,0.7443996709106095,-0.3850821512451231,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,11.245378681063933,10.527064273710351,11.245378681063933,10.995138811325067,1.0,0.725
B136,1,42,INF,0.9467213114754098,1,0.05327868852459016,7.434553619701666,0.35480583694818413,1.0859045642044323,-0.3474802101615706,1.1829270769829547,0.9978616999943883,0.35785621259116973,1.126818229592063,-0.3003343452763827,0.3522978073139751,1.055930053062914,-0.3474802101615707,True,True,True,False,True,False,True,False,True,False,True,False,False,False,False,25.796520998542206,25.50693666353051,25.80462461922537,24.790781591789013,1.0,0.225
B136,1,52,INF,0.9467213114754098,1,0.05327868852459016,6.516729293137729,0.2884306355694797,0.9233127702956081,-0.37201299750199723,0.946565374909228,0.9036486190852138,0.28742175692257455,0.9623925860035067,-0.321746619343273,0.28926243622386716,0.8972084748077217,-0.3720129975019969,False,True,True,False,True,False,False,False,True,False,True,False,False,False,False,19.49485612622126,19.292030268496816,19.46234282393885,16.562668846681106,1.0,0.275
B136,1,63,INF,0.9467213114754098,1,0.05327868852459016,5.4943980414123,0.2882762688162295,0.953221677750653,-0.4628551532737495,1.1074745100109324,0.818540934503816,0.35293278074436873,1.1803881869652755,-0.28061884724126285,0.23733451685748985,0.7963917274586007,-0.46285515327374993,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,17.75348920240153,15.425733758800275,17.75348920240153,26.694480550527434,1.0,0.825
B136,1,76,INF,0.9467213114754098,1,0.05327868852459016,4.578788666802175,0.3911456911413018,1.1156407269481219,-0.352735095961072,1.2102713856285605,1.0389848380077042,0.40279447331463625,1.244440492841774,-0.352735095961072,0.38162107110355925,1.0383372585937736,-0.34554416970787905,True,True,True,False,True,False,True,False,True,False,True,False,False,False,False,29.432329245391752,29.16944688814551,29.421957332630132,28.127122631378732,1.0,0.25
B136,1,90,INF,0.9467213114754098,1,0.05327868852459016,4.006486121503019,0.3253295382580139,0.9827446036400387,-0.4603968761260562,1.1996745058201683,0.7946068245115118,0.40629298608439957,1.2436088601798942,-0.27701243128748276,0.26213867625233633,0.8087545764883591,-0.4603968761260566,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,20.09694240462483,18.09324367663082,20.09694240462483,29.49261571287405,1.0,0.675
B136,1,126,INF,0.9467213114754098,1,0.05327868852459016,3.114402880347677,0.34751493137493106,1.088945311562803,-0.3762456240467471,1.3424050383759336,0.8837130299012012,0.4458837986996571,1.381128854285842,-0.34677619108496505,0.27151844002837233,0.8790556963925581,-0.37624562404674766,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,24.21612905536763,24.197186572658758,24.220172684640794,32.79758638239204,1.0,0.3
B136,2,21,INF,1.8934426229508197,2,0.05327868852459016,10.570865620815434,0.25520610261352283,0.9785336081089214,-0.2922844650748766,1.148217870599491,0.8306738102809729,0.2967097512409198,1.1507609205285863,-0.2582991378787848,0.222011575430062,0.8529036224915687,-0.29228446507487693,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,14.897400850794384,14.897400850446141,14.880994690834404,19.109726329542397,1.0,0.325
B136,2,42,INF,1.8934426229508197,2,0.05327868852459016,7.453626616946378,0.2634551235331113,1.0268458475829643,-0.2792098368770465,1.156902253161292,0.9249892650452457,0.2840548100102831,1.1717133698277726,-0.2518104311940633,0.24673174933693187,0.9305190108404963,-0.2792098368770467,True,True,True,False,True,False,False,False,True,False,True,False,False,False,False,15.608960331017785,15.60896033127851,15.603363231125078,16.132983680494807,1.0,0.175
B136,2,52,INF,1.8934426229508197,2,0.05327868852459016,6.675815268166992,0.2678565836502218,1.020743392954507,-0.3266243727667597,1.2945491507381561,0.8011698545648396,0.31489802767970465,1.2543643308871468,-0.2205863184052076,0.230366685232265,0.8652257443703952,-0.32662437276676004,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,14.447877157367085,13.789329586177734,14.428627464746969,19.4878166218435,1.0,0.675
B136,2,63,INF,1.8934426229508197,2,0.05327868852459016,5.5659481339805525,0.2708562594553743,1.032953759682225,-0.37858235273383334,1.3782665639277982,0.7448764885789462,0.368384492568828,1.4058256666236548,-0.37858235273383334,0.19574854792001029,0.772671367981384,-0.2966677423544454,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,15.697781814770561,13.015773889094307,15.697781814770561,24.009341812534057,1.0,0.775
B136,2,76,INF,1.8934426229508197,2,0.05327868852459016,5.027722270395779,0.2720169450381229,1.0320794509456341,-0.36502009319819817,1.1292428181567584,0.9570105555802727,0.26851996699753333,1.116485852353602,-0.36502009319819817,0.27490531794195894,0.9826122361537316,-0.2615034328577762,True,True,True,False,True,False,False,False,True,False,True,False,False,False,False,14.570374852213897,12.62548216359437,14.570374852213897,14.563985695108716,1.0,0.8
B136,2,90,INF,1.8934426229508197,2,0.05327868852459016,4.130997671297849,0.36522113324789784,1.2610285153514273,-0.3025691123548685,1.5819839239523399,0.9886997636749452,0.4504149055663276,1.6088955315207072,-0.2325828776906167,0.2988036725639316,1.0271877488649066,-0.3025691123548686,True,True,True,False,True,True,True,False,True,False,True,False,False,False,False,24.999700245783075,24.045945468400564,24.999700245783075,32.99145557257951,1.0,0.45
B136,2,126,INF,1.8934426229508197,2,0.05327868852459016,3.392926425662914,0.27370213628420137,1.0512787683699643,-0.32478358525391204,1.3065552605644382,0.8499044685491992,0.3292987594006762,1.2937586205562281,-0.30561337627074536,0.22964796947552246,0.8812611159960609,-0.32478358525391215,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,14.821659983786283,14.324131807368822,14.769041631424983,19.46796114211051,1.0,0.65
B136,3,21,INF,2.8401639344262297,3,0.05327868852459016,9.952727255980934,0.21849277939775535,0.9530799371623921,-0.3009204131684793,1.136190122878275,0.8025456611205001,0.2390555657357767,1.0934355730070036,-0.3009204131684793,0.201807919546787,0.8569776450296288,-0.2830007580822661,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,11.561659782231882,10.927730988018237,11.560240878135042,12.814112526838983,1.0,0.475
B136,3,42,INF,2.8401639344262297,3,0.05327868852459016,7.002074019874271,0.2401999908300796,1.0430550573865085,-0.27902517517705083,1.2266126235649335,0.905084903185519,0.2560137840594936,1.1989042028055124,-0.22913951066481653,0.22732084490961535,0.9433705386767347,-0.2790251751770507,True,True,True,False,True,False,False,False,True,False,True,False,False,False,False,12.222610488168106,11.683525445481802,12.222610488168106,13.799338083505031,1.0,0.35
B136,3,52,INF,2.8401639344262297,3,0.05327868852459016,6.30098081062742,0.23381892852199115,1.005718021222703,-0.29958230734875646,1.3245563305339028,0.767118094113405,0.2781370436391093,1.291220500681293,-0.1693631358861002,0.19846255966252024,0.8283880425861507,-0.299582307348756,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,11.041277819485074,9.113262194563331,11.06621128333557,17.097545311364325,1.0,0.625
B136,3,63,INF,2.8401639344262297,3,0.05327868852459016,5.739702852895977,0.24869098896526953,1.0757314013826713,-0.3102501587771699,1.4552772701356775,0.7789805686692619,0.32435616693539826,1.4613436936396993,-0.3102501587771699,0.18961024182964836,0.8202406227686243,-0.2728094910934594,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,12.470468528783996,10.634181659225806,12.470468528783996,19.305420399768323,1.0,0.675
B136,3,76,INF,2.8401639344262297,3,0.05327868852459016,4.8898473468822194,0.2662861030054575,1.095226607604895,-0.27893931065168576,1.3678923063378137,0.9036448273225576,0.3035521076848109,1.38998494330393,-0.2610007416478364,0.23638476261227082,0.9239339284201895,-0.2789393106516851,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,14.268954903630004,14.268954903631027,14.26756867730614,17.715666791709605,1.0,0.35
B136,3,90,INF,2.8401639344262297,3,0.05327868852459016,4.155107371262388,0.2954359255951997,1.1864218292970734,-0.31426254204635784,1.5350949759158663,0.8993714199548217,0.35994193452185397,1.5114166858979012,-0.21837178526090406,0.24459535216518735,0.9687693789289427,-0.3142625420463576,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,16.472257699557137,15.585225095992595,16.472257699557137,23.43317567160974,1.0,0.65
B136,3,126,INF,2.8401639344262297,3,0.05327868852459016,3.357345047418825,0.22969409424399712,1.0308688668315285,-0.2902036783874613,1.2940806003353569,0.8228415481807182,0.27693771897795494,1.2786084083460416,-0.2769922316116604,0.19208662671176424,0.8564290477652591,-0.29020367838746164,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,11.329366582661782,10.299805661876393,11.300280018159391,15.034124924296199,1.0,0.4
B136,4,21,INF,3.785860655737705,4,0.05327868852459016,9.729998050541285,0.19460452326843147,0.916397147620661,-0.2921573398538371,1.1332971695354466,0.7484545459944948,0.20541412174329676,1.0431472844183889,-0.2404344984872121,0.18577145600603973,0.8356864155577908,-0.2921573398538375,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,7.788642228252829,6.3849324953387026,7.8092439477506765,9.353534481522974,1.0,0.675
B136,4,42,INF,3.7868852459016393,4,0.05327868852459016,6.82083092341214,0.22723336506990255,1.0375213339634806,-0.2836744753545034,1.2859099379083918,0.8566611989287325,0.2468788481227704,1.2326964349205616,-0.2646274272404314,0.21128039502518425,0.9169808759526715,-0.2836744753545033,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,10.063723806225855,9.205786235112923,10.062037897613207,12.034839523297103,1.0,0.725
B136,4,52,INF,3.7868852459016393,4,0.05327868852459016,6.05404556032854,0.21724723263737533,0.9828218255612831,-0.2808828903124846,1.3845995786474203,0.6914095954474413,0.2681324458892229,1.3238941153587822,-0.23156801630038515,0.1768611028501208,0.7772930772424652,-0.28088289031248415,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,9.209045543291328,7.590690915290166,9.209045543291328,13.680356586333398,1.0,0.6
B136,4,63,INF,3.7868852459016393,4,0.05327868852459016,5.6292551773924115,0.2507607053895662,1.1249863237381363,-0.2718961636371583,1.547940056300689,0.8103857827872799,0.3179927903318287,1.5260784553422309,-0.22370238978019252,0.1979533794765529,0.8707285986408826,-0.2718961636371584,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,12.656654746047824,12.350049931117969,12.65169035979139,19.553535737294936,1.0,0.45
B136,4,76,INF,3.7868852459016393,4,0.05327868852459016,4.795743550300223,0.2441077275960113,1.0856599483950533,-0.30659651918590614,1.344062811760405,0.9120013818396542,0.258712240749585,1.3116850134166769,-0.2550939725950926,0.23220259565578205,0.9608230310597281,-0.30659651918590614,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,11.95544860804565,9.01248868793335,11.95544860804565,12.811573839811075,1.0,0.825
B136,4,90,INF,3.7868852459016393,4,0.05327868852459016,4.062644125698573,0.23243275762046056,1.0366704816858,-0.2986433710081968,1.3091562561999381,0.8143121911929291,0.26537267829277766,1.25197550598312,-0.2986433710081968,0.20593909180366343,0.8930152781271222,-0.2718961636371584,True,False,True,False,True,True,False,False,True,False,True,False,False,False,False,10.422485453629903,8.73195197362554,10.422681074194118,13.218469540229826,1.0,0.675
B136,4,126,INF,3.7868852459016393,4,0.05327868852459016,3.4221693469286225,0.20644608608572868,1.006093749466828,-0.28855803830515137,1.2722551548069723,0.7952010271851563,0.24511550944886062,1.2352310710946357,-0.28855803830515137,0.17549066120577383,0.8446158165708164,-0.26339839989719294,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,7.156416234125973,5.884639262994529,7.145320414712919,10.610635935708324,1.0,0.625
B136,5,21,INF,4.73155737704918,5,0.05327868852459016,9.543710916502155,0.20297776310792526,1.0006557142818375,-0.27558906997179156,1.1732613425022609,0.8748687670706179,0.1992168296658976,1.0900965478782803,-0.19703048733398965,0.20608522506483418,0.9493298001422203,-0.275589069971792,True,True,True,False,True,False,False,False,True,False,True,False,False,False,False,8.074180556042931,7.631934040773292,8.073541253228921,7.775714474943896,1.0,0.575
B136,5,42,INF,4.733606557377049,5,0.05327868852459016,6.641505326316113,0.22380713736980584,1.074078439063123,-0.2587450140548736,1.288686378210912,0.9221093247620583,0.23137255438205173,1.230286413214634,-0.23354445006339908,0.21760898957725971,0.9804885385108695,-0.2587450140548738,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,10.974365794518404,10.974365794378816,10.944204551421432,10.388724348084432,1.0,0.325
B136,5,52,INF,4.733606557377049,5,0.05327868852459016,5.901439944342832,0.20191115532099957,0.963669233513155,-0.2735577342180765,1.2907160314091763,0.7292255797984826,0.23000879273238506,1.2171538749739337,-0.2252324298186923,0.17924464631473302,0.8137504354686678,-0.27355773421807605,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,7.951260731039511,7.643511601280439,7.947683206606094,9.900364558111896,1.0,0.4
B136,5,63,INF,4.733606557377049,5,0.05327868852459016,5.553996196593816,0.2365986271857763,1.107985062534156,-0.28623535174686976,1.4481458124281585,0.866394398415701,0.27656712388609517,1.4240583789769876,-0.19047632162583106,0.20461088515896764,0.9156496419388593,-0.28623535174686987,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,11.268996037496814,10.823593097751893,11.265880650786775,15.366985343560913,1.0,0.525
B136,5,76,INF,4.733606557377049,5,0.05327868852459016,4.759855757662818,0.22764780577663002,1.0766987580955085,-0.28445772757969,1.3164183303496315,0.9096800017577809,0.247117116822813,1.309870942569833,-0.2437240488869844,0.21183578054356889,0.9407593593118249,-0.2844577275796898,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,9.944880912220821,9.269576751007646,9.944880912220821,10.819848386918206,1.0,0.6
B136,5,90,INF,4.733606557377049,5,0.05327868852459016,4.0046503983506545,0.20029842782450547,0.9571055129590819,-0.28623535174686976,1.2893369061058608,0.6976325285194664,0.23371551866306173,1.198234057171288,-0.27687094986414884,0.17344753875889518,0.8026584756137087,-0.2862353517468702,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,7.217411440037047,6.379041319731938,7.217411440037047,10.554049992843694,1.0,0.675
B136,5,126,INF,4.733606557377049,5,0.05327868852459016,3.426816921073969,0.18905908768145907,0.9776027635417431,-0.281238810087446,1.3071352694307312,0.72568322978275,0.23791409235330785,1.2857293644485364,-0.2679179203071377,0.150259915145035,0.7686882215621813,-0.2812388100874458,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,5.717068769790689,4.315766345630712,5.717068769790689,10.725835384222693,0.975,0.6
B136,8,21,INF,7.563524590163935,8,0.05327868852459016,9.093694291254444,0.16427685976558837,0.9237558379346067,-0.2824262546487374,1.176922339191455,0.7345662939119388,0.1753617509213674,1.0784709689717809,-0.1778564876715305,0.15522270152904927,0.8271164455219873,-0.28242625464873705,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,4.841524077006398,2.788816788122217,4.84090801269218,5.7801020431323185,1.0,0.725
