reading,rate,panel,cadence,band,g_floor_CAGR,g_ceil_DD,width,Sharpe_span_over_gross,n4b
RAW,0.0,U56,W,0.0,0.9722053711181045,1.2946775398591415,0.322472168741037,0.0008904158504485782,2
RAW,0.0,U56,W,0.02,0.936574443483349,1.3093861646851899,0.3728117212018409,0.001116020642462967,2
RAW,0.0,U56,W,0.03,0.9207278456264607,1.2868605957207533,0.3661327500942926,0.0010709845783523075,2
RAW,0.0,U56,W,0.05,0.9564412998286039,1.2326646698105326,0.27622336998192865,0.0009183188733552505,1
RAW,0.0,U56,W,0.08,0.9329861221612977,1.0660636427765255,0.13307752061522782,0.002240524951136358,1
RAW,0.0,U56,W,0.12,0.9153136585156393,1.2757823656592373,0.360468707143598,0.0009876675448121652,2
RAW,0.0,U56,W,0.2,0.9300135626420808,1.298396962507739,0.36838339986565816,0.001322215118790604,2
RAW,0.0,U56,M,0.0,0.8931751356589892,1.339567584614839,0.44639244895584973,0.006687697674789828,2
RAW,0.0,U56,M,0.02,0.8804632553008913,1.2114217286186673,0.33095847331777595,0.006385175728253145,1
RAW,0.0,U56,M,0.03,0.8931110268241611,1.0838093292523996,0.1906983024282385,0.005533365931482681,1
RAW,0.0,U56,M,0.05,0.8994360065217875,0.9615236441563741,0.06208763763458669,0.0037820275314885965,0
RAW,0.0,U56,M,0.08,0.9103209874469921,0.8236770591610213,-0.08664392828597078,0.0010346481776324357,0
RAW,0.0,U56,M,0.12,0.8790293995030257,1.0430214046247215,0.16399200512169576,0.0002857881589568567,1
RAW,0.0,U56,M,0.2,0.9069715271508976,1.1038564513342664,0.19688492418336878,0.0005670261297314738,1
RAW,0.0,B136,W,0.0,1.0263159768383214,1.229598175480212,0.20328219864189068,0.001272173493347628,0
RAW,0.0,B136,W,0.02,0.990428107040781,1.2645412749144824,0.27411316787370144,0.0009919579808241874,2
RAW,0.0,B136,W,0.03,0.9939919601193814,1.2657621956801695,0.27177023556078805,0.0007698415109442802,2
RAW,0.0,B136,W,0.05,0.9944073602370579,1.1775391670894446,0.18313180685238672,0.0007041963179785782,1
RAW,0.0,B136,W,0.08,0.9310134170251668,1.0400706723544524,0.10905725532928556,0.0016469890722774494,1
RAW,0.0,B136,W,0.12,0.9136415910852249,1.0399672182274036,0.12632562714217865,0.001661839978736701,1
RAW,0.0,B136,W,0.2,0.9515601904102196,0.9731137742121124,0.021553583801892873,0.000536163683468649,0
RAW,0.0,B136,M,0.0,0.9449286337996581,1.2835911019380555,0.3386624681383974,0.006616624988972752,2
RAW,0.0,B136,M,0.02,0.9431487683727015,1.0834043318759172,0.14025556350321577,0.006705667267950632,1
RAW,0.0,B136,M,0.03,0.9487792447674701,0.9858997052589967,0.03712046049152662,0.006193482987577159,0
RAW,0.0,B136,M,0.05,0.934075591501584,0.8672411600069034,-0.0668344314946806,0.0032418575244756997,0
RAW,0.0,B136,M,0.08,0.9081633628148957,0.7442139734413531,-0.16394938937354264,0.00253086704259764,0
RAW,0.0,B136,M,0.12,0.8843169276984004,0.7678858131732821,-0.11643111452511834,0.0038773554561983836,0
RAW,0.0,B136,M,0.2,0.9134070840239144,0.7967173634615055,-0.1166897205624089,0.0035743860893251433,0
RAW,0.0,SMALL439,W,0.0,,1.3248215583787628,,0.0012840539747929203,0
RAW,0.0,SMALL439,W,0.02,,1.2886867672315585,,0.001399297992544013,0
RAW,0.0,SMALL439,W,0.03,,1.2925205937722932,,0.0013537386270701113,0
RAW,0.0,SMALL439,W,0.05,,1.2872256652718663,,0.001288687734881555,0
RAW,0.0,SMALL439,W,0.08,,1.0602914236868488,,0.0014387110422904303,0
RAW,0.0,SMALL439,W,0.12,,0.9932031648851947,,0.0007637151020738475,0
RAW,0.0,SMALL439,W,0.2,,0.9170877305505701,,0.0008444637058420135,0
RAW,0.0,SMALL439,M,0.0,,0.9554066399029332,,0.009286816336095627,0
RAW,0.0,SMALL439,M,0.02,,0.9574819303711013,,0.008240142932188554,0
RAW,0.0,SMALL439,M,0.03,,0.9723647573191463,,0.008277453101025456,0
RAW,0.0,SMALL439,M,0.05,,0.9521307708101978,,0.007589202301933828,0
RAW,0.0,SMALL439,M,0.08,,0.8416833682609547,,0.005724858604612915,0
RAW,0.0,SMALL439,M,0.12,1.4929672828948084,0.7873929706699729,-0.7055743122248355,0.0039049851879702224,0
RAW,0.0,SMALL439,M,0.2,,0.7916407190138308,,0.0019749705758406177,0
RAW,150.0,U56,W,0.0,0.9204318164136348,1.2953515187629137,0.37491970234927885,0.21708100850724454,2
RAW,150.0,U56,W,0.02,0.8830790640139875,1.3096818515106914,0.4266027874967039,0.2146422669390451,2
RAW,150.0,U56,W,0.03,0.8665620190330978,1.2870463849713014,0.4204843659382036,0.21235293054518678,2
RAW,150.0,U56,W,0.05,0.9002059732432546,1.2328799560495975,0.33267398280634297,0.20942484482237722,1
RAW,150.0,U56,W,0.08,0.8746121145260902,1.0665606168921085,0.19194850236601824,0.20579970658544333,1
RAW,150.0,U56,W,0.12,0.8565477620846708,1.2763153709667645,0.41976760888209375,0.20096573196612133,2
RAW,150.0,U56,W,0.2,0.8621550419030612,1.3006608352131088,0.4385057933100476,0.19523022832857695,2
RAW,150.0,U56,M,0.0,0.8384642926527586,1.34102953810843,0.5025652454556715,0.19901983695426417,2
RAW,150.0,U56,M,0.02,0.8252766310919648,1.2128709614957116,0.3875943304037468,0.19640615255380633,1
