family,picks,oos_cagr,oos_sharpe,oos_maxdd,beats_spy,beats_v2,oos4b
BREADTH-LO,36,0.10168629471736745,1.0940818011494695,-0.1914047768029149,24,4,13
BREADTH-HI,36,0.09878234259943997,0.9277805493755018,-0.20741190316040198,22,0,10
VOL20-HI,36,0.09846961400721232,1.0042972026961143,-0.2048796937434169,24,0,8
VOL20-LO,36,0.09682599099337086,0.9085056917174746,-0.2196237049458601,22,0,2
DISP-HI,36,0.0994255943743021,1.008674728453264,-0.22402853957305774,24,0,6
DISP-LO,36,0.10011426271707058,0.941684427263604,-0.2196237049458601,22,0,2
CORR-HI,36,0.10638257054641587,1.0958890385318447,-0.17896518680950357,24,12,16
CORR-LO,36,0.10098307911718918,0.990714587576079,-0.2196237049458602,24,0,1
