
========================================================================================================================================================================================================
PANEL u56: 56 tradable names, 2008-01-02 -> 2026-09-04 | eval from 2009-01-13 | IS <= 2016-12-31 | OOS >= 2017-01-01
  SPY CAGR 15.23% Sharpe 0.889 MaxDD -33.72% halves 0.957/0.834 OOS 0.882 | 4b bars: DD cap 20.23%, CAGR floor 10.66%
  regime spy200     armed 0.171 (757 days) | IS 0.177 OOS 0.165
  regime breadth20  armed 0.087 (384 days) | IS 0.031 OOS 0.132
  CHECK(a) run_cond(no instrument) == engine.backtest @0bps: max|diff| = 0.000e+00
  CHECK(a) run_cond(no instrument) == engine.backtest @10bps: max|diff| = 0.000e+00
  CHECK(a) run_cond(no instrument) == engine.backtest @25bps: max|diff| = 0.000e+00

========================================================================================================================================================================================================
PANEL broad: 136 tradable names, 2008-01-02 -> 2026-09-04 | eval from 2009-01-13 | IS <= 2016-12-31 | OOS >= 2017-01-01
  SPY CAGR 15.23% Sharpe 0.889 MaxDD -33.72% halves 0.957/0.834 OOS 0.882 | 4b bars: DD cap 20.23%, CAGR floor 10.66%
  regime spy200     armed 0.171 (757 days) | IS 0.177 OOS 0.165
  regime breadth20  armed 0.081 (359 days) | IS 0.025 OOS 0.127

========================================================================================================================================================================================================
PANEL small: 439 tradable names, 2010-01-04 -> 2026-09-04 | eval from 2011-01-13 | IS <= 2016-12-31 | OOS >= 2017-01-01
  SPY CAGR 14.13% Sharpe 0.862 MaxDD -33.72% halves 0.891/0.858 OOS 0.882 | 4b bars: DD cap 20.23%, CAGR floor 9.89%
  regime spy200     armed 0.153 (603 days) | IS 0.134 OOS 0.165
  regime breadth20  armed 0.123 (484 days) | IS 0.049 OOS 0.169

========================================================================================================================================================================================================
LIVE-BASELINE CONTEXT — idea 246's imported `keep_paths` judges 4a against RULES v1 (the pre-2026-09-06 convention).  RULES v2 has been live since 2026-09-06 and is printed here so no 4a count in this file is read as a claim against the live book:
panel    cost            book   CAGR  Sharpe   MaxDD     H1     H2  OOS_CAGR  OOS_Sharpe
  u56  0.0000        RULES v1 0.0900  0.8954 -0.1359 0.8786 0.9149    0.1044      0.9780
  u56  0.0000 RULES v2 (LIVE) 0.0885  1.2307 -0.1203 1.2511 1.2158    0.0973      1.3096
  u56 10.0000        RULES v1 0.0646  0.6647 -0.1383 0.6421 0.6878    0.0773      0.7471
  u56 10.0000 RULES v2 (LIVE) 0.0866  1.2056 -0.1205 1.2259 1.1909    0.0953      1.2851
  u56 25.0000        RULES v1 0.0276  0.3174 -0.1563 0.2860 0.3460    0.0378      0.3992
  u56 25.0000 RULES v2 (LIVE) 0.0837  1.1681 -0.1209 1.1881 1.1534    0.0924      1.2483
broad  0.0000        RULES v1 0.0956  0.9118 -0.1835 1.0363 0.8070    0.0928      0.8569
broad  0.0000 RULES v2 (LIVE) 0.0825  1.1336 -0.1221 1.2547 1.0144    0.0821      1.1481
broad 10.0000        RULES v1 0.0639  0.6350 -0.2119 0.7562 0.5320    0.0594      0.5763
broad 10.0000 RULES v2 (LIVE) 0.0803  1.1058 -0.1224 1.2291 0.9844    0.0798      1.1185
broad 25.0000        RULES v1 0.0179  0.2195 -0.2672 0.3350 0.1198    0.0111      0.1554
broad 25.0000 RULES v2 (LIVE) 0.0770  1.0640 -0.1228 1.1906 0.9393    0.0764      1.0740
small  0.0000        RULES v1 0.1182  0.8281 -0.2930 0.9329 0.7359    0.1157      0.8010
small  0.0000 RULES v2 (LIVE) 0.0409  0.6113 -0.1433 0.6095 0.6153    0.0414      0.6071
small 10.0000        RULES v1 0.0815  0.6027 -0.3284 0.6894 0.5263    0.0792      0.5807
small 10.0000 RULES v2 (LIVE) 0.0380  0.5710 -0.1470 0.5682 0.5757    0.0384      0.5665
small 25.0000        RULES v1 0.0286  0.2645 -0.4304 0.3240 0.2115    0.0267      0.2501
small 25.0000 RULES v2 (LIVE) 0.0337  0.5106 -0.1527 0.5064 0.5164    0.0339      0.5056

========================================================================================================================================================================================================
GRID: 1107 runs written to 2026-09-08_do-de-grossing-instruments-belong-armed-only-in-crashes-after-all_B.grid.csv (25 arm labels x 3 panels x 3 books x 3 cost rungs)
GROSS MATCH QUALITY: max |achieved - target| mean gross over all 432 matched controls = 8.63e-05 (tolerance 0.0001); mu range 0.8262 - 1.0571

----- FULL GRID (every point) -----
panel  book    cost                        arm            regime  armed_frac  mean_gross  turnover   CAGR  Sharpe   MaxDD     H1      H2  OOS_Sharpe  pass4a  pass4b
small TOP20 25.0000                    ddctl08         breadth20      0.1230      0.7041   15.8703 0.0964  0.5828 -0.2665 0.7010  0.5030      0.6168    True   False
small TOP20 25.0000 MATCHED[ddctl08/breadth20] matched-breadth20      0.1230      0.7501   16.2594 0.1190  0.6491 -0.3097 0.7315  0.6132      0.6963    True   False
small TOP20 25.0000                    ddctl12            always      1.0000      0.4904   10.8817 0.0723  0.5665 -0.2221 0.5476  0.5856      0.6812    True   False
small TOP20 25.0000                    ddctl12            spy200      0.1533      0.6961   15.7786 0.1003  0.6009 -0.2791 0.6709  0.5666      0.6608    True   False
small TOP20 25.0000    MATCHED[ddctl12/spy200]    matched-spy200      0.1533      0.7416   16.0750 0.1178  0.6491 -0.3067 0.7315  0.6132      0.6962    True   False
small TOP20 25.0000                    ddctl12         breadth20      0.1230      0.7069   15.8691 0.0906  0.5499 -0.2746 0.6970  0.4496      0.5692    True   False
small TOP20 25.0000 MATCHED[ddctl12/breadth20] matched-breadth20      0.1230      0.7530   16.3231 0.1194  0.6491 -0.3108 0.7315  0.6132      0.6963    True   False
small TOP20 25.0000                    ddctl16            always      1.0000      0.5643   12.2821 0.0751  0.5451 -0.2550 0.5897  0.5004      0.6124    True   False
small TOP20 25.0000                    ddctl16            spy200      0.1533      0.7127   15.7116 0.1028  0.6023 -0.2679 0.7237  0.5249      0.6309    True   False
small TOP20 25.0000    MATCHED[ddctl16/spy200]    matched-spy200      0.1533      0.7592   16.4566 0.1202  0.6491 -0.3130 0.7315  0.6133      0.6963    True   False
small TOP20 25.0000                    ddctl16         breadth20      0.1230      0.7104   15.7699 0.0942  0.5660 -0.2805 0.7249  0.4572      0.5753    True   False
small TOP20 25.0000 MATCHED[ddctl16/breadth20] matched-breadth20      0.1230      0.7568   16.4042 0.1199  0.6491 -0.3122 0.7315  0.6133      0.6963    True   False
small EWall  0.0000                    CONTROL              none      1.0000      0.7501    1.7409 0.1037  0.6889 -0.3599 0.8089  0.6242      0.6473   False   False
small EWall  0.0000                    gross00            always      1.0000      0.0000    0.0000 0.0000     NaN  0.0000    NaN     NaN         NaN   False   False
small EWall  0.0000                    gross00            spy200      0.1533      0.6334    3.5637 0.0735  0.6383 -0.2429 0.7381  0.5710      0.6001   False   False
small EWall  0.0000    MATCHED[gross00/spy200]    matched-spy200      0.1533      0.6342    1.4828 0.0889  0.6894 -0.3106 0.8090  0.6250      0.6481   False   False
small EWall  0.0000                    gross00         breadth20      0.1230      0.6568    3.3379 0.0703  0.5828 -0.2491 0.6748  0.4988      0.5621   False   False
small EWall  0.0000 MATCHED[gross00/breadth20] matched-breadth20      0.1230      0.6576    1.5348 0.0920  0.6893 -0.3208 0.8090  0.6248      0.6479   False   False
small EWall  0.0000                    gross25            always      1.0000      0.1876    0.4667 0.0276  0.6915 -0.1004 0.8094  0.6281      0.6510   False   False
small EWall  0.0000                    gross25            spy200      0.1533      0.6626    3.0820 0.0820  0.6902 -0.2459 0.7906  0.6248      0.6504   False   False
small EWall  0.0000    MATCHED[gross25/spy200]    matched-spy200      0.1533      0.6634    1.5476 0.0927  0.6893 -0.3233 0.8090  0.6248      0.6479   False   False
small EWall  0.0000                    gross25         breadth20      0.1230      0.6802    2.9106 0.0795  0.6397 -0.2389 0.7149  0.5737      0.6237   False   False
small EWall  0.0000 MATCHED[gross25/breadth20] matched-breadth20      0.1230      0.6810    1.5867 0.0950  0.6892 -0.3308 0.8089  0.6247      0.6478   False   False
small EWall  0.0000                    gross50            always      1.0000      0.3752    0.9040 0.0541  0.6906 -0.1932 0.8092  0.6268      0.6498   False   False
small EWall  0.0000                    gross50            spy200      0.1533      0.6918    2.5954 0.0900  0.7108 -0.2835 0.8167  0.6456      0.6698   False   False
small EWall  0.0000    MATCHED[gross50/spy200]    matched-spy200      0.1533      0.6926    1.6125 0.0965  0.6891 -0.3358 0.8089  0.6246      0.6477   False   False
small EWall  0.0000                    gross50         breadth20      0.1230      0.7035    2.4815 0.0881  0.6744 -0.2639 0.7508  0.6146      0.6536   False   False
small EWall  0.0000 MATCHED[gross50/breadth20] matched-breadth20      0.1230      0.7043    1.6387 0.0980  0.6891 -0.3407 0.8089  0.6245      0.6476   False   False
small EWall  0.0000                    gross75            always      1.0000      0.5626    1.3241 0.0796  0.6897 -0.2791 0.8090  0.6255      0.6485   False   False
small EWall  0.0000                    gross75            spy200      0.1533      0.7209    2.1080 0.0972  0.7070 -0.3216 0.8205  0.6417      0.6654   False   False
small EWall  0.0000    MATCHED[gross75/spy200]    matched-spy200      0.1533      0.7218    1.6776 0.1002  0.6890 -0.3481 0.8089  0.6244      0.6475   False   False
small EWall  0.0000                    gross75         breadth20      0.1230      0.7268    2.0549 0.0962  0.6891 -0.3124 0.7822  0.6279      0.6581   False   False
small EWall  0.0000 MATCHED[gross75/breadth20] matched-breadth20      0.1230      0.7277    1.6907 0.1009  0.6890 -0.3506 0.8089  0.6244      0.6475   False   False
small EWall  0.0000                    ddctl04            always      1.0000      0.4944    1.8066 0.0697  0.7213 -0.2178 0.8134  0.6559      0.6408   False   False
small EWall  0.0000                    ddctl04            spy200      0.1533      0.6918    2.5954 0.0900  0.7108 -0.2835 0.8167  0.6456      0.6698   False   False
small EWall  0.0000    MATCHED[ddctl04/spy200]    matched-spy200      0.1533      0.6926    1.6125 0.0965  0.6891 -0.3358 0.8089  0.6246      0.6477   False   False
small EWall  0.0000                    ddctl04         breadth20      0.1230      0.7035    2.4815 0.0881  0.6744 -0.2639 0.7508  0.6146      0.6536   False   False
small EWall  0.0000 MATCHED[ddctl04/breadth20] matched-breadth20      0.1230      0.7043    1.6387 0.0980  0.6891 -0.3407 0.8089  0.6245      0.6476   False   False
small EWall  0.0000                    ddctl08            always      1.0000      0.5454    1.5690 0.0769  0.7337 -0.2306 0.7830  0.7037      0.7308   False   False
small EWall  0.0000                    ddctl08            spy200      0.1533      0.6922    2.5520 0.0910  0.7178 -0.2835 0.8331  0.6456      0.6698   False   False
small EWall  0.0000    MATCHED[ddctl08/spy200]    matched-spy200      0.1533      0.6930    1.6134 0.0965  0.6891 -0.3359 0.8089  0.6246      0.6477   False   False
small EWall  0.0000                    ddctl08         breadth20      0.1230      0.7035    2.4815 0.0881  0.6744 -0.2639 0.7508  0.6146      0.6536   False   False
small EWall  0.0000 MATCHED[ddctl08/breadth20] matched-breadth20      0.1230      0.7043    1.6387 0.0980  0.6891 -0.3407 0.8089  0.6245      0.6476   False   False
small EWall  0.0000                    ddctl12            always      1.0000      0.5813    1.6098 0.0735  0.6675 -0.2473 0.6973  0.6454      0.6921   False   False
small EWall  0.0000                    ddctl12            spy200      0.1533      0.7009    2.3960 0.0885  0.6866 -0.2809 0.7998  0.6112      0.6493   False   False
small EWall  0.0000    MATCHED[ddctl12/spy200]    matched-spy200      0.1533      0.7018    1.6329 0.0976  0.6891 -0.3397 0.8089  0.6245      0.6476   False   False
small EWall  0.0000                    ddctl12         breadth20      0.1230      0.7094    2.3611 0.0840  0.6408 -0.2796 0.7507  0.5538      0.6003   False   False
small EWall  0.0000 MATCHED[ddctl12/breadth20] matched-breadth20      0.1230      0.7103    1.6518 0.0987  0.6891 -0.3432 0.8089  0.6245      0.6476   False   False
small EWall  0.0000                    ddctl16            always      1.0000      0.5777    1.5951 0.0607  0.5584 -0.2704 0.6020  0.5221      0.5883   False   False
small EWall  0.0000                    ddctl16            spy200      0.1533      0.7088    2.1911 0.0843  0.6502 -0.3030 0.7731  0.5664      0.6097   False   False
small EWall  0.0000    MATCHED[ddctl16/spy200]    matched-spy200      0.1533      0.7097    1.6506 0.0986  0.6891 -0.3430 0.8089  0.6245      0.6476   False   False
small EWall  0.0000                    ddctl16         breadth20      0.1230      0.7182    2.2518 0.0840  0.6331 -0.3017 0.7944  0.5063      0.5578   False   False
small EWall  0.0000 MATCHED[ddctl16/breadth20] matched-breadth20      0.1230      0.7190    1.6714 0.0998  0.6890 -0.3469 0.8089  0.6244      0.6475   False   False
small EWall 10.0000                    CONTROL              none      1.0000      0.7501    1.7409 0.1018  0.6781 -0.3617 0.7970  0.6140      0.6367   False   False
small EWall 10.0000                    gross00            always      1.0000      0.0000    0.0000 0.0000     NaN  0.0000    NaN     NaN         NaN   False   False
small EWall 10.0000                    gross00            spy200      0.1533      0.6334    3.5637 0.0696  0.6092 -0.2509 0.7064  0.5434      0.5738    True   False
small EWall 10.0000    MATCHED[gross00/spy200]    matched-spy200      0.1533      0.6342    1.4828 0.0873  0.6786 -0.3122 0.7970  0.6147      0.6373    True   False
small EWall 10.0000                    gross00         breadth20      0.1230      0.6568    3.3379 0.0667  0.5575 -0.2539 0.6542  0.4691      0.5345   False   False
small EWall 10.0000 MATCHED[gross00/breadth20] matched-breadth20      0.1230      0.6576    1.5348 0.0903  0.6785 -0.3224 0.7970  0.6145      0.6372    True   False
small EWall 10.0000                    gross25            always      1.0000      0.1876    0.4667 0.0271  0.6800 -0.1005 0.7968  0.6170      0.6395    True   False
small EWall 10.0000                    gross25            spy200      0.1533      0.6626    3.0820 0.0787  0.6656 -0.2512 0.7636  0.6014      0.6279    True   False
small EWall 10.0000    MATCHED[gross25/spy200]    matched-spy200      0.1533      0.6634    1.5476 0.0910  0.6785 -0.3249 0.7970  0.6145      0.6372    True   False
small EWall 10.0000                    gross25         breadth20      0.1230      0.6802    2.9106 0.0763  0.6179 -0.2428 0.6965  0.5488      0.6003    True   False
small EWall 10.0000 MATCHED[gross25/breadth20] matched-breadth20      0.1230      0.6810    1.5867 0.0932  0.6784 -0.3325 0.7970  0.6144      0.6371   False   False
small EWall 10.0000                    gross50            always      1.0000      0.3752    0.9040 0.0532  0.6795 -0.1934 0.7969  0.6161      0.6387    True   False
small EWall 10.0000                    gross50            spy200      0.1533      0.6918    2.5954 0.0871  0.6913 -0.2874 0.7952  0.6272      0.6517    True   False
small EWall 10.0000    MATCHED[gross50/spy200]    matched-spy200      0.1533      0.6926    1.6125 0.0947  0.6784 -0.3374 0.7970  0.6143      0.6370   False   False
small EWall 10.0000                    gross50         breadth20      0.1230      0.7035    2.4815 0.0854  0.6567 -0.2680 0.7348  0.5953      0.6350    True   False
small EWall 10.0000 MATCHED[gross50/breadth20] matched-breadth20      0.1230      0.7043    1.6387 0.0962  0.6783 -0.3424 0.7970  0.6143      0.6369   False   False
small EWall 10.0000                    gross75            always      1.0000      0.5626    1.3241 0.0781  0.6788 -0.2806 0.7970  0.6151      0.6377    True   False
small EWall 10.0000                    gross75            spy200      0.1533      0.7209    2.1080 0.0949  0.6925 -0.3242 0.8044  0.6281      0.6516    True   False
small EWall 10.0000    MATCHED[gross75/spy200]    matched-spy200      0.1533      0.7218    1.6776 0.0983  0.6782 -0.3498 0.7970  0.6142      0.6368   False   False
small EWall 10.0000                    gross75         breadth20      0.1230      0.7268    2.0549 0.0940  0.6753 -0.3151 0.7685  0.6139      0.6441    True   False
small EWall 10.0000 MATCHED[gross75/breadth20] matched-breadth20      0.1230      0.7277    1.6907 0.0991  0.6782 -0.3523 0.7970  0.6141      0.6368   False   False
small EWall 10.0000                    ddctl04            always      1.0000      0.4948    1.8051 0.0650  0.6821 -0.2192 0.8022  0.5921      0.5831    True   False
small EWall 10.0000                    ddctl04            spy200      0.1533      0.6918    2.5954 0.0871  0.6913 -0.2874 0.7952  0.6272      0.6517    True   False
small EWall 10.0000    MATCHED[ddctl04/spy200]    matched-spy200      0.1533      0.6926    1.6125 0.0947  0.6784 -0.3374 0.7970  0.6143      0.6370   False   False
small EWall 10.0000                    ddctl04         breadth20      0.1230      0.7035    2.4815 0.0854  0.6567 -0.2680 0.7348  0.5953      0.6350    True   False
small EWall 10.0000 MATCHED[ddctl04/breadth20] matched-breadth20      0.1230      0.7043    1.6387 0.0962  0.6783 -0.3424 0.7970  0.6143      0.6369   False   False
small EWall 10.0000                    ddctl08            always      1.0000      0.5449    1.5688 0.0741  0.7110 -0.2321 0.7668  0.6752      0.7042    True   False
small EWall 10.0000                    ddctl08            spy200      0.1533      0.6922    2.5520 0.0882  0.6987 -0.2874 0.8124  0.6272      0.6517    True   False
small EWall 10.0000    MATCHED[ddctl08/spy200]    matched-spy200      0.1533      0.6930    1.6134 0.0947  0.6784 -0.3376 0.7970  0.6143      0.6370   False   False
small EWall 10.0000                    ddctl08         breadth20      0.1230      0.7035    2.4815 0.0854  0.6567 -0.2680 0.7348  0.5953      0.6350    True   False
small EWall 10.0000 MATCHED[ddctl08/breadth20] matched-breadth20      0.1230      0.7043    1.6387 0.0962  0.6783 -0.3424 0.7970  0.6143      0.6369   False   False
small EWall 10.0000                    ddctl12            always      1.0000      0.5804    1.6067 0.0720  0.6566 -0.2488 0.6768  0.6426      0.6874   False   False
small EWall 10.0000                    ddctl12            spy200      0.1533      0.7009    2.3960 0.0859  0.6690 -0.2839 0.7810  0.5943      0.6328    True   False
small EWall 10.0000    MATCHED[ddctl12/spy200]    matched-spy200      0.1533      0.7018    1.6329 0.0958  0.6783 -0.3413 0.7970  0.6143      0.6369   False   False
small EWall 10.0000                    ddctl12         breadth20      0.1230      0.7094    2.3611 0.0815  0.6242 -0.2835 0.7361  0.5353      0.5823    True   False
small EWall 10.0000 MATCHED[ddctl12/breadth20] matched-breadth20      0.1230      0.7103    1.6518 0.0969  0.6783 -0.3449 0.7970  0.6142      0.6369   False   False
small EWall 10.0000                    ddctl16            always      1.0000      0.5763    1.5928 0.0584  0.5405 -0.2718 0.5863  0.5021      0.5692   False   False
small EWall 10.0000                    ddctl16            spy200      0.1533      0.7088    2.1911 0.0820  0.6344 -0.3059 0.7567  0.5508      0.5942    True   False
small EWall 10.0000    MATCHED[ddctl16/spy200]    matched-spy200      0.1533      0.7097    1.6506 0.0968  0.6783 -0.3447 0.7970  0.6142      0.6369   False   False
small EWall 10.0000                    ddctl16         breadth20      0.1230      0.7182    2.2518 0.0816  0.6174 -0.3055 0.7818  0.4880      0.5400   False   False
small EWall 10.0000 MATCHED[ddctl16/breadth20] matched-breadth20      0.1230      0.7190    1.6714 0.0980  0.6783 -0.3486 0.7970  0.6142      0.6368   False   False
small EWall 25.0000                    CONTROL              none      1.0000      0.7501    1.7409 0.0989  0.6620 -0.3643 0.7792  0.5986      0.6207    True   False
small EWall 25.0000                    gross00            always      1.0000      0.0000    0.0000 0.0000     NaN  0.0000    NaN     NaN         NaN   False   False
small EWall 25.0000                    gross00            spy200      0.1533      0.6334    3.5637 0.0639  0.5655 -0.2629 0.6587  0.5019      0.5343    True   False
small EWall 25.0000    MATCHED[gross00/spy200]    matched-spy200      0.1533      0.6342    1.4828 0.0849  0.6624 -0.3146 0.7791  0.5992      0.6212    True   False
small EWall 25.0000                    gross00         breadth20      0.1230      0.6568    3.3379 0.0614  0.5194 -0.2610 0.6233  0.4243      0.4931    True   False
small EWall 25.0000 MATCHED[gross00/breadth20] matched-breadth20      0.1230      0.6576    1.5348 0.0878  0.6623 -0.3249 0.7791  0.5991      0.6211    True   False
small EWall 25.0000                    gross25            always      1.0000      0.1876    0.4667 0.0264  0.6626 -0.1007 0.7778  0.6003      0.6223    True   False
small EWall 25.0000                    gross25            spy200      0.1533      0.6626    3.0820 0.0737  0.6286 -0.2590 0.7231  0.5663      0.5940    True   False
small EWall 25.0000    MATCHED[gross25/spy200]    matched-spy200      0.1533      0.6634    1.5476 0.0885  0.6623 -0.3274 0.7791  0.5990      0.6211    True   False
small EWall 25.0000                    gross25         breadth20      0.1230      0.6802    2.9106 0.0717  0.5852 -0.2487 0.6689  0.5114      0.5651    True   False
small EWall 25.0000 MATCHED[gross25/breadth20] matched-breadth20      0.1230      0.6810    1.5867 0.0906  0.6622 -0.3350 0.7791  0.5990      0.6210    True   False
small EWall 25.0000                    gross50            always      1.0000      0.3752    0.9040 0.0517  0.6627 -0.1950 0.7785  0.6000      0.6220    True   False
small EWall 25.0000                    gross50            spy200      0.1533      0.6918    2.5954 0.0829  0.6621 -0.2932 0.7629  0.5996      0.6244    True   False
small EWall 25.0000    MATCHED[gross50/spy200]    matched-spy200      0.1533      0.6926    1.6125 0.0920  0.6622 -0.3399 0.7792  0.5989      0.6210    True   False
small EWall 25.0000                    gross50         breadth20      0.1230      0.7035    2.4815 0.0814  0.6300 -0.2740 0.7106  0.5663      0.6069    True   False
small EWall 25.0000 MATCHED[gross50/breadth20] matched-breadth20      0.1230      0.7043    1.6387 0.0935  0.6622 -0.3449 0.7792  0.5988      0.6209    True   False
small EWall 25.0000                    gross75            always      1.0000      0.5626    1.3241 0.0760  0.6625 -0.2828 0.7790  0.5994      0.6215    True   False
small EWall 25.0000                    gross75            spy200      0.1533      0.7209    2.1080 0.0914  0.6709 -0.3282 0.7803  0.6076      0.6308    True   False
small EWall 25.0000    MATCHED[gross75/spy200]    matched-spy200      0.1533      0.7218    1.6776 0.0956  0.6621 -0.3524 0.7792  0.5988      0.6208    True   False
small EWall 25.0000                    gross75         breadth20      0.1230      0.7268    2.0549 0.0906  0.6547 -0.3191 0.7479  0.5929      0.6231    True   False
small EWall 25.0000 MATCHED[gross75/breadth20] matched-breadth20      0.1230      0.7277    1.6907 0.0963  0.6621 -0.3548 0.7792  0.5987      0.6208    True   False
small EWall 25.0000                    ddctl04            always      1.0000      0.4934    1.7638 0.0626  0.6607 -0.2214 0.7491  0.5972      0.5812    True   False
small EWall 25.0000                    ddctl04            spy200      0.1533      0.6918    2.5954 0.0829  0.6621 -0.2932 0.7629  0.5996      0.6244    True   False
small EWall 25.0000    MATCHED[ddctl04/spy200]    matched-spy200      0.1533      0.6926    1.6125 0.0920  0.6622 -0.3399 0.7792  0.5989      0.6210    True   False
small EWall 25.0000                    ddctl04         breadth20      0.1230      0.7035    2.4815 0.0814  0.6300 -0.2740 0.7106  0.5663      0.6069    True   False
small EWall 25.0000 MATCHED[ddctl04/breadth20] matched-breadth20      0.1230      0.7043    1.6387 0.0935  0.6622 -0.3449 0.7792  0.5988      0.6209    True   False
small EWall 25.0000                    ddctl08            always      1.0000      0.5445    1.5264 0.0754  0.7202 -0.2342 0.8115  0.6551      0.6831    True   False
small EWall 25.0000                    ddctl08            spy200      0.1533      0.6918    2.5954 0.0829  0.6621 -0.2932 0.7629  0.5996      0.6244    True   False
small EWall 25.0000    MATCHED[ddctl08/spy200]    matched-spy200      0.1533      0.6926    1.6125 0.0920  0.6622 -0.3399 0.7792  0.5989      0.6210    True   False
small EWall 25.0000                    ddctl08         breadth20      0.1230      0.7035    2.4815 0.0814  0.6300 -0.2740 0.7106  0.5663      0.6069    True   False
small EWall 25.0000 MATCHED[ddctl08/breadth20] matched-breadth20      0.1230      0.7043    1.6387 0.0935  0.6622 -0.3449 0.7792  0.5988      0.6209    True   False
small EWall 25.0000                    ddctl12            always      1.0000      0.5607    1.6043 0.0631  0.5983 -0.2510 0.6456  0.5577      0.6154    True   False
small EWall 25.0000                    ddctl12            spy200      0.1533      0.7009    2.3960 0.0820  0.6427 -0.2884 0.7527  0.5690      0.6079    True   False
small EWall 25.0000    MATCHED[ddctl12/spy200]    matched-spy200      0.1533      0.7018    1.6329 0.0932  0.6622 -0.3438 0.7792  0.5989      0.6209    True   False
small EWall 25.0000                    ddctl12         breadth20      0.1230      0.7094    2.3611 0.0777  0.5992 -0.2895 0.7142  0.5075      0.5553    True   False
small EWall 25.0000 MATCHED[ddctl12/breadth20] matched-breadth20      0.1230      0.7103    1.6518 0.0942  0.6622 -0.3475 0.7792  0.5988      0.6209    True   False
small EWall 25.0000                    ddctl16            always      1.0000      0.5689    1.5707 0.0545  0.5127 -0.2740 0.5584  0.4751      0.5431    True   False
small EWall 25.0000                    ddctl16            spy200      0.1533      0.7088    2.1911 0.0784  0.6107 -0.3103 0.7322  0.5274      0.5710    True   False
small EWall 25.0000    MATCHED[ddctl16/spy200]    matched-spy200      0.1533      0.7097    1.6506 0.0941  0.6622 -0.3472 0.7792  0.5988      0.6209    True   False
small EWall 25.0000                    ddctl16         breadth20      0.1230      0.7182    2.2518 0.0780  0.5940 -0.3113 0.7630  0.4605      0.5133    True   False
small EWall 25.0000 MATCHED[ddctl16/breadth20] matched-breadth20      0.1230      0.7190    1.6714 0.0952  0.6621 -0.3512 0.7792  0.5988      0.6208    True   False

========================================================================================================================================================================================================
H1 — CONDITIONAL ARM minus its OWN MATCHED-GROSS STATIC CONTROL (raw, never divided by the armed fraction; switching cost charged inside the simulator)
  [PRIMARY] spy200     @  0.0bps gross  n= 36 | d_ann median  -0.984 pp/yr ( 5/36 positive, sign p 0.0000) | d_Sharpe median +0.0026 (20/36 positive, sign p 0.6177) | d_CAGR median  -0.958 pp/yr ( 5/36 positive) | d_MaxDD median +0.0598
  [PRIMARY] spy200     @  0.0bps ddctl  n= 36 | d_ann median  -0.907 pp/yr ( 1/36 positive, sign p 0.0000) | d_Sharpe median -0.0031 (15/36 positive, sign p 0.4050) | d_CAGR median  -0.867 pp/yr ( 1/36 positive) | d_MaxDD median +0.0455
  [PRIMARY] spy200     @ 10.0bps gross  n= 36 | d_ann median  -0.966 pp/yr ( 5/36 positive, sign p 0.0000) | d_Sharpe median -0.0059 (17/36 positive, sign p 0.8679) | d_CAGR median  -0.937 pp/yr ( 6/36 positive) | d_MaxDD median +0.0586
  [PRIMARY] spy200     @ 10.0bps ddctl  n= 36 | d_ann median  -0.968 pp/yr ( 2/36 positive, sign p 0.0000) | d_Sharpe median -0.0051 (14/36 positive, sign p 0.2430) | d_CAGR median  -0.966 pp/yr ( 2/36 positive) | d_MaxDD median +0.0450
  [PRIMARY] spy200     @ 25.0bps gross  n= 36 | d_ann median  -1.056 pp/yr ( 4/36 positive, sign p 0.0000) | d_Sharpe median -0.0095 (13/36 positive, sign p 0.1325) | d_CAGR median  -0.933 pp/yr ( 4/36 positive) | d_MaxDD median +0.0493
  [PRIMARY] spy200     @ 25.0bps ddctl  n= 36 | d_ann median  -1.073 pp/yr ( 3/36 positive, sign p 0.0000) | d_Sharpe median -0.0063 (11/36 positive, sign p 0.0288) | d_CAGR median  -1.034 pp/yr ( 4/36 positive) | d_MaxDD median +0.0459
  [robust ] breadth20  @  0.0bps gross  n= 36 | d_ann median  -0.594 pp/yr ( 1/36 positive, sign p 0.0000) | d_Sharpe median -0.0047 (17/36 positive, sign p 0.8679) | d_CAGR median  -0.578 pp/yr ( 1/36 positive) | d_MaxDD median +0.0347
  [robust ] breadth20  @  0.0bps ddctl  n= 36 | d_ann median  -0.753 pp/yr ( 0/36 positive, sign p 0.0000) | d_Sharpe median -0.0051 (13/36 positive, sign p 0.1325) | d_CAGR median  -0.760 pp/yr ( 0/36 positive) | d_MaxDD median +0.0380
  [robust ] breadth20  @ 10.0bps gross  n= 36 | d_ann median  -0.660 pp/yr ( 1/36 positive, sign p 0.0000) | d_Sharpe median -0.0092 (15/36 positive, sign p 0.4050) | d_CAGR median  -0.640 pp/yr ( 1/36 positive) | d_MaxDD median +0.0311
  [robust ] breadth20  @ 10.0bps ddctl  n= 36 | d_ann median  -0.646 pp/yr ( 0/36 positive, sign p 0.0000) | d_Sharpe median -0.0061 (14/36 positive, sign p 0.2430) | d_CAGR median  -0.643 pp/yr ( 0/36 positive) | d_MaxDD median +0.0342
