test,cad,panel,qfam,dom_hold,sign_hold,n,IS_SEL,OOS_SEL,IS_ADD,OOS_ADD,IS_DROP,OOS_DROP,family,con,theta,isSharpe,oCAGR,oSharpe,oMaxDD,v2_oSharpe,spy_oSharpe,beats_v2,beats_spy,mae_depth,mae_panel,mae_zero,sign_depth,sign_panel
WF-A,W,U56,MOM-D,5.0,5.0,9.0,1.2107527132653815,-1.6553967428372738,4.897879067682044,4.490601781258525,-3.8656230430238105,-6.100991770994482,,,,,,,,,,,,,,,,
WF-A,W,U56,MOM-M,9.0,6.0,9.0,0.09989368991042043,-2.5445505201520584,2.962473283943987,3.5869823119377546,-5.757840220541107,-7.078132689053682,,,,,,,,,,,,,,,,
WF-A,W,U56,QUANTILE-D,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
WF-A,W,U56,QUANTILE-M,9.0,7.0,9.0,-0.3962108921818721,-1.2779508611135921,0.36228089437385486,0.6469988902753812,-4.300320189968981,-3.4812983302680176,,,,,,,,,,,,,,,,
WF-A,W,B136,MOM-D,6.0,5.0,9.0,-0.7660597294925816,-1.4866235819266826,3.9587879541083373,4.569400369223309,-4.594620506653675,-6.1083627726424465,,,,,,,,,,,,,,,,
WF-A,W,B136,MOM-M,9.0,8.0,9.0,-1.5393167819762719,-1.508085835420461,2.5523283362611986,3.381882425985017,-5.940875971231853,-6.3667801559534265,,,,,,,,,,,,,,,,
WF-A,W,B136,QUANTILE-D,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
WF-A,W,B136,QUANTILE-M,9.0,7.0,9.0,-0.801575608683236,-0.5164369388887029,0.6310842515399208,0.6269920408157046,-3.8233976151470177,-3.226477979223704,,,,,,,,,,,,,,,,
WF-A,W,SMALL439,MOM-D,7.0,7.0,9.0,-2.5838682523316505,-0.3440796176072167,1.197320481820475,4.276025396906005,-3.7031394560138953,-4.839621848782418,,,,,,,,,,,,,,,,
WF-A,W,SMALL439,MOM-M,8.0,5.0,9.0,-2.88847619356603,1.190345531519406,1.1357219867450632,3.7053471305176564,-4.405295529755093,-5.1886998858919045,,,,,,,,,,,,,,,,
WF-A,W,SMALL439,QUANTILE-D,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
WF-A,W,SMALL439,QUANTILE-M,7.0,6.0,9.0,-0.5522631702845541,1.622935350817419,1.1904471906279002,0.8236878768772319,-1.6991042141163488,-2.1776691658765603,,,,,,,,,,,,,,,,
WF-A,D,U56,MOM-D,7.0,6.0,9.0,-0.5734738984731584,-3.567970586164899,3.9689296003738344,3.7434188622769318,-4.428187001723556,-6.935833644391458,,,,,,,,,,,,,,,,
WF-A,D,U56,QUANTILE-D,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
WF-A,D,B136,MOM-D,9.0,9.0,9.0,-3.2860792701456965,-3.2324575735409615,3.425224150728059,3.9377913147004793,-6.231040747722194,-6.975055088821063,,,,,,,,,,,,,,,,
WF-A,D,B136,QUANTILE-D,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
WF-A,D,SMALL439,MOM-D,8.0,8.0,9.0,-4.6390702470111345,-1.8818161097367205,0.46415305342369106,3.1859894735119374,-4.90162232659897,-5.13861256264013,,,,,,,,,,,,,,,,
WF-A,D,SMALL439,QUANTILE-D,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
WF-B,W,U56,,,,,,,,,,,MA-THRESH,DEGROSS,-0.12,1.1503914537307418,0.11023067656148355,1.1520809282626523,-0.16547700400410226,1.2816876607860581,0.878646168321868,False,True,,,,,
WF-B,W,U56,,,,,,,,,,,MA-THRESH,RESPREAD,-0.12,1.1738303356004536,0.1223446310362839,1.1096223318176048,-0.20099753682503996,1.2816876607860581,0.878646168321868,False,True,,,,,
WF-B,W,U56,,,,,,,,,,,MOM-D,DEGROSS,-0.25,1.1342749100012857,0.1316508482758647,1.1626055357062668,-0.2074127911522149,1.2816876607860581,0.878646168321868,False,True,,,,,
WF-B,W,U56,,,,,,,,,,,MOM-D,RESPREAD,-0.06,1.1440310448417592,0.13919801228588602,1.1045800642402348,-0.22341147675879203,1.2816876607860581,0.878646168321868,False,True,,,,,
WF-B,W,U56,,,,,,,,,,,MOM-M,DEGROSS,0.3,1.3582509986533984,0.01702923999804451,1.0358938681404866,-0.019696223993271644,1.2816876607860581,0.878646168321868,False,True,,,,,
WF-B,W,U56,,,,,,,,,,,MOM-M,RESPREAD,0.3,1.371046390939947,0.3082880424553984,1.0505953483047696,-0.3169907859963712,1.2816876607860581,0.878646168321868,False,True,,,,,
WF-B,W,U56,,,,,,,,,,,QUANTILE-D,DEGROSS,-0.12,1.1503914537307418,0.11023067656148355,1.1520809282626523,-0.16547700400410226,1.2816876607860581,0.878646168321868,False,True,,,,,
WF-B,W,U56,,,,,,,,,,,QUANTILE-D,RESPREAD,-0.12,1.1738303356004536,0.1223446310362839,1.1096223318176048,-0.20099753682503996,1.2816876607860581,0.878646168321868,False,True,,,,,
WF-B,W,U56,,,,,,,,,,,QUANTILE-M,DEGROSS,0.3,1.5148518481104825,0.01619101768002551,1.0736473612224007,-0.02033753101922664,1.2816876607860581,0.878646168321868,False,True,,,,,
WF-B,W,U56,,,,,,,,,,,QUANTILE-M,RESPREAD,0.3,1.5238506548556647,0.29695538425198076,1.0897316298205413,-0.32205533760018146,1.2816876607860581,0.878646168321868,False,True,,,,,
WF-B,D,U56,,,,,,,,,,,MA-THRESH,RESPREAD,-0.4,1.1041411975634114,0.13635781894746146,1.1318630346966831,-0.2202750091694985,1.2816876607860581,0.878646168321868,False,True,,,,,
WF-B,D,U56,,,,,,,,,,,MOM-D,RESPREAD,-0.25,1.1149478304863099,0.13420301135131885,1.1151633575132027,-0.22436745784198386,1.2816876607860581,0.878646168321868,False,True,,,,,
WF-B,D,U56,,,,,,,,,,,QUANTILE-D,RESPREAD,-0.4,1.1041411975634114,0.13635781894746146,1.1318630346966831,-0.2202750091694985,1.2816876607860581,0.878646168321868,False,True,,,,,
WF-B,W,B136,,,,,,,,,,,MA-THRESH,DEGROSS,-0.12,1.1856256733651496,0.1067421139936855,1.0840880036945628,-0.1821026369790757,1.2850848109016457,0.8820239235972316,False,True,,,,,
WF-B,W,B136,,,,,,,,,,,MA-THRESH,RESPREAD,-0.4,1.1517827560501228,0.13784887333182372,1.0985848874211734,-0.2508160193074087,1.2850848109016457,0.8820239235972316,False,True,,,,,
WF-B,W,B136,,,,,,,,,,,MOM-D,DEGROSS,-0.12,1.1783710845397266,0.11404412949172116,1.12130197276027,-0.19041404146264884,1.2850848109016457,0.8820239235972316,False,True,,,,,
WF-B,W,B136,,,,,,,,,,,MOM-D,RESPREAD,0.3,1.1747975786250384,0.19086152591035144,0.7839243081757122,-0.39923933815300217,1.2850848109016457,0.8820239235972316,False,False,,,,,
WF-B,W,B136,,,,,,,,,,,MOM-M,DEGROSS,0.3,1.3965405202275403,0.010599495825474703,0.9177763460195851,-0.015722513540524008,1.2850848109016457,0.8820239235972316,False,True,,,,,
WF-B,W,B136,,,,,,,,,,,MOM-M,RESPREAD,0.3,1.3941909237809218,0.23036766648211882,0.9344441604682241,-0.31085622340809504,1.2850848109016457,0.8820239235972316,False,True,,,,,
WF-B,W,B136,,,,,,,,,,,QUANTILE-D,DEGROSS,-0.12,1.1856256733651496,0.1067421139936855,1.0840880036945628,-0.1821026369790757,1.2850848109016457,0.8820239235972316,False,True,,,,,
WF-B,W,B136,,,,,,,,,,,QUANTILE-D,RESPREAD,-0.4,1.1517827560501228,0.13784887333182372,1.0985848874211734,-0.2508160193074087,1.2850848109016457,0.8820239235972316,False,True,,,,,
WF-B,W,B136,,,,,,,,,,,QUANTILE-M,DEGROSS,0.3,1.3801842991858497,0.010207082434946502,1.0017965408699645,-0.013445615894184026,1.2850848109016457,0.8820239235972316,False,True,,,,,
WF-B,W,B136,,,,,,,,,,,QUANTILE-M,RESPREAD,0.3,1.363956724192705,0.2276166040840375,1.020921261787916,-0.26905304828126186,1.2850848109016457,0.8820239235972316,False,True,,,,,
WF-B,D,B136,,,,,,,,,,,MA-THRESH,RESPREAD,-0.4,1.1429570829597349,0.13727728943282913,1.0917754644762694,-0.251246378976024,1.2850848109016457,0.8820239235972316,False,True,,,,,
WF-B,D,B136,,,,,,,,,,,MOM-D,RESPREAD,-0.25,1.1434213755502716,0.13708104608077698,1.085729606383318,-0.2504369967998,1.2850848109016457,0.8820239235972316,False,True,,,,,
WF-B,D,B136,,,,,,,,,,,QUANTILE-D,RESPREAD,-0.4,1.1429570829597349,0.13727728943282913,1.0917754644762694,-0.251246378976024,1.2850848109016457,0.8820239235972316,False,True,,,,,
WF-B,W,SMALL439,,,,,,,,,,,MA-THRESH,DEGROSS,-0.4,0.6523584467470867,0.07189946082133658,0.5428505362542851,-0.30256247430912886,1.2850848109016457,0.882010501050508,False,False,,,,,
WF-B,W,SMALL439,,,,,,,,,,,MA-THRESH,RESPREAD,-0.4,0.6528767170399418,0.08130539924796198,0.5506856757360068,-0.3556408721035229,1.2850848109016457,0.882010501050508,False,False,,,,,
WF-B,W,SMALL439,,,,,,,,,,,MOM-D,DEGROSS,-0.25,0.722578478202541,0.061401988448117395,0.5296049828334423,-0.2767254838057436,1.2850848109016457,0.882010501050508,False,False,,,,,
WF-B,W,SMALL439,,,,,,,,,,,MOM-D,RESPREAD,-0.25,0.7204463313226462,0.0844266383152521,0.5671859007669637,-0.38939395895487283,1.2850848109016457,0.882010501050508,False,False,,,,,
WF-B,W,SMALL439,,,,,,,,,,,MOM-M,DEGROSS,-0.12,0.7330615645243947,0.06112025648041186,0.553044882499916,-0.2812714518934587,1.2850848109016457,0.882010501050508,False,False,,,,,
WF-B,W,SMALL439,,,,,,,,,,,MOM-M,RESPREAD,-0.12,0.7333575902873387,0.08110302098749722,0.5520650523868083,-0.37257912358567324,1.2850848109016457,0.882010501050508,False,False,,,,,
WF-B,W,SMALL439,,,,,,,,,,,QUANTILE-D,DEGROSS,-0.4,0.6523584467470867,0.07189946082133658,0.5428505362542851,-0.30256247430912886,1.2850848109016457,0.882010501050508,False,False,,,,,
WF-B,W,SMALL439,,,,,,,,,,,QUANTILE-D,RESPREAD,-0.4,0.6528767170399418,0.08130539924796198,0.5506856757360068,-0.3556408721035229,1.2850848109016457,0.882010501050508,False,False,,,,,
WF-B,W,SMALL439,,,,,,,,,,,QUANTILE-M,DEGROSS,-0.4,0.668149326740579,0.08507012489515509,0.5862940642637993,-0.3522516747962743,1.2850848109016457,0.882010501050508,False,False,,,,,
WF-B,W,SMALL439,,,,,,,,,,,QUANTILE-M,RESPREAD,-0.4,0.6674207989508405,0.09030208437559728,0.586203514382194,-0.3734534870571874,1.2850848109016457,0.882010501050508,False,False,,,,,
WF-B,D,SMALL439,,,,,,,,,,,MA-THRESH,RESPREAD,-0.4,0.674950053340877,0.08097269023070242,0.54804382553712,-0.35310826165484643,1.2850848109016457,0.882010501050508,False,False,,,,,
WF-B,D,SMALL439,,,,,,,,,,,MOM-D,RESPREAD,-0.4,0.760632335218632,0.09064555254004847,0.5886445499904521,-0.37884581901382863,1.2850848109016457,0.882010501050508,False,False,,,,,
WF-B,D,SMALL439,,,,,,,,,,,QUANTILE-D,RESPREAD,-0.4,0.674950053340877,0.08097269023070242,0.54804382553712,-0.35310826165484643,1.2850848109016457,0.882010501050508,False,False,,,,,
WF-C,W,,MOM-D,,,27.0,,,,,,,,,,,,,,,,,,1.584701721865905,2.4368224480054557,2.25243346460267,24.0,17.0
