panel,sleeve,arm,F,CAGR,Sharpe,MaxDD,H1,H2,CAGR_oos,Sharpe_oos,MaxDD_oos,O1,O2,Sharpe_is,CAGR_is,MaxDD_is,keep4a_full,keep4a_oos,keep4b_full,keep4b_oos
U56,SHY,ETF,0.0,0.08618487105855244,1.20113235219264,-0.12054956914840886,1.2279248420922237,1.180810608358156,0.0945517936976279,1.2768823974588255,-0.12054956914840875,1.4326119126426584,1.1058814682175135,1.1045450932922083,0.07609481030855947,-0.0788720955261335,False,False,False,False
U56,SHY,ETF,0.25,0.08744020815976095,1.2190492120663599,-0.11912138518094018,1.2409833428153458,1.2033872822632914,0.09627710909940568,1.2986413024403285,-0.11912138518094006,1.4608062878623433,1.1211223526007403,1.1173386502977685,0.07678833564775323,-0.07825759145077582,True,True,False,False
U56,SHY,ETF,0.5,0.08869264740271543,1.2361060940915862,-0.11769153821691558,1.253633102735898,1.224735771877291,0.09799891580066133,1.319116471213303,-0.11769153821691536,1.4888244264278725,1.1341231498165332,1.1297669599611395,0.07748020298990599,-0.0776431149709842,True,True,False,False
U56,SHY,ETF,0.75,0.08994212653945755,1.252261029224931,-0.11626004092522446,1.2658513220346923,1.2447982986131052,0.09971712040441383,1.3382539148866222,-0.11626004092522413,1.5166401784436543,1.1448850136554938,1.1418078562875023,0.07817038285016586,-0.0770364148684003,True,True,False,False
U56,SHY,ETF,1.0,0.09118863014754641,1.2674784708837235,-0.11482688016352627,1.277616576230871,1.2635298789545812,0.10143170514296473,1.3560124690032136,-0.11482688016352605,1.5442280127986883,1.1534458627442672,1.1534404018687008,0.07885885815543614,-0.07644323573105838,True,True,False,False
U56,SHY,MATCH,0.0,0.08618487105855244,1.20113235219264,-0.12054956914840886,1.2279248420922237,1.180810608358156,0.0945517936976279,1.2768823974588255,-0.12054956914840875,1.4326119126426584,1.1058814682175135,1.1045450932922083,0.07609481030855947,-0.0788720955261335,False,False,False,False
U56,SHY,MATCH,0.25,0.08755681239428492,1.218931510969691,-0.12050505249017551,1.2467083520080346,1.1977831377986603,0.09592686657032301,1.2941288152566417,-0.12050505249017507,1.4479088290688087,1.1254178262066548,1.1230793639820738,0.0774628993004598,-0.07809383378428114,True,True,False,False
U56,SHY,MATCH,0.5,0.08893051767757254,1.2367302556925277,-0.12046052448012456,1.2654911836911595,1.2147554442754895,0.09730370049261139,1.311375069290618,-0.12046052448012423,1.463205263382524,1.1449545518298199,1.1416128639898293,0.07883275570032722,-0.07737083388881794,True,True,False,False
U56,SHY,MATCH,0.75,0.09030598853968619,1.2545285371407995,-0.12041598555620725,1.2842732971005622,1.2317274696836429,0.09868229602806644,1.3286211017917282,-0.12041598555620703,1.47850114775474,1.164491594323288,1.1601455543742059,0.08020438241642935,-0.0766472546273601,True,True,False,False
U56,SHY,MATCH,1.0,0.09168322682835006,1.2723263089515717,-0.120371435435629,1.3030546446869675,1.2486991679431052,0.10006265468397801,1.3458668675640186,-0.12037143543562934,1.4937964430516375,1.184028897377936,1.1786773865785216,0.08157778170388363,-0.075923095523306,True,True,False,False
