uni,book,arm,reset,D,k,dCAGR,dMaxDD,rate_DD,rate_gross,dominated,dSharpe,gross,gm_m,gm_gross,gm_CAGR,gm_MaxDD,gm_Sharpe,vs_gm_CAGR,vs_gm_MaxDD,vs_gm_Sharpe,p4b,ctl_p4b
universe.json(56),V1,D4%/k0.00/high,high,0.04,0.0,6.692082187311932,9.616757859511193,0.6958771641206823,0.467694281416839,True,-0.9139453726058704,0.012844212375077076,0.1,0.07501020853736218,0.006784560345727275,-0.0142098992310844,0.6681875929683974,-0.00892232924745373,-0.02790057038608229,-0.9156634911582572,False,False
universe.json(56),V1,D4%/k0.25/high,high,0.04,0.25,5.376189808957288,5.718854015185181,0.9400816657816369,0.467694281416839,True,-0.3797095314634729,0.2332535818187646,0.3,0.22498945048841487,0.020166260784878487,-0.04237762208105178,0.6679284002313355,-0.009145105903058504,-0.03871188597937503,-0.38116845727879783,False,False
universe.json(56),V1,D4%/k0.50/high,high,0.04,0.5,4.354006447632397,1.7278867726158276,2.5198447702918156,0.467694281416839,True,-0.2963912587142963,0.41759387716412505,0.55,0.41238986028951313,0.03651817533258761,-0.07710979514464744,0.6675185284197118,-0.015275186837518717,-0.04388938534147291,-0.29744031271799753,False,False
universe.json(56),V1,D4%/k0.75/high,high,0.04,0.75,2.404417039862472,0.8706533578849984,2.761623805946503,0.467694281416839,True,-0.1507007092824284,0.598552140137911,0.8,0.5997134758150835,0.05241771571909948,-0.11130822342403324,0.6669955193116478,-0.011678833146331336,-0.018263291209395405,-0.15122675417806564,False,False
universe.json(56),V1,D6%/k0.00/high,high,0.06,0.0,6.099454686725214,5.877457005775222,1.037771042941166,0.467694281416839,True,-0.5199046774452004,0.056139361978391776,0.1,0.07501020853736218,0.006784560345727275,-0.0142098992310844,0.6681875929683974,-0.0029960542415865543,-0.06529357892344201,-0.5216227959975872,False,False
universe.json(56),V1,D6%/k0.25/high,high,0.06,0.25,4.756682308578197,5.467142794228552,0.8700490343145307,0.467694281416839,True,-0.30394407681065677,0.28218150041379386,0.4,0.2999591746143792,0.026758790791759468,-0.05633440516922017,0.6677757888001961,-0.009542560906148578,-0.027272215100772934,-0.30525039119484226,False,False
universe.json(56),V1,D6%/k0.50/high,high,0.06,0.5,3.7235748772133537,1.7278867726158387,2.1549877782652698,0.467694281416839,True,-0.23139601688156047,0.4458005087065438,0.6,0.44986055450391016,0.039735615207073804,-0.08399225438399427,0.6674248997231913,-0.012188311007814479,-0.03700692610212597,-0.2323514421887412,False,False
universe.json(56),V1,D6%/k0.75/high,high,0.06,0.75,1.6913849089623012,0.8706533578849984,1.9426616731497295,0.467694281416839,True,-0.09521307245045318,0.6281975853446983,0.85,0.6371694577938333,0.055539589576299564,-0.11808321747387507,0.666873166180805,-0.007670385694529713,-0.011488297159553573,-0.09561676421524767,False,False
universe.json(56),V1,D8%/k0.00/high,high,0.08,0.0,6.115610304132568,5.202043372904075,1.1756169385259254,0.467694281416839,True,-0.5343064182552386,0.05783575876511241,0.1,0.07501020853736218,0.006784560345727275,-0.0142098992310844,0.6681875929683974,-0.003157610415660095,-0.07204771525215348,-0.5360245368076254,False,False
universe.json(56),V1,D8%/k0.25/high,high,0.08,0.25,4.110631217862171,2.869673291245256,1.4324387484815102,0.467694281416839,True,-0.24850561494318507,0.32692286402099385,0.45,0.337439213455328,0.030029461229209575,-0.06328080413601667,0.6676937589857579,-0.006352720436438419,-0.0463005111638094,-0.2497298995129324,False,False
